khipu_id,has_summation,original_match_rate,error_detectable,relative_impact,error_magnitude,num_valued_cords
1000532,False,0.0,0.0,1.0,5.000000000000007,8
1000533,True,0.125,1.0,0.005462962962962968,5.900000000000006,48
1000534,False,0.0,0.0,1.0,1.9000000000000021,71
1000535,False,0.0,0.0,1.0,3.5,20
1000536,False,0.0,0.0,1.0,24.600000000000023,43
1000537,False,0.0,0.0,1.0,3.0,17
1000538,False,0.0,0.0,1.0,7.900000000000006,44
1000539,False,0.0,0.0,1.0,15.900000000000006,100
1000540,False,0.0,0.0,1.0,0.40000000000000036,50
1000541,False,0.0,0.0,1.0,5.400000000000006,227
1000542,False,0.0,0.0,1.0,7.0,76
1000543,False,0.0,0.0,1.0,2.900000000000002,94
1000544,False,0.0,0.0,1.0,204.9000000000001,72
1000545,True,0.0714285714285714,1.0,0.006989036805011755,71.40000000000009,160
1000546,True,0.0444444444444444,1.0,0.008125909473845457,106.10000000000014,133
1000547,True,0.0555555555555555,1.0,0.0028374384236453214,14.400000000000006,202
1000548,False,0.0,0.0,1.0,3.6000000000000014,26
1000549,False,0.0,0.0,1.0,4.0,34
1000550,False,0.0,0.0,1.0,1.1000000000000014,7
1000551,False,0.0,0.0,1.0,8.100000000000009,26
1000552,True,0.1904761904761904,1.0,0.03806416530723225,70.00000000000011,70
1000553,False,0.0,0.0,1.0,6.0,20
1000554,False,0.0,0.0,1.0,49.90000000000009,68
1000555,False,0.0,0.0,1.0,0.10000000000000009,67
1000556,False,0.0,0.0,1.0,28.900000000000034,34
1000558,False,0.0,0.0,1.0,155.9000000000001,15
1000559,False,0.0,0.0,1.0,8.0,21
1000560,False,0.0,0.0,1.0,240.4000000000001,14
1000561,False,0.0,0.0,1.0,0.10000000000000009,18
1000562,False,0.0,0.0,1.0,0.10000000000000009,27
1000563,False,0.0,0.0,1.0,117.0,56
1000564,True,0.0784313725490196,1.0,0.004824561403508778,11.000000000000014,174
1000565,False,0.0,0.0,1.0,2747.0000000000036,351
1000566,False,0.0,0.0,1.0,13.0,32
1000567,True,0.1666666666666666,1.0,0.0,0.0,66
1000569,False,0.0,0.0,1.0,0.10000000000000009,21
1000570,True,0.2777777777777778,1.0,0.005212858384013901,6.0,88
1000571,False,0.0,0.0,1.0,1.0,5
1000572,False,0.0,0.0,1.0,0.0,10
1000573,True,0.4166666666666667,1.0,0.0,0.0,34
1000574,True,0.1428571428571428,1.0,0.0,0.0,36
1000575,True,0.6666666666666666,1.0,0.0,0.0,36
1000576,True,0.6,1.0,0.006578947368421052,1.0,41
1000577,False,0.0,0.0,1.0,264.00000000000045,13
1000579,False,0.0,0.0,1.0,0.0,1
1000580,False,0.0,0.0,1.0,11.000000000000014,23
1000581,False,0.0,0.0,1.0,8.0,27
1000582,False,0.0,0.0,1.0,2.0,34
1000583,False,0.0,0.0,1.0,2.0,41
1000584,False,0.0,0.0,1.0,1.0,29
1000585,True,0.6666666666666666,1.0,0.014925373134328358,6.0,21
1000586,True,0.2,1.0,0.001913509376195946,5.000000000000007,171
1000587,True,0.4285714285714285,1.0,0.0,0.0,30
1000588,False,0.0,0.0,1.0,108.0,162
1000589,True,0.3333333333333333,1.0,0.0,0.0,23
1000590,True,0.5,1.0,0.0,0.0,51
1000591,True,0.2727272727272727,1.0,0.0,0.0,71
1000592,True,0.1111111111111111,1.0,0.0034965034965034965,2.0,28
1000593,False,0.0,0.0,1.0,121.0,76
1000595,False,0.0,0.0,1.0,300.00000000000045,14
1000597,False,0.0,0.0,1.0,10.000000000000014,66
1000598,True,0.088235294117647,1.0,0.003843056877241783,105.0,145
1000599,True,0.2,1.0,0.01821103374397432,34.00000000000006,46
1000600,False,0.0,0.0,1.0,0.0,12
1000601,True,0.0555555555555555,1.0,8.561643835616447e-05,0.10000000000000009,43
1000602,False,0.0,0.0,1.0,3.0,9
1000603,True,0.0942028985507246,1.0,0.003605122082543255,308.00000000000045,375
1000604,False,0.0,0.0,1.0,0.0,122
1000605,False,0.0,0.0,1.0,5.000000000000007,148
1000606,True,1.0,1.0,0.0,0.0,23
1000607,True,0.1052631578947368,1.0,0.003360296376278732,361.00000000000045,120
1000608,False,0.0,0.0,1.0,10.000000000000014,76
1000609,True,0.3333333333333333,1.0,0.004373724330403632,105.0,106
1000610,False,0.0,0.0,1.0,1332.0000000000018,135
1000611,True,0.0454545454545454,1.0,0.0007339433217829939,165.00000000000023,219
1000612,True,0.009009009009009,1.0,0.0005566652477160362,17.00000000000003,297
1000613,True,0.64,1.0,0.001421739692387232,22.00000000000003,91
1000614,True,0.4393939393939394,1.0,0.0,0.0,214
1000615,False,0.0,0.0,1.0,27.0,23
1000616,False,0.0,0.0,1.0,399.10000000000036,33
1000617,False,0.0,0.0,1.0,28.0,50
1000618,False,0.0,0.0,1.0,390.0,86
1000619,False,0.0,0.0,1.0,331.10000000000036,114
1000620,True,0.2,1.0,0.0,0.0,15
1000621,True,0.125,1.0,0.005185825410544511,6.0,21
1000622,True,0.073170731707317,1.0,0.004446162768219607,23.00000000000003,174
1000623,True,0.0454545454545454,1.0,0.0005994590247825141,41.00000000000006,292
1000624,True,0.1166666666666666,1.0,0.003616352201257866,23.00000000000003,150
1000625,False,0.0,0.0,1.0,1.0,36
1000626,False,0.0,0.0,1.0,0.0,4
1000627,False,0.0,0.0,1.0,1.1000000000000014,8
1000628,True,0.2857142857142857,1.0,0.0,0.0,27
1000629,True,0.1333333333333333,1.0,0.028340080971659954,91.00000000000011,140
1000630,False,0.0,0.0,1.0,9.000000000000014,12
1000631,False,0.0,0.0,1.0,573.0000000000009,5
1000632,False,0.0,0.0,1.0,0.0,6
1000633,True,0.25,1.0,0.00015772870662460583,0.10000000000000009,89
1000634,True,0.3018867924528302,1.0,0.0005691519635742744,1.0,192
1000635,True,0.7,1.0,0.0,0.0,92
1000636,False,0.0,0.0,1.0,0.10000000000000009,22
1000637,True,0.625,1.0,0.011111111111111112,6.0,57
1000638,False,0.0,0.0,1.0,0.0,60
1000639,False,0.0,0.0,1.0,0.0,7
1000640,False,0.0,0.0,1.0,0.10000000000000009,8
1000641,False,0.0,0.0,1.0,6.0,5
1000642,False,0.0,0.0,1.0,1.0,4
1000643,False,0.0,0.0,1.0,3.0,6
1000644,True,1.0,1.0,0.025,63.0,4
1000645,False,0.0,0.0,1.0,60.0,7
1000646,True,0.3333333333333333,1.0,0.012500000000000011,0.10000000000000009,15
1000647,True,0.3333333333333333,1.0,0.006626506024096394,1.1000000000000014,38
1000648,False,0.0,0.0,1.0,592.0000000000009,201
1000649,False,0.0,0.0,1.0,0.0,27
1000650,True,0.5,1.0,5.139978754754485e-06,0.30000000000000027,180
1000651,False,0.0,0.0,1.0,0.0,21
1000652,False,0.0,0.0,1.0,0.10000000000000009,12
1000653,False,0.0,0.0,1.0,3.0,6
1000654,False,0.0,0.0,1.0,0.0,37
1000655,False,0.0,0.0,1.0,0.0,20
1000656,False,0.0,0.0,1.0,0.10000000000000009,25
1000657,False,0.0,0.0,1.0,0.0,6
1000658,True,0.4615384615384615,1.0,0.0,0.0,172
1000659,True,1.0,1.0,0.0,0.0,32
1000660,False,0.0,0.0,1.0,3.0,4
1000661,False,0.0,0.0,1.0,10.000000000000014,4
