khipu_id,has_summation,original_match_rate,error_detectable,relative_impact,error_magnitude,num_valued_cords
1000492,False,0.0,0.0,1.0,0.40000000000000036,50
1000493,False,0.0,0.0,1.0,8.100000000000009,154
1000494,True,0.0294117647058823,1.0,0.00033783783783783813,0.40000000000000036,84
1000495,False,0.0,0.0,1.0,16.600000000000023,111
1000496,False,0.0,0.0,1.0,9.400000000000006,28
1000497,False,0.0,0.0,1.0,2.5000000000000036,49
1000499,False,0.0,0.0,1.0,32055.5,74
1000500,True,0.0416666666666666,1.0,0.0005109489051094899,1.4000000000000021,83
1000501,False,0.0,0.0,1.0,0.40000000000000036,359
1000502,False,0.0,0.0,1.0,0.40000000000000036,17
1000503,False,0.0,0.0,1.0,1.0,38
1000504,True,0.0104166666666666,1.0,0.0004590629436819689,9.700000000000003,222
1000505,False,0.0,0.0,1.0,1.0,72
1000506,True,0.1923076923076923,1.0,0.004940119760479045,9.900000000000006,133
1000507,True,0.05,1.0,0.006931818181818192,6.1000000000000085,71
1000508,True,0.4,1.0,0.008795039111579459,217.0,173
1000509,True,0.123076923076923,1.0,0.0006718172657037286,2.0,300
1000510,False,0.0,0.0,1.0,1.6000000000000014,98
1000511,False,0.0,0.0,1.0,27.0,68
1000512,False,0.0,0.0,1.0,673.4000000000005,106
1000513,True,0.4545454545454545,1.0,0.005976017298997451,30.400000000000034,77
1000514,True,0.0263157894736842,1.0,0.000894721145243066,6.0,155
1000515,True,0.238095238095238,1.0,0.0007597895967270606,1.3000000000000007,65
1000516,True,0.125,1.0,0.006256109481915939,6.400000000000006,46
1000517,False,0.0,0.0,1.0,1.0,11
1000518,False,0.0,0.0,1.0,18.600000000000023,119
1000519,True,0.2777777777777778,1.0,0.005328596802841925,42.00000000000006,120
1000520,False,0.0,0.0,1.0,2.5000000000000036,56
1000521,False,0.0,0.0,1.0,0.10000000000000009,32
1000522,False,0.0,0.0,1.0,112.0,83
1000523,False,0.0,0.0,1.0,47.90000000000009,162
1000524,False,0.0,0.0,1.0,4.400000000000006,136
1000525,False,0.0,0.0,1.0,0.40000000000000036,15
1000526,True,0.106060606060606,1.0,5.815644082582151e-05,0.20000000000000018,228
1000527,False,0.0,0.0,1.0,3.6000000000000014,61
1000528,True,0.0833333333333333,1.0,0.0005653499962805928,7.6000000000000085,79
1000529,False,0.0,0.0,1.0,16.0,62
1000530,False,0.0,0.0,1.0,65.00000000000011,58
1000531,False,0.0,0.0,1.0,5.500000000000007,8
