cord_id,khipu_id,numeric_value,confidence,method
3004657,1000023,1,1.0,ascher_decimal
3004658,1000023,1,1.0,ascher_decimal
3004659,1000023,13.0,1.0,ascher_decimal
3004660,1000023,12226.0,1.0,ascher_decimal
3004661,1000023,0,0.0,ascher_decimal
3004662,1000023,1,1.0,ascher_decimal
3004663,1000023,0,0.0,ascher_decimal
3004664,1000023,0,0.0,ascher_decimal
3004665,1000023,12.0,1.0,ascher_decimal
3004666,1000023,0,0.0,ascher_decimal
3004667,1000023,0,0.0,ascher_decimal
3004668,1000023,0,0.0,ascher_decimal
3004669,1000023,1,1.0,ascher_decimal
3004670,1000023,11111229.0,1.0,ascher_decimal
3004671,1000023,0,0.0,ascher_decimal
3004672,1000023,0,0.0,ascher_decimal
3004673,1000023,3.0,1.0,ascher_decimal
3004674,1000023,0,0.0,ascher_decimal
3004675,1000023,7.0,1.0,ascher_decimal
3004676,1000023,1115.0,1.0,ascher_decimal
3004677,1000023,0,0.0,ascher_decimal
3004678,1000023,0,0.0,ascher_decimal
3004679,1000023,0,0.0,ascher_decimal
3004680,1000023,0,0.0,ascher_decimal
3004681,1000023,114.0,1.0,ascher_decimal
3004682,1000023,0,0.0,ascher_decimal
3004683,1000023,0,0.0,ascher_decimal
3004684,1000023,0,0.0,ascher_decimal
3004685,1000023,2.0,1.0,ascher_decimal
3004686,1000023,1112,1.0,ascher_decimal
3004687,1000023,1,1.0,ascher_decimal
3004688,1000023,0,0.0,ascher_decimal
3004689,1000023,0,0.0,ascher_decimal
3004690,1000023,0,0.0,ascher_decimal
3004691,1000023,1,1.0,ascher_decimal
3004692,1000023,0,0.0,ascher_decimal
3004693,1000023,9.0,1.0,ascher_decimal
3004694,1000023,1111117.0,1.0,ascher_decimal
3004695,1000023,0,0.0,ascher_decimal
3004696,1000023,0,0.0,ascher_decimal
3004697,1000023,0,0.0,ascher_decimal
3004698,1000023,1,1.0,ascher_decimal
3004699,1000023,1112.0,1.0,ascher_decimal
3004700,1000023,0,0.0,ascher_decimal
3004701,1000023,0,0.0,ascher_decimal
3004702,1000023,0,0.0,ascher_decimal
3004703,1000023,1,1.0,ascher_decimal
3004704,1000023,11112,1.0,ascher_decimal
3004705,1000023,0,0.0,ascher_decimal
3004706,1000023,0,0.0,ascher_decimal
3004707,1000023,1,1.0,ascher_decimal
3004708,1000023,1,1.0,ascher_decimal
3004709,1000023,1,1.0,ascher_decimal
3004710,1000023,11112.0,1.0,ascher_decimal
3004711,1000023,0,0.0,ascher_decimal
3004712,1000023,1,1.0,ascher_decimal
3004713,1000023,0,0.0,ascher_decimal
3004714,1000023,0,0.0,ascher_decimal
3004715,1000023,11111,1.0,ascher_decimal
3004716,1000023,0,0.0,ascher_decimal
3004717,1000023,0,0.0,ascher_decimal
3004718,1000023,1,1.0,ascher_decimal
3004719,1000023,1,1.0,ascher_decimal
3004720,1000023,11117.0,1.0,ascher_decimal
3004721,1000023,0,0.0,ascher_decimal
3004722,1000023,0,0.0,ascher_decimal
3004723,1000023,0,0.0,ascher_decimal
3004724,1000023,0,0.0,ascher_decimal
3004725,1000023,1,1.0,ascher_decimal
3004726,1000023,1,1.0,ascher_decimal
3004727,1000023,16.0,1.0,ascher_decimal
3004728,1000023,0,0.0,ascher_decimal
3004729,1000023,0,0.0,ascher_decimal
3004730,1000023,0,0.0,ascher_decimal
3004731,1000023,0,0.0,ascher_decimal
3004732,1000023,111112.0,1.0,ascher_decimal
3004733,1000023,0,0.0,ascher_decimal
3004734,1000023,0,0.0,ascher_decimal
3004735,1000023,0,0.0,ascher_decimal
3004736,1000023,1,1.0,ascher_decimal
3004737,1000023,23.0,1.0,ascher_decimal
3004738,1000023,0,0.0,ascher_decimal
3004739,1000023,6.0,1.0,ascher_decimal
3004740,1000023,0,0.0,ascher_decimal
3004741,1000023,2.0,1.0,ascher_decimal
3004742,1000023,2.0,1.0,ascher_decimal
3004743,1000023,8.0,1.0,ascher_decimal
3004744,1000023,4.0,1.0,ascher_decimal
3004745,1000023,0,0.0,ascher_decimal
3004746,1000023,0,0.0,ascher_decimal
3004747,1000023,1,1.0,ascher_decimal
3004748,1000023,0,0.0,ascher_decimal
3004749,1000023,0,0.0,ascher_decimal
3004750,1000023,113.0,1.0,ascher_decimal
3004751,1000023,0,0.0,ascher_decimal
3004752,1000023,0,0.0,ascher_decimal
3004753,1000023,0,0.0,ascher_decimal
3004754,1000023,2.0,1.0,ascher_decimal
3004755,1000023,12.0,1.0,ascher_decimal
3004756,1000023,0,0.0,ascher_decimal
3004757,1000023,0,0.0,ascher_decimal
3004758,1000023,1,1.0,ascher_decimal
3004759,1000023,1,1.0,ascher_decimal
3004760,1000023,3.0,1.0,ascher_decimal
3004761,1000023,1,1.0,ascher_decimal
3004762,1000023,0,0.0,ascher_decimal
3004763,1000023,2.0,1.0,ascher_decimal
3004764,1000023,7.0,1.0,ascher_decimal
3004765,1000023,5.0,1.0,ascher_decimal
3004766,1000023,1111129.0,1.0,ascher_decimal
3004767,1000023,111111119.0,1.0,ascher_decimal
3004768,1000023,0,0.0,ascher_decimal
3004769,1000023,2.0,1.0,ascher_decimal
3004770,1000023,0,0.0,ascher_decimal
3004771,1000023,6.0,1.0,ascher_decimal
3004772,1000023,5.0,1.0,ascher_decimal
3004773,1000023,1,1.0,ascher_decimal
3004774,1000023,1,1.0,ascher_decimal
3004775,1000023,1,1.0,ascher_decimal
3004776,1000023,11111,1.0,ascher_decimal
3004777,1000023,111123333,1.0,ascher_decimal
3004778,1000023,0,0.0,ascher_decimal
3004779,1000023,0,0.0,ascher_decimal
3004780,1000023,1,1.0,ascher_decimal
3004781,1000023,1,1.0,ascher_decimal
3004782,1000023,8.0,1.0,ascher_decimal
3004783,1000023,1114.0,1.0,ascher_decimal
3004784,1000023,2.0,1.0,ascher_decimal
3004785,1000023,1,1.0,ascher_decimal
3004786,1000023,0,0.0,ascher_decimal
3004787,1000023,0,0.0,ascher_decimal
3004788,1000023,0,0.0,ascher_decimal
3004789,1000023,0,0.0,ascher_decimal
3004790,1000023,0,0.0,ascher_decimal
3004791,1000023,0,0.0,ascher_decimal
3004792,1000023,0,0.0,ascher_decimal
3004793,1000023,1111,1.0,ascher_decimal
3004794,1000023,1111,1.0,ascher_decimal
3004795,1000023,0,0.0,ascher_decimal
3002940,1000024,2.0,1.0,ascher_decimal
3003422,1000024,117.0,1.0,ascher_decimal
3003423,1000024,2.0,1.0,ascher_decimal
3003424,1000024,5.0,1.0,ascher_decimal
3003425,1000024,9.0,1.0,ascher_decimal
3003426,1000024,8.0,1.0,ascher_decimal
3003427,1000024,1111,1.0,ascher_decimal
3003428,1000024,7.0,1.0,ascher_decimal
3003429,1000024,112.0,1.0,ascher_decimal
3003430,1000024,9.0,1.0,ascher_decimal
3003431,1000024,2.0,1.0,ascher_decimal
3003432,1000024,1,1.0,ascher_decimal
3004309,1000024,4.0,1.0,ascher_decimal
3004310,1000024,11,1.0,ascher_decimal
3004311,1000024,1111119.0,1.0,ascher_decimal
3004312,1000024,1,1.0,ascher_decimal
3004318,1000024,0,0.0,ascher_decimal
3004319,1000024,2.0,1.0,ascher_decimal
3004320,1000024,1,1.0,ascher_decimal
3004321,1000024,4.0,1.0,ascher_decimal
3004322,1000024,112,1.0,ascher_decimal
3004323,1000024,115.0,1.0,ascher_decimal
3004324,1000024,6.0,1.0,ascher_decimal
3004325,1000024,19.0,1.0,ascher_decimal
3004326,1000024,0,0.0,ascher_decimal
3004327,1000024,1,1.0,ascher_decimal
3004328,1000024,11111112.0,1.0,ascher_decimal
3004329,1000024,4.0,1.0,ascher_decimal
3004330,1000024,17.0,1.0,ascher_decimal
3004331,1000024,6.0,1.0,ascher_decimal
3004332,1000024,11111114.0,1.0,ascher_decimal
3004333,1000024,5.0,1.0,ascher_decimal
3004334,1000024,8.0,1.0,ascher_decimal
3004335,1000024,7.0,1.0,ascher_decimal
3004336,1000024,6.0,1.0,ascher_decimal
3004337,1000024,3.0,1.0,ascher_decimal
3004338,1000024,1,1.0,ascher_decimal
3004339,1000024,4.0,1.0,ascher_decimal
3004340,1000024,4.0,1.0,ascher_decimal
3004341,1000024,1,1.0,ascher_decimal
3004342,1000024,1,1.0,ascher_decimal
3004343,1000024,0,0.0,ascher_decimal
3004344,1000024,1,1.0,ascher_decimal
3004345,1000024,1,1.0,ascher_decimal
3004346,1000024,1,1.0,ascher_decimal
3004347,1000024,2.0,1.0,ascher_decimal
3004348,1000024,1,1.0,ascher_decimal
3004349,1000024,4.0,1.0,ascher_decimal
3004350,1000024,17.0,1.0,ascher_decimal
3004351,1000024,1,1.0,ascher_decimal
3004352,1000024,3.0,1.0,ascher_decimal
3004353,1000024,2.0,1.0,ascher_decimal
3004354,1000024,6.0,1.0,ascher_decimal
3004355,1000024,1,1.0,ascher_decimal
3004356,1000024,0,0.0,ascher_decimal
3004357,1000024,3.0,1.0,ascher_decimal
3004358,1000024,3.0,1.0,ascher_decimal
3004359,1000024,0,0.0,ascher_decimal
3004360,1000024,3.0,1.0,ascher_decimal
3004361,1000024,2.0,1.0,ascher_decimal
3004362,1000024,3.0,1.0,ascher_decimal
3004363,1000024,3.0,1.0,ascher_decimal
3004364,1000024,5.0,1.0,ascher_decimal
3004365,1000024,1,1.0,ascher_decimal
3004366,1000024,1,1.0,ascher_decimal
3004367,1000024,1,1.0,ascher_decimal
3004368,1000024,1,1.0,ascher_decimal
3004370,1000024,1,1.0,ascher_decimal
3004371,1000024,1116.0,1.0,ascher_decimal
3004373,1000024,0,0.0,ascher_decimal
3004374,1000024,0,0.0,ascher_decimal
3004375,1000024,0,0.0,ascher_decimal
3004376,1000024,1,1.0,ascher_decimal
3004377,1000024,1,1.0,ascher_decimal
3004378,1000024,1,1.0,ascher_decimal
3004379,1000024,1,1.0,ascher_decimal
3004380,1000024,1,1.0,ascher_decimal
3004381,1000024,1,1.0,ascher_decimal
3004382,1000024,1,1.0,ascher_decimal
3004383,1000024,1,1.0,ascher_decimal
3004384,1000024,1,1.0,ascher_decimal
3004385,1000024,2.0,1.0,ascher_decimal
3004386,1000024,1,1.0,ascher_decimal
3004387,1000024,1,1.0,ascher_decimal
3004388,1000024,1,1.0,ascher_decimal
3002941,1000024,0,0.0,ascher_decimal
3004313,1000024,0,0.0,ascher_decimal
3004369,1000024,1,1.0,ascher_decimal
3004372,1000024,2.0,1.0,ascher_decimal
3002942,1000024,0,0.0,ascher_decimal
3004314,1000024,0,0.0,ascher_decimal
3002943,1000024,0,0.0,ascher_decimal
3004315,1000024,0,0.0,ascher_decimal
3002944,1000024,1,1.0,ascher_decimal
3004316,1000024,2.0,1.0,ascher_decimal
3002945,1000024,0,0.0,ascher_decimal
3004317,1000024,4.0,1.0,ascher_decimal
3002946,1000024,1,1.0,ascher_decimal
3002947,1000024,2.0,1.0,ascher_decimal
3002948,1000024,1,1.0,ascher_decimal
3002949,1000024,13.0,1.0,ascher_decimal
3002950,1000024,12.0,1.0,ascher_decimal
3002951,1000024,11,1.0,ascher_decimal
3002952,1000024,13.0,1.0,ascher_decimal
3002953,1000024,2,1.0,ascher_decimal
3002954,1000024,0,0.0,ascher_decimal
3002955,1000024,19.0,1.0,ascher_decimal
3002956,1000024,2.0,1.0,ascher_decimal
3002957,1000024,2.0,1.0,ascher_decimal
3002958,1000024,0,0.0,ascher_decimal
3002959,1000024,1,1.0,ascher_decimal
3002960,1000024,3.0,1.0,ascher_decimal
3002961,1000024,1,1.0,ascher_decimal
3002962,1000024,3.0,1.0,ascher_decimal
3002963,1000024,0,0.0,ascher_decimal
3002964,1000024,12.0,1.0,ascher_decimal
3002965,1000024,4.0,1.0,ascher_decimal
3002966,1000024,1113.0,1.0,ascher_decimal
3002967,1000024,2.0,1.0,ascher_decimal
3002968,1000024,5.0,1.0,ascher_decimal
3002969,1000024,11111119.0,1.0,ascher_decimal
3002970,1000024,3.0,1.0,ascher_decimal
3002971,1000024,112,1.0,ascher_decimal
3002972,1000024,6.0,1.0,ascher_decimal
3002973,1000024,7.0,1.0,ascher_decimal
3002974,1000024,7.0,1.0,ascher_decimal
3002975,1000024,116.0,1.0,ascher_decimal
3002976,1000024,3.0,1.0,ascher_decimal
3002977,1000024,8.0,1.0,ascher_decimal
3002978,1000024,1114.0,1.0,ascher_decimal
3002979,1000024,14.0,1.0,ascher_decimal
3002980,1000024,1112.0,1.0,ascher_decimal
3002981,1000024,7.0,1.0,ascher_decimal
3002982,1000024,111111111,1.0,ascher_decimal
3002983,1000024,0,0.0,ascher_decimal
3002984,1000024,6.0,1.0,ascher_decimal
3002985,1000024,2.0,1.0,ascher_decimal
3002986,1000024,1115.0,1.0,ascher_decimal
3002987,1000024,3.0,1.0,ascher_decimal
3002988,1000024,0,0.0,ascher_decimal
3002989,1000024,7.0,1.0,ascher_decimal
3002990,1000024,7.0,1.0,ascher_decimal
3002991,1000024,3.0,1.0,ascher_decimal
3002992,1000024,1,1.0,ascher_decimal
3002993,1000024,116.0,1.0,ascher_decimal
3002994,1000024,2.0,1.0,ascher_decimal
3002995,1000024,1,1.0,ascher_decimal
3002996,1000024,0,0.0,ascher_decimal
3002997,1000024,1,1.0,ascher_decimal
3002998,1000024,3.0,1.0,ascher_decimal
3002999,1000024,1,1.0,ascher_decimal
3003000,1000024,5.0,1.0,ascher_decimal
3003001,1000024,2.0,1.0,ascher_decimal
3003002,1000024,1,1.0,ascher_decimal
3003003,1000024,15.0,1.0,ascher_decimal
3003004,1000024,5.0,1.0,ascher_decimal
3003005,1000024,1116.0,1.0,ascher_decimal
3003006,1000024,6.0,1.0,ascher_decimal
3003007,1000024,115.0,1.0,ascher_decimal
3003008,1000024,2.0,1.0,ascher_decimal
3003009,1000024,11112.0,1.0,ascher_decimal
3003010,1000024,111111112,1.0,ascher_decimal
3003011,1000024,115.0,1.0,ascher_decimal
3003012,1000024,11111111,1.0,ascher_decimal
3003013,1000024,7.0,1.0,ascher_decimal
3003014,1000024,1111111,1.0,ascher_decimal
3003015,1000024,12,1.0,ascher_decimal
3003016,1000024,111111117.0,1.0,ascher_decimal
3003017,1000024,11111115.0,1.0,ascher_decimal
3003018,1000024,1111119.0,1.0,ascher_decimal
3003019,1000024,0,0.0,ascher_decimal
3003020,1000024,0,0.0,ascher_decimal
3003021,1000024,4.0,1.0,ascher_decimal
3003022,1000024,2,1.0,ascher_decimal
3003023,1000024,3.0,1.0,ascher_decimal
3003024,1000024,0,0.0,ascher_decimal
3003025,1000024,0,0.0,ascher_decimal
3003026,1000024,5.0,1.0,ascher_decimal
3003027,1000024,5.0,1.0,ascher_decimal
3003028,1000024,3.0,1.0,ascher_decimal
3003029,1000024,0,0.0,ascher_decimal
3003030,1000024,1,1.0,ascher_decimal
3003031,1000024,5.0,1.0,ascher_decimal
3003032,1000024,1,1.0,ascher_decimal
3003033,1000024,8.0,1.0,ascher_decimal
3003034,1000024,0,0.0,ascher_decimal
3003035,1000024,1,1.0,ascher_decimal
3003036,1000024,0,0.0,ascher_decimal
3003037,1000024,7.0,1.0,ascher_decimal
3003038,1000024,15.0,1.0,ascher_decimal
3003039,1000024,0,0.0,ascher_decimal
3003040,1000024,0,0.0,ascher_decimal
3003041,1000024,0,0.0,ascher_decimal
3003042,1000024,8.0,1.0,ascher_decimal
3003043,1000024,14.0,1.0,ascher_decimal
3003044,1000024,9.0,1.0,ascher_decimal
3003045,1000024,9.0,1.0,ascher_decimal
3003046,1000024,3.0,1.0,ascher_decimal
3003047,1000024,9.0,1.0,ascher_decimal
3003048,1000024,116.0,1.0,ascher_decimal
3003049,1000024,19.0,1.0,ascher_decimal
3003050,1000024,1113,1.0,ascher_decimal
3003051,1000024,7.0,1.0,ascher_decimal
3003052,1000024,17.0,1.0,ascher_decimal
3003053,1000024,7.0,1.0,ascher_decimal
3003054,1000024,11114.0,1.0,ascher_decimal
3003055,1000024,114.0,1.0,ascher_decimal
3003056,1000024,1111119.0,1.0,ascher_decimal
3003057,1000024,116.0,1.0,ascher_decimal
3003058,1000024,11119.0,1.0,ascher_decimal
3003059,1000024,0,0.0,ascher_decimal
3003060,1000024,1,1.0,ascher_decimal
3003061,1000024,0,0.0,ascher_decimal
3003062,1000024,128.0,1.0,ascher_decimal
3003063,1000024,0,0.0,ascher_decimal
3003064,1000024,0,0.0,ascher_decimal
3003065,1000024,4.0,1.0,ascher_decimal
3003066,1000024,3.0,1.0,ascher_decimal
3003067,1000024,1112,1.0,ascher_decimal
3003068,1000024,3.0,1.0,ascher_decimal
3003069,1000024,11,1.0,ascher_decimal
3003070,1000024,11111223.0,1.0,ascher_decimal
3003071,1000024,11222225.0,1.0,ascher_decimal
3003072,1000024,111225.0,1.0,ascher_decimal
3003073,1000024,0,0.0,ascher_decimal
3003074,1000024,1,1.0,ascher_decimal
3003075,1000024,0,0.0,ascher_decimal
3003076,1000024,0,0.0,ascher_decimal
3003077,1000024,3.0,1.0,ascher_decimal
3003078,1000024,4.0,1.0,ascher_decimal
3003079,1000024,0,0.0,ascher_decimal
3003080,1000024,4.0,1.0,ascher_decimal
3003081,1000024,0,0.0,ascher_decimal
3003082,1000024,5.0,1.0,ascher_decimal
3003083,1000024,5.0,1.0,ascher_decimal
3003084,1000024,2.0,1.0,ascher_decimal
3003085,1000024,4.0,1.0,ascher_decimal
3003086,1000024,0,0.0,ascher_decimal
3003087,1000024,9.0,1.0,ascher_decimal
3003088,1000024,11115.0,1.0,ascher_decimal
3003089,1000024,0,0.0,ascher_decimal
3003090,1000024,0,0.0,ascher_decimal
3003091,1000024,1,1.0,ascher_decimal
3003092,1000024,2.0,1.0,ascher_decimal
3003093,1000024,2,1.0,ascher_decimal
3003094,1000024,2,1.0,ascher_decimal
3003095,1000024,3.0,1.0,ascher_decimal
3003096,1000024,9.0,1.0,ascher_decimal
3003097,1000024,3.0,1.0,ascher_decimal
3003098,1000024,0,0.0,ascher_decimal
3003099,1000024,8.0,1.0,ascher_decimal
3003100,1000024,5.0,1.0,ascher_decimal
3003101,1000024,0,0.0,ascher_decimal
3003102,1000024,0,0.0,ascher_decimal
3003103,1000024,0,0.0,ascher_decimal
3003104,1000024,1,1.0,ascher_decimal
3003105,1000024,5.0,1.0,ascher_decimal
3003106,1000024,8.0,1.0,ascher_decimal
3003107,1000024,1,1.0,ascher_decimal
3003108,1000024,2,1.0,ascher_decimal
3003109,1000024,1,1.0,ascher_decimal
3003110,1000024,5.0,1.0,ascher_decimal
3003111,1000024,6.0,1.0,ascher_decimal
3003112,1000024,1,1.0,ascher_decimal
3003113,1000024,9.0,1.0,ascher_decimal
3003114,1000024,5.0,1.0,ascher_decimal
3003115,1000024,5.0,1.0,ascher_decimal
3003116,1000024,2.0,1.0,ascher_decimal
3003117,1000024,11112.0,1.0,ascher_decimal
3003118,1000024,11,1.0,ascher_decimal
3003119,1000024,7.0,1.0,ascher_decimal
3003120,1000024,4.0,1.0,ascher_decimal
3003121,1000024,9.0,1.0,ascher_decimal
3003122,1000024,9.0,1.0,ascher_decimal
3003123,1000024,0,0.0,ascher_decimal
3003124,1000024,1114.0,1.0,ascher_decimal
3003125,1000024,111112.0,1.0,ascher_decimal
3003126,1000024,1,1.0,ascher_decimal
3003127,1000024,0,0.0,ascher_decimal
3003128,1000024,0,0.0,ascher_decimal
3003129,1000024,6.0,1.0,ascher_decimal
3003130,1000024,8.0,1.0,ascher_decimal
3003131,1000024,8.0,1.0,ascher_decimal
3003132,1000024,9.0,1.0,ascher_decimal
3003133,1000024,6.0,1.0,ascher_decimal
3003134,1000024,1,1.0,ascher_decimal
3003135,1000024,111111117.0,1.0,ascher_decimal
3003136,1000024,0,0.0,ascher_decimal
3003137,1000024,0,0.0,ascher_decimal
3003138,1000024,0,0.0,ascher_decimal
3003139,1000024,0,0.0,ascher_decimal
3003140,1000024,4.0,1.0,ascher_decimal
3003141,1000024,2.0,1.0,ascher_decimal
3003142,1000024,4.0,1.0,ascher_decimal
3003143,1000024,2.0,1.0,ascher_decimal
3003144,1000024,2.0,1.0,ascher_decimal
3003145,1000024,8.0,1.0,ascher_decimal
3003146,1000024,5.0,1.0,ascher_decimal
3003147,1000024,3.0,1.0,ascher_decimal
3003148,1000024,7.0,1.0,ascher_decimal
3003149,1000024,7.0,1.0,ascher_decimal
3003150,1000024,17.0,1.0,ascher_decimal
3003151,1000024,4.0,1.0,ascher_decimal
3003152,1000024,113.0,1.0,ascher_decimal
3003153,1000024,2.0,1.0,ascher_decimal
3003154,1000024,2,1.0,ascher_decimal
3003155,1000024,4.0,1.0,ascher_decimal
3003156,1000024,111112,1.0,ascher_decimal
3003157,1000024,0,0.0,ascher_decimal
3003158,1000024,116.0,1.0,ascher_decimal
3003159,1000024,111111112,1.0,ascher_decimal
3003160,1000024,1115.0,1.0,ascher_decimal
3003161,1000024,0,0.0,ascher_decimal
3003162,1000024,0,0.0,ascher_decimal
3003163,1000024,3.0,1.0,ascher_decimal
3003164,1000024,111,1.0,ascher_decimal
3003165,1000024,1,1.0,ascher_decimal
3003166,1000024,1111113.0,1.0,ascher_decimal
3003167,1000024,3.0,1.0,ascher_decimal
3003168,1000024,9.0,1.0,ascher_decimal
3003169,1000024,1,1.0,ascher_decimal
3003170,1000024,0,0.0,ascher_decimal
3003171,1000024,0,0.0,ascher_decimal
3003172,1000024,1,1.0,ascher_decimal
3003173,1000024,1,1.0,ascher_decimal
3003174,1000024,1,1.0,ascher_decimal
3003175,1000024,2.0,1.0,ascher_decimal
3003176,1000024,1,1.0,ascher_decimal
3003177,1000024,2.0,1.0,ascher_decimal
3003178,1000024,6.0,1.0,ascher_decimal
3003179,1000024,0,0.0,ascher_decimal
3003180,1000024,0,0.0,ascher_decimal
3003181,1000024,1,1.0,ascher_decimal
3003182,1000024,4.0,1.0,ascher_decimal
3003183,1000024,2.0,1.0,ascher_decimal
3003184,1000024,2.0,1.0,ascher_decimal
3003185,1000024,0,0.0,ascher_decimal
3003186,1000024,1,1.0,ascher_decimal
3003187,1000024,2.0,1.0,ascher_decimal
3003188,1000024,2.0,1.0,ascher_decimal
3003189,1000024,3.0,1.0,ascher_decimal
3003190,1000024,1,1.0,ascher_decimal
3003191,1000024,2.0,1.0,ascher_decimal
3003192,1000024,1,1.0,ascher_decimal
3003193,1000024,3.0,1.0,ascher_decimal
3003194,1000024,0,0.0,ascher_decimal
3003195,1000024,1,1.0,ascher_decimal
3003196,1000024,3.0,1.0,ascher_decimal
3003197,1000024,1,1.0,ascher_decimal
3003198,1000024,1,1.0,ascher_decimal
3003199,1000024,1,1.0,ascher_decimal
3003200,1000024,0,0.0,ascher_decimal
3003201,1000024,5.0,1.0,ascher_decimal
3003202,1000024,7.0,1.0,ascher_decimal
3003203,1000024,0,0.0,ascher_decimal
3003204,1000024,3.0,1.0,ascher_decimal
3003205,1000024,3.0,1.0,ascher_decimal
3003206,1000024,3.0,1.0,ascher_decimal
3003207,1000024,3.0,1.0,ascher_decimal
3003208,1000024,0,0.0,ascher_decimal
3003209,1000024,0,0.0,ascher_decimal
3003210,1000024,0,0.0,ascher_decimal
3003211,1000024,0,0.0,ascher_decimal
3003212,1000024,0,0.0,ascher_decimal
3003213,1000024,0,0.0,ascher_decimal
3003214,1000024,0,0.0,ascher_decimal
3003215,1000024,0,0.0,ascher_decimal
3003216,1000024,1,1.0,ascher_decimal
3003217,1000024,12.0,1.0,ascher_decimal
3003218,1000024,0,0.0,ascher_decimal
3003219,1000024,0,0.0,ascher_decimal
3003220,1000024,5.0,1.0,ascher_decimal
3003221,1000024,1,1.0,ascher_decimal
3003222,1000024,2.0,1.0,ascher_decimal
3003223,1000024,4.0,1.0,ascher_decimal
3003224,1000024,7.0,1.0,ascher_decimal
3003225,1000024,2,1.0,ascher_decimal
3003226,1000024,2.0,1.0,ascher_decimal
3003227,1000024,13.0,1.0,ascher_decimal
3003228,1000024,1,1.0,ascher_decimal
3003229,1000024,18.0,1.0,ascher_decimal
3003230,1000024,2,1.0,ascher_decimal
3003231,1000024,13,1.0,ascher_decimal
3003232,1000024,1,1.0,ascher_decimal
3003233,1000024,11111,1.0,ascher_decimal
3003234,1000024,16.0,1.0,ascher_decimal
3003235,1000024,2.0,1.0,ascher_decimal
3003236,1000024,12.0,1.0,ascher_decimal
3003237,1000024,2,1.0,ascher_decimal
3003238,1000024,1112.0,1.0,ascher_decimal
3003239,1000024,11111111,1.0,ascher_decimal
3003240,1000024,118.0,1.0,ascher_decimal
3003241,1000024,111115.0,1.0,ascher_decimal
3003242,1000024,0,0.0,ascher_decimal
3003243,1000024,2.0,1.0,ascher_decimal
3003244,1000024,15.0,1.0,ascher_decimal
3003245,1000024,1111112,1.0,ascher_decimal
3003246,1000024,16.0,1.0,ascher_decimal
3003247,1000024,16.0,1.0,ascher_decimal
3003248,1000024,6.0,1.0,ascher_decimal
3003249,1000024,111111113,1.0,ascher_decimal
3003250,1000024,11222222.0,1.0,ascher_decimal
3003251,1000024,111126.0,1.0,ascher_decimal
3003252,1000024,1,1.0,ascher_decimal
3003253,1000024,0,0.0,ascher_decimal
3003254,1000024,0,0.0,ascher_decimal
3003255,1000024,7.0,1.0,ascher_decimal
3003256,1000024,111111117.0,1.0,ascher_decimal
3003257,1000024,7.0,1.0,ascher_decimal
3003258,1000024,111111117.0,1.0,ascher_decimal
3003259,1000024,1,1.0,ascher_decimal
3003260,1000024,1,1.0,ascher_decimal
3003261,1000024,2.0,1.0,ascher_decimal
3003262,1000024,0,0.0,ascher_decimal
3003263,1000024,0,0.0,ascher_decimal
3003264,1000024,3.0,1.0,ascher_decimal
3003265,1000024,4.0,1.0,ascher_decimal
3003266,1000024,4.0,1.0,ascher_decimal
3003267,1000024,2.0,1.0,ascher_decimal
3003268,1000024,0,0.0,ascher_decimal
3003269,1000024,3.0,1.0,ascher_decimal
3003270,1000024,0,0.0,ascher_decimal
3003271,1000024,0,0.0,ascher_decimal
3003272,1000024,1,1.0,ascher_decimal
3003273,1000024,0,0.0,ascher_decimal
3003274,1000024,0,0.0,ascher_decimal
3003275,1000024,0,0.0,ascher_decimal
3003276,1000024,1,1.0,ascher_decimal
3003277,1000024,1,1.0,ascher_decimal
3003278,1000024,1,1.0,ascher_decimal
3003279,1000024,2.0,1.0,ascher_decimal
3003280,1000024,2.0,1.0,ascher_decimal
3003281,1000024,0,0.0,ascher_decimal
3003282,1000024,4.0,1.0,ascher_decimal
3003283,1000024,0,0.0,ascher_decimal
3003284,1000024,0,0.0,ascher_decimal
3003285,1000024,0,0.0,ascher_decimal
3003286,1000024,0,0.0,ascher_decimal
3003287,1000024,0,0.0,ascher_decimal
3003288,1000024,0,0.0,ascher_decimal
3003289,1000024,1,1.0,ascher_decimal
3003290,1000024,1,1.0,ascher_decimal
3003291,1000024,0,0.0,ascher_decimal
3003292,1000024,0,0.0,ascher_decimal
3003293,1000024,0,0.0,ascher_decimal
3003294,1000024,0,0.0,ascher_decimal
3003295,1000024,1,1.0,ascher_decimal
3003296,1000024,0,0.0,ascher_decimal
3003297,1000024,0,0.0,ascher_decimal
3003298,1000024,1,1.0,ascher_decimal
3003299,1000024,1,1.0,ascher_decimal
3003300,1000024,0,0.0,ascher_decimal
3003301,1000024,0,0.0,ascher_decimal
3003302,1000024,1,1.0,ascher_decimal
3003303,1000024,0,0.0,ascher_decimal
3003304,1000024,1,1.0,ascher_decimal
3003305,1000024,1,1.0,ascher_decimal
3003306,1000024,0,0.0,ascher_decimal
3003307,1000024,0,0.0,ascher_decimal
3003308,1000024,2.0,1.0,ascher_decimal
3003309,1000024,7.0,1.0,ascher_decimal
3003310,1000024,2.0,1.0,ascher_decimal
3003311,1000024,1,1.0,ascher_decimal
3003312,1000024,1,1.0,ascher_decimal
3003313,1000024,119.0,1.0,ascher_decimal
3003314,1000024,117.0,1.0,ascher_decimal
