cord_id,khipu_id,numeric_value,confidence,method
3000122,1000004,12,1.0,ascher_decimal
3000123,1000004,111111,1.0,ascher_decimal
3000124,1000004,1,1.0,ascher_decimal
3000125,1000004,11,1.0,ascher_decimal
3000126,1000004,6.0,1.0,ascher_decimal
3000127,1000004,9.0,1.0,ascher_decimal
3000128,1000004,15.0,1.0,ascher_decimal
3000129,1000004,2,1.0,ascher_decimal
3000130,1000004,6.0,1.0,ascher_decimal
3000131,1000004,2,1.0,ascher_decimal
3000132,1000004,6.0,1.0,ascher_decimal
3000133,1000004,3,1.0,ascher_decimal
3000134,1000004,8.0,1.0,ascher_decimal
3000135,1000004,11,1.0,ascher_decimal
3000136,1000004,0,0.0,ascher_decimal
3000137,1000004,17.0,1.0,ascher_decimal
3000138,1000004,1111,1.0,ascher_decimal
3000139,1000004,8.0,1.0,ascher_decimal
3000140,1000004,0,0.0,ascher_decimal
3000141,1000004,4.0,1.0,ascher_decimal
3000142,1000004,6.0,1.0,ascher_decimal
3000143,1000004,14.0,1.0,ascher_decimal
3000144,1000004,7.0,1.0,ascher_decimal
3000145,1000004,5.0,1.0,ascher_decimal
3000146,1000004,2,1.0,ascher_decimal
3000147,1000004,6.0,1.0,ascher_decimal
3000148,1000004,0,0.0,ascher_decimal
3000149,1000004,2.0,1.0,ascher_decimal
3000150,1000004,1111112,1.0,ascher_decimal
3000151,1000004,8.0,1.0,ascher_decimal
3000152,1000004,0,0.0,ascher_decimal
3000153,1000004,14.0,1.0,ascher_decimal
3000154,1000004,2.0,1.0,ascher_decimal
3000155,1000004,0,0.0,ascher_decimal
3000156,1000004,5.0,1.0,ascher_decimal
3000157,1000004,7.0,1.0,ascher_decimal
3000158,1000004,3.0,1.0,ascher_decimal
3000159,1000004,2.0,1.0,ascher_decimal
3000160,1000004,2,1.0,ascher_decimal
3000161,1000004,9.0,1.0,ascher_decimal
3000162,1000004,2.0,1.0,ascher_decimal
3000163,1000004,6.0,1.0,ascher_decimal
3000164,1000004,8.0,1.0,ascher_decimal
3000165,1000004,3.0,1.0,ascher_decimal
3000166,1000004,1112.0,1.0,ascher_decimal
3000167,1000004,11,1.0,ascher_decimal
3000168,1000004,0,0.0,ascher_decimal
3000169,1000004,2.0,1.0,ascher_decimal
3000170,1000004,3.0,1.0,ascher_decimal
3000171,1000004,8.0,1.0,ascher_decimal
3000172,1000004,11113.0,1.0,ascher_decimal
3000173,1000004,1115.0,1.0,ascher_decimal
3000174,1000004,0,0.0,ascher_decimal
3000175,1000004,2,1.0,ascher_decimal
3000176,1000004,12.0,1.0,ascher_decimal
3000177,1000004,12,1.0,ascher_decimal
3000178,1000004,18.0,1.0,ascher_decimal
3000179,1000004,8.0,1.0,ascher_decimal
3000180,1000004,16.0,1.0,ascher_decimal
3000181,1000004,14.0,1.0,ascher_decimal
3000182,1000004,2.0,1.0,ascher_decimal
3000183,1000004,2.0,1.0,ascher_decimal
3000184,1000004,1111,1.0,ascher_decimal
3000185,1000004,1118.0,1.0,ascher_decimal
3000186,1000004,6.0,1.0,ascher_decimal
3000187,1000004,6.0,1.0,ascher_decimal
3000188,1000004,5.0,1.0,ascher_decimal
3000189,1000004,5.0,1.0,ascher_decimal
3000190,1000004,12.0,1.0,ascher_decimal
3000191,1000004,1,1.0,ascher_decimal
3000192,1000004,2.0,1.0,ascher_decimal
3000193,1000004,15.0,1.0,ascher_decimal
3000194,1000004,6.0,1.0,ascher_decimal
3000195,1000004,5.0,1.0,ascher_decimal
3000196,1000004,13.0,1.0,ascher_decimal
3000197,1000004,6.0,1.0,ascher_decimal
3000198,1000004,0,0.0,ascher_decimal
3000199,1000004,11,0.8,ascher_decimal
3000200,1000004,0,0.0,ascher_decimal
3000201,1000004,3.0,1.0,ascher_decimal
3000202,1000004,3.0,1.0,ascher_decimal
3000203,1000004,112.0,1.0,ascher_decimal
3000204,1000004,1122,0.8,ascher_decimal
3000205,1000004,4.0,1.0,ascher_decimal
3000206,1000004,0,0.0,ascher_decimal
3000207,1000004,0,0.0,ascher_decimal
3000208,1000004,2.0,1.0,ascher_decimal
3000209,1000004,1,1.0,ascher_decimal
3000210,1000004,0,0.0,ascher_decimal
3000211,1000004,9.0,1.0,ascher_decimal
3000212,1000004,2.0,1.0,ascher_decimal
3000213,1000004,12.0,1.0,ascher_decimal
3000214,1000004,15.0,1.0,ascher_decimal
3000215,1000004,6.0,1.0,ascher_decimal
3000216,1000004,12.0,1.0,ascher_decimal
3000217,1000004,18.0,1.0,ascher_decimal
3000218,1000004,114.0,1.0,ascher_decimal
3000219,1000004,0,0.0,ascher_decimal
3000220,1000004,3.0,1.0,ascher_decimal
3000221,1000004,3.0,1.0,ascher_decimal
3000222,1000004,8.0,1.0,ascher_decimal
3000223,1000004,2.0,1.0,ascher_decimal
3000224,1000004,7.0,1.0,ascher_decimal
3000225,1000004,2.0,1.0,ascher_decimal
3000226,1000004,11,1.0,ascher_decimal
3000227,1000004,2.0,1.0,ascher_decimal
3000228,1000004,6.0,1.0,ascher_decimal
3000229,1000004,15.0,1.0,ascher_decimal
3000230,1000004,11113.0,1.0,ascher_decimal
3000231,1000004,3.0,1.0,ascher_decimal
3000232,1000004,12.0,1.0,ascher_decimal
3000233,1000004,2.0,1.0,ascher_decimal
3000234,1000004,2.0,1.0,ascher_decimal
3000235,1000004,6.0,1.0,ascher_decimal
3000236,1000004,111114.0,1.0,ascher_decimal
3000237,1000004,2.0,1.0,ascher_decimal
3000238,1000004,7.0,1.0,ascher_decimal
3000239,1000004,1,1.0,ascher_decimal
3000240,1000004,2.0,1.0,ascher_decimal
3000241,1000004,1,1.0,ascher_decimal
3000242,1000004,12,1.0,ascher_decimal
3000243,1000004,5.0,1.0,ascher_decimal
3000244,1000004,18.0,1.0,ascher_decimal
3000245,1000004,5.0,1.0,ascher_decimal
3000246,1000004,6.0,1.0,ascher_decimal
3000247,1000004,122,0.8,ascher_decimal
3000248,1000004,111111112.0,1.0,ascher_decimal
3000249,1000004,0,0.0,ascher_decimal
3000250,1000004,1,1.0,ascher_decimal
3000268,1000005,8.0,1.0,ascher_decimal
3000317,1000005,0,0.0,ascher_decimal
3000318,1000005,0,0.0,ascher_decimal
3000319,1000005,0,0.0,ascher_decimal
3000320,1000005,0,0.0,ascher_decimal
3000321,1000005,0,0.0,ascher_decimal
3000322,1000005,0,0.0,ascher_decimal
3000323,1000005,0,0.0,ascher_decimal
3000324,1000005,0,0.0,ascher_decimal
3000325,1000005,4.0,1.0,ascher_decimal
3000326,1000005,0,0.0,ascher_decimal
3000327,1000005,11,1.0,ascher_decimal
3000328,1000005,9.0,1.0,ascher_decimal
3000329,1000005,2.0,1.0,ascher_decimal
3000269,1000005,4.0,1.0,ascher_decimal
3000270,1000005,3.0,1.0,ascher_decimal
3000271,1000005,7.0,1.0,ascher_decimal
3000272,1000005,6.0,1.0,ascher_decimal
3000273,1000005,6.0,1.0,ascher_decimal
3000274,1000005,5.0,1.0,ascher_decimal
3000275,1000005,3.0,1.0,ascher_decimal
3000276,1000005,3.0,1.0,ascher_decimal
3000277,1000005,3.0,1.0,ascher_decimal
3000278,1000005,3.0,1.0,ascher_decimal
3000279,1000005,2.0,1.0,ascher_decimal
3000280,1000005,3.0,1.0,ascher_decimal
3000281,1000005,3.0,1.0,ascher_decimal
3000282,1000005,3.0,1.0,ascher_decimal
3000283,1000005,3.0,1.0,ascher_decimal
3000284,1000005,0,0.0,ascher_decimal
3000285,1000005,0,0.0,ascher_decimal
3000286,1000005,115.0,1.0,ascher_decimal
3000287,1000005,9.0,1.0,ascher_decimal
3000288,1000005,7.0,1.0,ascher_decimal
3000289,1000005,111117.0,1.0,ascher_decimal
3000290,1000005,111118.0,1.0,ascher_decimal
3000291,1000005,1118.0,1.0,ascher_decimal
3000292,1000005,12,1.0,ascher_decimal
3000293,1000005,11111116.0,1.0,ascher_decimal
3000294,1000005,111111,1.0,ascher_decimal
3000295,1000005,11112.0,1.0,ascher_decimal
3000296,1000005,114.0,1.0,ascher_decimal
3000297,1000005,8.0,1.0,ascher_decimal
3000298,1000005,1111112,1.0,ascher_decimal
3000299,1000005,4.0,1.0,ascher_decimal
3000300,1000005,119.0,1.0,ascher_decimal
3000301,1000005,1111114.0,1.0,ascher_decimal
3000302,1000005,111117.0,1.0,ascher_decimal
3000303,1000005,0,0.0,ascher_decimal
3000304,1000005,12,1.0,ascher_decimal
3000305,1000005,0,0.0,ascher_decimal
3000306,1000005,0,0.0,ascher_decimal
3000307,1000005,0,0.0,ascher_decimal
3000308,1000005,0,0.0,ascher_decimal
3000309,1000005,11111116.0,1.0,ascher_decimal
3000310,1000005,0,0.0,ascher_decimal
3000311,1000005,0,0.0,ascher_decimal
3000312,1000005,0,0.0,ascher_decimal
3000313,1000005,0,0.0,ascher_decimal
3000314,1000005,9.0,1.0,ascher_decimal
3000315,1000005,0,0.0,ascher_decimal
3000316,1000005,0,0.0,ascher_decimal
3000330,1000006,1,1.0,ascher_decimal
3000375,1000006,0,0.0,ascher_decimal
3000376,1000006,0,0.0,ascher_decimal
3000377,1000006,0,0.0,ascher_decimal
3000378,1000006,0,0.0,ascher_decimal
3000379,1000006,0,0.0,ascher_decimal
3000380,1000006,0,0.0,ascher_decimal
3000381,1000006,0,0.0,ascher_decimal
3000382,1000006,0,0.0,ascher_decimal
3000383,1000006,0,0.0,ascher_decimal
3000384,1000006,0,0.0,ascher_decimal
3000386,1000006,0,0.0,ascher_decimal
3000387,1000006,0,0.0,ascher_decimal
3000388,1000006,0,0.0,ascher_decimal
3000389,1000006,0,0.0,ascher_decimal
3000391,1000006,0,0.0,ascher_decimal
3000393,1000006,0,0.0,ascher_decimal
3000394,1000006,0,0.0,ascher_decimal
3000395,1000006,0,0.0,ascher_decimal
3000396,1000006,0,0.0,ascher_decimal
3000397,1000006,0,0.0,ascher_decimal
3000398,1000006,0,0.0,ascher_decimal
3000399,1000006,3.0,1.0,ascher_decimal
3000400,1000006,2.0,1.0,ascher_decimal
3000401,1000006,3.0,1.0,ascher_decimal
3000402,1000006,3.0,1.0,ascher_decimal
3000403,1000006,0,0.0,ascher_decimal
3000404,1000006,2.0,1.0,ascher_decimal
3000405,1000006,1,1.0,ascher_decimal
3000406,1000006,4.0,1.0,ascher_decimal
3000407,1000006,2.0,1.0,ascher_decimal
3000408,1000006,2.0,1.0,ascher_decimal
3000409,1000006,0,0.0,ascher_decimal
3000331,1000006,0,0.0,ascher_decimal
3000385,1000006,0,0.0,ascher_decimal
3000390,1000006,0,0.0,ascher_decimal
3000392,1000006,0,0.0,ascher_decimal
3000332,1000006,0,0.0,ascher_decimal
3000333,1000006,0,0.0,ascher_decimal
3000334,1000006,1,1.0,ascher_decimal
3000335,1000006,0,0.0,ascher_decimal
3000336,1000006,0,0.0,ascher_decimal
3000337,1000006,0,0.0,ascher_decimal
3000338,1000006,1,1.0,ascher_decimal
3000339,1000006,0,0.0,ascher_decimal
3000340,1000006,0,0.0,ascher_decimal
3000341,1000006,1,1.0,ascher_decimal
3000342,1000006,0,0.0,ascher_decimal
3000343,1000006,0,0.0,ascher_decimal
3000344,1000006,1,1.0,ascher_decimal
3000345,1000006,0,0.0,ascher_decimal
3000346,1000006,0,0.0,ascher_decimal
3000347,1000006,1,1.0,ascher_decimal
3000348,1000006,1,1.0,ascher_decimal
3000349,1000006,0,0.0,ascher_decimal
3000350,1000006,1,1.0,ascher_decimal
3000351,1000006,1,1.0,ascher_decimal
3000352,1000006,0,0.0,ascher_decimal
3000353,1000006,2,1.0,ascher_decimal
3000354,1000006,1,1.0,ascher_decimal
3000355,1000006,2,1.0,ascher_decimal
3000356,1000006,1,1.0,ascher_decimal
3000357,1000006,1,1.0,ascher_decimal
3000358,1000006,2.0,1.0,ascher_decimal
3000359,1000006,2.0,1.0,ascher_decimal
3000360,1000006,2.0,1.0,ascher_decimal
3000361,1000006,2.0,1.0,ascher_decimal
3000362,1000006,1,1.0,ascher_decimal
3000363,1000006,2.0,1.0,ascher_decimal
3000364,1000006,1,1.0,ascher_decimal
3000365,1000006,1,1.0,ascher_decimal
3000366,1000006,2.0,1.0,ascher_decimal
3000367,1000006,2.0,1.0,ascher_decimal
3000368,1000006,2.0,1.0,ascher_decimal
3000369,1000006,0,0.0,ascher_decimal
3000370,1000006,1,1.0,ascher_decimal
3000371,1000006,1,1.0,ascher_decimal
3000372,1000006,0,0.0,ascher_decimal
3000373,1000006,1,1.0,ascher_decimal
3000374,1000006,1,1.0,ascher_decimal
3000410,1000007,0,0.0,ascher_decimal
3000586,1000007,4.0,1.0,ascher_decimal
3000587,1000007,4.0,1.0,ascher_decimal
3000588,1000007,11,1.0,ascher_decimal
3000590,1000007,2.0,1.0,ascher_decimal
3000591,1000007,114.0,1.0,ascher_decimal
3000593,1000007,1118.0,1.0,ascher_decimal
3000594,1000007,4.0,1.0,ascher_decimal
3000598,1000007,6.0,1.0,ascher_decimal
3000599,1000007,15.0,1.0,ascher_decimal
3000601,1000007,11,1.0,ascher_decimal
3000603,1000007,1,1.0,ascher_decimal
3000607,1000007,0,0.0,ascher_decimal
3000608,1000007,33,1.0,ascher_decimal
3000609,1000007,35.0,1.0,ascher_decimal
3000610,1000007,0,0.0,ascher_decimal
3000613,1000007,11112,1.0,ascher_decimal
3000614,1000007,12,1.0,ascher_decimal
3000615,1000007,1223,1.0,ascher_decimal
3000619,1000007,1,1.0,ascher_decimal
3000621,1000007,1116.0,1.0,ascher_decimal
3000623,1000007,1,1.0,ascher_decimal
3000624,1000007,5.0,1.0,ascher_decimal
3000625,1000007,4.0,1.0,ascher_decimal
3000626,1000007,4.0,1.0,ascher_decimal
3000628,1000007,0,0.0,ascher_decimal
3000629,1000007,3.0,1.0,ascher_decimal
3000631,1000007,6.0,1.0,ascher_decimal
3000633,1000007,11,1.0,ascher_decimal
3000634,1000007,7.0,1.0,ascher_decimal
3000637,1000007,2.0,1.0,ascher_decimal
3000638,1000007,4.0,1.0,ascher_decimal
3000640,1000007,5.0,1.0,ascher_decimal
3000642,1000007,5.0,1.0,ascher_decimal
3000646,1000007,2.0,1.0,ascher_decimal
3000648,1000007,4.0,1.0,ascher_decimal
3000650,1000007,6.0,1.0,ascher_decimal
3000656,1000007,2,1.0,ascher_decimal
3000657,1000007,4.0,1.0,ascher_decimal
3000658,1000007,3.0,1.0,ascher_decimal
3000659,1000007,2,1.0,ascher_decimal
3000660,1000007,2,1.0,ascher_decimal
3000662,1000007,6.0,1.0,ascher_decimal
3000664,1000007,18.0,1.0,ascher_decimal
3000665,1000007,2.0,1.0,ascher_decimal
3000667,1000007,1,1.0,ascher_decimal
3000670,1000007,2.0,1.0,ascher_decimal
3000673,1000007,1,1.0,ascher_decimal
3000677,1000007,1,1.0,ascher_decimal
3000680,1000007,8.0,1.0,ascher_decimal
3000682,1000007,9.0,1.0,ascher_decimal
3000685,1000007,6.0,1.0,ascher_decimal
3000687,1000007,4.0,1.0,ascher_decimal
3000690,1000007,12,1.0,ascher_decimal
3000693,1000007,2.0,1.0,ascher_decimal
3000694,1000007,12,1.0,ascher_decimal
3000695,1000007,3.0,1.0,ascher_decimal
3000696,1000007,0,0.0,ascher_decimal
3000697,1000007,33,1.0,ascher_decimal
3000698,1000007,111111119.0,1.0,ascher_decimal
3000699,1000007,0,0.0,ascher_decimal
3000700,1000007,112,1.0,ascher_decimal
3000701,1000007,4.0,1.0,ascher_decimal
3000702,1000007,8.0,1.0,ascher_decimal
3000703,1000007,11112227.0,1.0,ascher_decimal
3000704,1000007,11115.0,1.0,ascher_decimal
3000705,1000007,11124.0,1.0,ascher_decimal
3000706,1000007,7.0,1.0,ascher_decimal
3000707,1000007,7.0,1.0,ascher_decimal
3000709,1000007,3.0,1.0,ascher_decimal
3000712,1000007,1,1.0,ascher_decimal
3000715,1000007,3.0,1.0,ascher_decimal
3000716,1000007,13,1.0,ascher_decimal
3000717,1000007,1223,1.0,ascher_decimal
3000718,1000007,3.0,1.0,ascher_decimal
3000719,1000007,4.0,1.0,ascher_decimal
3000720,1000007,13.0,1.0,ascher_decimal
3000721,1000007,1111116.0,1.0,ascher_decimal
3000722,1000007,12225.0,1.0,ascher_decimal
3000723,1000007,4.0,1.0,ascher_decimal
3000724,1000007,1,1.0,ascher_decimal
3000725,1000007,1,1.0,ascher_decimal
3000726,1000007,5.0,1.0,ascher_decimal
3000728,1000007,12.0,1.0,ascher_decimal
3000729,1000007,2.0,1.0,ascher_decimal
3000730,1000007,4.0,1.0,ascher_decimal
3000731,1000007,2.0,1.0,ascher_decimal
3000732,1000007,1,1.0,ascher_decimal
3000733,1000007,3.0,1.0,ascher_decimal
3000734,1000007,6.0,1.0,ascher_decimal
3000735,1000007,1,1.0,ascher_decimal
3000737,1000007,5.0,1.0,ascher_decimal
3000738,1000007,2,1.0,ascher_decimal
3000740,1000007,7.0,1.0,ascher_decimal
3000741,1000007,1,1.0,ascher_decimal
3000742,1000007,3.0,1.0,ascher_decimal
3000743,1000007,3.0,1.0,ascher_decimal
3000744,1000007,4.0,1.0,ascher_decimal
3000745,1000007,2.0,1.0,ascher_decimal
3000746,1000007,8.0,1.0,ascher_decimal
3000747,1000007,3.0,1.0,ascher_decimal
3000748,1000007,4.0,1.0,ascher_decimal
3000749,1000007,6.0,1.0,ascher_decimal
3000750,1000007,3.0,1.0,ascher_decimal
3000751,1000007,1111224,1.0,ascher_decimal
3004961,1000007,13.0,1.0,ascher_decimal
3000411,1000007,11112.0,1.0,ascher_decimal
3000589,1000007,12.0,1.0,ascher_decimal
3000592,1000007,2.0,1.0,ascher_decimal
3000595,1000007,4.0,1.0,ascher_decimal
3000600,1000007,0,0.0,ascher_decimal
3000602,1000007,5.0,1.0,ascher_decimal
3000604,1000007,0,0.0,ascher_decimal
3000611,1000007,5.0,1.0,ascher_decimal
3000616,1000007,8.0,1.0,ascher_decimal
3000620,1000007,3.0,1.0,ascher_decimal
3000622,1000007,1,1.0,ascher_decimal
3000627,1000007,8.0,1.0,ascher_decimal
3000630,1000007,2,1.0,ascher_decimal
3000632,1000007,8.0,1.0,ascher_decimal
3000635,1000007,2.0,1.0,ascher_decimal
3000639,1000007,2,1.0,ascher_decimal
3000641,1000007,0,0.0,ascher_decimal
3000643,1000007,4.0,1.0,ascher_decimal
3000647,1000007,0,0.0,ascher_decimal
3000649,1000007,4.0,1.0,ascher_decimal
3000651,1000007,6.0,1.0,ascher_decimal
3000661,1000007,7.0,1.0,ascher_decimal
3000663,1000007,6.0,1.0,ascher_decimal
3000666,1000007,5.0,1.0,ascher_decimal
3000668,1000007,1,1.0,ascher_decimal
3000671,1000007,1,1.0,ascher_decimal
3000674,1000007,1,1.0,ascher_decimal
3000678,1000007,3.0,1.0,ascher_decimal
3000681,1000007,5.0,1.0,ascher_decimal
3000683,1000007,0,0.0,ascher_decimal
3000686,1000007,3.0,1.0,ascher_decimal
3000688,1000007,1,1.0,ascher_decimal
3000691,1000007,1,1.0,ascher_decimal
3000708,1000007,0,0.0,ascher_decimal
3000710,1000007,8.0,1.0,ascher_decimal
3000713,1000007,1,1.0,ascher_decimal
3000727,1000007,3.0,1.0,ascher_decimal
3000736,1000007,2.0,1.0,ascher_decimal
3000739,1000007,1,1.0,ascher_decimal
3000412,1000007,11111123,1.0,ascher_decimal
3000596,1000007,0,0.0,ascher_decimal
3000605,1000007,6.0,1.0,ascher_decimal
3000612,1000007,4.0,1.0,ascher_decimal
3000617,1000007,0,0.0,ascher_decimal
3000636,1000007,1,1.0,ascher_decimal
3000644,1000007,1,1.0,ascher_decimal
3000652,1000007,111111114.0,1.0,ascher_decimal
3000669,1000007,4.0,1.0,ascher_decimal
3000672,1000007,9.0,1.0,ascher_decimal
3000675,1000007,1,1.0,ascher_decimal
3000679,1000007,3.0,1.0,ascher_decimal
3000684,1000007,9.0,1.0,ascher_decimal
3000689,1000007,7.0,1.0,ascher_decimal
3000692,1000007,1,1.0,ascher_decimal
3000711,1000007,6.0,1.0,ascher_decimal
3000714,1000007,2.0,1.0,ascher_decimal
3000413,1000007,1123336.0,1.0,ascher_decimal
3000597,1000007,7.0,1.0,ascher_decimal
3000606,1000007,1,1.0,ascher_decimal
3000618,1000007,2.0,1.0,ascher_decimal
3000645,1000007,1,1.0,ascher_decimal
3000653,1000007,122222223,1.0,ascher_decimal
3000676,1000007,7.0,1.0,ascher_decimal
3000414,1000007,13338.0,1.0,ascher_decimal
3000654,1000007,11,1.0,ascher_decimal
3000415,1000007,11117.0,1.0,ascher_decimal
3000655,1000007,3.0,1.0,ascher_decimal
3000416,1000007,11115.0,1.0,ascher_decimal
3000417,1000007,111123.0,1.0,ascher_decimal
3000418,1000007,11111119.0,1.0,ascher_decimal
3000419,1000007,11116.0,1.0,ascher_decimal
3000420,1000007,14.0,1.0,ascher_decimal
3000421,1000007,1114.0,1.0,ascher_decimal
3000422,1000007,11128.0,1.0,ascher_decimal
3000423,1000007,11222.0,1.0,ascher_decimal
3000424,1000007,111123337.0,1.0,ascher_decimal
3000425,1000007,13,1.0,ascher_decimal
3000426,1000007,113.0,1.0,ascher_decimal
3000427,1000007,126.0,1.0,ascher_decimal
3000428,1000007,12333334.0,1.0,ascher_decimal
