khipu_id,num_values,mean,std,cv,range,iqr,variance_class
1000227,38,1.9210526315789473,1.6171643341483686,0.8418115712005206,7.0,1.0,medium
1000228,35,67820.71428571429,261269.4534528731,3.852354788718389,1111121.0,1120.5,high
1000229,74,2.675675675675676,2.2881954851595028,0.8551841712212283,7.0,3.0,medium
1000230,64,2.546875,2.4098322901535423,0.9461918194467897,8.0,1.25,medium
1000231,5,2244450.6,5018730.697334815,2.2360619999098286,11222228.0,10.0,high
1000232,12,9262.916666666666,32073.828383500502,3.462605736152274,111110.0,5.5,high
1000233,58,3.293103448275862,1.414320501279246,0.4294795239486715,7.0,2.0,low
1000234,50,222522.5,1571307.0060737394,7.061339891803028,11111118.0,5.0,high
1000235,65,516440.73846153845,2348733.4364527147,4.547924401644846,11111117.0,9.0,high
1000236,42,276262.5238095238,1712943.4497708727,6.200419174306483,11111110.0,885.75,high
1000238,213,3913959.5821596244,19865430.401596982,5.075532842021771,111112222.0,1111.0,high
1000239,51,2422.0392156862745,15602.992488571907,6.442089123710107,111116.0,5.5,high
1000240,47,2601.7872340425533,16252.741658932733,6.246760475367492,111110.0,0.0,high
1000241,5,222497.8,496815.5610985831,2.2329010044080575,1111227.0,1207.0,high
1000242,4,2.5,1.0,0.4,2.0,0.5,low
1000243,22,622394.7727272727,2364831.8944223966,3.7995690163976406,11111111.0,86127.75,high
1000244,12,2.9166666666666665,2.7784342658585555,0.9526060340086476,10.0,2.25,medium
1000245,23,4937.130434782609,23149.669890252604,4.688891694487292,111121.0,10.5,high
1000246,31,3731247.6129032257,19932420.31135707,5.342025611601789,111111111.0,116.0,high
1000249,64,4.796875,13.651187154027511,2.8458500907418913,110.0,2.0,high
1000250,36,3155.777777777778,18530.012966013674,5.8717737023492385,111237.0,6.0,high
1000251,71,314560.08450704225,1851256.9257040836,5.885225166458265,11111111.0,0.0,high
1000252,12,3.5,0.674199862463242,0.19262853213235487,2.0,1.0,low
1000253,24,3.0,1.3831281496162493,0.4610427165387498,5.0,2.0,low
1000254,7,5.428571428571429,6.023762469230862,1.1096404548583165,17.0,5.0,medium
1000255,26,474.96153846153845,2180.2941357673594,4.590464614944639,11110.0,4.75,high
1000256,7,5.285714285714286,3.7289089429432174,0.7054692594757439,12.0,1.0,medium
1000257,3,2.3333333333333335,1.5275252316519465,0.6546536707079771,3.0,1.5,medium
1000259,57,2169.40350877193,14776.927876228981,6.81151653737022,111226.0,5.0,high
1000260,22,5056120.2727272725,23687728.99000758,4.684961534198318,111111123.0,9.75,high
1000261,22,5051070.0,23688845.29756241,4.689866760421536,111111123.0,10.0,high
1000262,51,3167.2549019607845,15722.622352321687,4.964116510669262,111113.0,9.0,high
1000263,49,3296.2448979591836,16033.304225801647,4.864111958346422,111113.0,11.0,high
1000264,85,1.7882352941176471,1.398077912256501,0.781819885143438,5.0,1.0,medium
1000265,54,11237922.0,33023668.791027118,2.938592098345861,122222223.0,1111109.5,high
1000266,54,25730.64814814815,151976.4475351433,5.906436816519958,1111113.0,10.5,high
1000267,61,41555.62295081967,199561.5546742545,4.8022756128678905,1111113.0,12.0,high
1000268,72,5381678.569444444,22346670.837164685,4.152360745593834,111111113.0,111107.25,high
