khipu_id,model,matches,total,match_rate,has_pattern,tolerance
1000576,positional_base10,1,2,0.5,False,
1000576,standard_tolerance_2,1,2,0.5,False,2.0
1000576,standard_tolerance_5,1,2,0.5,False,5.0
1000576,cross_level_all_descendants,0,1,0.0,False,
1000576,partial_summation,1,2,0.5,True,
1000577,modulo_10,0,0,0.0,False,
1000577,positional_base10,0,0,0.0,False,
1000577,standard_tolerance_2,0,0,0.0,False,2.0
1000577,standard_tolerance_5,0,0,0.0,False,5.0
1000577,cross_level_all_descendants,0,0,0.0,False,
1000577,partial_summation,0,0,0.0,False,
1000578,modulo_10,0,0,0.0,False,
1000578,positional_base10,0,0,0.0,False,
1000578,standard_tolerance_2,0,0,0.0,False,2.0
1000578,standard_tolerance_5,0,0,0.0,False,5.0
1000578,cross_level_all_descendants,0,0,0.0,False,
1000578,partial_summation,0,0,0.0,False,
1000579,modulo_10,0,0,0.0,False,
1000579,positional_base10,0,0,0.0,False,
1000579,standard_tolerance_2,0,0,0.0,False,2.0
1000579,standard_tolerance_5,0,0,0.0,False,5.0
1000579,cross_level_all_descendants,0,0,0.0,False,
1000579,partial_summation,0,0,0.0,False,
1000580,modulo_10,1,1,1.0,True,
1000580,positional_base10,0,1,0.0,False,
1000580,standard_tolerance_2,0,1,0.0,False,2.0
1000580,standard_tolerance_5,0,1,0.0,False,5.0
1000580,cross_level_all_descendants,0,0,0.0,False,
1000580,partial_summation,0,1,0.0,False,
1000581,modulo_10,0,0,0.0,False,
1000581,positional_base10,0,0,0.0,False,
1000581,standard_tolerance_2,0,0,0.0,False,2.0
1000581,standard_tolerance_5,0,0,0.0,False,5.0
1000581,cross_level_all_descendants,0,0,0.0,False,
1000581,partial_summation,0,0,0.0,False,
1000582,modulo_10,0,0,0.0,False,
1000582,positional_base10,0,0,0.0,False,
1000582,standard_tolerance_2,0,0,0.0,False,2.0
1000582,standard_tolerance_5,0,0,0.0,False,5.0
1000582,cross_level_all_descendants,0,0,0.0,False,
1000582,partial_summation,0,0,0.0,False,
1000583,modulo_10,7,7,1.0,True,
1000583,positional_base10,0,7,0.0,False,
1000583,standard_tolerance_2,0,7,0.0,False,2.0
1000583,standard_tolerance_5,0,7,0.0,False,5.0
1000583,cross_level_all_descendants,0,0,0.0,False,
1000583,partial_summation,0,7,0.0,False,
1000584,modulo_10,0,0,0.0,False,
1000584,positional_base10,0,0,0.0,False,
1000584,standard_tolerance_2,0,0,0.0,False,2.0
1000584,standard_tolerance_5,0,0,0.0,False,5.0
1000584,cross_level_all_descendants,0,0,0.0,False,
1000584,partial_summation,0,0,0.0,False,
1000585,modulo_10,0,0,0.0,False,
1000585,positional_base10,0,0,0.0,False,
1000585,standard_tolerance_2,0,0,0.0,False,2.0
1000585,standard_tolerance_5,0,0,0.0,False,5.0
1000585,cross_level_all_descendants,0,0,0.0,False,
1000585,partial_summation,0,0,0.0,False,
1000586,modulo_10,1,7,0.14285714285714285,False,
1000586,positional_base10,1,7,0.14285714285714285,False,
1000586,standard_tolerance_2,1,7,0.14285714285714285,False,2.0
1000586,standard_tolerance_5,1,7,0.14285714285714285,False,5.0
1000586,cross_level_all_descendants,0,3,0.0,False,
1000586,partial_summation,1,7,0.14285714285714285,False,
1000587,modulo_10,1,1,1.0,True,
1000587,positional_base10,1,1,1.0,True,
1000587,standard_tolerance_2,1,1,1.0,True,2.0
1000587,standard_tolerance_5,1,1,1.0,True,5.0
1000587,cross_level_all_descendants,0,0,0.0,False,
1000587,partial_summation,1,1,1.0,False,
1000588,modulo_10,0,0,0.0,False,
1000588,positional_base10,0,0,0.0,False,
1000588,standard_tolerance_2,0,0,0.0,False,2.0
1000588,standard_tolerance_5,0,0,0.0,False,5.0
1000588,cross_level_all_descendants,0,0,0.0,False,
1000588,partial_summation,0,0,0.0,False,
1000589,modulo_10,0,1,0.0,False,
1000589,positional_base10,1,1,1.0,True,
1000589,standard_tolerance_2,1,1,1.0,True,2.0
1000589,standard_tolerance_5,1,1,1.0,True,5.0
1000589,cross_level_all_descendants,0,0,0.0,False,
1000589,partial_summation,1,1,1.0,False,
1000590,modulo_10,2,4,0.5,False,
1000590,positional_base10,2,4,0.5,False,
1000590,standard_tolerance_2,2,4,0.5,False,2.0
1000590,standard_tolerance_5,2,4,0.5,False,5.0
1000590,cross_level_all_descendants,0,0,0.0,False,
1000590,partial_summation,2,4,0.5,True,
1000591,modulo_10,3,6,0.5,False,
1000591,positional_base10,3,6,0.5,False,
1000591,standard_tolerance_2,4,6,0.6666666666666666,True,2.0
1000591,standard_tolerance_5,4,6,0.6666666666666666,True,5.0
1000591,cross_level_all_descendants,1,2,0.5,False,
1000591,partial_summation,4,6,0.6666666666666666,True,
1000592,modulo_10,5,7,0.7142857142857143,True,
1000592,positional_base10,1,7,0.14285714285714285,False,
1000592,standard_tolerance_2,1,7,0.14285714285714285,False,2.0
1000592,standard_tolerance_5,1,7,0.14285714285714285,False,5.0
1000592,cross_level_all_descendants,0,0,0.0,False,
1000592,partial_summation,1,7,0.14285714285714285,False,
1000593,modulo_10,0,0,0.0,False,
1000593,positional_base10,0,0,0.0,False,
1000593,standard_tolerance_2,0,0,0.0,False,2.0
1000593,standard_tolerance_5,0,0,0.0,False,5.0
1000593,cross_level_all_descendants,0,0,0.0,False,
1000593,partial_summation,0,0,0.0,False,
1000595,modulo_10,1,3,0.3333333333333333,False,
1000595,positional_base10,0,3,0.0,False,
1000595,standard_tolerance_2,0,3,0.0,False,2.0
1000595,standard_tolerance_5,0,3,0.0,False,5.0
1000595,cross_level_all_descendants,0,1,0.0,False,
1000595,partial_summation,0,3,0.0,False,
1000597,modulo_10,0,3,0.0,False,
1000597,positional_base10,0,3,0.0,False,
1000597,standard_tolerance_2,1,3,0.3333333333333333,False,2.0
1000597,standard_tolerance_5,1,3,0.3333333333333333,False,5.0
1000597,cross_level_all_descendants,0,0,0.0,False,
1000597,partial_summation,0,3,0.0,False,
1000598,modulo_10,19,28,0.6785714285714286,True,
1000598,positional_base10,3,28,0.10714285714285714,False,
1000598,standard_tolerance_2,3,28,0.10714285714285714,False,2.0
1000598,standard_tolerance_5,3,28,0.10714285714285714,False,5.0
1000598,cross_level_all_descendants,0,9,0.0,False,
1000598,partial_summation,3,28,0.10714285714285714,False,
1000599,modulo_10,2,2,1.0,True,
1000599,positional_base10,1,2,0.5,False,
1000599,standard_tolerance_2,1,2,0.5,False,2.0
1000599,standard_tolerance_5,1,2,0.5,False,5.0
1000599,cross_level_all_descendants,0,0,0.0,False,
1000599,partial_summation,1,2,0.5,True,
1000600,modulo_10,0,0,0.0,False,
1000600,positional_base10,0,0,0.0,False,
1000600,standard_tolerance_2,0,0,0.0,False,2.0
1000600,standard_tolerance_5,0,0,0.0,False,5.0
1000600,cross_level_all_descendants,0,0,0.0,False,
1000600,partial_summation,0,0,0.0,False,
1000601,modulo_10,10,16,0.625,True,
1000601,positional_base10,2,16,0.125,False,
1000601,standard_tolerance_2,2,16,0.125,False,2.0
1000601,standard_tolerance_5,2,16,0.125,False,5.0
1000601,cross_level_all_descendants,0,4,0.0,False,
1000601,partial_summation,2,16,0.125,False,
1000602,modulo_10,0,1,0.0,False,
1000602,positional_base10,0,1,0.0,False,
1000602,standard_tolerance_2,0,1,0.0,False,2.0
1000602,standard_tolerance_5,0,1,0.0,False,5.0
1000602,cross_level_all_descendants,0,0,0.0,False,
1000602,partial_summation,0,1,0.0,False,
1000603,modulo_10,93,122,0.7622950819672131,True,
1000603,positional_base10,15,122,0.12295081967213115,False,
1000603,standard_tolerance_2,22,122,0.18032786885245902,False,2.0
1000603,standard_tolerance_5,22,122,0.18032786885245902,False,5.0
1000603,cross_level_all_descendants,7,74,0.0945945945945946,False,
1000603,partial_summation,21,122,0.1721311475409836,False,
1000604,modulo_10,0,0,0.0,False,
1000604,positional_base10,0,0,0.0,False,
1000604,standard_tolerance_2,0,0,0.0,False,2.0
1000604,standard_tolerance_5,0,0,0.0,False,5.0
1000604,cross_level_all_descendants,0,0,0.0,False,
1000604,partial_summation,0,0,0.0,False,
1000605,modulo_10,0,0,0.0,False,
1000605,positional_base10,0,0,0.0,False,
1000605,standard_tolerance_2,0,0,0.0,False,2.0
1000605,standard_tolerance_5,0,0,0.0,False,5.0
1000605,cross_level_all_descendants,0,0,0.0,False,
1000605,partial_summation,0,0,0.0,False,
1000606,modulo_10,0,0,0.0,False,
1000606,positional_base10,0,0,0.0,False,
1000606,standard_tolerance_2,0,0,0.0,False,2.0
1000606,standard_tolerance_5,0,0,0.0,False,5.0
1000606,cross_level_all_descendants,0,0,0.0,False,
1000606,partial_summation,0,0,0.0,False,
1000607,modulo_10,12,17,0.7058823529411765,True,
