khipu_id,depth,avg_branching,branching_variance,branching_cv,structural_cv,density,variance_class
1000270,2.0,3.642857142857143,4.242640687119285,0.08318903308077029,0.08318903308077029,0.0097087378640776,low
1000271,2.0,5.0,38.890872965260115,0.6222539674441618,0.6222539674441618,0.0079365079365079,medium
1000272,2.0,30.5,41.71930009000631,1.3678459045903708,1.3678459045903708,0.0161290322580645,high
1000273,2.0,6.183333333333334,170.41273426595797,0.9186670310833314,0.9186670310833314,0.0026881720430107,high
1000274,2.0,6.894736842105263,60.10407640085654,0.9176194870359777,0.9176194870359777,0.0075757575757575,high
1000275,2.0,4.571428571428571,87.68124086713189,0.6088975060217492,0.6088975060217492,0.0034602076124567,medium
1000276,2.0,4.0,4.242640687119285,1.0606601717798212,1.0606601717798212,0.1111111111111111,high
1000277,1.0,39.0,0.0,0.0,0.0,0.025,low
1000279,6.0,2.352,85.18685344582227,0.8692536065900232,0.8692536065900232,0.001680614624777,high
1000280,2.0,3.5454545454545454,21.920310216782973,0.1605883532365053,0.1605883532365053,0.0036496350364963,low
1000283,2.0,4.3,0.7071067811865476,0.03288868749704872,0.03288868749704872,0.0227272727272727,low
1000285,3.0,3.488888888888889,44.50093631973751,0.850336362797532,0.850336362797532,0.0063291139240506,high
1000287,2.0,7.027027027027027,125.86500705120545,0.9681923619323496,0.9681923619323496,0.003831417624521,high
1000288,2.0,8.0,7.0710678118654755,0.8838834764831844,0.8838834764831844,0.0588235294117647,high
1000289,2.0,6.0,7.0710678118654755,1.1785113019775793,1.1785113019775793,0.0769230769230769,high
1000290,2.0,11.5,3.5355339059327378,0.30743773095067284,0.30743773095067284,0.0416666666666666,medium
1000291,1.0,24.0,0.0,0.0,0.0,0.04,low
1000292,4.0,5.154761904761905,243.95696341773072,1.1268220019294721,1.1268220019294721,0.0011534025374855,high
1000293,3.0,4.397260273972603,74.35220238836237,0.9265071948705591,0.9265071948705591,0.0031055900621118,high
1000295,2.0,14.0,9.899494936611665,0.4714045207910317,0.4714045207910317,0.0232558139534883,medium
1000296,1.0,38.0,0.0,0.0,0.0,0.0256410256410256,low
1000297,1.0,24.0,0.0,0.0,0.0,0.04,low
1000298,4.0,3.985507246376812,63.6834620080703,0.926304901935568,0.926304901935568,0.0036231884057971,high
1000299,4.0,3.9384615384615382,56.255370114031486,0.878990158031742,0.878990158031742,0.0038910505836575,high
1000300,3.0,3.1785714285714284,27.02468007827906,0.9109442723015414,0.9109442723015414,0.0111111111111111,high
1000301,3.0,3.6206896551724137,32.046840717924134,0.9156240205121181,0.9156240205121181,0.0094339622641509,high
1000302,3.0,3.225806451612903,27.682726262659415,0.8304817878797824,0.8304817878797824,0.0099009900990099,high
1000303,2.0,4.25,7.7781745930520225,0.9150793638884732,0.9150793638884732,0.0555555555555555,high
1000304,2.0,5.6875,43.1335136523794,0.9479893110413055,0.9479893110413055,0.0108695652173913,high
1000305,3.0,2.027027027027027,20.8806130178211,0.835224520712844,0.835224520712844,0.0131578947368421,high
1000306,2.0,1.9,0.7071067811865476,0.0744322927564787,0.0744322927564787,0.05,low
1000307,2.0,1.818181818181818,0.0,0.0,0.0,0.0476190476190476,low
1000309,2.0,1.9090909090909087,0.0,0.0,0.0,0.0232558139534883,low
1000310,2.0,10.77777777777778,57.27564927611035,1.1809412221878424,1.1809412221878424,0.010204081632653,high
1000312,1.0,89.0,0.0,0.0,0.0,0.0111111111111111,low
1000313,2.0,10.555555555555555,55.86143571373726,1.1760302255523634,1.1760302255523634,0.0104166666666666,high
1000314,4.0,7.310344827586207,68.44462481938714,1.2914080154601348,1.2914080154601348,0.0046948356807511,high
1000315,2.0,10.75,32.347076117221675,1.1283863761821513,1.1283863761821513,0.0114942528735632,high
1000316,3.0,3.9375,18.681541692269406,0.4447986117207001,0.4447986117207001,0.0078740157480314,medium
1000317,2.0,5.7,27.577164466275352,0.9676198058342229,0.9676198058342229,0.0172413793103448,high
1000318,3.0,2.75,5.507570547286102,0.7510323473571958,0.7510323473571958,0.0434782608695652,high
1000319,3.0,2.875,7.637626158259733,0.9962121075990956,0.9962121075990956,0.0416666666666666,high
1000320,4.0,9.625,33.19010896838595,1.7241615048512182,1.7241615048512182,0.0128205128205128,high
1000321,3.0,9.5859375,481.729177027923,1.1778219487235282,1.1778219487235282,0.000814332247557,high
1000322,2.0,4.0,4.242640687119285,0.21213203435596423,0.21213203435596423,0.024390243902439,low
1000323,3.0,5.45,71.00234737903622,0.9770965235647187,0.9770965235647187,0.0045662100456621,high
1000324,2.0,13.0,40.30508652763321,1.2401565085425603,1.2401565085425603,0.0151515151515151,high
1000325,2.0,22.0,29.698484809834994,1.3499311277197725,1.3499311277197725,0.0222222222222222,high
1000326,1.0,8.0,0.0,0.0,0.0,0.1111111111111111,low
1000327,3.0,2.2916666666666665,15.14375558880073,0.8260230321164035,0.8260230321164035,0.0178571428571428,high
1000328,1.0,22.0,0.0,0.0,0.0,0.0434782608695652,low
1000329,3.0,4.405797101449275,88.08140174482541,0.869224359323935,0.869224359323935,0.0032786885245901,high
