khipu_id,numeric_cv,standardization_score,structural_cv,numeric_cv_norm,color_flexibility,structural_cv_norm,flexibility_score,constraint_score,design_class
1000321,1.803208180293894,0.530969394456954,1.1778219487235282,0.601069393431298,0.469030605543046,0.5889109743617641,0.5578102313439622,0.44218976865603776,Balanced
1000322,3.514354525494995,0.2141362980270367,0.21213203435596423,1.0,0.7858637019729633,0.10606601717798211,0.6675789157452836,0.3324210842547164,Balanced
1000323,2.747588266093177,0.31421033495965744,0.9770965235647187,0.9158627553643924,0.6857896650403426,0.4885482617823593,0.7186464801925675,0.2813535198074325,Flexible
1000324,1.6736987641150838,0.1260479163897944,1.2401565085425603,0.5578995880383613,0.8739520836102056,0.6200782542712802,0.6713689365797902,0.32863106342020976,Balanced
1000325,1.962090705967132,0.20470530556804456,1.3499311277197725,0.6540302353223774,0.7952946944319554,0.6749655638598863,0.7026901716165035,0.2973098283834965,Flexible
1000326,0.6020031445616778,1.0000000001442695,0.0,0.2006677148538926,-1.4426948524715044e-10,0.0,0.08026708589827619,0.9197329141017239,Constrained
1000327,0.9020497666459352,0.14945914725720544,0.8260230321164035,0.30068325554864506,0.8505408527427946,0.41301151605820174,0.4993390128597569,0.5006609871402431,Balanced
1000328,1.1679057096257532,0.12796844818349562,0.0,0.38930190320858443,0.8720315518165044,0.0,0.41733022682838505,0.582669773171615,Balanced
1000329,1.3813934171290492,0.2581609019199075,0.869224359323935,0.46046447237634974,0.7418390980800925,0.4346121796619675,0.5371211722731579,0.4628788277268421,Balanced
1000330,1.1818401701248455,0.08404923759086846,0.0,0.3939467233749485,0.9159507624091315,0.0,0.4323639180727189,0.5676360819272811,Balanced
1000331,1.5395222328839928,0.2319804756640964,1.3480515243673363,0.5131740776279976,0.7680195243359036,0.6740257621836682,0.6378832170070705,0.3621167829929295,Balanced
1000332,1.3779714903820264,0.3437904699141059,1.1727871450096985,0.4593238301273421,0.6562095300858941,0.5863935725048492,0.5565104628281599,0.44348953717184014,Balanced
1000333,1.470948820283989,0.1628353310181917,0.29232347378661744,0.4903162734279964,0.8371646689818083,0.14616173689330872,0.4911244311337337,0.5088755688662663,Balanced
1000335,1.7107567505899666,0.18299238030998632,0.0,0.5702522501966555,0.8170076196900137,0.0,0.4732031859856663,0.5267968140143338,Balanced
1000336,1.844496819446653,0.08608273275108891,0.0,0.6148322731488843,0.9139172672489111,0.0,0.520108089434227,0.47989191056577296,Balanced
1000337,2.3112774620009287,0.22151224545762982,0.8681147322824311,0.7704258206669762,0.7784877545423702,0.43405736614121554,0.6719338644718662,0.3280661355281338,Balanced
1000338,2.6663684162349814,0.09186406109718792,0.0,0.8887894720783271,0.9081359389028121,0.0,0.6279565705021746,0.37204342949782543,Balanced
1000339,1.314902713782964,0.14152013200864677,1.0094454908689228,0.43830090459432136,0.8584798679913532,0.5047227454344614,0.5842811458654729,0.41571885413452714,Balanced
1000340,1.9319521249348666,0.298370971629461,0.9268656996592273,0.6439840416449555,0.701629028370539,0.46343284982961364,0.6071121801180279,0.3928878198819721,Balanced
1000342,1.8331487285987225,0.1727709061776841,0.0,0.6110495761995741,0.8272290938223159,0.0,0.4925885586265244,0.5074114413734756,Balanced
1000344,2.034876154567051,0.1752771203939968,0.0,0.6782920515223503,0.8247228796060032,0.0,0.5187336844907411,0.4812663155092589,Balanced
1000345,1.2270522883224722,0.19232179737003363,1.2158295851746452,0.40901742944082403,0.8076782026299664,0.6079147925873226,0.5882848703415163,0.41171512965848367,Balanced
1000346,1.4002555799960996,0.07638663811039859,0.0,0.4667518599986999,0.9236133618896014,0.0,0.4637847525663604,0.5362152474336396,Balanced
1000347,0.9073951652168879,0.10175559863093919,0.15713484026367724,0.302465055072296,0.8982444013690608,0.07856742013183862,0.41402956847918826,0.5859704315208117,Balanced
1000348,0.7572398753346552,0.07938016455876684,0.0,0.2524132917782184,0.9206198354412332,0.0,0.37715126734365734,0.6228487326563427,Balanced
1000349,0.6900967974564619,0.040852083261294414,0.8485281374238569,0.23003226581882064,0.9591479167387056,0.42426406871192845,0.5070365019627184,0.49296349803728157,Balanced
1000350,0.6689356940023605,0.0536053699158856,0.0,0.2229785646674535,0.9463946300841144,0.0,0.37310981489221573,0.6268901851077843,Balanced
1000351,1.1576693062424195,0.3701466122914615,0.9616652224137047,0.38588976874747316,0.6298533877085385,0.48083261120685233,0.48756170717360653,0.5124382928263935,Balanced
1000352,0.6657889290799253,0.21871102629138794,0.8834567718731886,0.22192964302664175,0.7812889737086121,0.4417283859365943,0.4556770651042186,0.5443229348957814,Balanced
1000353,2.657400127772023,0.1768185851851638,0.7881801111529431,0.8858000425906744,0.8231814148148362,0.39409005557647153,0.7195014581536621,0.28049854184633793,Flexible
1000354,1.1972937620314836,1.0000000001442695,0.0,0.3990979206771612,-1.4426948524715044e-10,0.0,0.15963916822758364,0.8403608317724164,Constrained
1000355,0.6599133952046917,0.047180469173755846,0.0,0.21997113173489724,0.9528195308262442,0.0,0.37383431194183214,0.6261656880581679,Balanced
1000356,1.3858968429041167,0.23613928522759553,1.1111677990074318,0.46196561430137223,0.7638607147724045,0.5555838995037159,0.580619630003385,0.419380369996615,Balanced
1000357,0.5497540537517881,0.4564355570889427,0.0,0.18325135125059602,0.5435644429110573,0.0,0.23636987337355558,0.7636301266264445,Constrained
1000358,0.9872803102809046,0.1192293238565606,0.9577867048047944,0.3290934367603015,0.8807706761434394,0.4788933524023972,0.5395365832678716,0.4604634167321284,Balanced
1000359,1.5753979670686626,0.2225123675209716,0.0,0.5251326556895543,0.7774876324790284,0.0,0.4432993520195302,0.5567006479804698,Balanced
1000361,2.4008375437462766,0.29007170879534006,0.9784828972094929,0.8002791812487589,0.70992829120466,0.48924144860474644,0.6798625944423256,0.32013740555767445,Balanced
1000363,0.21992774002136647,0.9463668318879287,0.0,0.07330924667378882,0.053633168112071306,0.0,0.04541364910313692,0.9545863508968631,Constrained
1000365,0.9359223988779785,0.8148752401879932,0.0,0.31197413295932613,0.18512475981200682,0.0,0.1803270811273325,0.8196729188726675,Constrained
1000366,1.2620603713147938,0.1459181910694768,1.3258252147247767,0.42068679043826457,0.8540818089305232,0.6629126073623883,0.6233730410631793,0.37662695893682074,Balanced
1000367,1.4309375955687242,0.0,0.5291502622129182,0.4769791985229081,1.0,0.2645751311064591,0.5701642187411009,0.4298357812588991,Balanced
