khipu_id,num_cords,unique_colors,dominant_color_pct,color_entropy,standardization_score,variance_class
1000245,34,8,0.23529411764705882,2.788027267526065,0.07065757749131174,high
1000246,41,2,0.975609756097561,0.16542703370772777,0.8345729662922723,low
1000247,27,3,0.4444444444444444,1.530493056324674,0.0343663931302467,medium
1000248,45,5,0.4444444444444444,1.8795931881371724,0.19050327515488708,medium
1000249,67,8,0.2537313432835821,2.7318623811813776,0.0893792062728741,high
1000250,69,7,0.3188405797101449,2.176020038464555,0.22488602300785066,high
1000251,80,7,0.3625,2.302046542269206,0.17999447658653756,high
1000252,14,2,0.9285714285714286,0.3712323263523366,0.6287676736476634,low
1000253,25,4,0.88,0.7195563647968252,0.6402218176015875,medium
1000254,12,5,0.25,2.2924812496392306,0.012682065957585142,medium
1000255,32,4,0.375,1.8999887657967371,0.05000561710163143,medium
1000256,15,4,0.5333333333333333,1.5329145634023194,0.23354271829884032,medium
1000257,8,5,0.375,2.155639061508219,0.071616788541081,medium
1000258,47,7,0.3617021276595745,2.372873614364218,0.1547653644644762,high
1000259,112,5,0.30357142857142855,2.1800404779402407,0.061107670500022304,medium
1000260,36,6,0.3611111111111111,2.1868714213828486,0.15400265157705284,high
1000261,36,4,0.4166666666666667,1.8319560635467624,0.08402196822661878,medium
1000262,74,4,0.2702702702702703,1.9973627842357533,0.001318607882123346,medium
1000263,75,5,0.28,2.259006985747029,0.027098646714718955,medium
1000264,115,13,0.41739130434782606,2.354771973113138,0.3636507678887274,high
1000265,55,5,0.4,1.8284421760973664,0.21253281696216142,medium
1000266,55,5,0.32727272727272727,1.7885566518364207,0.2297105772678183,medium
1000267,62,4,0.3387096774193548,1.9048349457017486,0.0475825271491257,medium
1000268,73,6,0.3287671232876712,2.0719714776815357,0.19845201734899653,high
1000269,106,4,0.33962264150943394,1.913271129453808,0.04336443527309597,medium
1000270,104,11,0.2403846153846154,3.1121125971124552,0.10039771263397723,high
1000271,131,12,0.22137404580152673,3.007863510952505,0.16097769213835877,high
1000272,62,6,0.20967741935483872,2.4028428196752953,0.07045350986525056,high
1000273,420,12,0.319047619047619,2.576491672145242,0.28130582352620104,high
1000274,147,12,0.17006802721088435,3.228359294469474,0.0994719487804816,high
1000275,292,18,0.2328767123287671,3.6774531392289367,0.1181008919927905,high
1000276,9,5,0.4444444444444444,2.0588138896098536,0.11331712030913366,medium
1000277,41,7,0.3170731707317073,2.4640144097346606,0.12230035811478301,high
1000279,1089,13,0.3342516069788797,2.6995665905467354,0.27047410681699824,high
1000280,265,13,0.20754716981132076,2.9022220220369617,0.2157088770264074,high
1000283,48,9,0.4791666666666667,2.4459809270810227,0.22837892821814265,high
1000285,184,14,0.31521739130434784,2.7615010297244513,0.27469303853814164,high
1000287,297,13,0.2996632996632997,2.770695378766274,0.2512523943618985,high
1000288,29,6,0.3793103448275862,2.2758199863888273,0.11959264950500592,high
1000289,17,6,0.35294117647058826,2.3515937224831385,0.09027936698227235,high
1000290,24,3,0.5,1.2069084247190085,0.23852556500872002,medium
1000291,25,3,0.92,0.4821791897694643,0.6957788026214669,medium
1000292,869,19,0.23705408515535098,3.0818295853412003,0.2745098461336707,high
1000293,329,10,0.2917933130699088,2.553094699322452,0.23144191373322887,high
1000295,42,9,0.2857142857142857,2.8379314092149945,0.10473231766564217,high
1000296,38,6,0.47368421052631576,1.9377247236526478,0.25038575100719684,high
1000297,25,3,0.48,1.2022921886496063,0.2414380856944156,medium
1000298,287,10,0.3554006968641115,2.7101173471205557,0.1841733867474189,high
1000299,235,12,0.23829787234042554,2.891627646898105,0.19340086644799737,high
1000300,88,4,0.9659090909090909,0.26854264565448455,0.8657286771727577,medium
1000301,104,3,0.875,0.5924698882204449,0.6261931194265657,medium
1000302,101,3,0.900990099009901,0.5619828955624684,0.6454282701913977,medium
1000303,18,2,0.7222222222222222,0.8524051783609394,0.14759482163906057,low
1000304,90,3,0.4444444444444444,1.4327651035079259,0.09602586631796062,medium
1000305,76,3,0.4868421052631579,1.2443133008878169,0.21492571570516283,medium
1000306,20,2,0.55,0.9927744536992693,0.00722554630073069,low
1000307,21,2,0.5238095238095238,0.998363672305274,0.001636327694725992,low
1000309,43,3,0.4883720930232558,1.1360942482993375,0.2832043358865488,medium
1000310,98,5,0.5816326530612245,1.6756646311384675,0.27833052417596305,medium
1000312,90,3,0.5444444444444444,1.440222532783436,0.09132075230288639,medium
1000313,96,4,0.4166666666666667,1.6720349073073926,0.16398254634630371,medium
1000314,212,3,0.9905660377358491,0.08645083757432578,0.9454555943531845,medium
1000315,86,4,0.6744186046511628,1.3987201548806933,0.3006399225596533,medium
1000316,129,9,0.6434108527131783,1.718826386937392,0.45777064562873626,high
1000317,57,9,0.24561403508771928,2.8982783694503444,0.08569497129060433,high
1000318,24,7,0.2916666666666667,2.3010981699973785,0.18033229360581637,high
1000319,23,8,0.5217391304347826,2.2724994544325376,0.24250018185582078,high
1000320,77,6,0.44155844155844154,1.8582933268286133,0.28111400985113544,high
1000321,1326,34,0.6297134238310709,2.3861757771093917,0.530969394456954,high
1000322,40,7,0.4,2.2061983318002087,0.2141362980270367,high
1000323,216,7,0.5046296296296297,1.9252549916472415,0.31421033495965744,high
1000324,66,4,0.45454545454545453,1.7479041672204112,0.1260479163897944,medium
1000325,45,5,0.4222222222222222,1.846617094716417,0.20470530556804456,medium
1000326,9,1,1.0,-1.4426951601859516e-10,1.0000000001442695,low
1000327,56,6,0.3392857142857143,2.1986162096715187,0.14945914725720544,high
1000328,25,7,0.36,2.4481020691815942,0.12796844818349562,high
1000329,318,10,0.31761006289308175,2.4643361417981606,0.2581609019199075,high
1000330,39,6,0.3076923076923077,2.3676983733345582,0.08404923759086846,high
1000331,200,5,0.525,1.7832861109775628,0.2319804756640964,medium
1000332,166,7,0.536144578313253,1.8422130541877422,0.3437904699141059,high
1000333,184,5,0.41304347826086957,1.9438361649559392,0.1628353310181917,medium
1000335,47,4,0.46808510638297873,1.6340152393800274,0.18299238030998632,medium
1000336,110,5,0.35454545454545455,2.1220501792279283,0.08608273275108891,medium
1000337,76,8,0.40789473684210525,2.3354632636271107,0.22151224545762982,high
1000338,28,8,0.25,2.7244078167084362,0.09186406109718792,high
1000339,61,17,0.2786885245901639,3.5090045603761526,0.14152013200864677,high
1000340,278,13,0.26618705035971224,2.5963359239830854,0.298370971629461,high
1000342,182,4,0.554945054945055,1.6544581876446318,0.1727709061776841,medium
1000344,301,5,0.32558139534883723,1.9149472246535864,0.1752771203939968,medium
1000345,161,3,0.6335403726708074,1.2801396638183602,0.19232179737003363,medium
1000346,75,5,0.4,2.144563813784834,0.07638663811039859,medium
1000347,10,6,0.4,2.3219280940217453,0.10175559863093919,high
1000348,6,3,0.5,1.459147916594436,0.07938016455876684,medium
1000349,6,4,0.3333333333333333,1.9182958334774112,0.040852083261294414,medium
1000350,4,3,0.5,1.4999999995671913,0.0536053699158856,medium
1000351,76,4,0.618421052631579,1.259706775417077,0.3701466122914615,medium
1000352,56,8,0.4107142857142857,2.3438669211258363,0.21871102629138794,high
1000353,46,12,0.2608695652173913,2.9510745034017747,0.1768185851851638,high
1000354,5,1,1.0,-1.4426951601859516e-10,1.0000000001442695,low
1000355,8,4,0.375,1.9056390616524883,0.047180469173755846,medium
1000356,29,4,0.5172413793103449,1.527721429544809,0.23613928522759553,medium
1000357,8,2,0.875,0.5435644429110573,0.4564355570889427,low
1000358,33,7,0.30303030303030304,2.4726358928752887,0.1192293238565606,high
1000359,150,10,0.4,2.5827580097595444,0.2225123675209716,high
1000361,369,7,0.4932249322493225,1.9930206826213461,0.29007170879534006,high
1000363,164,2,0.9939024390243902,0.053633168112071264,0.9463668318879287,low
1000365,71,2,0.971830985915493,0.18512475981200685,0.8148752401879932,low
1000366,96,5,0.3958333333333333,1.983116547488002,0.1459181910694768,medium
1000368,430,8,0.3813953488372093,2.155101147555722,0.28163295081475936,high
1000369,169,3,0.48520710059171596,1.428328019470712,0.09882535465613573,medium
1000371,165,4,0.3939393939393939,1.860607519799761,0.06969624010011954,medium
1000374,92,2,0.9891304347826086,0.08650421383280696,0.9134957861671931,low
1000375,90,4,0.4222222222222222,1.6974514983140794,0.1512742508429603,medium
1000376,174,3,0.9712643678160919,0.20875599695793617,0.8682896302827654,medium
1000377,45,3,0.8,0.9055872612654517,0.42863805241233743,medium
1000378,15,6,0.3333333333333333,2.3329145631137806,0.09750545222108975,high
1000380,193,9,0.42487046632124353,2.317228876347205,0.2689956780387963,high
1000381,92,7,0.2717391304347826,2.599406709438906,0.0740726478810474,high
1000382,70,5,0.6285714285714286,1.3485179716837856,0.4192249214551138,medium
1000383,114,1,1.0,-1.4426951601859516e-10,1.0000000001442695,low
1000385,95,3,0.7473684210526316,0.9796386880815111,0.3819168039396663,medium
1000386,42,6,0.35714285714285715,2.1391918221470685,0.17244763838923227,high
1000387,33,5,0.45454545454545453,1.8500912628400905,0.2032090627983726,medium
1000388,6,2,0.5,0.9999999997114609,2.8853908151660335e-10,low
1000389,9,2,0.6666666666666666,0.9182958337659504,0.08170416623404964,low
1000390,137,11,0.31386861313868614,2.646870845089764,0.2348827388782464,high
1000392,12,4,0.5,1.7295739579365443,0.13521302103172783,medium
1000393,18,7,0.3333333333333333,2.399130390380914,0.14541251213704354,high
1000395,16,3,0.5,1.4772170010296741,0.06797984156878023,medium
1000396,220,10,0.29545454545454547,2.7236403737144705,0.1801025501104888,high
1000397,26,4,0.3076923076923077,1.950063755859132,0.024968122070433973,medium
1000398,36,6,0.3611111111111111,2.0628604923075664,0.2019766276175894,high
1000399,21,3,0.47619047619047616,1.2285763795960827,0.22485460757773013,medium
1000400,60,4,0.5,1.6804820231447626,0.1597589884276187,medium
1000401,136,8,0.39705882352941174,2.1944802202362617,0.2685065932545795,high
1000402,34,5,0.5294117647058824,1.723885813035813,0.25756279153018324,medium
1000403,67,5,0.4626865671641791,1.7358748038323268,0.2523994142391671,medium
1000404,21,4,0.5238095238095238,1.723091336248812,0.13845433187559397,medium
1000405,26,4,0.46153846153846156,1.8199069102724337,0.09004654486378316,medium
1000406,131,10,0.3511450381679389,2.4498293505130344,0.2625278812375673,high
1000407,107,7,0.2336448598130841,2.583053000648531,0.07989795648805065,high
1000408,48,3,0.8333333333333334,0.7852354419587344,0.5045715961094013,medium
1000409,34,4,0.38235294117647056,1.854543609380341,0.07272819530982955,medium
1000410,15,1,1.0,-1.4426951601859516e-10,1.0000000001442695,low
1000411,7,2,0.8571428571428571,0.5916727782937884,0.4083272217062116,low
1000412,8,2,0.75,0.8112781241705938,0.18872187582940625,low
1000413,270,8,0.3111111111111111,2.5703408626623263,0.14321971244589127,high
1000414,12,2,0.5833333333333334,0.9798687563626138,0.020131243637386165,low
1000415,69,8,0.2753623188405797,2.5471025956690743,0.1509658014436419,high
1000416,11,2,0.6363636363636364,0.945660304312101,0.05433969568789898,low
1000417,19,2,0.9473684210526315,0.2974722486307506,0.7025277513692494,low
1000418,91,4,0.5824175824175825,1.2186912528466232,0.3906543735766884,medium
1000419,60,2,0.9833333333333333,0.12229159678083568,0.8777084032191643,low
1000420,14,1,1.0,-1.4426951601859516e-10,1.0000000001442695,low
1000421,30,7,0.3333333333333333,2.5655962293477153,0.08611618388910225,high
1000422,95,5,0.2736842105263158,2.294730735286743,0.011713265221478975,medium
1000423,49,4,0.42857142857142855,1.7731044174492738,0.11344779127536309,medium
1000424,27,5,0.5555555555555556,1.7136603185363906,0.26196667230579296,medium
1000425,13,6,0.23076923076923078,2.5073801015580184,0.03001296890825056,high
1000426,27,5,0.37037037037037035,2.023457651003068,0.12854422345872563,medium
1000427,17,5,0.5294117647058824,1.894273869049917,0.18418065002921247,medium
1000428,20,6,0.3,2.3282129449753843,0.09932428639647328,high
1000429,26,3,0.7307692307692307,1.105612400108607,0.30243624085392895,medium
1000430,46,7,0.30434782608695654,2.4871848300225383,0.11404688787992734,high
1000431,56,4,0.5,1.7222584579366442,0.1388707710316779,medium
1000432,15,6,0.26666666666666666,2.4402239280762346,0.05599252314280856,high
1000433,63,6,0.25396825396825395,2.403829905942672,0.07007165277173322,high
1000434,9,2,0.8888888888888888,0.5032583344871068,0.4967416655128932,low
1000435,12,2,0.9166666666666666,0.4138168500150947,0.5861831499849053,low
1000436,149,8,0.2751677852348993,2.492986052267649,0.16900464924411696,high
1000437,31,2,0.7741935483870968,0.7706290690754014,0.2293709309245986,low
1000438,21,2,0.8095238095238095,0.7024665510018513,0.2975334489981487,low
1000439,29,4,0.4827586206896552,1.3611297792180577,0.31943511039097117,medium
1000440,9,1,1.0,-1.4426951601859516e-10,1.0000000001442695,low
1000441,18,3,0.5555555555555556,1.232660256383012,0.22227796820293666,medium
1000442,31,4,0.3548387096774194,1.951831864207728,0.02408406789613604,medium
1000443,8,7,0.25,2.749999998990113,0.020430235812668007,high
1000444,58,6,0.5,2.0275385567818884,0.2156410175326554,high
1000445,18,6,0.4444444444444444,2.197159722558532,0.15002259338556523,high
1000446,78,6,0.23076923076923078,2.3819748427324994,0.07852634532687686,high
1000447,11,3,0.6363636363636364,1.309296667804195,0.17392577603036874,medium
1000448,67,5,0.5074626865671642,1.9196935346387187,0.17323299594605057,medium
1000449,110,6,0.42727272727272725,1.7699806265821785,0.31527802585593134,high
1000450,48,7,0.3125,2.4605833289028944,0.1235225337666066,high
1000451,15,1,1.0,-1.4426951601859516e-10,1.0000000001442695,low
1000452,13,4,0.5384615384615384,1.669180336289653,0.16540983185517355,medium
1000453,32,5,0.5625,1.553814656315051,0.3308084519342416,medium
1000454,39,2,0.9230769230769231,0.3912435633407166,0.6087564366592835,low
1000455,89,6,0.4044943820224719,1.8990785300546114,0.26533613948952683,high
1000456,12,6,0.3333333333333333,2.3553885413419167,0.08881133065380742,high
1000472,217,5,0.7373271889400922,1.0836612770460465,0.533292491084391,medium
1000474,41,3,0.4878048780487805,1.1410367896610192,0.28008593948320626,medium
