template_id,count,proportion,mean_nodes,mean_depth,mean_branching,std_nodes,std_depth,std_branching
0,235,0.37964458804523427,53.05957446808511,2.0,7.8005287872813955,43.23021092442513,0.0,6.890801573657893
1,197,0.3182552504038772,32.142131979695435,1.0,31.14213197969543,29.215946538939416,0.0,29.215946538939413
2,94,0.1518578352180937,106.97872340425532,3.0,4.316892569638005,84.30895291983408,0.0,2.9535437140467606
3,28,0.045234248788368334,143.57142857142858,4.0,3.9006312781804033,77.9151621109299,0.0,2.0866088110151564
