khipu_id,color_entropy,color_cord_ratio,unique_color_count,multi_color_ratio,primary_color_diversity,pendant_color_diversity,color_transitions
1000066,0.0,1.1428571428571428,1.0,0.0,1.0,0.0,0.0
1000067,0.8921178708188162,1.0769230769230769,3.0,0.14285714285714285,2.0,3.0,0.0
1000068,0.0,1.125,1.0,0.0,1.0,0.0,0.0
1000069,0.9556998911125343,1.1666666666666667,3.0,0.14285714285714285,3.0,1.0,0.0
1000070,0.887694275799104,1.0909090909090908,3.0,0.25,2.0,1.0,0.0
1000071,1.918285593641395,1.018181818181818,7.0,0.19642857142857142,7.0,0.0,0.0
1000072,1.060944240790747,1.0769230769230769,3.0,0.0,3.0,0.0,0.0
1000073,0.8239592165010823,1.0909090909090908,3.0,0.08333333333333333,3.0,0.0,0.0
1000074,0.3805062184775959,1.05,3.0,0.09523809523809523,2.0,1.0,0.0
1000075,1.072043343575071,1.6363636363636365,3.0,0.3333333333333333,3.0,3.0,0.0
1000076,1.2374875380313386,1.5833333333333333,4.0,0.3684210526315789,4.0,2.0,0.0
1000077,1.0290694963772378,1.00355871886121,3.0,0.0,3.0,1.0,0.0
1000078,0.0,1.1111111111111112,1.0,0.0,1.0,1.0,0.0
1000079,1.6966669266423806,1.1170212765957446,6.0,0.29523809523809524,6.0,4.0,0.0
1000080,0.7062573359732531,1.0,3.0,0.0,3.0,0.0,0.0
1000081,1.0588032571034944,1.0357142857142858,3.0,0.034482758620689655,3.0,2.0,0.0
1000082,0.22371807606583377,1.0625,2.0,0.0,2.0,0.0,0.0
1000083,1.5356849075571957,1.1592356687898089,6.0,0.5604395604395604,5.0,6.0,0.0
1000084,0.410116318288409,1.1666666666666667,2.0,0.14285714285714285,2.0,0.0,0.0
1000085,1.7858024638104775,1.0380622837370241,7.0,0.3433333333333333,7.0,4.0,0.0
1000086,1.3397942802855758,1.0714285714285714,4.0,0.26666666666666666,4.0,0.0,0.0
1000087,1.3687495515876047,1.0357142857142858,5.0,0.3793103448275862,5.0,2.0,0.0
1000088,0.0,0.005128205128205128,1.0,0.0,0.0,0.0,0.0
1000089,1.1579765926862873,1.0209059233449478,6.0,0.5324232081911263,3.0,5.0,0.0
1000090,1.18030455699462,1.0666666666666667,4.0,0.0625,3.0,2.0,0.0
1000091,1.745448858139594,1.0408163265306123,7.0,0.058823529411764705,7.0,1.0,0.0
1000092,0.6931471805599453,1.0769230769230769,2.0,0.0,2.0,0.0,0.0
1000093,0.6365141682948128,1.3043478260869565,2.0,0.43333333333333335,2.0,1.0,0.0
1000094,1.3085501251658918,1.0,4.0,0.07017543859649122,4.0,3.0,0.0
1000096,0.5292180246535031,1.2058984161660296,8.0,0.17028985507246377,8.0,6.0,0.0
1000097,1.08868141577348,1.0804597701149425,5.0,0.09574468085106383,3.0,5.0,0.0
1000098,1.2323532148505176,1.0204081632653061,5.0,0.1,2.0,5.0,0.0
1000099,1.0180471802852515,1.0232558139534884,3.0,0.0,3.0,0.0,0.0
1000100,1.1084060932035693,1.04,4.0,0.23076923076923078,4.0,0.0,0.0
1000101,0.9299473006147054,1.0357142857142858,3.0,0.0,3.0,3.0,0.0
1000103,0.9136770738653853,1.011090573012939,6.0,0.029250457038391225,3.0,6.0,0.0
1000105,0.4293230219306162,1.0833333333333333,2.0,0.38461538461538464,2.0,0.0,0.0
1000106,1.2312356911067466,1.1111111111111112,4.0,0.9,4.0,0.0,0.0
1000107,0.6931471805599453,1.0666666666666667,2.0,0.0625,2.0,0.0,0.0
1000108,0.8225715143524168,1.04,3.0,0.0,3.0,0.0,0.0
1000109,1.0670895187820832,1.1,3.0,0.36363636363636365,3.0,2.0,0.0
1000110,0.8454652292345644,1.0476190476190477,3.0,0.045454545454545456,3.0,0.0,0.0
1000111,1.236684869140504,1.0909090909090908,4.0,0.3333333333333333,3.0,2.0,0.0
1000112,1.3862943611198906,1.0,4.0,0.25,4.0,0.0,0.0
1000113,1.679995714344599,1.2571428571428571,6.0,0.022727272727272728,6.0,0.0,0.0
1000114,0.6931471805599453,2.0,2.0,0.03571428571428571,2.0,2.0,0.0
1000115,0.16731118272533652,1.0578947368421052,2.0,0.19900497512437812,2.0,2.0,0.0
1000116,0.0,1.05,1.0,0.0,1.0,0.0,0.0
1000117,0.6581099875431143,1.0555555555555556,2.0,0.0,2.0,1.0,0.0
1000118,1.0206687537032066,1.0333333333333334,3.0,0.6129032258064516,3.0,0.0,0.0
1000119,0.5982695885852573,1.0161290322580645,2.0,0.25396825396825395,2.0,0.0,0.0
1000120,1.0876938454156744,1.011111111111111,4.0,0.31868131868131866,4.0,2.0,0.0
1000121,1.1946173042400692,1.008130081300813,5.0,0.04032258064516129,3.0,2.0,0.0
1000122,0.20619205063323187,1.0555555555555556,2.0,0.5263157894736842,1.0,0.0,0.0
1000123,0.9381390150046416,1.15,3.0,0.13043478260869565,3.0,0.0,0.0
1000124,1.2670404555929888,1.0089285714285714,5.0,0.34513274336283184,5.0,0.0,0.0
1000125,1.424357076450059,1.024390243902439,5.0,0.023809523809523808,4.0,3.0,0.0
1000126,0.7690709931329595,1.0212765957446808,3.0,0.020833333333333332,2.0,2.0,0.0
1000127,1.7889551957211083,1.2203389830508475,8.0,0.3472222222222222,8.0,6.0,0.0
1000128,0.8969272846842112,1.025,4.0,0.14634146341463414,3.0,3.0,0.0
1000129,1.0397207708399179,1.3333333333333333,3.0,0.5,2.0,0.0,0.0
1000130,1.2206072645530175,1.1111111111111112,4.0,0.0,3.0,3.0,0.0
1000131,0.628130285007377,1.0153846153846153,3.0,0.24242424242424243,3.0,0.0,0.0
1000132,0.0,1.0294117647058822,1.0,0.0,1.0,1.0,0.0
1000133,0.6917614988524178,1.0555555555555556,2.0,0.0,2.0,0.0,0.0
1000134,0.0,1.125,1.0,0.0,1.0,0.0,0.0
1000135,0.9007243623687382,1.75,3.0,0.03571428571428571,3.0,0.0,0.0
1000136,0.6365141682948128,1.2,2.0,0.0,2.0,0.0,0.0
1000137,0.627941588739906,1.037037037037037,2.0,0.0,2.0,1.0,0.0
1000138,1.2677233688264569,1.0303030303030303,5.0,0.0,2.0,4.0,0.0
1000139,1.1839637727244874,1.0476190476190477,4.0,0.045454545454545456,3.0,2.0,0.0
1000140,2.0586269595078783,1.0276243093922652,12.0,0.1827956989247312,7.0,10.0,0.0
1000141,0.5004024235381879,1.1111111111111112,2.0,0.1,2.0,0.0,0.0
1000142,1.1673885950773548,1.1666666666666667,4.0,0.47619047619047616,4.0,0.0,0.0
1000143,1.0182776055422171,1.0333333333333334,3.0,0.0,3.0,0.0,0.0
1000144,2.0116362006316133,1.4,10.0,0.30857142857142855,9.0,3.0,0.0
1000145,1.5095337197920051,1.0416666666666667,5.0,0.16,5.0,1.0,0.0
1000146,1.1099272716873871,1.0677966101694916,5.0,0.15873015873015872,4.0,4.0,0.0
1000147,1.534414534681273,1.0059171597633136,8.0,0.18823529411764706,4.0,5.0,0.0
1000148,1.4469081858362276,1.0132013201320131,5.0,0.0749185667752443,4.0,5.0,0.0
1000149,0.5623351446188083,1.0666666666666667,2.0,0.75,2.0,0.0,0.0
1000150,1.3806550878322736,1.0333333333333334,4.0,0.03225806451612903,4.0,1.0,0.0
1000151,1.3161024894516105,1.0714285714285714,5.0,0.3333333333333333,5.0,1.0,0.0
1000152,1.2748791070081131,1.1142857142857143,6.0,0.07692307692307693,3.0,4.0,0.0
1000154,1.5607104090414068,1.2,5.0,0.0,5.0,0.0,0.0
1000155,0.0,2.0,1.0,0.0,1.0,0.0,0.0
1000156,0.6931471805599453,1.1428571428571428,2.0,0.0,2.0,1.0,0.0
1000157,0.6108643020548935,1.1111111111111112,2.0,0.2,2.0,0.0,0.0
1000158,1.8706910708864943,1.0333333333333334,8.0,0.3548387096774194,8.0,3.0,0.0
1000159,1.658481650398226,1.015625,6.0,0.35384615384615387,5.0,5.0,0.0
1000160,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000161,1.0579054247036734,1.0833333333333333,3.0,0.3076923076923077,3.0,0.0,0.0
1000162,0.5859526183035508,0.9428571428571428,2.0,0.30303030303030304,2.0,1.0,0.0
1000163,0.0,1.0526315789473684,1.0,0.0,1.0,0.0,0.0
1000164,1.4990962822531504,1.1627906976744187,7.0,0.36,5.0,1.0,0.0
1000165,0.7542579149829345,1.015625,3.0,0.0,3.0,1.0,0.0
1000166,0.9123565151589663,1.0357142857142858,3.0,0.41379310344827586,3.0,0.0,0.0
1000167,0.6534181947937018,1.0416666666666667,2.0,0.04,1.0,1.0,0.0
1000168,0.0,1.3333333333333333,1.0,0.0,1.0,0.0,0.0
1000169,0.19144408195771734,1.1,2.0,0.0,2.0,0.0,0.0
1000170,1.0960439684092247,1.0612244897959184,3.0,0.0,2.0,3.0,0.0
1000171,0.6210863745552451,1.0666666666666667,2.0,0.125,2.0,0.0,0.0
1000172,0.7678576230981704,1.037037037037037,3.0,0.07142857142857142,3.0,0.0,0.0
1000173,0.5297061990576545,1.125,2.0,0.0,2.0,0.0,0.0
1000174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000176,0.6901856760188042,1.0263157894736843,2.0,0.48717948717948717,2.0,0.0,0.0
1000177,0.6905939864775922,1.2173913043478262,2.0,0.5357142857142857,1.0,1.0,0.0
1000178,0.6890092384766586,1.03125,2.0,0.0,2.0,2.0,0.0
1000179,1.2994728217330238,1.0769230769230769,6.0,0.14285714285714285,6.0,1.0,0.0
1000180,0.9393957408380618,1.2,3.0,0.023809523809523808,2.0,2.0,0.0
1000182,0.6931471805599453,1.3333333333333333,2.0,0.0,2.0,0.0,0.0
1000183,1.1512237370121767,1.0186757215619695,6.0,0.045,6.0,2.0,0.0
1000184,1.0796807647202016,1.011111111111111,5.0,0.2087912087912088,5.0,0.0,0.0
1000185,0.6861904097613034,1.0133333333333334,3.0,0.0,3.0,2.0,0.0
1000186,1.0123308391031736,1.0833333333333333,3.0,0.15384615384615385,3.0,0.0,0.0
1000187,0.30463609734923813,1.0909090909090908,2.0,0.4166666666666667,2.0,1.0,0.0
1000188,0.0,1.0256410256410255,1.0,0.0,1.0,1.0,0.0
