khipu_id,structural_cluster,predicted_function,confidence,administrative_type,cord_count,hierarchy_depth,summation_match_rate,numeric_coverage,unique_color_count,color_entropy
1000411,2,Accounting,1.0,Standard Administrative Record,6,1,0.0,0.5,2.0,0.410116318288409
1000412,2,Accounting,1.0,Standard Administrative Record,8,1,0.0,0.875,2.0,0.5623351446188083
1000413,0,Accounting,1.0,Compact Operational Record,269,3,0.0178571428571428,0.7137546468401487,8.0,1.7816245228324092
1000414,2,Accounting,1.0,Standard Administrative Record,12,2,0.5,0.6666666666666666,2.0,0.6791932659915256
1000415,6,Accounting,1.0,Exceptional/Anomalous,59,2,0.0,0.9322033898305084,8.0,1.7655169835849374
1000416,6,Accounting,1.0,Exceptional/Anomalous,11,1,0.0,0.9090909090909092,2.0,0.6554817739013927
1000417,6,Accounting,0.9362593813951914,Exceptional/Anomalous,26,2,0.0,0.0,2.0,0.20619205063323187
1000418,0,Accounting,0.9908256880733944,Compact Operational Record,92,4,0.1666666666666666,0.6195652173913043,4.0,0.8447324062837043
1000419,1,Accounting,1.0,Aggregated Summary,97,1,0.0,0.9896907216494846,2.0,0.08476607571480994
1000420,6,Accounting,1.0,Exceptional/Anomalous,15,1,0.0,0.9333333333333332,1.0,0.0
1000421,6,Accounting,1.0,Exceptional/Anomalous,32,2,0.0,0.9375,7.0,1.7783357935275959
1000422,6,Accounting,1.0,Exceptional/Anomalous,97,2,0.0,0.6804123711340206,5.0,1.5905861398082566
1000423,0,Accounting,1.0,Compact Operational Record,52,4,0.0666666666666666,0.7692307692307693,4.0,1.2290223281933483
1000424,6,Accounting,1.0,Exceptional/Anomalous,28,2,0.2,0.7857142857142857,5.0,1.187818818730957
1000425,2,Accounting,1.0,Standard Administrative Record,14,2,0.0,0.7142857142857143,6.0,1.7379834485870498
1000426,6,Accounting,1.0,Exceptional/Anomalous,28,2,0.0,0.6071428571428571,5.0,1.4025539662752262
1000427,0,Accounting,0.9906832298136646,Compact Operational Record,19,3,0.0,0.8421052631578947,5.0,1.3130105920403288
1000428,6,Accounting,1.0,Exceptional/Anomalous,21,2,0.0,0.8571428571428571,6.0,1.6137942391528548
1000429,6,Accounting,0.99,Exceptional/Anomalous,28,1,0.0,0.8928571428571429,3.0,0.7663521182273951
1000430,6,Accounting,1.0,Exceptional/Anomalous,44,2,0.0,0.7954545454545454,7.0,1.723985153161589
1000431,6,Accounting,1.0,Exceptional/Anomalous,58,2,0.0,0.5344827586206896,4.0,1.1937785947143043
1000432,0,Accounting,1.0,Compact Operational Record,16,3,0.0,0.5,6.0,1.6914343362809572
1000433,6,Accounting,1.0,Exceptional/Anomalous,65,2,0.25,0.676923076923077,6.0,1.6662079224498416
1000434,2,Accounting,1.0,Standard Administrative Record,10,1,0.0,0.3,2.0,0.34883209584303193
1000435,2,Accounting,1.0,Standard Administrative Record,13,2,0.0,0.6923076923076923,2.0,0.2868359830561607
1000436,6,Accounting,1.0,Exceptional/Anomalous,137,2,0.0,0.781021897810219,8.0,1.7280062541045895
1000437,6,Accounting,1.0,Exceptional/Anomalous,36,2,0.0,0.6666666666666666,2.0,0.5341593666871499
1000438,6,Accounting,1.0,Exceptional/Anomalous,23,1,0.0,0.4347826086956521,2.0,0.48691270946460224
1000439,6,Accounting,0.9906832298136646,Exceptional/Anomalous,30,2,0.0,0.8,4.0,0.9434632692411776
1000440,2,Accounting,1.0,Standard Administrative Record,10,2,0.0,0.9,1.0,0.0
1000441,6,Accounting,1.0,Exceptional/Anomalous,19,1,0.0,0.9473684210526316,3.0,0.8544149816001841
1000442,6,Accounting,1.0,Exceptional/Anomalous,32,2,0.0,0.71875,4.0,1.3529067540026487
1000443,2,Accounting,1.0,Standard Administrative Record,8,2,0.0,0.75,7.0,1.9061547465398496
1000444,1,Accounting,0.9178185512067091,Aggregated Summary,56,1,0.0,0.0,6.0,1.4053826347099465
1000445,6,Accounting,0.9655421326580853,Exceptional/Anomalous,18,1,0.0,0.0,6.0,1.5229550675313182
1000446,6,Accounting,0.9806832298136646,Exceptional/Anomalous,77,2,0.05,0.8441558441558441,6.0,1.651059147004751
1000447,2,Accounting,0.9655421326580853,Standard Administrative Record,11,1,0.0,0.0,3.0,0.9075352941050092
1000448,0,Accounting,1.0,Compact Operational Record,68,3,0.0,0.6617647058823529,5.0,1.3306301615739835
1000449,6,Accounting,1.0,Exceptional/Anomalous,111,2,0.0,0.927927927927928,6.0,1.226857081561163
1000450,6,Accounting,1.0,Exceptional/Anomalous,49,2,0.0,0.8571428571428571,7.0,1.705546397661846
1000451,6,Accounting,1.0,Exceptional/Anomalous,16,1,0.0,0.625,1.0,0.0
1000452,6,Accounting,1.0,Exceptional/Anomalous,13,1,0.0,0.9230769230769232,4.0,1.1569876443452742
1000453,6,Accounting,0.9178185512067091,Exceptional/Anomalous,34,1,0.0,0.0,5.0,1.077022248637498
1000454,6,Accounting,1.0,Exceptional/Anomalous,40,1,0.0,0.675,2.0,0.2711893730418441
1000455,6,Accounting,1.0,Exceptional/Anomalous,92,2,0.0,0.6304347826086957,6.0,1.3163409293692792
1000456,4,Non-Accounting,0.7384883714011717,Lateral Category Tracking,63,2,1.0,0.1111111111111111,6.0,1.6326309271543518
1000457,1,Non-Accounting,0.9755021564799123,Aggregated Summary,58,1,0.0,0.0,0.0,0.0
1000458,6,Non-Accounting,0.8851411978189253,Exceptional/Anomalous,19,1,0.0,0.0,0.0,0.0
1000459,1,Non-Accounting,0.9754031465789222,Aggregated Summary,90,1,0.0,0.0,0.0,0.0
1000460,6,Non-Accounting,0.9647835886881739,Exceptional/Anomalous,22,1,0.0,0.0,0.0,0.0
1000461,1,Non-Accounting,0.9654031465789222,Aggregated Summary,161,1,0.0,0.0,0.0,0.0
1000462,6,Non-Accounting,0.9747835886881739,Exceptional/Anomalous,46,1,0.0,0.0,0.0,0.0
1000463,1,Non-Accounting,0.9654031465789222,Aggregated Summary,121,1,0.0,0.0,0.0,0.0
1000464,2,0,0.981141511572468,Multi-Category Record,0,0,0.0,0.0,0.0,0.0
1000465,2,0,0.981141511572468,Multi-Category Record,0,0,0.0,0.0,0.0,0.0
1000466,2,0,0.981141511572468,Multi-Category Record,0,0,0.0,0.0,0.0,0.0
1000467,2,0,0.981141511572468,Multi-Category Record,0,0,0.0,0.0,0.0,0.0
1000468,2,0,0.981141511572468,Multi-Category Record,0,0,0.0,0.0,0.0,0.0
1000469,2,0,0.981141511572468,Multi-Category Record,0,0,0.0,0.0,0.0,0.0
1000470,2,0,0.981141511572468,Multi-Category Record,0,0,0.0,0.0,0.0,0.0
1000472,0,Accounting,1.0,Compact Operational Record,226,4,0.0166666666666666,0.7743362831858407,5.0,0.7511367593664569
1000474,6,Accounting,1.0,Exceptional/Anomalous,41,2,0.0,0.6341463414634146,3.0,0.7909064339687069
1000475,6,Accounting,1.0,Exceptional/Anomalous,20,2,0.0,0.8,3.0,0.9376369622724492
1000477,0,Accounting,1.0,Compact Operational Record,152,3,0.0238095238095238,0.875,6.0,1.421382427059341
1000478,6,Accounting,1.0,Exceptional/Anomalous,41,1,0.0,0.2682926829268293,2.0,0.11690684913753106
1000479,6,Accounting,1.0,Exceptional/Anomalous,29,1,0.0,0.7931034482758621,3.0,1.0271753091827658
1000480,2,Accounting,1.0,Standard Administrative Record,10,2,0.0,0.9,5.0,1.5047882836811908
1000481,2,Accounting,1.0,Standard Administrative Record,8,1,0.0,0.875,3.0,1.0888999753452238
1000482,6,Accounting,1.0,Exceptional/Anomalous,31,1,0.0,0.7741935483870968,7.0,1.3345731800223335
1000483,2,Accounting,0.9907407407407408,Standard Administrative Record,13,2,0.25,0.6923076923076923,5.0,1.5641315026219946
1000485,6,Accounting,0.9906832298136646,Exceptional/Anomalous,15,1,0.0,0.9333333333333332,1.0,0.0
1000486,6,Accounting,0.9906832298136646,Exceptional/Anomalous,13,1,0.0,0.9230769230769232,2.0,0.666278442414676
1000487,6,Accounting,1.0,Exceptional/Anomalous,34,1,0.0,0.8823529411764706,8.0,1.7147876712878574
1000488,0,Accounting,1.0,Compact Operational Record,40,3,0.1,0.85,7.0,1.5890266900450238
1000489,6,Accounting,0.980974491949587,Exceptional/Anomalous,19,1,0.0,0.8421052631578947,2.0,0.20619205063323187
1000490,2,Accounting,1.0,Standard Administrative Record,17,2,0.0,0.7058823529411765,6.0,1.297295830625819
1000491,2,Accounting,0.9906832298136646,Standard Administrative Record,9,1,0.0,0.8888888888888888,2.0,0.34883209584303193
1000492,1,Accounting,1.0,Aggregated Summary,69,1,0.0,0.7246376811594203,6.0,0.939162166431021
1000493,0,Accounting,1.0,Compact Operational Record,155,4,0.0,0.9935483870967742,9.0,1.0356562283910726
1000494,0,Accounting,1.0,Compact Operational Record,91,3,0.0294117647058823,0.9230769230769232,8.0,1.6651462587730719
1000495,0,Accounting,1.0,Compact Operational Record,134,3,0.0,0.8283582089552238,8.0,1.7331533475042005
1000496,6,Accounting,1.0,Exceptional/Anomalous,31,1,0.0,0.9032258064516128,7.0,1.4440590629830887
1000497,6,Accounting,1.0,Exceptional/Anomalous,64,2,0.0,0.765625,7.0,1.6927554389241657
1000499,5,Accounting,1.0,Multi-Level Aggregation,79,2,0.0,0.9367088607594936,5.0,1.4425679739922903
1000500,6,Accounting,1.0,Exceptional/Anomalous,89,2,0.0416666666666666,0.9325842696629212,6.0,1.3386375842746667
1000501,6,Accounting,1.0,Exceptional/Anomalous,419,2,0.0,0.8568019093078759,7.0,1.3609080920815781
1000502,6,Accounting,1.0,Exceptional/Anomalous,29,2,0.0,0.5862068965517241,6.0,1.4282699803707317
1000503,6,Accounting,1.0,Exceptional/Anomalous,71,2,0.0,0.5352112676056338,7.0,1.090725440091666
1000504,0,Accounting,1.0,Compact Operational Record,228,4,0.0,0.9736842105263158,9.0,1.7271439348921804
1000505,0,Accounting,1.0,Compact Operational Record,121,3,0.0,0.5950413223140496,5.0,1.3271344373074463
1000506,6,Accounting,1.0,Exceptional/Anomalous,168,2,0.1923076923076923,0.7916666666666666,11.0,1.7988208840670987
1000507,6,Accounting,1.0,Exceptional/Anomalous,133,2,0.05,0.5338345864661654,8.0,1.6282501106226717
1000508,6,Accounting,1.0,Exceptional/Anomalous,237,2,0.4,0.729957805907173,8.0,1.7461343881575173
1000509,3,Accounting,1.0,Local Operational Record,370,3,0.123076923076923,0.8108108108108109,5.0,1.1012737811208744
1000510,1,Accounting,1.0,Aggregated Summary,127,1,0.0,0.7716535433070866,5.0,1.3498012513538924
1000511,1,Accounting,1.0,Aggregated Summary,87,1,0.0,0.7816091954022989,5.0,1.3785359049498405
1000512,0,Accounting,1.0,Compact Operational Record,138,3,0.0,0.7681159420289855,6.0,1.5165423418137582
1000513,0,Accounting,1.0,Compact Operational Record,114,3,0.4545454545454545,0.6754385964912281,7.0,1.7262681793885937
1000514,0,Accounting,1.0,Compact Operational Record,168,3,0.0263157894736842,0.9226190476190476,10.0,1.649242408530674
1000515,0,Accounting,1.0,Compact Operational Record,80,3,0.2857142857142857,0.8125,10.0,2.080088007429609
1000516,0,Accounting,1.0,Compact Operational Record,51,3,0.125,0.9019607843137256,10.0,1.7908724645344523
1000517,2,Accounting,1.0,Standard Administrative Record,13,2,0.0,0.8461538461538461,5.0,1.5247073930301434
1000518,0,Accounting,1.0,Compact Operational Record,165,3,0.0,0.7212121212121212,16.0,2.1523070117649854
1000519,6,Accounting,1.0,Exceptional/Anomalous,191,2,0.3333333333333333,0.6282722513089005,13.0,2.260258428937233
1000520,6,Accounting,1.0,Exceptional/Anomalous,95,2,0.0,0.5894736842105263,12.0,2.2413013896830565
1000521,6,Accounting,1.0,Exceptional/Anomalous,79,2,0.0,0.4050632911392405,6.0,1.5105212001709305
1000522,1,Accounting,0.9900990099009901,Aggregated Summary,96,1,0.0,0.8645833333333334,9.0,2.040222320448374
1000523,1,Accounting,1.0,Aggregated Summary,197,2,0.0,0.8223350253807107,5.0,0.3344405528363662
1000524,0,Accounting,1.0,Compact Operational Record,165,3,0.0,0.8242424242424242,15.0,1.8902636466793914
1000525,6,Accounting,1.0,Exceptional/Anomalous,18,1,0.0,0.8333333333333334,4.0,1.2530462261125412
1000526,0,Accounting,1.0,Compact Operational Record,269,4,0.106060606060606,0.8475836431226765,18.0,2.0593471470307874
1000527,0,Accounting,1.0,Compact Operational Record,170,4,0.0,0.3588235294117647,10.0,1.7221770740072169
1000528,0,Accounting,1.0,Compact Operational Record,120,3,0.0833333333333333,0.6583333333333333,8.0,1.557739322880507
1000529,1,Accounting,0.9901960784313725,Aggregated Summary,63,1,0.0,0.984126984126984,4.0,1.2438507024142775
1000530,1,Accounting,1.0,Aggregated Summary,66,1,0.0,0.8787878787878788,17.0,2.330997077474286
1000531,2,Accounting,1.0,Standard Administrative Record,10,1,0.0,0.8,5.0,1.4184836619456564
1000532,6,Accounting,1.0,Exceptional/Anomalous,11,1,0.0,0.7272727272727273,5.0,1.294545165844896
1000533,6,Accounting,1.0,Exceptional/Anomalous,59,2,0.125,0.8135593220338984,5.0,1.2877431441902252
1000534,1,Accounting,1.0,Aggregated Summary,81,1,0.0,0.8765432098765432,2.0,0.5297061990576545
1000535,6,Accounting,1.0,Exceptional/Anomalous,24,1,0.0,0.8333333333333334,8.0,1.9439903027667327
1000536,6,Accounting,1.0,Exceptional/Anomalous,48,2,0.0,0.8958333333333334,6.0,1.3136752584720648
1000537,6,Accounting,0.980974491949587,Exceptional/Anomalous,25,1,0.0,0.68,3.0,0.8378972277814775
1000538,1,Accounting,0.980974491949587,Aggregated Summary,76,1,0.0,0.5789473684210527,6.0,1.2382645982392213
1000539,6,Accounting,1.0,Exceptional/Anomalous,195,2,0.0,0.5128205128205128,15.0,2.2334526143566036
1000540,0,Accounting,0.9908256880733944,Compact Operational Record,60,3,0.0,0.8333333333333334,6.0,1.5828401025770138
1000541,3,Accounting,1.0,Local Operational Record,955,2,0.0,0.237696335078534,16.0,2.284098773048244
1000542,6,Accounting,1.0,Exceptional/Anomalous,135,2,0.0,0.562962962962963,8.0,1.7958811915241015
1000543,6,Accounting,1.0,Exceptional/Anomalous,145,2,0.0,0.6482758620689655,14.0,2.283161880995668
1000544,1,Accounting,1.0,Aggregated Summary,99,1,0.0,0.7272727272727273,4.0,0.8330268247252308
1000545,0,Accounting,1.0,Compact Operational Record,195,3,0.0714285714285714,0.8205128205128205,14.0,2.0152847823069213
1000546,0,Accounting,1.0,Compact Operational Record,150,5,0.0444444444444444,0.8866666666666667,12.0,2.010877798132855
1000547,6,Accounting,0.9906832298136646,Exceptional/Anomalous,234,2,0.0555555555555555,0.8632478632478633,10.0,1.7301036616889158
1000548,6,Accounting,1.0,Exceptional/Anomalous,30,2,0.0,0.8666666666666667,2.0,0.5432727813369008
