khipu_id,structural_cluster,silhouette_score
1000458,3,0.33850118262364337
1000459,3,0.33850118262364337
1000460,3,0.33850118262364337
1000461,6,0.33850118262364337
1000462,3,0.33850118262364337
1000463,6,0.33850118262364337
1000464,3,0.33850118262364337
1000465,3,0.33850118262364337
1000466,3,0.33850118262364337
1000467,3,0.33850118262364337
1000468,3,0.33850118262364337
1000469,3,0.33850118262364337
1000470,3,0.33850118262364337
1000472,2,0.33850118262364337
1000474,1,0.33850118262364337
1000475,1,0.33850118262364337
1000477,2,0.33850118262364337
1000478,3,0.33850118262364337
1000479,1,0.33850118262364337
1000480,0,0.33850118262364337
1000481,0,0.33850118262364337
1000482,1,0.33850118262364337
1000483,0,0.33850118262364337
1000485,1,0.33850118262364337
1000486,1,0.33850118262364337
1000487,1,0.33850118262364337
1000488,2,0.33850118262364337
1000489,1,0.33850118262364337
1000490,1,0.33850118262364337
1000491,0,0.33850118262364337
1000492,6,0.33850118262364337
1000493,2,0.33850118262364337
1000494,2,0.33850118262364337
1000495,2,0.33850118262364337
1000496,1,0.33850118262364337
1000497,1,0.33850118262364337
1000499,5,0.33850118262364337
1000500,1,0.33850118262364337
1000501,1,0.33850118262364337
1000502,1,0.33850118262364337
1000503,1,0.33850118262364337
1000504,2,0.33850118262364337
1000505,2,0.33850118262364337
1000506,1,0.33850118262364337
1000507,1,0.33850118262364337
1000508,1,0.33850118262364337
1000509,4,0.33850118262364337
1000510,6,0.33850118262364337
1000511,6,0.33850118262364337
1000512,2,0.33850118262364337
1000513,2,0.33850118262364337
1000514,2,0.33850118262364337
1000515,2,0.33850118262364337
1000516,2,0.33850118262364337
1000517,0,0.33850118262364337
1000518,2,0.33850118262364337
1000519,1,0.33850118262364337
1000520,1,0.33850118262364337
1000521,3,0.33850118262364337
1000522,6,0.33850118262364337
1000523,6,0.33850118262364337
1000524,2,0.33850118262364337
1000525,1,0.33850118262364337
1000526,2,0.33850118262364337
1000527,2,0.33850118262364337
1000528,2,0.33850118262364337
1000529,6,0.33850118262364337
1000530,6,0.33850118262364337
1000531,0,0.33850118262364337
1000532,1,0.33850118262364337
1000533,1,0.33850118262364337
1000534,6,0.33850118262364337
1000535,1,0.33850118262364337
1000536,1,0.33850118262364337
1000537,1,0.33850118262364337
1000538,6,0.33850118262364337
1000539,1,0.33850118262364337
1000540,2,0.33850118262364337
1000541,4,0.33850118262364337
1000542,1,0.33850118262364337
1000543,1,0.33850118262364337
1000544,6,0.33850118262364337
1000545,2,0.33850118262364337
1000546,2,0.33850118262364337
1000547,1,0.33850118262364337
1000548,1,0.33850118262364337
1000549,2,0.33850118262364337
1000550,0,0.33850118262364337
1000551,1,0.33850118262364337
1000552,2,0.33850118262364337
1000553,3,0.33850118262364337
1000554,2,0.33850118262364337
1000555,6,0.33850118262364337
1000556,1,0.33850118262364337
1000558,1,0.33850118262364337
1000559,1,0.33850118262364337
1000560,1,0.33850118262364337
1000561,1,0.33850118262364337
1000562,1,0.33850118262364337
1000563,6,0.33850118262364337
1000564,1,0.33850118262364337
1000565,1,0.33850118262364337
1000566,1,0.33850118262364337
1000567,3,0.33850118262364337
1000569,1,0.33850118262364337
1000570,2,0.33850118262364337
1000571,3,0.33850118262364337
1000572,1,0.33850118262364337
1000573,2,0.33850118262364337
1000574,2,0.33850118262364337
1000575,2,0.33850118262364337
1000576,2,0.33850118262364337
1000577,3,0.33850118262364337
1000578,3,0.33850118262364337
1000579,3,0.33850118262364337
1000580,1,0.33850118262364337
1000581,1,0.33850118262364337
1000582,1,0.33850118262364337
1000583,1,0.33850118262364337
1000584,1,0.33850118262364337
1000585,2,0.33850118262364337
1000586,2,0.33850118262364337
1000587,1,0.33850118262364337
1000588,6,0.33850118262364337
1000589,3,0.33850118262364337
1000590,2,0.33850118262364337
1000591,2,0.33850118262364337
1000592,2,0.33850118262364337
1000593,6,0.33850118262364337
1000595,5,0.33850118262364337
1000597,2,0.33850118262364337
1000598,2,0.33850118262364337
1000599,2,0.33850118262364337
1000600,1,0.33850118262364337
1000601,2,0.33850118262364337
1000602,1,0.33850118262364337
1000603,4,0.33850118262364337
1000604,6,0.33850118262364337
1000605,6,0.33850118262364337
1000606,2,0.33850118262364337
1000607,2,0.33850118262364337
1000608,1,0.33850118262364337
1000609,2,0.33850118262364337
1000610,2,0.33850118262364337
1000611,4,0.33850118262364337
1000612,4,0.33850118262364337
1000613,2,0.33850118262364337
1000614,4,0.33850118262364337
1000615,3,0.33850118262364337
1000616,3,0.33850118262364337
1000617,1,0.33850118262364337
1000618,2,0.33850118262364337
1000619,1,0.33850118262364337
1000620,1,0.33850118262364337
1000621,2,0.33850118262364337
1000622,4,0.33850118262364337
1000623,2,0.33850118262364337
1000624,2,0.33850118262364337
1000625,1,0.33850118262364337
1000626,0,0.33850118262364337
1000627,0,0.33850118262364337
1000628,2,0.33850118262364337
1000629,2,0.33850118262364337
1000630,1,0.33850118262364337
1000631,0,0.33850118262364337
1000632,0,0.33850118262364337
1000633,2,0.33850118262364337
1000634,4,0.33850118262364337
1000635,2,0.33850118262364337
1000636,1,0.33850118262364337
1000637,2,0.33850118262364337
1000638,1,0.33850118262364337
1000639,1,0.33850118262364337
1000640,0,0.33850118262364337
1000641,0,0.33850118262364337
1000642,3,0.33850118262364337
1000643,0,0.33850118262364337
1000644,0,0.33850118262364337
1000645,0,0.33850118262364337
1000646,2,0.33850118262364337
1000647,2,0.33850118262364337
1000648,6,0.33850118262364337
1000649,1,0.33850118262364337
1000650,1,0.33850118262364337
1000651,1,0.33850118262364337
1000652,1,0.33850118262364337
1000653,0,0.33850118262364337
1000654,1,0.33850118262364337
1000655,1,0.33850118262364337
1000656,1,0.33850118262364337
1000657,0,0.33850118262364337
1000658,4,0.33850118262364337
1000659,1,0.33850118262364337
1000660,0,0.33850118262364337
1000661,0,0.33850118262364337
