feature,importance
numeric_coverage,0.21442464013542825
branching_factor,0.14923890538976886
leaf_ratio,0.14758148998364648
node_density,0.13239240568384597
structural_complexity,0.10649958347629776
cord_count,0.09601000491098194
avg_numeric_value,0.07215776096234854
hierarchy_depth,0.07208671023593469
summation_match_rate,0.006832752029446602
has_aggregation,0.0018824795544482885
has_summation,0.0008932676378526227
