feature,importance
numeric_coverage,0.20279285404286435
leaf_ratio,0.14360424596416607
branching_factor,0.14073197729009138
node_density,0.12169960052337059
cord_count,0.1057163856528651
structural_complexity,0.08986001291267398
avg_numeric_value,0.06633046118806486
hierarchy_depth,0.06473381540366446
summation_match_rate,0.03190639259810128
has_summation,0.031498938602300054
has_aggregation,0.001125315821837884
