masking_level,n_masked,adjusted_rand_index,normalized_mutual_info,drift
0.1,61,0.3093944996676903,0.4525928237519444,0.6906055003323097
0.2,122,0.3095793716398656,0.44230567534995024,0.6904206283601344
0.3,183,0.21615728125675135,0.35347588432931715,0.7838427187432486
