KNOT_ID,CORD_ID,CLUSTER_ORDINAL,knot_type,NUM_TURNS,DIRECTION,KHIPU_ID,CORD_LEVEL
1000000,3000003,1.0,S,0.0,Z,1000000,1
1000001,3000003,1.0,L,8.0,Z,1000000,1
1000002,3000004,1.0,E,0.0,S,1000000,1
1000003,3000006,1.0,S,0.0,Z,1000000,1
1000004,3000007,1.0,E,0.0,Z,1000000,1
1000006,3000009,2.0,S,0.0,Z,1000000,1
1000005,3000009,1.0,S,0.0,Z,1000000,1
1000007,3000009,1.0,L,8.0,Z,1000000,1
1039975,3000010,2.0,S,0.0,Z,1000000,1
1000008,3000010,1.0,S,0.0,Z,1000000,1
1000009,3000014,1.0,L,9.0,Z,1000000,2
1000010,3000016,1.0,L,2.0,Z,1000000,2
1000011,3000017,1.0,L,3.0,Z,1000000,2
1000012,3000018,1.0,L,8.0,Z,1000000,2
1000014,3000019,2.0,S,0.0,Z,1000001,1
1000013,3000019,1.0,S,0.0,Z,1000001,1
1000023,3000020,9.0,S,0.0,Z,1000001,1
1000022,3000020,8.0,S,0.0,Z,1000001,1
1000021,3000020,7.0,S,0.0,Z,1000001,1
1000020,3000020,6.0,S,0.0,Z,1000001,1
1000019,3000020,5.0,S,0.0,Z,1000001,1
1000018,3000020,4.0,S,0.0,Z,1000001,1
1000017,3000020,3.0,S,0.0,Z,1000001,1
1000016,3000020,2.0,S,0.0,Z,1000001,1
1000015,3000020,1.0,S,0.0,Z,1000001,1
1000024,3000020,1.0,S,9.0,Z,1000001,1
1000027,3000021,2.0,S,0.0,Z,1000001,1
1000025,3000021,1.0,S,0.0,Z,1000001,1
1000026,3000021,1.0,S,0.0,Z,1000001,1
1000028,3000022,1.0,S,0.0,Z,1000001,1
1000034,3000023,6.0,S,0.0,Z,1000001,1
1000033,3000023,5.0,S,0.0,Z,1000001,1
1000032,3000023,4.0,S,0.0,Z,1000001,1
1000031,3000023,3.0,S,0.0,Z,1000001,1
1000030,3000023,2.0,S,0.0,Z,1000001,1
1000029,3000023,1.0,S,0.0,Z,1000001,1
1000035,3000023,1.0,L,8.0,Z,1000001,1
1000036,3000024,1.0,L,5.0,Z,1000001,1
1000038,3000025,2.0,S,0.0,Z,1000002,1
1000040,3000025,2.0,S,0.0,Z,1000002,1
1000037,3000025,1.0,S,0.0,Z,1000002,1
1000039,3000025,1.0,S,0.0,Z,1000002,1
1000041,3000025,1.0,L,2.0,Z,1000002,1
1000045,3000026,4.0,S,0.0,Z,1000002,1
1000044,3000026,3.0,S,0.0,Z,1000002,1
1000043,3000026,2.0,S,0.0,Z,1000002,1
1000042,3000026,1.0,S,0.0,Z,1000002,1
1000049,3000027,4.0,S,0.0,Z,1000002,1
1000048,3000027,3.0,S,0.0,Z,1000002,1
1000047,3000027,2.0,S,0.0,Z,1000002,1
1000046,3000027,1.0,S,0.0,Z,1000002,1
1000050,3000027,1.0,L,5.0,Z,1000002,1
1000056,3000028,5.0,S,0.0,Z,1000002,1
1000055,3000028,4.0,S,0.0,Z,1000002,1
1000060,3000028,4.0,S,0.0,Z,1000002,1
1000054,3000028,3.0,S,0.0,Z,1000002,1
1000059,3000028,3.0,S,0.0,Z,1000002,1
1000053,3000028,2.0,S,0.0,Z,1000002,1
1000058,3000028,2.0,S,0.0,Z,1000002,1
1000051,3000028,1.0,S,0.0,Z,1000002,1
1000052,3000028,1.0,S,0.0,Z,1000002,1
1000057,3000028,1.0,S,0.0,Z,1000002,1
1000061,3000028,1.0,L,3.0,Z,1000002,1
1000066,3000029,5.0,S,0.0,Z,1000002,1
1000065,3000029,4.0,S,0.0,Z,1000002,1
1000064,3000029,3.0,S,0.0,Z,1000002,1
1000063,3000029,2.0,S,0.0,Z,1000002,1
1000062,3000029,1.0,S,0.0,Z,1000002,1
1000067,3000029,1.0,L,4.0,Z,1000002,1
1000076,3000030,7.0,S,0.0,Z,1000002,1
1000075,3000030,6.0,S,0.0,Z,1000002,1
1000074,3000030,5.0,S,0.0,Z,1000002,1
1000073,3000030,4.0,S,0.0,Z,1000002,1
1000072,3000030,3.0,S,0.0,Z,1000002,1
1000069,3000030,2.0,S,0.0,Z,1000002,1
1000071,3000030,2.0,S,0.0,Z,1000002,1
1000068,3000030,1.0,S,0.0,Z,1000002,1
1000070,3000030,1.0,S,0.0,Z,1000002,1
1000077,3000030,1.0,L,8.0,Z,1000002,1
1000081,3000031,4.0,S,0.0,Z,1000002,1
1000080,3000031,3.0,S,0.0,Z,1000002,1
1000079,3000031,2.0,S,0.0,Z,1000002,1
1000078,3000031,1.0,S,0.0,Z,1000002,1
1000082,3000031,1.0,L,4.0,Z,1000002,1
1000083,3000032,1.0,S,0.0,Z,1000002,1
1000084,3000032,1.0,L,4.0,Z,1000002,1
1000092,3000034,8.0,S,0.0,Z,1000002,1
1000091,3000034,7.0,S,0.0,Z,1000002,1
1000090,3000034,6.0,S,0.0,Z,1000002,1
1000089,3000034,5.0,S,0.0,Z,1000002,1
1000088,3000034,4.0,S,0.0,Z,1000002,1
1000087,3000034,3.0,S,0.0,Z,1000002,1
1000086,3000034,2.0,S,0.0,Z,1000002,1
1000085,3000034,1.0,S,0.0,Z,1000002,1
1000093,3000034,1.0,L,4.0,Z,1000002,1
1000094,3000035,1.0,S,0.0,Z,1000002,1
1000095,3000035,1.0,L,6.0,Z,1000002,1
1000103,3000036,8.0,S,0.0,Z,1000002,1
1000102,3000036,7.0,S,0.0,Z,1000002,1
1000101,3000036,6.0,S,0.0,Z,1000002,1
1000100,3000036,5.0,S,0.0,Z,1000002,1
1000099,3000036,4.0,S,0.0,Z,1000002,1
1000098,3000036,3.0,S,0.0,Z,1000002,1
1000097,3000036,2.0,S,0.0,Z,1000002,1
1000096,3000036,1.0,S,0.0,Z,1000002,1
1000104,3000036,1.0,L,6.0,Z,1000002,1
1000105,3000038,1.0,S,0.0,Z,1000002,1
1000106,3000038,1.0,L,6.0,Z,1000002,1
1000107,3000039,1.0,S,0.0,Z,1000002,1
1000108,3000039,1.0,L,7.0,Z,1000002,1
1000109,3000040,1.0,S,0.0,Z,1000002,1
1000112,3000041,3.0,S,0.0,Z,1000002,1
1000111,3000041,2.0,S,0.0,Z,1000002,1
1000110,3000041,1.0,S,0.0,Z,1000002,1
1000113,3000041,1.0,L,4.0,Z,1000002,1
1000123,3000042,6.0,S,0.0,Z,1000002,1
1000122,3000042,5.0,S,0.0,Z,1000002,1
1000117,3000042,4.0,S,0.0,Z,1000002,1
1000121,3000042,4.0,S,0.0,Z,1000002,1
1000116,3000042,3.0,S,0.0,Z,1000002,1
1000120,3000042,3.0,S,0.0,Z,1000002,1
1000115,3000042,2.0,S,0.0,Z,1000002,1
1000119,3000042,2.0,S,0.0,Z,1000002,1
1000114,3000042,1.0,S,0.0,Z,1000002,1
1000118,3000042,1.0,S,0.0,Z,1000002,1
1000124,3000042,1.0,L,7.0,Z,1000002,1
1000125,3000043,1.0,S,0.0,Z,1000002,1
1000126,3000043,1.0,L,6.0,Z,1000002,1
1000132,3000044,6.0,S,0.0,Z,1000002,1
1000131,3000044,5.0,S,0.0,Z,1000002,1
1000130,3000044,4.0,S,0.0,Z,1000002,1
1000129,3000044,3.0,S,0.0,Z,1000002,1
1000128,3000044,2.0,S,0.0,Z,1000002,1
1000127,3000044,1.0,S,0.0,Z,1000002,1
1000133,3000044,1.0,L,4.0,Z,1000002,1
1000140,3000045,7.0,S,0.0,Z,1000002,1
1000139,3000045,6.0,S,0.0,Z,1000002,1
1000146,3000045,6.0,S,0.0,Z,1000002,1
1000138,3000045,5.0,S,0.0,Z,1000002,1
1000145,3000045,5.0,S,0.0,Z,1000002,1
1000137,3000045,4.0,S,0.0,Z,1000002,1
1000144,3000045,4.0,S,0.0,Z,1000002,1
1000136,3000045,3.0,S,0.0,Z,1000002,1
1000143,3000045,3.0,S,0.0,Z,1000002,1
1000135,3000045,2.0,S,0.0,Z,1000002,1
1000142,3000045,2.0,S,0.0,Z,1000002,1
1000134,3000045,1.0,S,0.0,Z,1000002,1
1000141,3000045,1.0,S,0.0,Z,1000002,1
1000147,3000045,1.0,E,0.0,Z,1000002,1
1000149,3000046,2.0,S,0.0,Z,1000002,1
1000148,3000046,1.0,S,0.0,Z,1000002,1
1000150,3000046,1.0,L,7.0,Z,1000002,1
1000156,3000047,6.0,S,0.0,Z,1000002,1
1000155,3000047,5.0,S,0.0,Z,1000002,1
1000154,3000047,4.0,S,0.0,Z,1000002,1
1000153,3000047,3.0,S,0.0,Z,1000002,1
1000152,3000047,2.0,S,0.0,Z,1000002,1
1000151,3000047,1.0,S,0.0,Z,1000002,1
1000157,3000047,1.0,L,9.0,Z,1000002,1
1000169,3000048,9.0,S,0.0,Z,1000002,1
1000168,3000048,8.0,S,0.0,Z,1000002,1
1000167,3000048,7.0,S,0.0,Z,1000002,1
1000166,3000048,6.0,S,0.0,Z,1000002,1
1000165,3000048,5.0,S,0.0,Z,1000002,1
1000164,3000048,4.0,S,0.0,Z,1000002,1
1000160,3000048,3.0,S,0.0,Z,1000002,1
1000163,3000048,3.0,S,0.0,Z,1000002,1
1000159,3000048,2.0,S,0.0,Z,1000002,1
1000162,3000048,2.0,S,0.0,Z,1000002,1
1000158,3000048,1.0,S,0.0,Z,1000002,1
1000161,3000048,1.0,S,0.0,Z,1000002,1
1000170,3000048,1.0,L,8.0,Z,1000002,1
1000171,3000049,1.0,L,2.0,Z,1000002,2
1000172,3000049,1.0,E,0.0,Z,1000002,2
1000174,3000050,2.0,S,0.0,Z,1000002,2
1000173,3000050,1.0,S,0.0,Z,1000002,2
1000175,3000050,1.0,L,7.0,U,1000002,2
1000178,3000051,3.0,S,0.0,Z,1000002,2
1000177,3000051,2.0,S,0.0,Z,1000002,2
1000176,3000051,1.0,S,0.0,Z,1000002,2
1000179,3000052,1.0,L,3.0,Z,1000002,2
1000181,3000053,2.0,E,0.0,U,1000002,2
1000180,3000053,1.0,E,0.0,U,1000002,2
1066907,3036578,7.0,S,0.0,Z,1000002,2
1066906,3036578,6.0,S,0.0,Z,1000002,2
1066905,3036578,5.0,S,0.0,Z,1000002,2
1066904,3036578,4.0,S,0.0,Z,1000002,2
1066903,3036578,3.0,S,0.0,Z,1000002,2
1066902,3036578,2.0,S,0.0,Z,1000002,2
1066900,3036578,1.0,S,0.0,Z,1000002,2
1066901,3036578,1.0,S,0.0,Z,1000002,2
1066908,3036578,1.0,L,5.0,Z,1000002,2
1000185,3000056,4.0,S,0.0,Z,1000003,1
1000184,3000056,3.0,S,0.0,Z,1000003,1
1000183,3000056,2.0,S,0.0,Z,1000003,1
1000187,3000056,2.0,S,0.0,Z,1000003,1
1000182,3000056,1.0,S,0.0,Z,1000003,1
1000186,3000056,1.0,S,0.0,Z,1000003,1
1000188,3000056,1.0,L,3.0,Z,1000003,1
1000190,3000057,2.0,S,0.0,Z,1000003,1
1000189,3000057,1.0,S,0.0,Z,1000003,1
1000191,3000057,1.0,S,0.0,Z,1000003,1
1000192,3000057,1.0,L,3.0,Z,1000003,1
1000193,3000058,1.0,S,0.0,Z,1000003,1
1000194,3000058,1.0,S,0.0,Z,1000003,1
1000195,3000058,1.0,L,7.0,Z,1000003,1
1000202,3000059,7.0,S,0.0,Z,1000003,1
1000201,3000059,6.0,S,0.0,Z,1000003,1
1000200,3000059,5.0,S,0.0,Z,1000003,1
1000199,3000059,4.0,S,0.0,Z,1000003,1
1000198,3000059,3.0,S,0.0,Z,1000003,1
1000197,3000059,2.0,S,0.0,Z,1000003,1
1000196,3000059,1.0,S,0.0,Z,1000003,1
1000203,3000059,1.0,L,5.0,Z,1000003,1
1000204,3000060,1.0,S,0.0,Z,1000003,1
1000205,3000061,1.0,S,0.0,Z,1000003,1
1000207,3000062,2.0,S,0.0,Z,1000003,1
1000206,3000062,1.0,S,0.0,Z,1000003,1
1000219,3000063,8.0,S,0.0,Z,1000003,1
1000218,3000063,7.0,S,0.0,Z,1000003,1
1000217,3000063,6.0,S,0.0,Z,1000003,1
1000216,3000063,5.0,S,0.0,Z,1000003,1
1000211,3000063,4.0,L,0.0,Z,1000003,1
1000215,3000063,4.0,S,0.0,Z,1000003,1
1000210,3000063,3.0,L,0.0,Z,1000003,1
1000214,3000063,3.0,S,0.0,Z,1000003,1
1000209,3000063,2.0,L,0.0,Z,1000003,1
1000213,3000063,2.0,S,0.0,Z,1000003,1
1000208,3000063,1.0,L,0.0,Z,1000003,1
1000212,3000063,1.0,S,0.0,Z,1000003,1
1000220,3000063,1.0,E,0.0,S,1000003,1
1000226,3000064,4.0,S,0.0,Z,1000003,1
1000225,3000064,3.0,S,0.0,Z,1000003,1
1000222,3000064,2.0,S,0.0,Z,1000003,1
1000224,3000064,2.0,S,0.0,Z,1000003,1
1000221,3000064,1.0,S,0.0,Z,1000003,1
1000223,3000064,1.0,S,0.0,Z,1000003,1
1000227,3000064,1.0,L,9.0,Z,1000003,1
1000231,3000065,3.0,S,0.0,Z,1000003,1
1000230,3000065,2.0,S,0.0,Z,1000003,1
1000228,3000065,1.0,S,0.0,Z,1000003,1
1000229,3000065,1.0,S,0.0,Z,1000003,1
1000232,3000065,1.0,L,6.0,Z,1000003,1
1000239,3000066,7.0,S,0.0,Z,1000003,1
1000238,3000066,6.0,S,0.0,Z,1000003,1
1000237,3000066,5.0,S,0.0,Z,1000003,1
1000236,3000066,4.0,S,0.0,Z,1000003,1
1000235,3000066,3.0,S,0.0,Z,1000003,1
1000234,3000066,2.0,S,0.0,Z,1000003,1
1000233,3000066,1.0,S,0.0,Z,1000003,1
1000240,3000067,1.0,S,0.0,Z,1000003,1
1000241,3000067,1.0,L,9.0,Z,1000003,1
1000242,3000068,1.0,L,6.0,Z,1000003,1
1000243,3000069,1.0,S,0.0,Z,1000003,1
1000244,3000069,1.0,E,0.0,Z,1000003,1
1000246,3000070,2.0,S,0.0,Z,1000003,1
1000245,3000070,1.0,S,0.0,Z,1000003,1
1000247,3000070,1.0,L,9.0,Z,1000003,1
1000256,3000071,9.0,S,0.0,Z,1000003,1
1000255,3000071,8.0,S,0.0,Z,1000003,1
1000254,3000071,7.0,S,0.0,Z,1000003,1
1000253,3000071,6.0,S,0.0,Z,1000003,1
1000252,3000071,5.0,S,0.0,Z,1000003,1
1000251,3000071,4.0,S,0.0,Z,1000003,1
1000250,3000071,3.0,S,0.0,Z,1000003,1
1000249,3000071,2.0,S,0.0,Z,1000003,1
1000248,3000071,1.0,S,0.0,Z,1000003,1
1000257,3000071,1.0,S,0.0,Z,1000003,1
1000258,3000071,1.0,L,8.0,Z,1000003,1
1000259,3000072,1.0,L,7.0,Z,1000003,1
1000266,3000073,4.0,S,0.0,Z,1000003,1
1000262,3000073,3.0,S,0.0,Z,1000003,1
1000265,3000073,3.0,S,0.0,Z,1000003,1
1000261,3000073,2.0,S,0.0,Z,1000003,1
1000264,3000073,2.0,S,0.0,Z,1000003,1
1000260,3000073,1.0,S,0.0,Z,1000003,1
1000263,3000073,1.0,S,0.0,Z,1000003,1
1000267,3000073,1.0,L,3.0,Z,1000003,1
1000269,3000074,2.0,S,0.0,Z,1000003,1
1000268,3000074,1.0,S,0.0,Z,1000003,1
1000278,3000075,7.0,S,0.0,Z,1000003,1
1000277,3000075,6.0,S,0.0,Z,1000003,1
1000276,3000075,5.0,S,0.0,Z,1000003,1
1000275,3000075,4.0,S,0.0,Z,1000003,1
1000274,3000075,3.0,S,0.0,Z,1000003,1
1000271,3000075,2.0,S,0.0,Z,1000003,1
1000273,3000075,2.0,S,0.0,Z,1000003,1
1000270,3000075,1.0,S,0.0,Z,1000003,1
1000272,3000075,1.0,S,0.0,Z,1000003,1
1000279,3000075,1.0,L,3.0,Z,1000003,1
1000288,3000076,9.0,S,0.0,Z,1000003,1
1000287,3000076,8.0,S,0.0,Z,1000003,1
1000286,3000076,7.0,S,0.0,Z,1000003,1
1000285,3000076,6.0,S,0.0,Z,1000003,1
1000284,3000076,5.0,S,0.0,Z,1000003,1
1000283,3000076,4.0,S,0.0,Z,1000003,1
1000282,3000076,3.0,S,0.0,Z,1000003,1
1000281,3000076,2.0,S,0.0,Z,1000003,1
1000280,3000076,1.0,S,0.0,Z,1000003,1
1000289,3000076,1.0,L,5.0,Z,1000003,1
1000290,3000077,1.0,S,0.0,Z,1000003,1
1000291,3000077,1.0,L,6.0,Z,1000003,1
1000294,3000078,3.0,S,0.0,Z,1000003,1
1000293,3000078,2.0,S,0.0,Z,1000003,1
1000292,3000078,1.0,S,0.0,Z,1000003,1
1000295,3000078,1.0,E,0.0,S,1000003,1
1000296,3000079,1.0,L,4.0,Z,1000003,1
1000297,3000080,1.0,L,6.0,Z,1000003,1
1000298,3000081,1.0,S,0.0,Z,1000003,1
1000299,3000081,1.0,E,0.0,S,1000003,1
1000300,3000082,1.0,S,0.0,Z,1000003,1
1000301,3000082,1.0,L,3.0,Z,1000003,1
1000302,3000082,1.0,L,7.0,Z,1000003,1
1000304,3000085,2.0,S,0.0,Z,1000003,2
1000303,3000085,1.0,S,0.0,Z,1000003,2
1000305,3000085,1.0,L,5.0,Z,1000003,2
1000307,3000086,2.0,S,0.0,Z,1000003,2
1000306,3000086,1.0,S,0.0,Z,1000003,2
1000308,3000086,1.0,L,6.0,Z,1000003,2
1000310,3000087,2.0,S,0.0,Z,1000003,2
1000309,3000087,1.0,S,0.0,Z,1000003,2
1000311,3000087,1.0,L,4.0,Z,1000003,2
1000312,3000089,1.0,L,0.0,Z,1000003,2
1000313,3000089,1.0,S,0.0,Z,1000003,2
1000314,3000089,1.0,L,4.0,Z,1000003,2
1000315,3000091,1.0,E,0.0,S,1000003,2
1000316,3000093,1.0,L,3.0,Z,1000004,1
1000319,3000094,3.0,S,0.0,Z,1000004,1
1000318,3000094,2.0,S,0.0,Z,1000004,1
1000317,3000094,1.0,S,0.0,Z,1000004,1
1000320,3000094,1.0,L,4.0,Z,1000004,1
1000322,3000095,2.0,S,0.0,Z,1000004,1
1000321,3000095,1.0,S,0.0,Z,1000004,1
1000323,3000095,1.0,L,2.0,Z,1000004,1
1000325,3000097,2.0,S,0.0,Z,1000004,1
1000324,3000097,1.0,S,0.0,Z,1000004,1
1000326,3000097,1.0,L,8.0,Z,1000004,1
1000329,3000098,3.0,S,0.0,Z,1000004,1
1000328,3000098,2.0,S,0.0,Z,1000004,1
1000327,3000098,1.0,S,0.0,Z,1000004,1
1000330,3000098,1.0,L,2.0,Z,1000004,1
1000331,3000099,1.0,L,5.0,Z,1000004,1
1000332,3000100,1.0,L,3.0,Z,1000004,1
1000334,3000101,2.0,S,0.0,Z,1000004,1
1000333,3000101,1.0,S,0.0,Z,1000004,1
1000335,3000101,1.0,L,8.0,Z,1000004,1
1000336,3000102,1.0,L,7.0,Z,1000004,1
1000337,3000103,1.0,S,0.0,Z,1000004,1
1000338,3000103,1.0,E,0.0,Z,1000004,1
1000339,3000104,1.0,L,2.0,Z,1000004,1
1000340,3000105,1.0,L,2.0,Z,1000004,1
1000341,3000106,1.0,S,0.0,Z,1000004,1
1000342,3000106,1.0,E,0.0,Z,1000004,1
1000343,3000107,1.0,L,9.0,Z,1000004,1
1000344,3000108,1.0,L,4.0,Z,1000004,1
1000345,3000109,1.0,S,0.0,Z,1000004,1
1000346,3000109,1.0,L,2.0,Z,1000004,1
1000347,3000110,1.0,L,2.0,Z,1000004,1
1000348,3000111,1.0,S,0.0,Z,1000004,1
1000349,3000111,1.0,L,4.0,Z,1000004,1
1000350,3000112,1.0,L,4.0,Z,1000004,1
1000351,3000113,1.0,L,3.0,Z,1000004,1
1000352,3000114,1.0,E,0.0,S,1000004,1
1000353,3000115,1.0,S,0.0,Z,1000004,1
1000354,3000116,1.0,L,3.0,Z,1000004,1
1000355,3000117,1.0,L,2.0,Z,1000004,1
1000356,3000118,1.0,L,2.0,Z,1000004,1
1000357,3000120,1.0,L,2.0,Z,1000004,1
1000358,3000121,1.0,'',0.0,Z,1000004,1
1000359,3000121,1.0,'',0.0,S,1000004,1
1000360,3000121,1.0,L,4.0,Z,1000004,1
1000362,3000122,2.0,S,0.0,Z,1000004,1
1000361,3000122,1.0,S,0.0,Z,1000004,1
1000363,3000122,1.0,E,0.0,S,1000004,1
1000369,3000123,6.0,S,0.0,Z,1000004,1
1000368,3000123,5.0,S,0.0,Z,1000004,1
1000367,3000123,4.0,S,0.0,Z,1000004,1
1000366,3000123,3.0,S,0.0,Z,1000004,1
1000365,3000123,2.0,S,0.0,Z,1000004,1
1000364,3000123,1.0,S,0.0,Z,1000004,1
1000370,3000124,1.0,S,0.0,Z,1000004,1
1000372,3000125,2.0,S,0.0,Z,1000004,1
1000371,3000125,1.0,S,0.0,Z,1000004,1
1000373,3000126,1.0,S,0.0,Z,1000004,1
1000374,3000126,1.0,L,6.0,Z,1000004,1
1000375,3000127,1.0,S,0.0,Z,1000004,1
1000376,3000127,1.0,L,9.0,Z,1000004,1
1000378,3000128,2.0,S,0.0,Z,1000004,1
1000377,3000128,1.0,S,0.0,Z,1000004,1
1000379,3000128,1.0,L,5.0,Z,1000004,1
1000380,3000129,1.0,S,0.0,Z,1000004,1
1000381,3000129,1.0,E,0.0,Z,1000004,1
1000382,3000130,1.0,S,0.0,Z,1000004,1
1000383,3000130,1.0,L,6.0,Z,1000004,1
1000384,3000131,1.0,S,0.0,Z,1000004,1
1000385,3000131,1.0,E,0.0,Z,1000004,1
1000386,3000132,1.0,S,0.0,Z,1000004,1
1000387,3000132,1.0,L,6.0,Z,1000004,1
1000388,3000132,1.0,E,0.0,Z,1000004,1
1000389,3000133,1.0,S,0.0,Z,1000004,1
1000390,3000133,1.0,S,0.0,Z,1000004,1
1000391,3000133,1.0,E,0.0,Z,1000004,1
1000392,3000134,1.0,L,8.0,Z,1000004,1
1000394,3000135,2.0,S,0.0,Z,1000004,1
1000393,3000135,1.0,S,0.0,Z,1000004,1
1000396,3000137,2.0,S,0.0,Z,1000004,1
1000395,3000137,1.0,S,0.0,Z,1000004,1
1000397,3000137,1.0,L,7.0,Z,1000004,1
1000401,3000138,4.0,S,0.0,Z,1000004,1
1000400,3000138,3.0,S,0.0,Z,1000004,1
1000399,3000138,2.0,S,0.0,Z,1000004,1
1000398,3000138,1.0,S,0.0,Z,1000004,1
1000402,3000139,1.0,L,8.0,Z,1000004,1
1000403,3000141,1.0,S,0.0,Z,1000004,1
1000404,3000141,1.0,L,4.0,Z,1000004,1
1000405,3000142,1.0,S,0.0,Z,1000004,1
1000406,3000142,1.0,L,6.0,Z,1000004,1
1000408,3000143,2.0,S,0.0,Z,1000004,1
1000407,3000143,1.0,S,0.0,Z,1000004,1
1000409,3000143,1.0,L,4.0,Z,1000004,1
1000410,3000144,1.0,S,0.0,Z,1000004,1
1000411,3000144,1.0,L,7.0,Z,1000004,1
1000412,3000145,1.0,S,0.0,Z,1000004,1
1000413,3000145,1.0,L,5.0,Z,1000004,1
1000414,3000146,1.0,S,0.0,Z,1000004,1
1000415,3000146,1.0,E,0.0,S,1000004,1
1000416,3000147,1.0,S,0.0,Z,1000004,1
1000417,3000147,1.0,L,6.0,Z,1000004,1
1000418,3000149,1.0,L,2.0,Z,1000004,1
1000425,3000150,7.0,S,0.0,Z,1000004,1
1000424,3000150,6.0,S,0.0,Z,1000004,1
1000423,3000150,5.0,S,0.0,Z,1000004,1
1000422,3000150,4.0,S,0.0,Z,1000004,1
1000421,3000150,3.0,S,0.0,Z,1000004,1
1000420,3000150,2.0,S,0.0,Z,1000004,1
1000419,3000150,1.0,S,0.0,Z,1000004,1
1000426,3000150,1.0,E,0.0,Z,1000004,1
1000427,3000151,1.0,L,8.0,Z,1000004,1
1000429,3000153,2.0,S,0.0,Z,1000004,1
1000428,3000153,1.0,S,0.0,Z,1000004,1
1000430,3000153,1.0,L,4.0,Z,1000004,1
1000431,3000154,1.0,L,2.0,Z,1000004,1
1000432,3000156,1.0,L,5.0,Z,1000004,1
1000433,3000157,1.0,L,7.0,Z,1000004,1
1000434,3000158,1.0,L,3.0,Z,1000004,1
1000435,3000159,1.0,S,0.0,Z,1000004,1
1000436,3000159,1.0,L,2.0,Z,1000004,1
1000437,3000160,1.0,S,0.0,Z,1000004,1
1000438,3000160,1.0,E,0.0,S,1000004,1
1000439,3000161,1.0,L,9.0,Z,1000004,1
1000440,3000162,1.0,S,0.0,Z,1000004,1
1000441,3000162,1.0,L,2.0,Z,1000004,1
1000442,3000163,1.0,L,6.0,Z,1000004,1
1000443,3000164,1.0,L,8.0,Z,1000004,1
1000444,3000165,1.0,S,0.0,Z,1000004,1
1000445,3000165,1.0,L,3.0,Z,1000004,1
1000450,3000166,4.0,S,0.0,Z,1000004,1
1000449,3000166,3.0,S,0.0,Z,1000004,1
1000448,3000166,2.0,S,0.0,Z,1000004,1
1000446,3000166,1.0,S,0.0,Z,1000004,1
1000447,3000166,1.0,S,0.0,Z,1000004,1
1000451,3000166,1.0,L,2.0,Z,1000004,1
1000453,3000167,2.0,S,0.0,Z,1000004,1
1000452,3000167,1.0,S,0.0,Z,1000004,1
1000454,3000169,1.0,S,0.0,Z,1000004,1
1000455,3000169,1.0,L,2.0,Z,1000004,1
1000456,3000170,1.0,L,3.0,Z,1000004,1
1000457,3000171,1.0,L,8.0,Z,1000004,1
1000462,3000172,5.0,S,0.0,Z,1000004,1
1000461,3000172,4.0,S,0.0,Z,1000004,1
1000460,3000172,3.0,S,0.0,Z,1000004,1
1000459,3000172,2.0,S,0.0,Z,1000004,1
1000458,3000172,1.0,S,0.0,Z,1000004,1
1000463,3000172,1.0,L,3.0,Z,1000004,1
1000467,3000173,4.0,S,0.0,Z,1000004,1
1000466,3000173,3.0,S,0.0,Z,1000004,1
1000465,3000173,2.0,S,0.0,Z,1000004,1
1000464,3000173,1.0,S,0.0,Z,1000004,1
1000468,3000173,1.0,L,5.0,Z,1000004,1
1000469,3000175,1.0,S,0.0,Z,1000004,1
1000470,3000175,1.0,E,0.0,S,1000004,1
1000472,3000176,2.0,S,0.0,Z,1000004,1
1000471,3000176,1.0,S,0.0,Z,1000004,1
1000473,3000176,1.0,L,2.0,Z,1000004,1
1000475,3000177,2.0,S,0.0,Z,1000004,1
1000474,3000177,1.0,S,0.0,Z,1000004,1
1000476,3000177,1.0,E,0.0,S,1000004,1
1000478,3000178,2.0,S,0.0,Z,1000004,1
1000477,3000178,1.0,S,0.0,Z,1000004,1
1000479,3000178,1.0,L,8.0,Z,1000004,1
1000480,3000179,1.0,S,0.0,Z,1000004,1
1000481,3000179,1.0,L,8.0,Z,1000004,1
1000483,3000180,2.0,S,0.0,Z,1000004,1
1000482,3000180,1.0,S,0.0,Z,1000004,1
1000484,3000180,1.0,L,6.0,Z,1000004,1
1000486,3000181,2.0,S,0.0,Z,1000004,1
1000485,3000181,1.0,S,0.0,Z,1000004,1
1000487,3000181,1.0,L,4.0,Z,1000004,1
1000488,3000182,1.0,S,0.0,S,1000004,1
1000489,3000182,1.0,S,0.0,Z,1000004,1
1000490,3000182,1.0,L,2.0,Z,1000004,1
1000491,3000183,1.0,L,2.0,Z,1000004,1
1000495,3000184,4.0,S,0.0,Z,1000004,1
1000494,3000184,3.0,S,0.0,Z,1000004,1
1000493,3000184,2.0,S,0.0,Z,1000004,1
1000492,3000184,1.0,S,0.0,Z,1000004,1
1000499,3000185,4.0,S,0.0,Z,1000004,1
1000498,3000185,3.0,S,0.0,Z,1000004,1
1000497,3000185,2.0,S,0.0,Z,1000004,1
1000496,3000185,1.0,S,0.0,Z,1000004,1
1000500,3000185,1.0,L,8.0,Z,1000004,1
1000501,3000186,1.0,L,6.0,Z,1000004,1
1000502,3000187,1.0,L,6.0,Z,1000004,1
1000503,3000188,1.0,L,5.0,Z,1000004,1
1000504,3000189,1.0,L,5.0,Z,1000004,1
1000506,3000190,2.0,S,0.0,Z,1000004,1
