cluster_id,count,pct,mean_hierarchy_depth,mean_branching_factor,mean_cord_count,mean_numeric_coverage,mean_avg_numeric_value,mean_node_density,mean_leaf_ratio,mean_has_aggregation,mean_structural_complexity
0,70,11.308562197092083,1.3571428571428572,4.729727891156463,7.585714285714285,0.7449236874236872,238.61588744588744,0.15055293912436765,0.6658182690325547,0.014285714285714285,1.034173349931311
1,282,45.55735056542811,1.6950354609929077,13.003819817008825,56.12765957446808,0.8029074575281017,214.9697372698976,0.03360292944232705,0.8223813286872836,0.0,4.853380942548854
2,116,18.73990306946688,3.2844827586206895,4.336361027960303,107.04310344827586,0.7585336579810356,188.6213386418031,0.017364500513900174,0.7067322826516199,1.0,11.262533310017716
3,59,9.531502423263328,1.305084745762712,19.553099379250597,43.91525423728814,0.1874730704394434,108.51379749658622,0.03233221513274422,0.776147093025397,0.0,2.3249150803528105
4,33,5.3311793214862675,3.212121212121212,5.551959396360535,514.8484848484849,0.6329596486991296,111.04857673153226,0.0024267990407205392,0.7583558084528816,0.8181818181818182,46.49097942626081
5,7,1.1308562197092082,1.7142857142857142,12.067346938775511,30.285714285714285,0.8771860795850179,11908.499466813751,0.04712826640654322,0.8019233172938247,0.14285714285714285,2.9872970102034855
6,52,8.40064620355412,1.1346153846153846,108.24038461538461,124.21153846153847,0.7417394622540316,128.70920934343633,0.01000823193502771,0.9794804091581558,0.0,1.1391509232110422
