kfg_id,n_cords,n_zero,pct_zero,n_zero_pendant,n_zero_sub,pct_zero_pendant,pct_zero_sub,n_groups,n_compliant,n_sub,n_supra,n_trivial,pct_compliant,median_ratio,mean_ratio,beh_label,typology_label,geo_zone,pct_round5,depth,branching_entropy,balance_score
KH0379,104.0,81.0,77.88461538461539,81.0,0.0,79.41176470588235,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.254739336492891,0.254739336492891,B3,T1,Ica & Paracas,0.1304347826086956,1,0.1392329990550989,0.8640179266948947
KH0380,47.0,23.0,48.93617021276596,14.0,9.0,36.84210526315789,100.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,B2,T1,Ica & Paracas,0.0,1,0.7897492536625224,0.6562660761403509
KH0381,33.0,4.0,12.121212121212121,4.0,0.0,14.814814814814813,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.19960474308300397,0.19960474308300397,B6,T1,,0.5862068965517241,1,0.4550206597794641,0.3196986569501925
KH0382,125.0,9.0,7.199999999999999,3.0,6.0,14.285714285714285,5.769230769230769,46.0,3.0,10.0,11.0,4.0,6.521739130434782,0.16046099290780141,1.4328123920895148,B4,T2,Ica & Paracas,0.146551724137931,2,2.570190636755408,0.5968126986126672
KH0383,133.0,21.0,15.789473684210526,4.0,17.0,18.181818181818183,15.315315315315313,36.0,1.0,8.0,10.0,6.0,2.7777777777777777,0.46033229491173416,1.7949078541814174,B4,T2,Ica & Paracas,0.2142857142857142,2,2.701657324861974,0.5101228231800925
KH0384,96.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,B3,T1,Cañete–Pisco,0.1041666666666666,0,0.0,1.0
KH0385,58.0,3.0,5.172413793103448,0.0,3.0,0.0,11.538461538461538,14.0,1.0,4.0,1.0,0.0,7.142857142857142,0.18179824561403507,0.47021043602429075,B3,T1,Nazca & Far South,0.2727272727272727,1,1.7431278286033818,0.3764434027577543
KH0386,91.0,34.0,37.362637362637365,12.0,22.0,26.08695652173913,48.888888888888886,24.0,1.0,2.0,0.0,8.0,4.166666666666666,0.0,0.22631015504099966,B4,T1,,0.5087719298245614,3,1.323142804994543,0.0
KH0387,59.0,34.0,57.6271186440678,21.0,13.0,48.837209302325576,81.25,9.0,0.0,1.0,0.0,4.0,0.0,0.0,0.022,B6,T1,,0.76,2,1.0187088106771252,0.3514872383149495
KH0388,11.0,3.0,27.27272727272727,2.0,1.0,28.57142857142857,25.0,3.0,1.0,0.0,0.0,1.0,33.33333333333333,1.0833333333333335,1.0833333333333335,B5,T1,,0.125,1,1.3787834934861756,0.536452771491565
KH0389,264.0,72.0,27.27272727272727,46.0,26.0,31.506849315068493,22.033898305084744,69.0,1.0,23.0,3.0,5.0,1.4492753623188406,0.19375,0.38088813520962306,B4,T2,Cañete–Pisco,0.2447916666666666,2,1.2782586193097372,0.1778993959848159
KH0390,25.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.21875,0.39778079710144926,B3,T1,,0.24,1,1.1400677626718572,0.2957273255336398
KH0391,20.0,1.0,5.0,1.0,0.0,8.333333333333332,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.8924731182795699,1.3712365591397848,B6,T1,Ica & Paracas,1.0,1,1.4182958340544896,0.2928932188134526
KH0392,33.0,16.0,48.484848484848484,9.0,7.0,37.5,77.77777777777779,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0036796536796536794,B6,T1,Cañete–Pisco,0.7058823529411765,1,1.0994839817876882,0.5900682042888278
KH0393,66.0,29.0,43.93939393939394,18.0,11.0,35.294117647058826,73.33333333333333,12.0,0.0,1.0,0.0,3.0,0.0,0.0,0.09372368484150961,B6,T1,,0.7297297297297297,2,0.8947854951216634,0.4857405227734199
KH0394,20.0,2.0,10.0,2.0,0.0,10.0,0.0,,,,,,,,,B6,T1,Ica & Paracas,0.5,0,0.0,1.0
KH0395,35.0,11.0,31.428571428571427,10.0,1.0,33.33333333333333,20.0,5.0,1.0,3.0,0.0,0.0,20.0,0.17391304347826086,0.3353966437833715,B6,T1,Ica & Paracas,0.5833333333333334,1,0.6500224216483541,0.6805617175000301
KH0396,14.0,3.0,21.428571428571427,2.0,1.0,40.0,11.11111111111111,5.0,0.0,0.0,2.0,2.0,0.0,1.6666666666666667,1.6613756613756614,B3,T1,Cañete–Pisco,0.0909090909090909,1,0.7219280948873623,0.8571428571428572
KH0397,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,B5,T1,Cañete–Pisco,0.1,0,0.0,1.0
KH0398,25.0,25.0,100.0,24.0,1.0,100.0,100.0,1.0,0.0,0.0,0.0,1.0,0.0,,,B1,T1,Cañete–Pisco,0.0,1,0.2498822928331854,0.8081667390674913
KH0399,5.0,2.0,40.0,2.0,0.0,40.0,0.0,,,,,,,,,B5,T1,Cañete–Pisco,0.0,0,0.0,1.0
KH0400,25.0,3.0,12.0,0.0,3.0,0.0,42.857142857142854,7.0,0.0,3.0,0.0,0.0,0.0,0.21428571428571427,0.26391465677179965,B3,T1,,0.2272727272727272,1,0.964078764808229,0.6490014245043152
KH0401,15.0,5.0,33.33333333333333,5.0,0.0,33.33333333333333,0.0,,,,,,,,,B6,T1,,0.5,0,0.0,1.0
KH0402,17.0,3.0,17.647058823529413,3.0,0.0,17.647058823529413,0.0,,,,,,,,,B6,T1,Ica & Paracas,1.0,0,0.0,1.0
KH0403,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,B6,T1,,0.7142857142857143,0,0.0,1.0
KH0404,225.0,51.0,22.666666666666664,37.0,14.0,43.529411764705884,10.0,79.0,2.0,18.0,7.0,17.0,2.5316455696202533,0.29215316731212526,2.1481774617464167,B4,T2,Central Coast,0.3563218390804598,3,2.081178174589171,0.2060724292138979
KH0405,30.0,2.0,6.666666666666667,2.0,0.0,6.666666666666667,0.0,,,,,,,,,B6,T1,Central Coast,0.2857142857142857,0,0.0,1.0
KH0406,40.0,14.0,35.0,14.0,0.0,37.83783783783784,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.6439393939393939,B2,T1,Ica & Paracas,0.1538461538461538,1,0.4059770384755711,0.747512376540948
KH0407,19.0,3.0,15.789473684210526,3.0,0.0,17.647058823529413,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.11078431372549019,0.11078431372549019,B3,T1,Ica & Paracas,0.25,1,0.5225593745369408,0.7117249697341231
KH0408,151.0,18.0,11.920529801324504,0.0,18.0,0.0,16.363636363636363,45.0,4.0,18.0,5.0,1.0,8.88888888888889,0.5,0.7551588916742631,B4,T1,Ica & Paracas,0.1203007518796992,2,2.295384321163579,0.6281942027121008
KH0409,68.0,18.0,26.47058823529412,18.0,0.0,26.47058823529412,0.0,,,,,,,,,B2,T1,,0.1,0,0.0,1.0
KH0410,40.0,29.0,72.5,29.0,0.0,72.5,0.0,,,,,,,,,B5,T1,,0.2727272727272727,0,0.0,1.0
KH0411,28.0,5.0,17.857142857142858,5.0,0.0,17.857142857142858,0.0,,,,,,,,,B3,T1,,0.6086956521739131,0,0.0,1.0
KH0412,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,B5,T1,,0.4285714285714285,0,0.0,1.0
KH0413,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.5454545454545454,B5,T1,,0.2222222222222222,1,0.5435644431995964,0.7060276321039344
KH0414,12.0,3.0,25.0,1.0,2.0,16.666666666666664,33.33333333333333,6.0,1.0,1.0,0.0,1.0,16.666666666666664,0.75,0.5884615384615385,B5,T1,,0.1111111111111111,1,0.0,1.0
KH0415,90.0,6.0,6.666666666666667,3.0,3.0,9.67741935483871,5.084745762711865,37.0,1.0,7.0,16.0,2.0,2.7027027027027026,1.3333333333333333,2.334524601448971,B4,T2,Central Coast,0.2619047619047619,2,1.6115218283616606,0.69248105548671
KH0416,15.0,1.0,6.666666666666667,1.0,0.0,6.666666666666667,0.0,,,,,,,,,B3,T1,Central Coast,0.0714285714285714,0,0.0,1.0
KH0417,18.0,18.0,100.0,18.0,0.0,100.0,0.0,,,,,,,,,B1,T1,Central Coast,0.0,0,0.0,1.0
KH0418,12.0,9.0,75.0,9.0,0.0,75.0,0.0,,,,,,,,,B5,T1,Central Coast,0.0,0,0.0,1.0
KH0419,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,B2,T1,Central Coast,0.125,0,0.0,1.0
KH0420,30.0,6.0,20.0,6.0,0.0,20.0,0.0,,,,,,,,,B6,T1,Central Coast,0.5416666666666666,0,0.0,1.0
KH0421,33.0,3.0,9.090909090909092,3.0,0.0,9.090909090909092,0.0,,,,,,,,,B6,T1,Central Coast,0.4333333333333333,0,0.0,1.0
KH0422,39.0,5.0,12.82051282051282,2.0,3.0,9.523809523809524,16.666666666666664,12.0,1.0,7.0,1.0,2.0,8.333333333333332,0.10170940170940171,0.36208221829160814,B4,T1,,0.0588235294117647,2,1.648238712995888,0.4175478619692027
KH0423,16.0,4.0,25.0,4.0,0.0,100.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,,,B6,T1,,0.25,1,2.0,0.6047152924789525
KH0424,63.0,14.0,22.22222222222222,13.0,1.0,22.413793103448278,20.0,4.0,0.0,2.0,0.0,1.0,0.0,0.06666666666666667,0.05730994152046783,B3,T1,Central Coast,0.2244897959183673,1,0.4180014672139382,0.6901710905405851
