kfg_id,value_register,pct_nonzero,pct_round5,entropy_per_cord,max_hier_level,knot_L_ratio,knot_E_ratio,typology_label,geo_zone,provenance_display,has_pp,has_ip,has_cp,has_sp,has_gg,has_gsb,has_is,has_psn,has_adg,log_value_register,log_entropy_per_cord
KH0137,50.0,0.7446808510638298,0.45714285714285713,0.0774031374847613,1,0.2462686567164179,0.08208955223880597,T1,Ica & Paracas,Ica,1,0,0,1,0,0,0,0,0,3.9318256327243257,0.07455364334912368
KH0138,20.0,0.8571428571428571,0.5333333333333333,0.12887492991042437,0,0.3191489361702128,0.0,T1,Central Coast,Marquez,1,1,1,0,0,0,0,0,0,3.044522437723423,0.12122149950083748
KH0139,349.5,1.0,0.6071428571428571,0.16403818599185324,1,0.18181818181818182,0.01818181818181818,T1,Central Coast,Marquez,0,0,0,0,0,0,0,0,0,5.859360706474645,0.15189515460607192
KH0141,20.0,0.8662420382165605,0.4411764705882353,0.027473437273338622,2,0.2923076923076923,0.15384615384615385,T1,Ica & Paracas,Ica,1,1,1,1,1,0,0,1,0,3.044522437723423,0.027102815251985494
KH0142,45.0,0.8333333333333334,0.6,0.46438561897747255,0,0.45454545454545453,0.0,T1,Nazca & Far South,Nazca,1,0,0,0,1,0,0,0,0,3.828641396489095,0.3814357817960789
KH0143,4.0,0.4844290657439446,0.25,0.029382760525995616,1,0.521978021978022,0.11538461538461539,T1,Nazca & Far South,Nazca,1,1,1,0,0,1,0,1,0,1.6094379124341003,0.02895936098728291
KH0144,1592.0,1.0,0.21428571428571427,0.27195392300411453,0,0.2222222222222222,0.018518518518518517,T1,Ica & Paracas,Ica,0,0,0,0,0,0,0,0,0,7.373374309910049,0.24055424020845445
KH0145,2.5,0.9285714285714286,0.07692307692307693,0.10196334342681082,1,0.6071428571428571,0.32142857142857145,T1,Central Coast,Near Lima,0,0,0,1,1,0,0,1,0,1.252762968495368,0.09709344649944424
KH0147,33.0,0.7142857142857143,0.2097560975609756,0.02993461560869568,1,0.43444730077120824,0.04113110539845758,T2,Central Coast,Pachacamac,1,1,1,1,0,0,1,1,0,3.5263605246161616,0.029495320235046873
KH0148,9.0,0.6666666666666666,0.4,0.28464393446710157,1,0.625,0.0,T1,Central Coast,Marquez,1,0,0,0,0,0,0,0,0,2.302585092994046,0.2504815861496819
KH0149,30.0,0.7551020408163265,0.5405405405405406,0.12417449746245997,1,0.3157894736842105,0.07017543859649122,T1,Central Coast,Marquez,1,0,1,0,0,0,0,0,1,3.4339872044851463,0.11704898627467616
KH0150,10.5,0.6153846153846154,0.125,0.30070488277869584,0,0.6363636363636364,0.0,T1,Central Coast,Pachacamac,0,1,0,0,0,0,0,0,1,2.4423470353692043,0.26290633504275984
KH0151,14.0,0.9130434782608695,0.23809523809523808,0.19555253033640355,1,0.47058823529411764,0.058823529411764705,T1,Ica & Paracas,Ica,1,0,0,0,0,0,0,0,0,2.70805020110221,0.17860844700645098
KH0152,12.0,0.9052631578947369,0.20930232558139536,0.02079770175604026,2,0.49373433583959897,0.10025062656641603,T1,Nazca & Far South,Nazca,1,1,1,1,1,0,1,1,0,2.5649493574615367,0.02058438219131658
KH0153,27.0,1.0,0.0,0.5,0,0.5714285714285714,0.0,T1,Central Coast,Chuquitanta,0,0,0,0,0,0,0,0,1,3.332204510175204,0.4054651081081644
KH0154,80.0,1.0,0.8571428571428571,0.11338425723263931,0,0.13793103448275862,0.0,T1,Ica & Paracas,Ica,1,0,1,0,0,0,0,0,0,4.394449154672439,0.10740425730377286
KH0155,10.0,0.7857142857142857,0.8181818181818182,0.21854634157498729,1,0.23076923076923078,0.0,T1,Central Coast,Pachacamac,0,0,0,0,0,0,0,0,0,2.3978952727983707,0.1976586250177042
KH0156,16.0,0.96875,0.23118279569892472,0.028787636488172657,1,0.44193548387096776,0.08709677419354839,T1,Nazca & Far South,Nazca,1,1,1,0,0,0,0,0,0,2.833213344056216,0.028381057018600633
KH0157,22.0,1.0,0.1,0.05958800740904867,0,0.47368421052631576,0.0,T1,Ica & Paracas,Ica,0,0,0,0,1,0,0,0,0,3.1354942159291497,0.057880160315722726
KH0158,10.0,0.8333333333333334,0.4666666666666667,0.19152703968800375,1,0.6363636363636364,0.0,T1,Ica & Paracas,Ica,0,0,0,0,0,0,0,0,0,2.3978952727983707,0.17523571112039577
KH0159,4871.5,1.0,0.16666666666666666,0.15911857540917282,0,0.24242424242424243,0.010101010101010102,T1,Ica & Paracas,Ica,0,1,1,0,0,0,0,0,0,8.491362431381717,0.14765986750166785
KH0160,63.0,0.9032258064516129,0.25,0.09572459363092219,0,0.3706896551724138,0.02586206896551724,T1,Central Coast,Pachacamac,1,1,1,0,0,0,0,0,1,4.1588830833596715,0.09141587376544955
KH0161,9.0,0.8333333333333334,0.30666666666666664,0.06744372477251025,1,0.5035460992907801,0.05673758865248227,T1,Central Coast,Pachacamac,1,1,0,0,0,0,0,0,0,2.302585092994046,0.06526674789032127
KH0162,5.0,0.8617886178861789,0.14150943396226415,0.035117230003981106,1,0.6504065040650406,0.18699186991869918,T1,Ica & Paracas,Ica,1,1,1,1,0,1,0,0,0,1.791759469228055,0.034514686007586406
KH0163,45.0,1.0,0.5,0.18996566364702067,0,0.25806451612903225,0.0967741935483871,T1,Ica & Paracas,Ocucaje,1,1,0,0,0,0,0,0,0,3.828641396489095,0.1739244526290172
KH0164,459.0,1.0,0.3,0.2160964047443681,0,0.22807017543859648,0.07017543859649122,T1,Ica & Paracas,Ocucaje,0,1,0,0,0,0,0,0,0,6.131226489483141,0.19564606061887288
KH0165,674.0,0.9464285714285714,0.7358490566037735,0.05320180582043833,0,0.08536585365853659,0.04065040650406504,T1,Ica & Paracas,Ocucaje,1,1,1,0,1,0,0,0,0,6.51471269087253,0.05183486324207787
KH0166,37.0,0.9024390243902439,0.21621621621621623,0.12351956908244556,2,0.42857142857142855,0.11428571428571428,T1,Ica & Paracas,Ica,1,0,0,1,0,0,0,0,0,3.6375861597263857,0.11646623045545931
KH0167,3.0,0.8723404255319149,0.2682926829268293,0.07214699094689926,2,0.7659574468085106,0.1276595744680851,T1,Central Coast,Pachacamac,1,0,0,1,0,1,0,1,1,1.3862943611198906,0.06966317166935385
KH0168,10.0,0.8983050847457628,0.2358490566037736,0.04938054407519559,1,0.42528735632183906,0.10344827586206896,T1,Ica & Paracas,Ica,1,1,1,1,0,0,0,0,1,2.3978952727983707,0.048200032052098586
KH0169,5.0,0.975,0.23076923076923078,0.08902145337437678,1,0.7021276595744681,0.0425531914893617,T1,,Unknown,1,0,0,1,0,0,0,1,0,1.791759469228055,0.08527954382507787
KH0170,18.0,1.0,0.0,0.5283208335737187,0,0.6,0.0,T1,Central Coast,Near Lima,0,0,0,0,0,0,0,0,0,2.9444389791664403,0.4241696383201021
KH0171,3.5,0.8888888888888888,0.0,0.30070488277869584,1,1.0,0.0,T1,Central Coast,Near Lima,0,0,0,0,0,0,0,0,1,1.5040773967762742,0.26290633504275984
KH0172,40.0,0.9384615384615385,0.8360655737704918,0.044078116070420045,0,0.08860759493670886,0.05063291139240506,T1,Central Coast,Pachacamac,1,1,1,0,1,0,0,0,0,3.713572066704308,0.04313431048352584
KH0173,2.0,0.7941176470588235,0.1111111111111111,0.09545675588332296,1,0.6774193548387096,0.25806451612903225,T1,,Unknown,0,0,0,0,0,0,0,1,1,1.0986122886681098,0.0911714049550587
KH0174,5.0,0.6666666666666666,0.6666666666666666,0.17121543077814994,0,0.5714285714285714,0.07142857142857142,T1,Central Coast,Pachacamac,0,0,0,0,0,0,0,0,0,1.791759469228055,0.15804203932437996
KH0175,7.0,0.9811320754716981,0.11538461538461539,0.07469578157154676,1,0.5952380952380952,0.11904761904761904,T1,Ica & Paracas,Between Ica and Pisco,1,1,1,1,1,0,0,1,0,2.0794415416798357,0.07203762764236667
KH0176,7.0,0.8260869565217391,0.5789473684210527,0.17507160041856284,0,0.5238095238095238,0.047619047619047616,T1,Ica & Paracas,Between Ica and Pisco,1,1,1,0,0,0,0,0,0,2.0794415416798357,0.16132908226600404
KH0177,17.0,1.0,0.25,0.1875,0,0.42857142857142855,0.0,T1,Ica & Paracas,Ica,1,0,0,0,0,1,0,0,0,2.8903717578961645,0.17185025692665923
KH0178,4.0,0.9375,0.0,0.1682154285865081,0,0.8666666666666667,0.13333333333333333,T1,Ica & Paracas,Ica,0,0,0,0,0,0,0,0,0,1.6094379124341003,0.15547730968161794
KH0179,92.0,0.8,0.25,0.5,0,0.375,0.0,T1,Ica & Paracas,Ica,0,0,0,0,0,0,0,0,1,4.532599493153256,0.4054651081081644
KH0180,5.0,0.8518518518518519,0.21739130434782608,0.1454111710974434,1,0.7333333333333333,0.03333333333333333,T1,Central Coast,Pachacamac,1,0,1,0,1,0,0,0,1,1.791759469228055,0.13576367393987573
KH0181,10.0,1.0,0.2727272727272727,0.1239258318957778,1,0.5454545454545454,0.045454545454545456,T1,Ica & Paracas,Ica,1,0,1,1,0,1,0,0,0,2.3978952727983707,0.11682776343648792
KH0182,15.0,0.7142857142857143,0.3333333333333333,0.24268159526279015,1,0.4074074074074074,0.1111111111111111,T1,Central Coast,Pachacamac,1,0,1,1,1,0,0,0,0,2.772588722239781,0.21727162143832487
KH0183,8.0,0.5662983425414365,0.15609756097560976,0.022870167730666805,2,0.6232876712328768,0.07534246575342465,T2,Ica & Paracas,Ica,1,1,1,1,0,0,1,1,0,2.1972245773362196,0.02261256565106432
KH0184,168.0,0.8888888888888888,0.0,0.34375,0,0.36363636363636365,0.0,T1,Central Coast,Pachacamac,0,0,0,0,0,0,0,0,0,5.1298987149230735,0.2954642128938359
KH0185,32.0,0.9444444444444444,0.7647058823529411,0.1841598816427867,0,0.2,0.0,T1,,Unknown,1,0,0,0,0,0,0,0,0,3.4965075614664802,0.16903356251665844
KH0186,3.0,0.9666666666666667,0.06896551724137931,0.07817600588458067,0,0.9,0.1,T1,,Unknown,0,1,0,0,0,0,0,0,1,1.3862943611198906,0.07527072992450182
KH0187,59.0,0.648,0.49382716049382713,0.07127778497983953,2,0.3151515151515151,0.01818181818181818,T1,Central Coast,Pachacamac,1,1,1,1,0,0,0,1,0,4.0943445622221,0.06885212756417375
KH0188,17.0,1.0,0.4166666666666667,0.17020677086338154,1,0.5,0.0,T1,Ica & Paracas,Ica,1,1,0,0,1,0,0,0,0,2.8903717578961645,0.15718046042890624
KH0189,500.0,0.9661016949152542,0.7543859649122807,0.08747616752874726,3,0.10679611650485436,0.06796116504854369,T1,Central Coast,Pachacamac,1,1,1,1,1,0,0,0,1,6.2166061010848646,0.08385956882447236
KH0190,16.0,1.0,0.13333333333333333,0.21265987303095252,1,0.46875,0.1875,T1,Ica & Paracas,Between Ica and Pisco,1,0,0,0,0,0,0,0,1,2.833213344056216,0.19281618918366691
KH0191,4.0,0.9629629629629629,0.19230769230769232,0.13771008460488857,2,0.5238095238095238,0.07142857142857142,T1,Ica & Paracas,Between Ica and Pisco,1,1,1,1,1,0,0,0,0,1.6094379124341003,0.12901754455245326
KH0192,26.0,0.7928994082840237,0.47388059701492535,0.02150731302576566,3,0.38498789346246975,0.03631961259079903,T2,Central Coast,Pachacamac,1,1,1,1,1,0,1,1,1,3.295836866004329,0.021279294354921416
KH0193,12.0,0.5544554455445545,0.17857142857142858,0.03158830666622867,2,0.4620938628158845,0.1263537906137184,T2,Nazca & Far South,Nazca,1,1,1,1,1,0,1,1,0,2.5649493574615367,0.031099659817564646
KH0194,24.0,1.0,0.2,0.2037709841420636,0,0.5151515151515151,0.0,T1,Central Coast,Near Lima,0,0,0,0,0,0,0,0,0,3.2188758248682006,0.18545911628734443
KH0195,10.0,0.9333333333333333,0.5714285714285714,0.12894918726184437,1,0.4722222222222222,0.027777777777777776,T1,Central Coast,Near Lima,1,1,1,0,0,1,0,0,1,2.3978952727983707,0.12128727730069531
KH0196,745.0,0.7857142857142857,0.5,0.19856920580582751,1,0.21739130434782608,0.021739130434782608,T1,Ica & Paracas,Ica,1,0,0,0,0,0,0,0,1,6.61472560020376,0.18112851690966147
KH0197,218.0,0.8857142857142857,0.3870967741935484,0.14524462603745386,1,0.2054794520547945,0.0958904109589041,T1,Ica & Paracas,Ica,0,0,0,0,0,0,0,0,0,5.389071729816501,0.13561826138117414
KH0198,7.0,0.8791946308724832,0.183206106870229,0.03726560783873351,4,0.5148514851485149,0.0297029702970297,T2,,Unknown,1,1,1,1,0,0,1,0,1,2.0794415416798357,0.03658802744347612
KH0199,2.0,1.0,0.4,0.2741901188909338,0,0.6,0.0,T1,,Unknown,0,0,0,0,0,0,0,0,0,1.0986122886681098,0.24231077591499006
KH0200,10.0,1.0,1.0,0.0,0,0.0,0.0,T1,,Unknown,0,0,0,0,0,0,0,0,0,2.3978952727983707,0.0
KH0201,45.0,0.7142857142857143,1.0,0.46438561897747255,1,0.7272727272727273,0.0,T1,,Unknown,1,0,0,0,0,0,0,0,0,3.828641396489095,0.3814357817960789
KH0202,6.0,1.0,0.3333333333333333,0.3275225310244545,0,0.6666666666666666,0.08333333333333333,T1,,Unknown,0,1,0,0,0,0,0,0,0,1.9459101490553132,0.28331444651305476
KH0203,7.5,0.9333333333333333,0.2857142857142857,0.14316506357272024,2,0.5,0.09523809523809523,T1,,Unknown,1,0,0,1,0,0,0,1,1,2.1400661634962708,0.13380078696073996
KH0204,2.0,0.796875,0.1568627450980392,0.054955325912599905,1,0.5423728813559322,0.13559322033898305,T1,,Unknown,1,0,0,1,0,0,0,1,0,1.0986122886681098,0.05349842092491011
KH0205,103.0,1.0,0.0,0.5283208335737187,0,0.42857142857142855,0.0,T1,Central Coast,Pachacamac,0,0,0,0,0,0,0,0,0,4.6443908991413725,0.4241696383201021
KH0206,39.0,0.9166666666666666,0.2727272727272727,0.31449378351248164,0,0.4090909090909091,0.0,T1,Central Coast,Pachacamac,0,0,0,0,0,0,0,0,1,3.6888794541139363,0.27345163601152056
KH0207,8.5,0.8,0.10714285714285714,0.12882180783568384,1,0.6285714285714286,0.08571428571428572,T1,Central Coast,Pachacamac,1,1,1,1,0,1,0,1,1,2.2512917986064953,0.12117444085574826
KH0208,0.0,0.0,0.0,0.0,0,0.0,0.0,T1,,Unknown,0,0,0,0,0,0,0,0,0,0.0,0.0
KH0209,8.0,0.8571428571428571,0.16666666666666666,0.31971597234241494,0,0.8333333333333334,0.0,T1,Ica & Paracas,Ica Valley (near Callengo),0,0,0,0,0,0,0,0,0,2.1972245773362196,0.27741654097749524
KH0210,16.0,1.0,0.3076923076923077,0.2609805700345219,1,0.4090909090909091,0.045454545454545456,T1,Ica & Paracas,Ica Valley (near Callengo),1,0,0,1,0,0,0,0,0,2.833213344056216,0.23188964848542187
KH0211,2.0,0.875,0.14285714285714285,0.3194180500898619,0,0.7142857142857143,0.2857142857142857,T1,Ica & Paracas,Ica Valley (near Callengo),0,0,0,0,0,1,0,0,0,1.0986122886681098,0.2771907682419796
KH0212,8.0,0.7142857142857143,0.2,0.3843856189774725,2,0.5714285714285714,0.0,T1,Ica & Paracas,Ica Valley (near Callengo),0,0,0,0,0,0,0,0,0,2.1972245773362196,0.32525644481515265
KH0213,6.0,0.8571428571428571,0.16666666666666666,0.2987468750600964,2,0.625,0.0,T1,Ica & Paracas,Ica Valley (near Callengo),0,0,0,0,0,0,0,0,0,1.9459101490553132,0.2613998573149089
KH0214,41.5,1.0,0.8333333333333334,0.430827083453526,1,0.25,0.0,T1,Ica & Paracas,Ica Valley (near Callengo),0,0,0,0,0,0,0,0,0,3.7495040759303713,0.3582526571119788
KH0215,837.0,1.0,0.2727272727272727,0.31449378351248164,1,0.21875,0.03125,T1,Ica & Paracas,Ica Valley (near Callengo),0,0,0,0,0,0,0,0,0,6.731018100482083,0.27345163601152056
KH0216,4.0,1.0,0.05263157894736842,0.06275004527550747,0,1.0,0.0,T1,,Unknown,0,0,0,0,0,1,0,0,0,1.6094379124341003,0.060859930858979824
KH0217,55.0,0.9186046511627907,0.22784810126582278,0.07346401283474835,1,0.3987341772151899,0.03164556962025317,T1,,Unknown,1,1,1,0,1,0,0,0,0,4.02535169073515,0.07089081456541989
KH0218,13.0,1.0,0.46875,0.053232892590282015,1,0.48,0.0,T1,Central Coast,"Central Coast (Late Period, prob.)",1,1,1,1,0,0,0,0,0,2.6390573296152584,0.051864379248312845
KH0219,8.0,0.9444444444444444,0.11764705882352941,0.18246360138094225,1,0.7619047619047619,0.0,T1,Ica & Paracas,Ica,1,0,0,0,0,1,0,1,0,2.1972245773362196,0.1676000598370051
KH0220,1.0,0.4666666666666667,0.07142857142857142,0.11504123166654587,0,0.42857142857142855,0.5714285714285714,T1,,Unknown,0,1,0,0,0,0,0,0,1,0.6931471805599453,0.10889138330150831
KH0221,4.0,0.32432432432432434,0.0,0.1486799273209518,0,0.5833333333333334,0.4166666666666667,T1,,Unknown,0,1,0,0,0,0,0,0,1,1.6094379124341003,0.13861339375951676
KH0222,1.0,0.45,0.0,0.1360438272673318,1,0.3333333333333333,0.6666666666666666,T1,Ica & Paracas,Ica,0,0,0,0,0,0,0,0,1,0.6931471805599453,0.12755189989571847
KH0223,1.0,0.7142857142857143,0.06666666666666667,0.1237709841420636,1,0.4,0.5333333333333333,T1,Ica & Paracas,"Ica (Site T, Grave M — Uhle)",0,0,0,0,0,0,0,0,0,0.6931471805599453,0.11668997994820399
KH0224,45.0,0.6875,0.5454545454545454,0.16137912316119946,1,0.1875,0.125,T1,,Unknown,1,0,0,0,0,0,0,0,0,3.828641396489095,0.14960819821408744
KH0225,7.0,0.6442687747035574,0.2147239263803681,0.01975566755322523,2,0.4926829268292683,0.33170731707317075,T1,,Unknown,1,1,1,1,0,1,0,1,0,2.0794415416798357,0.019563056987019642
KH0226,8.0,0.8214285714285714,0.21739130434782608,0.13784973442447554,1,0.5428571428571428,0.34285714285714286,T1,,Unknown,1,0,0,0,0,0,0,0,0,2.1972245773362196,0.12914028342189057
KH0227,10.0,0.8571428571428571,0.5833333333333334,0.14838934412674057,0,0.5555555555555556,0.3333333333333333,T1,,Unknown,0,0,0,0,0,0,0,0,0,2.3978952727983707,0.13836039033522024
KH0228,6.0,0.8348623853211009,0.13186813186813187,0.023407475880316074,2,0.6160714285714286,0.14285714285714285,T1,,Unknown,1,1,1,1,0,0,1,1,0,1.9459101490553132,0.02313772230678555
KH0229,48.0,0.916083916083916,0.21374045801526717,0.04699519609648766,1,0.3519163763066202,0.04529616724738676,T1,,Unknown,1,0,0,0,0,0,0,0,0,3.8918202981106265,0.045924343622370065
KH0230,8.0,0.8461538461538461,0.24242424242424243,0.11519325613422873,1,0.6,0.1111111111111111,T1,,Unknown,1,1,0,0,0,0,0,0,1,2.1972245773362196,0.1090277137804332
KH0231,4.0,0.6764705882352942,0.13043478260869565,0.0732161316080109,1,0.6666666666666666,0.22807017543859648,T1,,Unknown,1,1,1,0,0,0,0,1,0,1.6094379124341003,0.07065987077206447
KH0232,4.0,0.98,0.061224489795918366,0.03852589897602694,1,0.6782608695652174,0.16521739130434782,T1,,Unknown,1,1,1,0,1,1,1,1,1,1.6094379124341003,0.03780230285409467
KH0233,9.0,0.8055555555555556,0.3103448275862069,0.12111997485142176,1,0.5675675675675675,0.05405405405405406,T1,,Unknown,1,0,0,0,0,0,0,0,0,2.302585092994046,0.1143281632084304
KH0234,10.0,1.0,0.65,0.13920918598895943,0,0.4782608695652174,0.0,T1,,Unknown,1,0,0,0,1,0,0,0,0,2.3978952727983707,0.13033432518674334
KH0235,3.0,0.9459459459459459,0.14285714285714285,0.08384666259586973,1,0.35714285714285715,0.38095238095238093,T1,Nazca & Far South,Nazca,1,0,1,1,0,0,0,0,0,1.3862943611198906,0.08051643784186646
KH0236,2.0,0.8,0.0,0.375,1,0.5,0.5,T1,Nazca & Far South,Nazca,0,0,0,0,0,0,0,0,0,1.0986122886681098,0.3184537311185346
KH0237,3.5,0.5559440559440559,0.12578616352201258,0.014870008477487543,2,0.3624733475479744,0.27078891257995735,T2,Chachapoyas,Leymebamba,1,1,1,1,1,0,1,1,1,1.5040773967762742,0.014760533826498798
KH0238,44.0,0.9396551724137931,0.29357798165137616,0.053788490610018336,2,0.3788546255506608,0.048458149779735685,T1,Chachapoyas,Leymebamba,1,0,0,1,0,0,0,1,1,3.8066624897703196,0.0523917569361175
KH0239,1.0,0.6147757255936676,0.034334763948497854,0.0040067040494330495,4,0.38414634146341464,0.6117886178861789,T2,Chachapoyas,Leymebamba,1,1,0,0,1,1,1,1,0,0.6931471805599453,0.003998698587316875
KH0240,5.0,0.7399650959860384,0.12735849056603774,0.011146272889018304,2,0.46245733788395904,0.22696245733788395,T2,Chachapoyas,Leymebamba,1,1,1,1,1,1,1,1,0,1.791759469228055,0.011084610966678676
KH0241,17.5,0.6451612903225806,0.175,0.11632639768333193,1,0.5978260869565217,0.09782608695652174,T1,Chachapoyas,Leymebamba,1,0,0,0,0,0,0,0,0,2.917770732084279,0.11004329224021342
KH0242,2.0,0.6281464530892449,0.12750455373406194,0.005543406711951297,2,0.49333333333333335,0.3983333333333333,T2,Chachapoyas,Leymebamba,1,1,1,1,1,1,1,1,1,1.0986122886681098,0.005528098579709407
KH0243,1.5,0.475,0.02631578947368421,0.04559546908043716,2,0.36363636363636365,0.6136363636363636,T1,Chachapoyas,Leymebamba,0,0,0,0,0,0,0,1,1,0.9162907318741551,0.04458654999832289
KH0244,83.5,1.0,0.6666666666666666,0.430827083453526,0,0.2222222222222222,0.0,T1,Chachapoyas,Leymebamba,0,0,0,0,0,0,0,0,1,4.436751534363128,0.3582526571119788
KH0245,2.0,0.6097560975609756,0.08,0.02827603198947083,1,0.5046728971962616,0.3925233644859813,T1,Chachapoyas,Leymebamba,1,1,1,1,0,1,0,1,0,1.0986122886681098,0.027883644598081004
KH0246,12.0,0.8977272727272727,0.17721518987341772,0.03150447683307934,1,0.496,0.088,T1,Chachapoyas,Leymebamba,1,1,1,1,1,0,0,0,1,2.5649493574615367,0.031018393639071905
KH0247,20.5,0.8338192419825073,0.1958041958041958,0.022159604070449434,2,0.35315315315315315,0.0972972972972973,T2,Chachapoyas,Leymebamba,1,1,1,1,0,0,1,1,0,3.068052935133617,0.021917647954891664
KH0248,5.0,0.7698412698412699,0.15463917525773196,0.0463205363755323,2,0.5401459854014599,0.15328467153284672,T1,Chachapoyas,Leymebamba,1,1,0,1,0,0,1,0,1,1.791759469228055,0.04527975882911658
KH0249,3.0,0.864406779661017,0.11764705882352941,0.06603302290434922,2,0.6060606060606061,0.13636363636363635,T1,Chachapoyas,Leymebamba,1,0,0,0,0,0,0,0,0,1.3862943611198906,0.06394430359812042
KH0250,6.5,0.7272727272727273,0.25,0.11609432082151974,1,0.5714285714285714,0.14285714285714285,T1,Chachapoyas,Leymebamba,1,0,1,1,0,0,0,0,0,2.0149030205422647,0.10983537725293123
KH0251,149.0,0.8636363636363636,0.42105263157894735,0.07744679986450578,2,0.26455026455026454,0.14285714285714285,T1,Chachapoyas,Leymebamba,1,0,0,1,0,0,0,0,1,5.0106352940962555,0.07459416810121307
KH0252,3.0,0.7398190045248869,0.15902140672782875,0.011864521029293796,2,0.5,0.30637254901960786,T2,Chachapoyas,Leymebamba,1,1,1,1,0,0,1,1,0,1.3862943611198906,0.011794689402852922
KH0253,6.0,0.8442622950819673,0.1553398058252427,0.040459291968357,1,0.4411764705882353,0.25735294117647056,T1,Chachapoyas,Leymebamba,1,1,1,1,0,0,0,1,1,1.9459101490553132,0.03966224255747739
KH0254,50.5,0.8421052631578947,0.28125,0.15234374999999994,1,0.38461538461538464,0.07692307692307693,T1,Chachapoyas,Leymebamba,1,0,0,1,0,0,0,0,1,3.9415818076696905,0.14179791186025728
KH0255,8.5,0.5555555555555556,0.2,0.3121928094887363,1,0.5,0.16666666666666666,T1,Chachapoyas,Leymebamba,0,0,0,0,0,0,0,0,0,2.2512917986064953,0.2716996381763426
KH0256,354.0,0.9333333333333333,0.17857142857142858,0.16658920640001645,1,0.38333333333333336,0.06666666666666667,T1,Chachapoyas,Leymebamba,1,0,0,1,0,0,0,0,0,5.872117789475416,0.15408428310877337
KH0257,1.0,0.845679012345679,0.08029197080291971,0.01664839097969077,1,0.3055555555555556,0.6111111111111112,T1,Chachapoyas,Leymebamba,1,1,1,1,0,1,0,1,0,0.6931471805599453,0.016511325704088736
KH0258,14.0,0.6592356687898089,0.18840579710144928,0.02668517417384563,1,0.49707602339181284,0.09064327485380116,T1,Chachapoyas,Leymebamba,1,1,1,1,1,0,1,1,1,2.70805020110221,0.026335334947599518
KH0259,2.0,0.9,0.05555555555555555,0.11799298951435551,1,0.7222222222222222,0.2777777777777778,T1,Ica & Paracas,Atarco,0,0,0,0,0,0,0,1,0,1.0986122886681098,0.11153510415363692
KH0260,2.0,0.8947368421052632,0.0,0.08113414631123883,1,1.0,0.0,T1,Ica & Paracas,Atarco,0,0,0,0,0,0,0,1,0,1.0986122886681098,0.078010625602962
KH0261,17.5,0.6086956521739131,0.5,0.1503202172390937,0,0.4318181818181818,0.022727272727272728,T1,,Unknown,1,1,1,0,0,0,0,0,1,2.917770732084279,0.14004035338834056
KH0262,1.0,1.0,0.0,0.03954675394562576,1,0.17647058823529413,0.8235294117647058,T1,Ica & Paracas,Atarco,0,0,0,0,0,0,0,0,0,0.6931471805599453,0.03878480464514963
KH0263,2.0,0.7142857142857143,0.015384615384615385,0.03662226810587692,1,0.5211267605633803,0.38028169014084506,T1,Ica & Paracas,Atarco,1,0,1,1,1,1,0,1,1,1.0986122886681098,0.03596760841219194
KH0264,2.0,0.7866666666666666,0.05084745762711865,0.03456196630525977,2,0.5932203389830508,0.4067796610169492,T1,Ica & Paracas,Atarco,0,1,0,0,0,1,0,1,1,1.0986122886681098,0.0339781161729632
KH0265,7.0,0.8157894736842105,0.1935483870967742,0.10515167597191712,0,0.6666666666666666,0.1282051282051282,T1,Ica & Paracas,"Ica Valley (Site T, Grave M)",1,1,0,0,0,0,0,0,0,2.0794415416798357,0.09998258887297011
KH0266,30.0,1.0,1.0,0.13265976555739162,1,0.0,0.0,T1,Ica & Paracas,"Ica Valley (Site T, Grave M)",0,0,0,0,0,0,0,0,0,3.4339872044851463,0.12456864176500435
KH0267,7.0,0.9308510638297872,0.34285714285714286,0.02537028656031293,3,0.5102880658436214,0.13168724279835392,T2,,Unknown,1,1,1,1,1,0,1,1,1,2.0794415416798357,0.02505380253422276
KH0268,10.0,1.0,0.6363636363636364,0.14666958704805125,2,0.22727272727272727,0.13636363636363635,T1,Arica & N. Chile,"Arica, Chile (Playa Miller 6)",0,0,0,0,0,0,0,0,0,2.3978952727983707,0.13686172955818482
KH0269,2.0,0.8771929824561403,0.02,0.011699302454298365,1,0.8626373626373627,0.07692307692307693,T1,,Unknown,1,1,1,0,1,1,0,0,1,1.0986122886681098,0.011631394750670283
KH0270,79.0,0.7948717948717948,0.3548387096774194,0.141488496511505,0,0.3717948717948718,0.02564102564102564,T1,,Unknown,1,0,0,0,0,0,0,0,0,4.382026634673881,0.1323331094174471
KH0271,13.0,1.0,0.31868131868131866,0.051297828525151544,0,0.7971698113207547,0.0,T1,Southern Highlands,Huari,1,1,1,0,1,0,0,0,0,2.6390573296152584,0.05002542808353377
KH0272,4.0,0.46938775510204084,0.17391304347826086,0.13784973442447554,1,0.7916666666666666,0.125,T1,Nazca & Far South,Nazca,0,0,0,0,0,0,0,0,0,1.6094379124341003,0.12914028342189057
KH0273,4.0,0.8372093023255814,0.2222222222222222,0.09671790132620084,0,0.7441860465116279,0.046511627906976744,T1,,Unknown,1,1,1,0,0,0,0,0,1,1.6094379124341003,0.09232199355242372
KH0274,8.0,0.84,0.19047619047619047,0.18023532511607815,0,0.5806451612903226,0.03225806451612903,T1,,Unknown,1,1,1,0,0,1,0,0,0,2.1972245773362196,0.1657138466589134
