kfg_id,has_pp,has_ip,has_cp,has_sp,has_gg,has_gsb,has_is,has_psn,has_adg,n_pp,n_ip,n_cp,n_pattern_types,n_cords,n_pendants,n_subsidiaries,n_groups,numeric_coverage,frac_broken,n_colors,region,creation_date,provenance_display,geo_zone
KH0341,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1.0,0.25,1,Unknown,06/13/2006,Unknown,
KH0342,1,0,0,0,0,0,0,0,0,1,0,0,1,10,0,0,4,1.0,0.0,4,Unknown,06/13/2006,Unknown,
KH0343,1,1,1,0,0,0,0,0,0,8,1,3,3,28,3,0,12,0.9285714285714286,0.07142857142857142,4,Unknown,06/13/2006,Unknown,
KH0344,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1.0,0.0,2,Unknown,06/14/2006,Unknown,
KH0345,0,0,0,0,0,0,0,0,0,0,0,0,0,33,22,1,2,0.36363636363636365,0.15151515151515152,8,Unknown,06/14/2006,Unknown,
KH0346,1,1,1,0,1,1,0,0,1,104,61,1,6,89,0,0,22,0.9550561797752809,0.056179775280898875,7,Unknown,04/20/2012,Unknown,
KH0347,1,0,0,0,0,0,0,0,0,180,0,0,1,149,0,0,9,0.436241610738255,0.7248322147651006,10,Unknown,06/15/2006,Unknown,
KH0348,1,1,1,0,1,1,0,0,1,47,33,8,6,76,0,0,19,1.0,0.02631578947368421,7,Unknown,04/20/2012,Unknown,
KH0349,1,1,1,1,1,1,1,1,1,4866,74,212,9,866,505,29,31,0.8348729792147807,0.06581986143187067,22,Unknown,06/29/2005,Nazca,Nazca & Far South
KH0350,1,1,1,1,1,1,0,1,0,265,38,17,7,260,41,0,16,0.47307692307692306,0.29615384615384616,17,Unknown,06/24/2005,Nazca,Nazca & Far South
KH0351,1,0,0,0,0,0,0,0,0,12,0,0,1,55,25,1,10,0.34545454545454546,0.32727272727272727,9,Valle de Lurin,11/25/2003,Pachacamac,Central Coast
KH0352,1,1,1,1,0,0,0,1,0,83,1,5,5,157,76,1,8,0.7707006369426752,0.33121019108280253,13,Unknown,06/22/2005,Unknown,
KH0353,1,0,0,0,0,0,0,0,0,10,0,0,1,43,21,0,2,0.7906976744186046,0.27906976744186046,12,Unknown,06/14/2005,Unknown,
KH0354,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,7,0.6875,0.0625,7,Unknown,06/28/2005,Paracas,Ica & Paracas
KH0355,0,0,0,0,0,0,0,0,1,0,0,0,1,12,1,0,4,0.8333333333333334,0.08333333333333333,8,Unknown,06/29/2005,Paracas,Ica & Paracas
KH0356,1,1,0,0,0,0,0,0,0,1,1,0,2,23,14,0,6,0.30434782608695654,0.6086956521739131,3,Unknown,06/29/2005,Paracas,Ica & Paracas
KH0357,1,1,1,0,0,0,0,0,1,3,1,2,4,24,0,0,6,0.9166666666666666,0.16666666666666666,3,Unknown,06/29/2005,Paracas,Ica & Paracas
KH0358,1,1,1,1,1,0,1,0,0,184,27,6,6,321,144,10,46,0.8753894080996885,0.1308411214953271,12,Unknown,08/03/2005,Paracas,Ica & Paracas
KH0359,1,1,1,1,0,0,1,0,0,261,261,18,5,304,128,3,49,0.8453947368421053,0.12171052631578948,14,Unknown,03/17/2012,Paracas,Ica & Paracas
KH0360,1,1,1,1,0,0,0,0,0,74,1,11,4,77,4,4,8,0.6363636363636364,0.5064935064935064,7,Unknown,02/15/2006,Huacho,Central Coast
KH0361,1,0,0,0,0,0,0,0,0,5,0,0,1,40,17,0,5,0.8,0.05,7,Unknown,03/14/2006,Nazca,Nazca & Far South
KH0362,1,1,0,0,0,0,1,0,0,1,2,0,3,218,144,2,4,0.7339449541284404,0.5779816513761468,8,Unknown,03/14/2006,Nazca,Nazca & Far South
KH0363,1,1,0,0,0,0,0,0,0,98,2,0,2,65,4,0,8,0.7230769230769231,0.5692307692307692,3,Unknown,03/17/2006,Pachacamac,Central Coast
KH0364,0,0,0,1,0,0,0,0,0,0,0,0,1,44,1,0,5,0.22727272727272727,0.13636363636363635,4,Unknown,03/17/2006,Pachacamac,Central Coast
KH0365,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,1.0,0.0,1,Unknown,03/20/2006,Paracas,Ica & Paracas
KH0366,1,0,0,0,0,1,0,0,0,3,0,0,2,24,0,0,6,0.7083333333333334,0.375,6,Unknown,03/20/2006,Unknown,
KH0367,1,1,0,0,0,0,0,0,1,27,3,0,3,45,4,0,6,0.4222222222222222,0.4444444444444444,3,Unknown,04/20/2012,Unknown,
KH0368,0,0,1,0,0,0,0,0,0,0,0,1,1,14,0,0,4,0.7857142857142857,0.21428571428571427,5,Unknown,03/27/2007,Unknown,
KH0369,1,0,1,1,0,0,0,0,0,105,0,1,3,126,45,22,7,0.6825396825396826,0.09523809523809523,15,Unknown,02/13/2006,"Arica, Chile (Playa Miller 6)",Arica & N. Chile
KH0370,1,1,1,1,0,0,0,0,1,33,3,5,5,89,31,2,9,0.7415730337078652,0.48314606741573035,4,Unknown,09/14/2005,Lluta Valley,Arica & N. Chile
KH0371,1,1,0,1,0,0,0,1,1,24,1,0,5,105,37,2,12,0.6857142857142857,0.41904761904761906,4,Unknown,09/14/2005,Lluta Valley,Arica & N. Chile
KH0372,1,0,1,1,0,0,0,0,1,27,0,6,4,100,37,4,10,0.68,0.46,3,Unknown,09/15/2005,Lluta Valley,Arica & N. Chile
KH0373,1,0,0,0,0,0,0,0,0,2,0,0,1,57,48,0,1,0.7017543859649122,0.12280701754385964,8,Unknown,02/14/2006,"Arica, Chile (Playa Miller 6)",Arica & N. Chile
KH0374,1,0,0,0,0,0,0,0,0,1,0,0,1,13,0,0,2,1.0,0.07692307692307693,3,Unknown,12/10/2007,Chancay (Central Coast),Central Coast
KH0375,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,2,0.75,0.25,2,Unknown,04/20/2012,Chancay (Central Coast),Central Coast
KH0376,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,1.0,0.2,2,Unknown,04/12/2007,Chancay (Central Coast),Central Coast
KH0377,1,0,0,0,0,0,0,1,0,14,0,0,2,33,6,6,3,0.8484848484848485,0.0,6,Unknown,04/20/2012,Chancay (Central Coast),Central Coast
KH0378,0,0,0,0,0,0,0,0,0,0,0,0,0,32,10,0,4,0.5625,0.3125,7,Unknown,05/16/2013,Cuzco,Southern Highlands
KH0379,1,0,0,0,0,0,0,0,0,2,0,0,1,104,2,0,7,0.22115384615384615,0.038461538461538464,7,Unknown,05/03/2007,Ica Valley (Hda. Callango / Ocucaje),Ica & Paracas
KH0380,0,0,0,0,0,1,0,0,0,0,0,0,1,47,9,0,4,0.5106382978723404,0.06382978723404255,3,Unknown,06/03/2013,Ica Valley (Hda. Callango / Ocucaje),Ica & Paracas
KH0381,1,1,0,0,0,0,0,0,0,11,1,0,2,33,6,0,6,0.8787878787878788,0.6363636363636364,3,Unknown,05/03/2007,Unknown,
KH0382,0,0,0,1,0,0,0,0,0,0,0,0,1,125,75,29,1,0.928,0.064,13,Unknown,05/02/2007,Ica Valley (Hda. Callango / Ocucaje),Ica & Paracas
KH0383,1,0,0,1,0,0,0,0,0,2,0,0,2,133,85,26,2,0.8421052631578947,0.06015037593984962,9,Unknown,04/24/2007,Ica Valley (Hda. Callango / Ocucaje),Ica & Paracas
KH0384,1,1,1,0,0,0,0,0,0,69,325,22,3,96,0,0,96,1.0,0.0,2,Unknown,06/04/2007,Pisco Valley,Cañete–Pisco
KH0385,1,1,1,0,1,0,1,0,0,8,3,2,5,58,26,0,28,0.9482758620689655,0.10344827586206896,9,Unknown,04/18/2012,Acari,Nazca & Far South
KH0386,1,1,1,1,1,0,0,0,0,13,1,2,5,91,26,19,21,0.6263736263736264,0.42857142857142855,5,Unknown,06/03/2013,Belli Collection,
KH0387,1,1,1,0,0,0,0,0,1,14,5,2,4,59,15,1,11,0.423728813559322,0.847457627118644,4,Unknown,05/20/2013,Unknown,
KH0388,1,0,0,1,0,0,0,1,0,2,0,0,3,11,4,0,3,0.7272727272727273,0.0,2,Unknown,05/11/2007,Unknown,
KH0389,1,1,1,1,1,0,1,0,0,249,34,5,6,264,66,52,34,0.7272727272727273,0.4128787878787879,13,Unknown,05/20/2013,Hda. Ullujalla / Callengo,Cañete–Pisco
KH0390,1,0,0,0,1,0,0,0,0,6,0,0,2,25,8,0,2,1.0,0.0,4,Unknown,05/20/2013,Unknown,
KH0391,1,0,0,0,0,0,0,0,0,6,0,0,1,20,8,0,2,0.95,0.15,3,Unknown,05/20/2013,Ica Valley (Hda. Callango / Ocucaje),Ica & Paracas
KH0392,1,0,0,0,0,0,0,0,1,14,0,0,2,33,9,0,9,0.5151515151515151,0.6666666666666666,6,Unknown,05/20/2013,Hda. Ullujalla / Callengo,Cañete–Pisco
KH0393,1,0,0,0,0,0,0,0,1,16,0,0,2,66,13,2,13,0.5606060606060606,0.8787878787878788,4,Unknown,05/20/2013,Unknown,
KH0394,1,0,0,0,0,0,0,0,0,2,0,0,1,20,0,0,2,0.9,0.5,2,Unknown,04/24/2007,Ica Valley (Hda. Callango / Ocucaje),Ica & Paracas
KH0395,1,0,0,0,0,1,0,0,0,48,0,0,2,35,5,0,4,0.6857142857142857,0.7142857142857143,5,Unknown,04/20/2007,Ica Valley (Hda. Callango / Ocucaje),Ica & Paracas
KH0396,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,2,0.7857142857142857,0.21428571428571427,1,Unknown,04/18/2012,Tambo Colorado,Cañete–Pisco
KH0397,1,0,0,0,0,0,0,0,0,1,0,0,1,10,0,0,1,1.0,0.0,2,Unknown,05/16/2013,Tambo Colorado,Cañete–Pisco
KH0398,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,15,0.0,0.28,2,Unknown,04/25/2012,Tambo Colorado,Cañete–Pisco
KH0399,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0.6,0.0,1,Unknown,05/04/2007,Tambo Colorado,Cañete–Pisco
KH0400,1,0,0,1,1,0,0,0,0,7,0,0,3,25,7,0,2,0.88,0.2,4,Unknown,05/16/2013,Unknown,
KH0401,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,0.6666666666666666,0.8666666666666667,4,Unknown,04/13/2007,Unknown,
KH0402,1,0,0,0,0,0,0,0,0,1,0,0,1,17,0,0,4,0.8235294117647058,0.8235294117647058,7,Unknown,04/13/2007,Ica Valley (Hda. Callango / Ocucaje),Ica & Paracas
KH0403,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1.0,0.5714285714285714,2,Unknown,05/04/2007,Unknown,
KH0404,1,1,0,1,0,0,1,1,1,5,5,0,6,225,96,44,18,0.7733333333333333,0.28,6,Puruchuco,12/03/2008,La Molina,Central Coast
KH0405,1,0,0,0,1,0,0,0,0,8,0,0,2,30,0,0,12,0.9333333333333333,0.03333333333333333,5,Unknown,04/16/2012,Chancay / Huando (Gaffron),Central Coast
KH0406,1,0,1,1,0,0,0,0,1,50,0,4,4,40,3,0,4,0.65,0.025,2,Unknown,04/29/2009,Ica / Cajamarquilla,Ica & Paracas
KH0407,1,0,0,0,0,0,0,0,1,3,0,0,2,19,2,0,6,0.8421052631578947,0.0,3,Unknown,04/16/2012,Ica,Ica & Paracas
KH0408,1,1,1,1,0,1,1,1,0,43,5,19,7,151,105,5,8,0.8807947019867549,0.19205298013245034,7,Unknown,04/16/2012,Ica Valley (near Callango),Ica & Paracas
KH0409,0,0,0,0,0,1,0,0,0,0,0,0,1,68,0,0,7,0.7352941176470589,0.07352941176470588,7,Unknown,03/26/2012,Unknown,
KH0410,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,10,0.275,0.2,2,Unknown,03/26/2012,Unknown,
KH0411,1,0,1,0,1,0,0,0,1,5,0,6,4,28,0,0,7,0.8214285714285714,0.25,3,Unknown,03/26/2012,Unknown,
KH0412,1,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,4,1.0,0.2857142857142857,3,Unknown,03/26/2012,Unknown,
KH0413,1,0,0,0,0,0,0,0,0,2,0,0,1,9,1,0,1,1.0,0.2222222222222222,6,Unknown,03/26/2012,Unknown,
KH0414,1,0,0,1,0,0,0,0,0,2,0,0,2,12,6,0,2,0.75,0.16666666666666666,4,Unknown,03/26/2012,Unknown,
KH0415,1,0,0,1,0,0,0,1,0,29,0,0,3,90,52,7,1,0.9333333333333333,0.044444444444444446,11,Unknown,03/26/2012,Chuquitanta,Central Coast
KH0416,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,0.9333333333333333,0.0,1,Unknown,03/08/2013,Cajamarquilla,Central Coast
KH0417,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0.0,0.2222222222222222,2,Unknown,03/08/2013,Cajamarquilla,Central Coast
KH0418,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0.25,0.0,1,Unknown,03/08/2013,Cajamarquilla,Central Coast
KH0419,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1.0,0.0,1,Unknown,11/25/2003,Cajamarquilla,Central Coast
KH0420,1,1,1,0,0,0,0,0,0,12,2,3,3,30,0,0,7,0.8,0.4,6,Unknown,03/26/2012,Chuquitanta,Central Coast
KH0421,1,0,0,0,0,0,0,0,1,1,0,0,2,33,0,0,4,0.9090909090909091,0.2727272727272727,7,Unknown,03/26/2012,Chancay (Central Coast),Central Coast
KH0422,1,1,1,0,0,0,0,1,0,10,1,1,4,39,17,1,8,0.8717948717948718,0.7692307692307693,8,Unknown,03/26/2012,Unknown,
KH0423,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,4,0.75,0.0,6,Unknown,03/26/2012,Unknown,
KH0424,1,1,0,0,1,0,0,0,0,64,2,0,3,63,5,0,17,0.7777777777777778,0.2698412698412698,4,Unknown,03/26/2012,Chancay (Hda. Huando),Central Coast
KH0425,1,0,0,0,0,0,0,0,0,3,0,0,1,133,70,9,6,0.8345864661654135,0.24812030075187969,11,Unknown,03/26/2012,Ica Valley (near Callango),Ica & Paracas
KH0426,1,1,1,1,0,0,0,0,1,1,1,1,5,78,14,0,16,0.9487179487179487,0.02564102564102564,4,Unknown,02/19/2010,Unknown,
KH0427,1,0,1,1,0,0,0,1,0,68,0,3,4,88,39,0,6,0.9431818181818182,0.022727272727272728,5,Unknown,05/16/2013,Unknown,
KH0428,1,1,1,1,0,1,0,1,1,5804,77,673,7,417,22,0,22,0.8609112709832134,0.17266187050359713,10,"Central Coast, Peru",06/03/2013,Lima (Huaca Pérez),Central Coast
KH0429,0,0,0,0,0,0,0,1,0,0,0,0,1,28,5,0,3,0.6071428571428571,0.0,3,"Central Coast, Peru",05/15/2013,Lima (Huaca Pérez),Central Coast
KH0430,1,1,0,1,0,0,0,0,0,46,3,0,3,70,11,0,7,0.5428571428571428,0.11428571428571428,12,"Central Coast, Peru",03/06/2013,Lima (Huaca Pérez),Central Coast
KH0431,1,0,1,1,0,0,1,1,0,104,0,3,5,226,101,26,6,0.9823008849557522,0.004424778761061947,5,"Central Coast, Peru",04/12/2013,Pachacamac (Fundort),Central Coast
KH0432,1,0,0,1,0,0,0,1,0,20,0,0,3,120,83,2,4,0.5916666666666667,0.225,5,"South Coast, Peru",09/16/2010,Ica,Ica & Paracas
KH0433,1,1,1,1,1,1,1,1,1,397,127,55,9,167,33,0,44,0.7964071856287425,0.0658682634730539,10,"Central Coast, Peru",03/07/2013,Huacho,Central Coast
KH0434,1,1,1,0,1,0,0,1,1,152,2,1,6,132,54,0,8,0.5378787878787878,0.25,8,"Central Coast, Peru",09/21/2010,Pachacamac,Central Coast
KH0435,1,1,1,1,0,1,0,1,0,1846,45,38,6,236,20,0,21,0.7330508474576272,0.15254237288135594,11,"Central Coast, Peru",01/31/2013,Pachacamac,Central Coast
KH0436,1,1,1,0,1,1,1,1,0,1741,162,85,7,369,109,3,40,0.8130081300813008,0.1002710027100271,7,"South Coast, Peru",04/12/2013,Nazca (Santa Clara),Nazca & Far South
KH0437,1,1,1,0,1,0,0,0,0,315,107,80,4,126,0,0,28,0.7777777777777778,0.4126984126984127,5,"Central Coast, Peru",03/07/2013,Pachacamac,Central Coast
KH0438,1,0,0,0,0,0,0,0,0,10,0,0,1,86,0,0,14,0.7906976744186046,0.313953488372093,5,"Central Coast, Peru",04/10/2013,Pachacamac,Central Coast
KH0439,1,1,0,0,1,0,0,0,0,12,3,0,3,137,22,5,18,0.7737226277372263,0.3357664233576642,8,"Central Coast, Peru",04/10/2013,Pachacamac,Central Coast
KH0440,1,1,1,0,0,0,0,1,1,288,1,3,5,113,34,2,9,0.6814159292035398,0.34513274336283184,6,"Central Coast, Peru",04/12/2013,Pachacamac,Central Coast
KH0441,1,1,1,1,0,0,0,0,0,244,7,3,4,167,49,5,12,0.9281437125748503,0.0,11,Unknown,05/16/2013,Pachacamac,Central Coast
KH0442,1,1,1,1,1,0,0,0,1,17,3,3,6,79,47,2,16,0.810126582278481,0.24050632911392406,11,Unknown,04/12/2013,Ica,Ica & Paracas
KH0443,1,1,0,1,0,0,1,0,1,5,2,0,5,50,28,1,9,0.92,0.1,10,Unknown,04/12/2013,Ica,Ica & Paracas
KH0444,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,1,0.9166666666666666,0.08333333333333333,4,Unknown,04/12/2013,Ica,Ica & Paracas
KH0445,1,1,0,1,0,0,1,0,0,93,3,0,4,164,46,1,11,0.725609756097561,0.3597560975609756,16,Unknown,05/15/2013,Pacasmayo,North Peru Coast
KH0446,1,1,1,1,1,0,0,1,1,1079,28,39,7,190,42,0,32,0.631578947368421,0.6578947368421053,11,"Central Coast, Peru",05/15/2013,Pachacamac,Central Coast
KH0447,1,1,0,0,0,1,0,1,0,184,8,0,4,94,23,0,10,0.5957446808510638,0.14893617021276595,10,"South Coast, Peru",05/15/2013,Pisco,Cañete–Pisco
KH0448,1,0,0,0,1,0,0,0,0,12,0,0,2,79,8,0,8,0.4050632911392405,0.06329113924050633,5,"South Coast, Peru",05/14/2013,Ica / Pisco,Ica & Paracas
KH0449,1,1,0,0,0,0,0,0,0,160,4,0,2,95,0,0,19,0.8736842105263158,0.10526315789473684,9,"South Coast, Peru",06/03/2013,Ica / Pisco,Ica & Paracas
KH0450,1,1,1,0,0,0,0,0,0,693,33,60,3,196,1,0,16,0.826530612244898,0.07653061224489796,4,"Central Coast, Peru",05/13/2013,Pachacamac,Central Coast
KH0451,1,0,1,1,0,0,0,0,0,123,0,7,3,164,47,15,9,0.8292682926829268,0.23170731707317074,16,"Central Coast, Peru",05/13/2013,Pachacamac,Central Coast
KH0452,1,0,1,0,0,0,0,0,0,4,0,2,2,17,0,0,6,0.8823529411764706,0.058823529411764705,5,"Central Coast, Peru",05/13/2013,Pachacamac,Central Coast
KH0453,1,0,0,1,0,0,0,1,0,407,0,0,3,268,114,17,3,0.8507462686567164,0.30223880597014924,19,Unknown,05/13/2013,Chancay,Central Coast
KH0454,0,0,0,0,0,0,0,0,0,0,0,0,0,169,104,33,2,0.3609467455621302,0.08284023668639054,10,"Central Coast, Peru",05/03/2013,Pachacamac,Central Coast
KH0455,1,0,1,1,0,0,0,0,0,69,0,2,3,119,30,2,5,0.6638655462184874,0.12605042016806722,9,"South Coast, Peru",05/13/2013,Ocucaje,Ica & Paracas
KH0456,1,0,1,0,0,0,0,0,0,50,0,2,2,62,0,0,5,1.0,0.0,4,"Central Coast, Peru",05/03/2013,Pachacamac,Central Coast
KH0457,1,0,0,0,0,0,0,0,0,211,0,0,1,65,0,0,4,0.8923076923076924,0.07692307692307693,24,"South Coast, Peru",05/03/2013,Ica,Ica & Paracas
KH0458,1,0,0,0,0,0,0,0,0,1,0,0,1,9,0,0,2,0.8888888888888888,0.0,4,"South Coast, Peru",05/03/2013,Ica,Ica & Paracas
KH0459,1,0,0,0,0,0,0,0,0,8,0,0,1,10,0,0,2,0.8,0.2,4,"South Coast, Peru",05/03/2012,Ica,Ica & Paracas
KH0460,1,1,1,0,0,0,0,1,0,43,1,6,4,58,14,0,10,0.8448275862068966,0.43103448275862066,5,"South Coast, Peru",05/03/2013,Ica,Ica & Paracas
KH0461,1,1,1,0,1,0,0,0,0,105,7,2,4,80,0,0,9,0.8875,0.3875,3,"South Coast, Peru",05/03/2013,Ica,Ica & Paracas
KH0462,1,0,0,0,0,0,0,0,0,11,0,0,1,23,0,0,2,0.8695652173913043,0.21739130434782608,8,Unknown,05/03/2013,Unknown,
KH0463,1,1,1,1,0,0,0,0,1,9,1,1,5,47,11,0,13,0.9148936170212766,0.06382978723404255,6,"Central Coast, Peru",05/03/2013,Pachacamac,Central Coast
KH0464,1,0,1,0,0,0,0,0,0,49,0,7,2,24,0,0,13,0.7083333333333334,0.041666666666666664,3,"South Coast, Peru",05/03/2013,Pisco,Cañete–Pisco
KH0465,1,0,1,0,1,0,0,0,0,568,0,23,3,75,0,0,39,0.5866666666666667,0.22666666666666666,5,"South Coast, Peru",05/03/2013,Pisco,Cañete–Pisco
KH0466,1,1,1,0,0,0,0,0,0,444,29,7,3,194,5,0,18,0.5154639175257731,0.4175257731958763,15,"South Coast, Peru",05/03/2013,Ica,Ica & Paracas
KH0467,1,0,1,0,0,1,0,0,0,39,0,1,3,59,21,2,7,0.847457627118644,0.15254237288135594,7,"Central Coast, Peru",05/01/2013,Pachacamac,Central Coast
KH0468,1,1,1,1,1,0,0,0,1,3021,257,12,6,955,90,0,81,0.23769633507853402,0.17172774869109947,16,"South Coast, Peru",05/01/2013,Ica / Pisco,Ica & Paracas
KH0469,1,1,1,0,1,0,0,0,1,293,14,27,5,134,9,0,21,0.5671641791044776,0.23134328358208955,9,"North-Central Coast, Peru",05/01/2013,Huacho,Central Coast
KH0470,1,1,1,0,0,0,0,0,0,208,14,20,3,144,18,0,24,0.6527777777777778,0.13194444444444445,16,"North-Central Coast, Peru",05/01/2013,Huacho,Central Coast
KH0471,1,0,0,0,0,0,0,0,1,7,0,0,2,98,0,0,14,0.7346938775510204,0.3673469387755102,3,Unknown,04/24/2013,Unknown,
KH0472,1,1,1,1,0,1,1,1,1,531,57,37,8,194,59,5,18,0.8247422680412371,0.24742268041237114,14,Unknown,04/24/2013,Unknown,
KH0473,1,0,0,0,0,0,0,0,1,16,0,0,2,30,0,0,13,0.8666666666666667,0.13333333333333333,7,Unknown,04/22/2013,Unknown,
KH0474,1,1,1,0,0,0,0,1,0,29,1,1,4,86,38,10,6,0.813953488372093,0.22093023255813954,12,"South Coast, Peru",04/12/2013,Ica,Ica & Paracas
KH0475,1,0,0,0,0,0,0,0,0,2,0,0,1,52,2,0,4,0.38461538461538464,0.1346153846153846,12,Unknown,04/12/2013,Unknown,
KH0476,1,1,1,1,0,0,0,0,0,44,1,15,4,76,8,1,9,0.8947368421052632,0.40789473684210525,6,Unknown,04/12/2013,Unknown,
KH0477,1,1,1,1,0,0,0,0,1,26,2,1,5,71,19,8,10,0.4788732394366197,0.2676056338028169,5,Unknown,04/24/2013,Unknown,
KH0478,1,1,1,1,1,1,0,0,0,1224,97,67,6,233,27,0,20,0.8669527896995708,0.030042918454935622,9,"South Coast, Peru",04/22/2013,Ica,Ica & Paracas
KH0479,1,1,1,0,0,0,0,0,0,15,6,3,3,30,1,0,11,0.8666666666666667,0.13333333333333333,3,"Central Coast, Peru",04/24/2013,Pachacamac,Central Coast
KH0480,1,1,1,0,1,1,0,0,1,100,19,8,6,73,0,0,12,0.9178082191780822,0.0821917808219178,3,"Central Coast, Peru",04/12/2013,Pachacamac,Central Coast
KH0481,1,0,0,0,0,1,0,0,0,1,0,0,2,7,0,0,2,1.0,0.0,3,"Central Coast, Peru",04/22/2013,Pachacamac,Central Coast
KH0482,1,1,0,0,1,0,0,0,0,7,1,0,3,34,0,0,8,1.0,0.20588235294117646,2,"Central Coast, Peru",04/12/2013,Pachacamac,Central Coast
KH0483,0,0,0,0,0,0,0,0,1,0,0,0,1,15,0,0,4,1.0,0.06666666666666667,1,"Central Coast, Peru",04/12/2013,Pachacamac,Central Coast
KH0484,1,0,0,0,0,0,0,0,1,1,0,0,2,24,3,0,6,0.875,0.2916666666666667,7,"Central Coast, Peru",04/12/2013,Pachacamac,Central Coast
KH0485,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,4,0.9333333333333333,0.26666666666666666,7,"Central Coast, Peru",04/12/2013,Pachacamac,Central Coast
KH0486,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,4,0.9473684210526315,0.631578947368421,3,"South Coast, Peru",04/12/2013,Ica,Ica & Paracas
KH0487,1,0,1,0,0,0,0,1,0,2,0,1,3,49,19,0,4,0.46938775510204084,0.7346938775510204,5,Unknown,02/27/2012,Unknown,
KH0488,1,1,1,0,0,0,0,1,0,51,1,1,4,75,12,1,6,0.68,0.21333333333333335,7,Unknown,02/27/2012,Unknown,
KH0489,1,1,1,1,0,0,0,0,0,73,3,3,4,90,19,14,11,0.7888888888888889,0.2111111111111111,11,Unknown,02/27/2012,Pachacamac,Central Coast
KH0490,1,0,1,1,0,0,0,0,0,4,0,2,3,51,29,6,4,0.5490196078431373,0.5294117647058824,2,Unknown,05/16/2013,Pachacamac,Central Coast
KH0491,1,1,1,0,1,1,0,0,1,602,66,22,6,89,0,0,28,0.7303370786516854,0.1348314606741573,3,Unknown,11/06/2015,Incahuasi,Cañete–Pisco
KH0492,1,1,1,1,0,0,0,0,1,35,4,2,5,176,50,8,24,0.8238636363636364,0.19886363636363635,3,Unknown,11/08/2015,Incahuasi,Cañete–Pisco
KH0493,0,0,0,0,0,0,0,0,1,0,0,0,1,14,3,1,3,1.0,0.07142857142857142,2,Unknown,04/24/2014,Incahuasi,Cañete–Pisco
KH0494,1,0,1,1,0,0,0,0,0,19,0,2,3,48,6,1,6,0.9583333333333334,0.16666666666666666,3,Unknown,11/10/2015,Incahuasi,Cañete–Pisco
KH0495,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,1,0.8,0.13333333333333333,2,Unknown,11/10/2015,Incahuasi,Cañete–Pisco
KH0496,1,0,1,1,0,0,0,1,0,5,0,2,4,47,18,5,2,0.9148936170212766,0.0851063829787234,4,Unknown,11/10/2015,Incahuasi,Cañete–Pisco
KH0497,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,2,0.6,0.2,2,Unknown,11/12/2015,Incahuasi,Cañete–Pisco
KH0498,1,0,1,1,0,0,1,0,0,88,0,7,4,490,219,133,9,0.7653061224489796,0.46530612244897956,12,Unknown,11/15/2015,Incahuasi,Cañete–Pisco
KH0499,1,1,1,0,1,1,0,0,1,690,350,131,6,237,1,0,60,0.5147679324894515,0.4430379746835443,6,Unknown,11/15/2015,Incahuasi,Cañete–Pisco
KH0500,1,1,1,0,1,0,0,0,0,831,60,55,4,213,2,0,43,0.6948356807511737,0.4131455399061033,9,Unknown,11/18/2015,Incahuasi,Cañete–Pisco
KH0501,0,1,0,0,0,0,0,0,0,0,2,0,1,25,10,1,5,0.92,0.08,2,Unknown,11/18/2015,Incahuasi,Cañete–Pisco
KH0502,1,1,0,1,0,1,0,0,1,570,44,0,5,174,31,11,36,0.6896551724137931,0.3218390804597701,12,Unknown,11/19/2015,Incahuasi,Cañete–Pisco
KH0503,1,1,1,0,1,0,0,0,1,113,8,8,5,88,6,0,29,0.8636363636363636,0.17045454545454544,3,Unknown,11/21/2015,Incahuasi,Cañete–Pisco
KH0504,1,1,1,1,0,0,0,0,1,39,1,8,5,131,16,12,26,0.8091603053435115,0.29770992366412213,4,Unknown,11/22/2015,Incahuasi,Cañete–Pisco
KH0505,1,1,0,0,0,0,0,0,1,56,234,0,3,169,35,3,33,0.7988165680473372,0.34911242603550297,9,Unknown,11/24/2015,Incahuasi,Cañete–Pisco
