kfg_id,n_cords,n_pendants,n_leaves,leaf_ratio,depth,mean_branching,branching_cv,branching_entropy,widest_level,balance_score,subtree_size_cv,beh_label,typology_label,geo_zone
KH0034,541,415,427,0.789279112754159,1,0.3036144578313253,1.7090970860616075,0.9814820862477408,0,0.6019478135974814,0.39805218640251855,B2,T2,Nazca & Far South
KH0035,12,12,12,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B5,T1,
KH0036,18,18,18,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B3,T1,
KH0037,15,15,15,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B2,T1,
KH0038,25,25,25,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B3,T1,
KH0039,10,4,7,0.7,2,1.0,1.224744871391589,1.5,0,0.4,0.6,B5,T1,
KH0040,21,21,21,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B3,T1,
KH0041,11,9,10,0.9090909090909091,1,0.2222222222222222,2.82842712474619,0.5032583347756457,0,0.48574052277341995,0.51425947722658,B5,T1,
KH0042,179,108,141,0.7877094972067039,1,0.6574074074074074,1.8183202234024558,1.4836257217598963,0,0.27876683876215436,0.7212331612378456,B3,T1,Central Coast
KH0043,16,16,16,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B5,T1,
KH0044,4,4,4,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B5,T1,
KH0045,12,8,9,0.75,1,0.5,1.4142135623730951,1.2987949406953987,0,0.5285954792089682,0.47140452079103173,B5,T1,
KH0046,38,37,37,0.9736842105263158,1,0.02702702702702703,6.0,0.17925606692832147,0,0.8421052631578947,0.15789473684210525,B3,T1,
KH0047,81,74,74,0.9135802469135802,3,0.06756756756756757,3.714835124201342,0.3567800143839433,0,0.6269643227225152,0.3730356772774847,B4,T1,Central Coast
KH0048,82,78,78,0.9512195121951219,1,0.05128205128205128,4.301162633521314,0.29181825659888583,0,0.7901871886087164,0.20981281139128363,B6,T1,Central Coast
KH0049,367,108,296,0.8065395095367848,1,2.3981481481481484,0.9794705517161626,2.752748707487209,1,0.30876601391148195,0.691233986088518,B3,T2,Nazca & Far South
KH0050,36,36,36,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B3,T1,
KH0051,45,27,27,0.6,3,0.5185185185185185,0.9636241116594317,0.9990102708804813,0,0.5381197846482995,0.4618802153517006,B4,T1,
KH0052,56,32,37,0.6607142857142857,2,0.625,1.0392304845413265,1.3543370204656966,0,0.36112343500006006,0.6388765649999399,B4,T1,
KH0053,14,11,11,0.7857142857142857,3,0.09090909090909091,3.162277660168379,0.43949698692151334,0,0.32236907282106164,0.6776309271789384,B4,T1,
KH0054,29,27,28,0.9655172413793104,1,0.07407407407407407,5.0990195135927845,0.22853814395352803,0,0.6483434818211873,0.35165651817881266,B3,T1,
KH0055,159,100,125,0.7861635220125787,1,0.59,1.762956306388828,1.4821565933140561,0,0.345821244799114,0.654178755200886,B3,T1,
KH0056,53,40,43,0.8113207547169812,1,0.325,2.217466970061473,0.9285270228564532,0,0.4560930073434123,0.5439069926565877,B3,T1,
KH0057,126,80,98,0.7777777777777778,2,0.5,1.8973665961010275,1.3448489824069185,0,0.27070444395808624,0.7292955560419138,B4,T1,
KH0058,189,87,138,0.7301587301587301,1,1.1724137931034482,1.1363248394341776,2.099472237755325,1,0.38674532474980894,0.6132546752501911,B3,T1,
KH0059,80,52,60,0.75,1,0.5384615384615384,1.3850513878332371,1.3346791410515946,0,0.5152320142583672,0.4847679857416328,B2,T1,Cañete–Pisco
KH0060,86,61,66,0.7674418604651163,1,0.4098360655737705,1.5543487382180357,1.1787269834988532,0,0.5481544365645246,0.4518455634354755,B2,T1,Cañete–Pisco
KH0061,370,313,316,0.8540540540540541,1,0.18210862619808307,2.251499961706046,0.7168497528318926,0,0.6531473031966362,0.34685269680336384,B6,T1,
KH0062,45,35,37,0.8222222222222222,1,0.2857142857142857,1.97484176581315,0.9609476580095211,0,0.5611462742637445,0.43885372573625553,B3,T1,Cañete–Pisco
KH0063,49,20,30,0.6122448979591837,1,1.45,0.40654572836384817,1.2344977967946407,1,0.759391303621396,0.240608696378604,B2,T1,Cañete–Pisco
KH0064,20,20,20,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B3,T1,Cañete–Pisco
KH0065,26,21,21,0.8076923076923077,1,0.23809523809523808,1.7888543819998317,0.7918583525674836,0,0.6559895419231093,0.3440104580768907,B6,T1,Cañete–Pisco
KH0066,3,3,3,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B5,T1,Cañete–Pisco
KH0067,11,8,9,0.8181818181818182,1,0.375,1.8559214542766738,1.061278124459133,0,0.49383960337908894,0.5061603966209111,B6,T1,Ica & Paracas
KH0068,589,560,561,0.9524617996604414,1,0.05178571428571429,4.431940065787225,0.2975111986502406,0,0.7817890290189651,0.2182109709810349,B2,T2,
KH0069,38,38,38,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B2,T1,
KH0070,8,8,8,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B5,T1,Nazca & Far South
KH0071,15,15,15,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B3,T1,Nazca & Far South
KH0072,18,9,9,0.5,1,1.0,0.0,0.0,0,1.0,0.0,B3,T1,Nazca & Far South
KH0073,32,16,16,0.5,1,1.0,0.0,0.0,0,1.0,0.0,B3,T1,Nazca & Far South
KH0074,10,9,9,0.9,1,0.1111111111111111,2.82842712474619,0.5032583347756457,0,0.717157287525381,0.282842712474619,B5,T1,Nazca & Far South
KH0075,31,24,26,0.8387096774193549,1,0.2916666666666667,2.3167535343181225,0.8886865525783177,0,0.4768621051539724,0.5231378948460276,B3,T1,Nazca & Far South
KH0076,7,7,7,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B2,T1,Nazca & Far South
KH0077,5,5,5,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B5,T1,Nazca & Far South
KH0078,5,5,5,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B5,T1,Nazca & Far South
KH0079,172,171,171,0.9941860465116279,1,0.005847953216374269,13.038404810405297,0.05179135030455701,0,0.9241953208697367,0.07580467913026336,B3,T1,Nazca & Far South
KH0080,163,143,144,0.8834355828220859,1,0.13986013986013987,2.6201145013147804,0.6047734870305982,0,0.6785135581208858,0.32148644187911424,B3,T1,Nazca & Far South
KH0081,217,216,216,0.9953917050691244,1,0.004629629629629629,14.66287829861518,0.04256591576655208,0,0.9324291322644462,0.06757086773555382,B3,T1,Nazca & Far South
KH0082,1831,1650,1694,0.9251774986346258,2,0.10363636363636364,3.810196209840689,0.47569867489451284,0,0.5962963932954017,0.4037036067045983,B4,T2,Arica & N. Chile
KH0083,591,88,342,0.5786802030456852,5,2.5568181818181817,0.8377158833605627,2.722408468143146,1,0.19910730604960303,0.800892693950397,B4,T2,Chachapoyas
KH0084,405,252,314,0.7753086419753087,3,0.5515873015873016,1.8707664452840123,1.4231092427967313,0,0.09075771306479274,0.9092422869352073,B2,T2,Arica & N. Chile
KH0085,60,36,36,0.6,1,0.6666666666666666,0.7071067811865476,0.9182958340544894,0,0.717157287525381,0.282842712474619,B6,T1,Ica & Paracas
KH0086,25,25,25,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B6,T1,Ica & Paracas
KH0087,96,93,93,0.96875,1,0.03225806451612903,5.477225575051663,0.20559250818508307,0,0.8288367007796356,0.17116329922036447,B3,T1,
KH0088,186,186,186,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B2,T1,
KH0089,16,15,15,0.9375,1,0.06666666666666667,3.7416573867739418,0.3533593350214213,0,0.7661464133266287,0.23385358667337136,B3,T1,
KH0090,33,33,33,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B2,T1,
KH0091,27,27,27,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B3,T1,Nazca & Far South
KH0092,74,74,74,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B3,T1,
KH0093,40,16,28,0.7,1,1.5,0.7453559924999299,1.9746017527145816,1,0.552786404500042,0.447213595499958,B2,T1,
KH0094,8,8,8,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B5,T1,
KH0095,20,6,19,0.95,1,2.3333333333333335,2.23606797749979,0.6500224216483541,1,0.0,1.5652475842498528,B5,T1,
KH0096,3,3,3,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B3,T1,
KH0097,319,319,319,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B3,T1,
KH0098,45,42,42,0.9333333333333333,1,0.07142857142857142,3.605551275463989,0.3712323266408757,0,0.7596299149690674,0.2403700850309326,B6,T1,
KH0100,97,89,89,0.9175257731958762,1,0.0898876404494382,3.1819805153394647,0.43609466429612137,0,0.7375686172915905,0.26243138270840943,B3,T1,
KH0101,95,87,87,0.9157894736842105,1,0.09195402298850575,3.1424512724941334,0.4429586785384854,0,0.7353725244215468,0.2646274755784533,B3,T1,Central Coast
KH0102,35,27,27,0.7714285714285715,1,0.2962962962962963,1.5411035007422442,0.876716288999464,0,0.6477477712589157,0.35225222874108436,B6,T1,
KH0103,58,56,57,0.9827586206896551,1,0.03571428571428571,7.416198487095664,0.1292337748458849,0,0.7442690176863564,0.2557309823136436,B3,T1,
KH0104,89,89,89,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B3,T1,
KH0105,56,56,56,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B3,T1,
KH0106,70,70,70,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B3,T1,
KH0107,51,6,36,0.7058823529411765,2,6.0,0.0,0.0,1,0.8873615167345484,0.11263848326545155,B2,T1,
KH0108,212,146,184,0.8679245283018868,3,0.4315068493150685,3.7279966716285395,0.8934859741487194,0,0.0,1.125808123182756,B4,T1,Central Coast
KH0109,86,77,79,0.9186046511627907,1,0.11688311688311688,3.3701668640229117,0.5179624931548434,0,0.6473081188813232,0.35269188111867683,B3,T1,Central Coast
KH0110,64,64,64,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B2,T1,Central Coast
KH0111,101,80,89,0.8811881188118812,1,0.2625,2.464717008496673,0.7315320233852703,0,0.4875340873422759,0.5124659126577241,B3,T1,Ica & Paracas
KH0112,48,48,48,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B6,T1,Central Coast
KH0113,73,66,66,0.9041095890410958,1,0.10606060606060606,2.9032002047002243,0.4879179925894858,0,0.7216109392753209,0.2783890607246791,B3,T1,Ica & Paracas
KH0114,21,9,12,0.5714285714285714,1,1.3333333333333333,0.3535533905932738,0.9182958340544894,1,0.7979694910895578,0.20203050891044214,B6,T1,Central Coast
KH0115,28,16,16,0.5714285714285714,1,0.75,0.5773502691896257,0.8112781244591328,0,0.7525641703473033,0.24743582965269675,B6,T1,Central Coast
KH0116,20,18,19,0.95,1,0.1111111111111111,4.123105625617661,0.3095434291503252,0,0.587689437438234,0.412310562561766,B6,T1,Central Coast
KH0117,71,43,43,0.6056338028169014,1,0.6511627906976745,0.7319250547113999,0.9330252953592911,0,0.7113534995504338,0.2886465004495662,B6,T1,Ica & Paracas
KH0118,21,21,21,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B6,T1,Central Coast
KH0119,22,12,13,0.5909090909090909,1,0.8333333333333334,0.6633249580710799,1.1887218755408673,0,0.6984886554222364,0.30151134457776363,B3,T1,Ica & Paracas
KH0120,55,50,50,0.9090909090909091,1,0.1,2.9999999999999996,0.46899559358928117,0,0.7272727272727273,0.2727272727272727,B6,T1,Central Coast
KH0121,29,29,29,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B6,T1,Central Coast
KH0122,42,34,35,0.8333333333333334,2,0.20588235294117646,2.290174220268771,0.7870046561900536,0,0.5583991192621093,0.4416008807378907,B4,T1,Ica & Paracas
KH0123,287,287,287,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B6,T1,Ica & Paracas
KH0124,20,20,20,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B3,T1,Central Coast
KH0125,11,7,7,0.6363636363636364,1,0.5714285714285714,0.8660254037844387,0.9852281360342515,0,0.6850816713511132,0.3149183286488868,B6,T1,Central Coast
KH0126,42,42,42,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B1,T1,Central Coast
KH0127,163,163,163,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B3,T1,Ica & Paracas
KH0128,357,339,339,0.9495798319327731,1,0.05309734513274336,4.2229531531066415,0.2994113292359871,0,0.7870779922803374,0.2129220077196626,B3,T1,Ica & Paracas
KH0129,55,55,55,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B6,T1,Ica & Paracas
KH0130,13,13,13,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B5,T1,Ica & Paracas
KH0131,11,11,11,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B3,T1,Ica & Paracas
KH0132,20,15,19,0.95,1,0.3333333333333333,3.7416573867739413,0.3533593350214213,0,0.06458565330651467,0.9354143466934853,B6,T1,Central Coast
KH0133,11,7,7,0.6363636363636364,1,0.5714285714285714,0.8660254037844387,0.9852281360342515,0,0.6850816713511132,0.3149183286488868,B6,T1,Central Coast
KH0134,36,32,32,0.8888888888888888,1,0.125,2.6457513110645907,0.5435644431995964,0,0.7060276321039344,0.2939723678960656,B6,T1,Ica & Paracas
KH0135,281,280,280,0.99644128113879,1,0.0035714285714285713,16.703293088490067,0.034176424086597386,0,0.9405576758416724,0.059442324158327633,B3,T1,Central Coast
KH0136,9,8,8,0.8888888888888888,1,0.125,2.6457513110645907,0.5435644431995964,0,0.7060276321039344,0.2939723678960656,B5,T1,Central Coast
KH0137,94,70,72,0.7659574468085106,1,0.34285714285714286,1.626601774661928,0.9818992181882599,0,0.5846974192352524,0.4153025807647476,B6,T1,Ica & Paracas
KH0138,35,35,35,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B6,T1,Central Coast
KH0139,28,23,24,0.8571428571428571,1,0.21739130434782608,2.33238075793812,0.8076702057269437,0,0.5835034360824787,0.4164965639175214,B6,T1,Central Coast
KH0141,157,104,116,0.7388535031847133,2,0.4230769230769231,1.6614242620451878,1.2226267668807644,0,0.42636248167141655,0.5736375183285835,B4,T1,Ica & Paracas
KH0142,6,6,6,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B5,T1,Nazca & Far South
KH0143,289,269,269,0.9307958477508651,1,0.07434944237918216,3.5284557528754696,0.38194919161722124,0,0.7558162108736699,0.2441837891263301,B3,T1,Nazca & Far South
KH0144,14,14,14,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B6,T1,Ica & Paracas
KH0145,28,16,16,0.5714285714285714,1,0.75,0.5773502691896257,0.8112781244591328,0,0.7525641703473033,0.24743582965269675,B3,T1,Central Coast
KH0147,287,146,146,0.5087108013937283,1,0.9657534246575342,0.18831089428867734,0.21526030434120424,0,0.9074848916560854,0.09251510834391466,B3,T2,Central Coast
KH0148,15,11,13,0.8666666666666667,1,0.36363636363636365,2.4238399287081642,0.8658566174572236,0,0.35364268567782275,0.6463573143221772,B5,T1,Central Coast
KH0149,49,47,47,0.9591836734693877,1,0.0425531914893617,4.743416490252571,0.2538784402981616,0,0.8063911636631604,0.1936088363368396,B6,T1,Central Coast
KH0150,13,13,13,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B5,T1,Central Coast
KH0151,23,22,22,0.9565217391304348,1,0.045454545454545456,4.582575694955841,0.26676498780302604,0,0.8007575784801808,0.19924242151981916,B3,T1,Ica & Paracas
KH0152,285,181,200,0.7017543859649122,2,0.569060773480663,1.1855796133960192,1.3542322058985146,0,0.5616140856383023,0.4383859143616977,B4,T1,Nazca & Far South
KH0153,4,4,4,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B5,T1,Central Coast
KH0154,35,35,35,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B6,T1,Ica & Paracas
KH0155,14,13,13,0.9285714285714286,1,0.07692307692307693,3.464101615137755,0.3912435636292556,0,0.7525641703473032,0.2474358296526968,B6,T1,Central Coast
KH0156,192,182,182,0.9479166666666666,1,0.054945054945054944,4.147288270665546,0.3070428887831223,0,0.7839954025695028,0.21600459743049713,B3,T1,Nazca & Far South
KH0157,20,20,20,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B3,T1,Ica & Paracas
KH0158,18,12,12,0.6666666666666666,1,0.5,1.0,1.0,0,0.6666666666666667,0.3333333333333333,B3,T1,Ica & Paracas
KH0159,30,30,30,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B6,T1,Ica & Paracas
KH0160,62,62,62,1.0,0,0.0,0.0,0.0,0,1.0,0.0,B3,T1,Central Coast
