khipu_id,num_nodes,num_edges,avg_degree,max_degree,density,depth,width,avg_branching,num_roots,num_leaves,has_numeric,has_color,avg_numeric_value,std_numeric_value
1000022,163,162,1.9877300613496933,136,0.006134969325153374,2,136,8.1,1,143,0.8404907975460123,0.9815950920245399,814.1897810218978,9457.964366045404
1000023,573,572,1.9965095986038395,407,0.0017452006980802793,3,406,7.15,1,493,0.5549738219895288,0.9650959860383944,3941630.757861635,19426509.590928633
1000024,574,573,1.9965156794425087,482,0.0017421602787456446,3,472,6.741176470588235,1,489,0.7386759581881533,0.9442508710801394,2350044.337264151,15167877.918053748
1000025,875,874,1.9977142857142858,571,0.001142857142857143,3,570,8.323809523809524,1,770,0.6297142857142857,0.9645714285714285,22613.46279491833,475219.71627285786
1000026,19,18,1.894736842105263,10,0.05263157894736842,2,10,2.0,1,10,0.8947368421052632,0.9473684210526315,6.411764705882353,1.9420675316728444
1000027,21,20,1.9047619047619047,12,0.047619047619047616,2,12,2.2222222222222223,1,12,0.42857142857142855,0.9047619047619048,1.7777777777777777,1.1331154474650633
1000028,22,21,1.9090909090909092,10,0.045454545454545456,2,11,3.0,1,15,0.6363636363636364,0.8636363636363636,1.7857142857142858,1.0809104250301114
1000029,254,253,1.9921259842519685,211,0.003937007874015748,3,201,7.4411764705882355,1,220,0.6377952755905512,0.9803149606299213,768317.561728395,8740417.9328722
1000030,29,28,1.9310344827586208,17,0.034482758620689655,2,17,2.5454545454545454,1,18,0.7931034482758621,0.9655172413793104,4.913043478260869,3.133452651604739
1000031,15,14,1.8666666666666667,14,0.06666666666666667,1,14,14.0,1,14,0.8,0.9333333333333333,5.5,3.304037933599835
1000032,144,143,1.9861111111111112,56,0.006944444444444444,2,87,3.25,1,100,0.9097222222222222,0.9930555555555556,6506260.442748091,23273436.323534664
1000033,69,68,1.9710144927536233,50,0.014492753623188406,2,50,3.5789473684210527,1,50,0.6666666666666666,0.9855072463768116,8.891304347826088,22.888413872591176
1000034,101,100,1.9801980198019802,68,0.009900990099009901,2,65,3.125,1,69,0.9702970297029703,0.9801980198019802,11348.959183673469,111663.92023113863
1000035,37,36,1.945945945945946,18,0.02702702702702703,2,18,1.894736842105263,1,18,0.7837837837837838,0.9459459459459459,4.689655172413793,2.805210033022447
1000036,21,20,1.9047619047619047,20,0.047619047619047616,1,20,20.0,1,20,0.9523809523809523,0.9523809523809523,8.35,23.622605698779292
1000037,38,37,1.9473684210526316,28,0.02631578947368421,2,27,6.166666666666667,1,32,0.9210526315789473,0.9473684210526315,31751.485714285714,185109.48804784563
1000038,6,5,1.6666666666666667,3,0.16666666666666666,2,3,1.6666666666666667,1,3,0.6666666666666666,0.8333333333333334,2.25,1.299038105676658
1000039,65,64,1.9692307692307693,64,0.015384615384615385,1,64,64.0,1,64,0.7230769230769231,0.9846153846153847,2.7872340425531914,1.9562901300378879
1000040,102,101,1.9803921568627452,80,0.00980392156862745,2,80,7.769230769230769,1,89,0.5588235294117647,0.9901960784313726,5268.421052631579,20508.19079410166
1000041,49,48,1.9591836734693877,48,0.02040816326530612,1,48,48.0,1,48,0.9795918367346939,0.9795918367346939,64569.770833333336,223883.0733470077
1000042,74,73,1.972972972972973,66,0.013513513513513514,2,66,9.125,1,66,0.9324324324324325,0.9864864864864865,185535.30434782608,1331764.4879537027
1000043,22,21,1.9090909090909092,9,0.045454545454545456,2,12,2.1,1,12,0.9545454545454546,0.9545454545454546,2677492.4285714286,4714768.11228378
1000044,29,28,1.9310344827586208,16,0.034482758620689655,2,16,2.1538461538461537,1,16,0.9655172413793104,0.9655172413793104,4183132.464285714,20582534.738272034
1000045,315,314,1.9936507936507937,266,0.0031746031746031746,2,266,8.486486486486486,1,278,0.6571428571428571,0.9968253968253968,2913424.347826087,17075658.99037067
1000046,21,20,1.9047619047619047,18,0.047619047619047616,2,18,10.0,1,19,0.9523809523809523,0.9523809523809523,19010.1,38926.58749094248
1000047,72,71,1.9722222222222223,43,0.013888888888888888,2,43,2.4482758620689653,1,43,0.9444444444444444,0.9861111111111112,9589496.661764706,28818252.9686928
1000048,22,21,1.9090909090909092,21,0.045454545454545456,1,21,21.0,1,21,0.9545454545454546,0.9545454545454546,2971757.095238095,4713157.605265567
1000049,23,22,1.9130434782608696,12,0.043478260869565216,2,12,2.2,1,13,0.8695652173913043,0.9565217391304348,11682.35,33231.27598253639
1000050,55,54,1.9636363636363636,49,0.01818181818181818,2,49,9.0,1,49,0.7818181818181819,0.9818181818181818,5471266.5813953485,23391984.1854654
1000051,30,29,1.9333333333333333,29,0.03333333333333333,1,29,29.0,1,29,0.8666666666666667,0.9666666666666667,864252.0384615385,2958158.8403608743
1000052,43,42,1.9534883720930232,34,0.023255813953488372,3,34,5.25,1,35,0.7209302325581395,0.9767441860465116,2.6451612903225805,1.5564307202341703
1000053,288,287,1.9930555555555556,287,0.003472222222222222,1,287,287.0,1,287,0.7881944444444444,0.9965277777777778,2246166.806167401,14671842.110597812
1000054,21,20,1.9047619047619047,20,0.047619047619047616,1,20,20.0,1,20,0.9047619047619048,0.9523809523809523,590648.7368421053,2479820.4727721266
1000055,12,11,1.8333333333333333,7,0.08333333333333333,2,7,2.2,1,7,0.9166666666666666,0.9166666666666666,113455.09090909091,350647.7062254558
1000056,43,42,1.9534883720930232,42,0.023255813953488372,1,42,42.0,1,42,0.023255813953488372,0.9534883720930233,1.0,0.0
1000057,164,163,1.9878048780487805,163,0.006097560975609756,1,163,163.0,1,163,0.676829268292683,0.9939024390243902,4675987.774774775,20730788.6513218
1000058,54,53,1.962962962962963,35,0.018518518518518517,2,35,3.1176470588235294,1,37,0.9629629629629629,0.9814814814814815,21394.153846153848,152592.07645302414
1000059,16,15,1.875,13,0.0625,2,13,5.0,1,13,0.9375,0.9375,7419.933333333333,27713.953685142475
1000060,28,27,1.9285714285714286,13,0.03571428571428571,3,13,1.9285714285714286,1,14,0.9285714285714286,0.9642857142857143,4273508.884615385,21367521.02307729
1000061,8,7,1.75,4,0.125,3,3,2.3333333333333335,1,5,0.625,0.875,22228.0,44442.00009900545
1000062,8,7,1.75,4,0.125,3,3,2.3333333333333335,1,5,0.75,0.875,18524.0,41406.612483193225
1000063,358,357,1.994413407821229,339,0.002793296089385475,2,339,18.789473684210527,1,339,0.4888268156424581,0.9972067039106145,795425.4514285715,8447508.48218552
