kfg_id,parent_name,parent_val,children_sum,n_children,n_nonzero_children,n_zero_children,children_mean,children_max,ratio,compliance_class
KH0228,p4,0,4,1,1,0,4.0,4,,trivial_parent_zero
KH0228,p43,6,9,1,1,0,9.0,9,1.5,partial_supra
KH0228,p44,0,8,1,1,0,8.0,8,,trivial_parent_zero
KH0228,p45,50,13,2,2,0,6.5,11,0.26,sub
KH0228,p47,4,4,1,1,0,4.0,4,1.0,compliant
KH0228,p5,0,6,1,1,0,6.0,6,,trivial_parent_zero
KH0228,p50,1,8,1,1,0,8.0,8,8.0,supra
KH0228,p52,5,5,1,1,0,5.0,5,1.0,compliant
KH0228,p6,7,3,1,1,0,3.0,3,0.42857142857142855,sub
KH0228,p66,4,4,1,1,0,4.0,4,1.0,compliant
KH0228,p68,2,2,1,1,0,2.0,2,1.0,compliant
KH0228,p73,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0228,p75,10,16,1,1,0,16.0,16,1.6,supra
KH0228,p76,50,1,1,1,0,1.0,1,0.02,children_all_zero
KH0228,p78,3,0,1,0,1,0.0,0,0.0,children_all_zero
KH0228,p81,3,5,1,1,0,5.0,5,1.6666666666666667,supra
KH0228,p82,3,1,1,1,0,1.0,1,0.3333333333333333,sub
KH0228,p83,6,1,1,1,0,1.0,1,0.16666666666666666,sub
KH0228,p85,3,1,1,1,0,1.0,1,0.3333333333333333,sub
KH0228,p88,3,2,1,1,0,2.0,2,0.6666666666666666,partial_sub
KH0228,p91,41,3,1,1,0,3.0,3,0.07317073170731707,sub
KH0228,p96,6,4,1,1,0,4.0,4,0.6666666666666666,partial_sub
KH0229,p1,138,15,2,2,0,7.5,13,0.10869565217391304,sub
KH0229,p10,158,23,2,2,0,11.5,21,0.14556962025316456,sub
KH0229,p11,267,30,2,2,0,15.0,28,0.11235955056179775,sub
KH0229,p12,323,28,1,1,0,28.0,28,0.08668730650154799,sub
KH0229,p13,221,22,2,1,1,11.0,22,0.09954751131221719,sub
KH0229,p14,178,26,1,1,0,26.0,26,0.14606741573033707,sub
KH0229,p15,296,43,2,2,0,21.5,41,0.14527027027027026,sub
KH0229,p16,188,10,1,1,0,10.0,10,0.05319148936170213,sub
KH0229,p17,1216,181,3,2,1,60.333333333333336,124,0.14884868421052633,sub
KH0229,p19,549,2,1,1,0,2.0,2,0.0036429872495446266,children_all_zero
KH0229,p2,123,1,2,1,1,0.5,1,0.008130081300813009,children_all_zero
KH0229,p20,549,10,1,1,0,10.0,10,0.018214936247723135,children_all_zero
KH0229,p21,701,19,1,1,0,19.0,19,0.02710413694721826,children_all_zero
KH0229,p22,421,260,3,3,0,86.66666666666667,257,0.6175771971496437,partial_sub
KH0229,p23,374,274,2,2,0,137.0,270,0.732620320855615,partial_sub
KH0229,p24,1780,14,1,1,0,14.0,14,0.007865168539325843,children_all_zero
KH0229,p25,977,297,4,4,0,74.25,268,0.3039918116683726,sub
KH0229,p26,2493,15,1,1,0,15.0,15,0.006016847172081829,children_all_zero
KH0229,p3,215,27,3,2,1,9.0,25,0.12558139534883722,sub
KH0229,p31,736,0,1,0,1,0.0,0,0.0,children_all_zero
KH0229,p32,680,30,1,1,0,30.0,30,0.04411764705882353,children_all_zero
KH0229,p33,887,100,3,2,1,33.333333333333336,52,0.11273957158962795,sub
KH0229,p35,2265,351,5,5,0,70.2,260,0.15496688741721854,sub
KH0229,p36,1776,7,1,1,0,7.0,7,0.003941441441441441,children_all_zero
KH0229,p37,804,2,1,1,0,2.0,2,0.0024875621890547263,children_all_zero
KH0229,p38,810,33,2,2,0,16.5,23,0.040740740740740744,children_all_zero
KH0229,p39,1076,57,2,2,0,28.5,38,0.05297397769516728,sub
KH0229,p4,180,27,2,2,0,13.5,26,0.15,sub
KH0229,p40,1137,21,3,3,0,7.0,17,0.018469656992084433,children_all_zero
KH0229,p41,966,11,3,3,0,3.6666666666666665,6,0.011387163561076604,children_all_zero
KH0229,p42,2593,96,2,2,0,48.0,82,0.03702275356729657,children_all_zero
KH0229,p43,1833,64,3,3,0,21.333333333333332,33,0.03491543917075832,children_all_zero
KH0229,p44,170,34,3,3,0,11.333333333333334,18,0.2,sub
KH0229,p45,45,7,1,1,0,7.0,7,0.15555555555555556,sub
KH0229,p47,4074,56,2,2,0,28.0,41,0.013745704467353952,children_all_zero
KH0229,p5,186,19,1,1,0,19.0,19,0.10215053763440861,sub
KH0229,p54,1532,0,1,0,1,0.0,0,0.0,children_all_zero
KH0229,p55,856,0,1,0,1,0.0,0,0.0,children_all_zero
KH0229,p56,6569,43,2,2,0,21.5,33,0.006545897396864058,children_all_zero
KH0229,p6,421,87,2,2,0,43.5,85,0.20665083135391923,sub
KH0229,p7,483,36,5,2,3,7.2,34,0.07453416149068323,sub
KH0229,p8,555,181,3,3,0,60.333333333333336,110,0.3261261261261261,sub
KH0229,p9,128,26,2,2,0,13.0,22,0.203125,sub
KH0230,p11,26,4,1,1,0,4.0,4,0.15384615384615385,sub
KH0230,p12,8,4,1,1,0,4.0,4,0.5,partial_sub
KH0230,p13,4,2,1,1,0,2.0,2,0.5,partial_sub
KH0230,p19,8,3,1,1,0,3.0,3,0.375,sub
KH0230,p20,24,0,1,0,1,0.0,0,0.0,children_all_zero
KH0230,p25,6,8,1,1,0,8.0,8,1.3333333333333333,partial_supra
KH0230,p26,24,0,1,0,1,0.0,0,0.0,children_all_zero
KH0230,p5,24,10,1,1,0,10.0,10,0.4166666666666667,sub
KH0230,p6,11,4,1,1,0,4.0,4,0.36363636363636365,sub
KH0231,p1,23,7,1,1,0,7.0,7,0.30434782608695654,sub
KH0231,p10,23,0,1,0,1,0.0,0,0.0,children_all_zero
KH0231,p11,0,0,1,0,1,0.0,0,,trivial_parent_zero
KH0231,p12,2,1,1,1,0,1.0,1,0.5,partial_sub
KH0231,p13,1,0,1,0,1,0.0,0,0.0,children_all_zero
KH0231,p14,0,0,1,0,1,0.0,0,,trivial_parent_zero
KH0231,p15,5,1,1,1,0,1.0,1,0.2,sub
KH0231,p16,2,0,1,0,1,0.0,0,0.0,children_all_zero
KH0231,p17,1,0,1,0,1,0.0,0,0.0,children_all_zero
KH0231,p18,2,0,1,0,1,0.0,0,0.0,children_all_zero
KH0231,p2,0,0,1,0,1,0.0,0,,trivial_parent_zero
KH0231,p3,4,1,1,1,0,1.0,1,0.25,sub
KH0231,p4,1,1,1,1,0,1.0,1,1.0,compliant
KH0231,p5,0,0,1,0,1,0.0,0,,trivial_parent_zero
KH0231,p6,1,0,1,0,1,0.0,0,0.0,children_all_zero
KH0231,p7,2,0,1,0,1,0.0,0,0.0,children_all_zero
KH0231,p8,7,2,1,1,0,2.0,2,0.2857142857142857,sub
KH0231,p9,4,0,1,0,1,0.0,0,0.0,children_all_zero
KH0232,p11,19,7,1,1,0,7.0,7,0.3684210526315789,sub
KH0232,p12,8,1,1,1,0,1.0,1,0.125,sub
KH0232,p16,24,6,1,1,0,6.0,6,0.25,sub
KH0232,p17,6,2,1,1,0,2.0,2,0.3333333333333333,sub
KH0232,p21,12,6,1,1,0,6.0,6,0.5,partial_sub
KH0232,p22,6,2,1,1,0,2.0,2,0.3333333333333333,sub
KH0232,p26,7,2,1,1,0,2.0,2,0.2857142857142857,sub
KH0232,p27,8,1,1,1,0,1.0,1,0.125,sub
KH0232,p40,4,2,1,1,0,2.0,2,0.5,partial_sub
KH0232,p41,6,1,1,1,0,1.0,1,0.16666666666666666,sub
KH0232,p42,4,7,1,1,0,7.0,7,1.75,supra
KH0232,p43,3,2,1,1,0,2.0,2,0.6666666666666666,partial_sub
KH0232,p44,3,2,1,1,0,2.0,2,0.6666666666666666,partial_sub
KH0232,p45,19,1,1,1,0,1.0,1,0.05263157894736842,sub
KH0232,p46,9,3,1,1,0,3.0,3,0.3333333333333333,sub
KH0232,p47,8,7,1,1,0,7.0,7,0.875,partial_sub
KH0232,p48,6,3,1,1,0,3.0,3,0.5,partial_sub
KH0232,p49,11,3,1,1,0,3.0,3,0.2727272727272727,sub
KH0232,p5,18,3,1,1,0,3.0,3,0.16666666666666666,sub
KH0232,p51,5,1,1,1,0,1.0,1,0.2,sub
KH0232,p53,2,1,1,1,0,1.0,1,0.5,partial_sub
KH0232,p54,4,1,1,1,0,1.0,1,0.25,sub
KH0232,p55,4,2,2,2,0,1.0,1,0.5,partial_sub
KH0232,p57,4,1,1,1,0,1.0,1,0.25,sub
KH0232,p59,5,3,1,1,0,3.0,3,0.6,partial_sub
KH0232,p6,9,0,1,0,1,0.0,0,0.0,children_all_zero
KH0232,p60,2,2,1,1,0,2.0,2,1.0,compliant
KH0232,p62,2,1,1,1,0,1.0,1,0.5,partial_sub
KH0232,p64,1,2,1,1,0,2.0,2,2.0,supra
KH0232,p66,4,1,1,1,0,1.0,1,0.25,sub
KH0232,p67,1,1,1,1,0,1.0,1,1.0,compliant
KH0233,p1,16,4,1,1,0,4.0,4,0.25,sub
KH0233,p10,10,0,1,0,1,0.0,0,0.0,children_all_zero
KH0233,p11,12,0,1,0,1,0.0,0,0.0,children_all_zero
KH0233,p12,11,11,1,1,0,11.0,11,1.0,compliant
KH0233,p13,15,5,1,1,0,5.0,5,0.3333333333333333,sub
KH0233,p14,10,6,1,1,0,6.0,6,0.6,partial_sub
KH0233,p15,9,9,1,1,0,9.0,9,1.0,compliant
KH0233,p16,10,6,1,1,0,6.0,6,0.6,partial_sub
KH0233,p17,13,8,1,1,0,8.0,8,0.6153846153846154,partial_sub
KH0233,p18,8,10,1,1,0,10.0,10,1.25,partial_supra
KH0233,p2,8,9,1,1,0,9.0,9,1.125,partial_supra
KH0233,p3,16,5,1,1,0,5.0,5,0.3125,sub
KH0233,p4,8,7,1,1,0,7.0,7,0.875,partial_sub
KH0233,p5,14,2,1,1,0,2.0,2,0.14285714285714285,sub
KH0233,p6,6,0,1,0,1,0.0,0,0.0,children_all_zero
KH0233,p7,10,0,1,0,1,0.0,0,0.0,children_all_zero
KH0233,p8,0,0,1,0,1,0.0,0,,trivial_parent_zero
KH0233,p9,10,0,1,0,1,0.0,0,0.0,children_all_zero
KH0235,p11,76,19,3,3,0,6.333333333333333,13,0.25,sub
KH0235,p18,5,10,1,1,0,10.0,10,2.0,supra
KH0235,p6,14,10,2,1,1,5.0,10,0.7142857142857143,partial_sub
KH0235,p7,7,3,1,1,0,3.0,3,0.42857142857142855,sub
KH0235,p8,37,2,2,1,1,1.0,2,0.05405405405405406,sub
KH0236,p1,0,4,1,1,0,4.0,4,,trivial_parent_zero
KH0236,p2,1,4,2,2,0,2.0,3,4.0,supra
KH0237,p1,0,40,17,17,0,2.3529411764705883,5,,trivial_parent_zero
KH0237,p104,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0237,p122,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0237,p124,392,7,1,1,0,7.0,7,0.017857142857142856,children_all_zero
KH0237,p151,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0237,p152,27,1,1,1,0,1.0,1,0.037037037037037035,children_all_zero
KH0237,p153,4501,1,1,1,0,1.0,1,0.00022217285047767163,children_all_zero
KH0237,p162,1,0,1,0,1,0.0,0,0.0,children_all_zero
KH0237,p168,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0237,p175,21,1,1,1,0,1.0,1,0.047619047619047616,children_all_zero
KH0237,p182,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0237,p185,112,0,1,0,1,0.0,0,0.0,children_all_zero
KH0237,p19,1021,3,1,1,0,3.0,3,0.002938295788442703,children_all_zero
KH0237,p1s6,1,3,2,2,0,1.5,2,3.0,supra
KH0237,p1s8,1,2,1,1,0,2.0,2,2.0,supra
KH0237,p202,907,4,2,2,0,2.0,2,0.004410143329658214,children_all_zero
KH0237,p22,1,1,1,1,0,1.0,1,1.0,compliant
KH0237,p226,0,0,1,0,1,0.0,0,,trivial_parent_zero
KH0237,p230,0,223,16,6,10,13.9375,106,,trivial_parent_zero
KH0237,p232,0,2501,20,11,9,125.05,1368,,trivial_parent_zero
KH0237,p232s12,1,1,1,1,0,1.0,1,1.0,compliant
KH0237,p232s13,84,2,1,1,0,2.0,2,0.023809523809523808,children_all_zero
KH0237,p232s15,20,2,1,1,0,2.0,2,0.1,sub
KH0237,p232s17,657,198,2,2,0,99.0,194,0.3013698630136986,sub
KH0237,p232s18,353,67,1,1,0,67.0,67,0.18980169971671387,sub
KH0237,p232s19,1368,242,2,2,0,121.0,240,0.17690058479532164,sub
KH0237,p232s20,7,2,1,1,0,2.0,2,0.2857142857142857,sub
KH0237,p232s5,4,2,2,2,0,1.0,1,0.5,partial_sub
KH0237,p232s6,2,1,1,1,0,1.0,1,0.5,partial_sub
KH0237,p232s9,4,3,1,1,0,3.0,3,0.75,partial_sub
KH0237,p237,323,46,1,1,0,46.0,46,0.14241486068111456,sub
KH0237,p242,110,5,1,1,0,5.0,5,0.045454545454545456,children_all_zero
KH0237,p247,396,10,1,1,0,10.0,10,0.025252525252525252,children_all_zero
KH0237,p251,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0237,p265,1,10,1,1,0,10.0,10,10.0,supra
KH0237,p27,2,1,1,1,0,1.0,1,0.5,partial_sub
KH0237,p272,456,3,1,1,0,3.0,3,0.006578947368421052,children_all_zero
KH0237,p282,389,1,1,1,0,1.0,1,0.002570694087403599,children_all_zero
KH0237,p301,0,2114,21,21,0,100.66666666666667,600,,trivial_parent_zero
KH0237,p303,1,1,1,1,0,1.0,1,1.0,compliant
KH0237,p306,177,2,1,1,0,2.0,2,0.011299435028248588,children_all_zero
KH0237,p31,3,2,1,1,0,2.0,2,0.6666666666666666,partial_sub
KH0237,p320,1,1,1,1,0,1.0,1,1.0,compliant
KH0237,p321,1,1,1,1,0,1.0,1,1.0,compliant
KH0237,p322,52,17,1,1,0,17.0,17,0.3269230769230769,sub
KH0237,p331,1,1,1,1,0,1.0,1,1.0,compliant
KH0237,p332,57,6,1,1,0,6.0,6,0.10526315789473684,sub
KH0237,p337,1,1,1,1,0,1.0,1,1.0,compliant
KH0237,p35,28,1,1,1,0,1.0,1,0.03571428571428571,children_all_zero
KH0237,p356,1004,87,1,1,0,87.0,87,0.08665338645418327,sub
KH0237,p358,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0237,p37,1,5,1,1,0,5.0,5,5.0,supra
KH0237,p373,1000,2463,1,1,0,2463.0,2463,2.463,supra
KH0237,p376,7,4,2,2,0,2.0,2,0.5714285714285714,partial_sub
KH0237,p377,15,3,2,2,0,1.5,2,0.2,sub
KH0237,p377s1,2,4,1,1,0,4.0,4,2.0,supra
KH0237,p378,279,4,2,2,0,2.0,3,0.014336917562724014,children_all_zero
KH0237,p379,199,5489,1,1,0,5489.0,5489,27.582914572864322,supra
KH0237,p384,105,700,1,1,0,700.0,700,6.666666666666667,supra
KH0237,p388,50,2,2,1,1,1.0,2,0.04,children_all_zero
KH0237,p389,5490,2400,1,1,0,2400.0,2400,0.4371584699453552,sub
KH0237,p39,760,19,1,1,0,19.0,19,0.025,children_all_zero
KH0237,p392,1,1,1,1,0,1.0,1,1.0,compliant
KH0237,p394,8,11,4,4,0,2.75,8,1.375,partial_supra
KH0237,p395,404,3,1,1,0,3.0,3,0.007425742574257425,children_all_zero
KH0237,p397,1,2,1,1,0,2.0,2,2.0,supra
KH0237,p398,0,0,3,0,3,0.0,0,,trivial_parent_zero
KH0237,p49,3,2,2,2,0,1.0,1,0.6666666666666666,partial_sub
KH0237,p53,2,11,2,2,0,5.5,10,5.5,supra
KH0237,p53s2,10,1,1,1,0,1.0,1,0.1,sub
KH0237,p57,2,195,1,1,0,195.0,195,97.5,supra
KH0237,p57s1,195,1,1,1,0,1.0,1,0.005128205128205128,children_all_zero
KH0237,p61,3834,5,1,1,0,5.0,5,0.0013041210224308817,children_all_zero
KH0237,p62,751,3,1,1,0,3.0,3,0.0039946737683089215,children_all_zero
KH0237,p63,4122,1,1,1,0,1.0,1,0.00024260067928190198,children_all_zero
KH0237,p64,6,1,1,1,0,1.0,1,0.16666666666666666,sub
KH0237,p7,2,1,1,1,0,1.0,1,0.5,partial_sub
KH0237,p89,3101,2,1,1,0,2.0,2,0.0006449532408900354,children_all_zero
KH0237,p99,4005,1,1,1,0,1.0,1,0.00024968789013732833,children_all_zero
KH0238,p16,829,1261,1,1,0,1261.0,1261,1.5211097708082026,supra
KH0238,p32,8817,1394,1,1,0,1394.0,1394,0.15810366337756607,sub
KH0238,p35,57,2,1,1,0,2.0,2,0.03508771929824561,children_all_zero
KH0238,p36,22,0,1,0,1,0.0,0,0.0,children_all_zero
KH0238,p37,45,8,1,1,0,8.0,8,0.17777777777777778,sub
KH0238,p38,150,51,1,1,0,51.0,51,0.34,sub
KH0238,p39,117,26,1,1,0,26.0,26,0.2222222222222222,sub
KH0238,p40,52,0,1,0,1,0.0,0,0.0,children_all_zero
KH0238,p41,44,0,1,0,1,0.0,0,0.0,children_all_zero
KH0238,p42,7,1,1,1,0,1.0,1,0.14285714285714285,sub
KH0238,p43,315,58,1,1,0,58.0,58,0.18412698412698414,sub
KH0238,p44,202,22,1,1,0,22.0,22,0.10891089108910891,sub
KH0238,p45,140,13,1,1,0,13.0,13,0.09285714285714286,sub
KH0238,p46,76,10,1,1,0,10.0,10,0.13157894736842105,sub
KH0238,p47,133,15,1,1,0,15.0,15,0.11278195488721804,sub
KH0238,p48,52,18,1,1,0,18.0,18,0.34615384615384615,sub
KH0238,p49,17,2,1,1,0,2.0,2,0.11764705882352941,sub
KH0238,p50,9,8,1,1,0,8.0,8,0.8888888888888888,partial_sub
KH0238,p51,7,0,1,0,1,0.0,0,0.0,children_all_zero
KH0238,p52,41,4,1,1,0,4.0,4,0.0975609756097561,sub
KH0238,p53,45,10,1,1,0,10.0,10,0.2222222222222222,sub
KH0238,p54,15,1,1,1,0,1.0,1,0.06666666666666667,sub
KH0238,p55,10,2,1,1,0,2.0,2,0.2,sub
KH0238,p56,243,26,4,4,0,6.5,20,0.10699588477366255,sub
KH0238,p56s4,3,2,1,1,0,2.0,2,0.6666666666666666,partial_sub
KH0238,p57,1493,19,3,3,0,6.333333333333333,10,0.012726054922973878,children_all_zero
KH0238,p58,22,8,1,1,0,8.0,8,0.36363636363636365,sub
KH0238,p58s1,8,3,1,1,0,3.0,3,0.375,sub
KH0238,p59,44,106,2,2,0,53.0,91,2.409090909090909,supra
KH0238,p60,341,584,2,2,0,292.0,564,1.7126099706744868,supra
KH0238,p60s2,564,313,1,1,0,313.0,313,0.5549645390070922,partial_sub
KH0238,p63,12,2,1,1,0,2.0,2,0.16666666666666666,sub
KH0238,p67,8,12,2,2,0,6.0,10,1.5,partial_supra
KH0238,p68,53,150,1,1,0,150.0,150,2.830188679245283,supra
KH0238,p72,1455,26,1,1,0,26.0,26,0.017869415807560136,children_all_zero
KH0238,p72s1,26,62,1,1,0,62.0,62,2.3846153846153846,supra
KH0239,p100,0,1,5,1,4,0.2,1,,trivial_parent_zero
KH0239,p100s2,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p100s3,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p101,2,1,1,1,0,1.0,1,0.5,partial_sub
KH0239,p106,2,8,3,2,1,2.6666666666666665,5,4.0,supra
KH0239,p107,3,12,7,6,1,1.7142857142857142,4,4.0,supra
KH0239,p107s4,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p107s5,4,3,3,3,0,1.0,1,0.75,partial_sub
KH0239,p109,1,1,1,1,0,1.0,1,1.0,compliant
KH0239,p111,0,2,2,2,0,1.0,1,,trivial_parent_zero
KH0239,p112,1,0,1,0,1,0.0,0,0.0,children_all_zero
KH0239,p112s1,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p112s1s1,1,0,1,0,1,0.0,0,0.0,children_all_zero
KH0239,p114,2,1,1,1,0,1.0,1,0.5,partial_sub
KH0239,p115,1,2,2,2,0,1.0,1,2.0,supra
KH0239,p116,0,16,3,3,0,5.333333333333333,9,,trivial_parent_zero
KH0239,p117,6,3,6,2,4,0.5,2,0.5,partial_sub
KH0239,p117s3,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p117s4,0,2,1,1,0,2.0,2,,trivial_parent_zero
KH0239,p117s5,1,1,1,1,0,1.0,1,1.0,compliant
KH0239,p118,1,2,1,1,0,2.0,2,2.0,supra
KH0239,p120,0,3,4,3,1,0.75,1,,trivial_parent_zero
KH0239,p120s2,1,1,1,1,0,1.0,1,1.0,compliant
KH0239,p120s4,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p126,1,10,4,3,1,2.5,6,10.0,supra
KH0239,p127,3,8,5,4,1,1.6,4,2.6666666666666665,supra
KH0239,p129,11,3,2,2,0,1.5,2,0.2727272727272727,sub
KH0239,p135,0,2,1,1,0,2.0,2,,trivial_parent_zero
KH0239,p137,0,2,4,2,2,0.5,1,,trivial_parent_zero
KH0239,p137s1,1,1,1,1,0,1.0,1,1.0,compliant
KH0239,p144,2,7,8,6,2,0.875,2,3.5,supra
KH0239,p144s2,0,0,1,0,1,0.0,0,,trivial_parent_zero
KH0239,p144s2s1,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p144s4,1,2,2,2,0,1.0,1,2.0,supra
KH0239,p146,0,4,4,4,0,1.0,1,,trivial_parent_zero
KH0239,p147,1,1,2,1,1,0.5,1,1.0,compliant
KH0239,p147s2,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p149,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p15,1,17,3,3,0,5.666666666666667,10,17.0,supra
KH0239,p150,0,2,1,1,0,2.0,2,,trivial_parent_zero
KH0239,p150s1,2,1,1,1,0,1.0,1,0.5,partial_sub
KH0239,p150s1s1,1,1,1,1,0,1.0,1,1.0,compliant
KH0239,p152,0,0,1,0,1,0.0,0,,trivial_parent_zero
KH0239,p153,2,6,4,2,2,1.5,5,3.0,supra
KH0239,p153s1,5,1,1,1,0,1.0,1,0.2,sub
KH0239,p154,2,3,6,1,5,0.5,3,1.5,partial_supra
KH0239,p154s3,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p154s4,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p154s4s1,1,1,1,1,0,1.0,1,1.0,compliant
KH0239,p155,0,3,2,2,0,1.5,2,,trivial_parent_zero
KH0239,p156,0,2,2,2,0,1.0,1,,trivial_parent_zero
KH0239,p157,0,0,3,0,3,0.0,0,,trivial_parent_zero
KH0239,p157s3,0,2,2,2,0,1.0,1,,trivial_parent_zero
KH0239,p158,0,2,2,2,0,1.0,1,,trivial_parent_zero
KH0239,p16,1,11,7,3,4,1.5714285714285714,6,11.0,supra
KH0239,p160,1,0,1,0,1,0.0,0,0.0,children_all_zero
KH0239,p162,0,2,1,1,0,2.0,2,,trivial_parent_zero
KH0239,p163,1,5,3,3,0,1.6666666666666667,3,5.0,supra
KH0239,p164,4,3,6,2,4,0.5,2,0.75,partial_sub
KH0239,p164s2,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p166,0,2,1,1,0,2.0,2,,trivial_parent_zero
KH0239,p16s4,1,1,1,1,0,1.0,1,1.0,compliant
KH0239,p17,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p172,1,1,1,1,0,1.0,1,1.0,compliant
KH0239,p173,2,8,3,3,0,2.6666666666666665,4,4.0,supra
KH0239,p173s1,4,1,1,1,0,1.0,1,0.25,sub
KH0239,p174,6,4,6,2,4,0.6666666666666666,3,0.6666666666666666,partial_sub
KH0239,p174s3,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p174s4,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p176,0,2,1,1,0,2.0,2,,trivial_parent_zero
KH0239,p177,0,1,4,1,3,0.25,1,,trivial_parent_zero
KH0239,p177s2,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p177s3,1,1,1,1,0,1.0,1,1.0,compliant
KH0239,p177s4,0,10,1,1,0,10.0,10,,trivial_parent_zero
KH0239,p178,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p18,0,5,1,1,0,5.0,5,,trivial_parent_zero
KH0239,p183,0,8,4,4,0,2.0,4,,trivial_parent_zero
KH0239,p184,4,3,5,2,3,0.6,2,0.75,partial_sub
KH0239,p184s3,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p187,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p19,0,2,4,2,2,0.5,1,,trivial_parent_zero
KH0239,p192,0,2,1,1,0,2.0,2,,trivial_parent_zero
KH0239,p193,0,6,4,3,1,1.5,3,,trivial_parent_zero
KH0239,p193s1,3,2,1,1,0,2.0,2,0.6666666666666666,partial_sub
KH0239,p193s2,2,2,1,1,0,2.0,2,1.0,compliant
KH0239,p194,2,3,6,2,4,0.5,2,1.5,partial_supra
KH0239,p194s3,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p197,0,2,4,2,2,0.5,1,,trivial_parent_zero
KH0239,p197s2,1,1,1,1,0,1.0,1,1.0,compliant
KH0239,p197s4,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p20,2,1,1,1,0,1.0,1,0.5,partial_sub
KH0239,p203,2,3,3,2,1,1.0,2,1.5,partial_supra
KH0239,p204,0,5,6,4,2,0.8333333333333334,2,,trivial_parent_zero
KH0239,p204s1,1,1,1,1,0,1.0,1,1.0,compliant
KH0239,p204s4,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p204s5,1,1,1,1,0,1.0,1,1.0,compliant
KH0239,p206,1,1,1,1,0,1.0,1,1.0,compliant
KH0239,p206s1,1,1,1,1,0,1.0,1,1.0,compliant
KH0239,p207,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p207s1,1,2,1,1,0,2.0,2,2.0,supra
KH0239,p208,0,2,1,1,0,2.0,2,,trivial_parent_zero
KH0239,p209,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p212,0,0,1,0,1,0.0,0,,trivial_parent_zero
KH0239,p212s1,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p213,2,11,4,4,0,2.75,6,5.5,supra
KH0239,p214,1,5,5,2,3,1.0,4,5.0,supra
KH0239,p214s3,4,0,1,0,1,0.0,0,0.0,children_all_zero
KH0239,p214s4,1,0,1,0,1,0.0,0,0.0,children_all_zero
KH0239,p215,0,3,1,1,0,3.0,3,,trivial_parent_zero
KH0239,p216,1,4,1,1,0,4.0,4,4.0,supra
KH0239,p217,0,0,4,0,4,0.0,0,,trivial_parent_zero
KH0239,p222,1,1,1,1,0,1.0,1,1.0,compliant
KH0239,p223,5,11,4,4,0,2.75,5,2.2,supra
KH0239,p224,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p230,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p231,1,9,3,3,0,3.0,4,9.0,supra
KH0239,p232,1,8,5,2,3,1.6,7,8.0,supra
KH0239,p232s1,0,0,1,0,1,0.0,0,,trivial_parent_zero
KH0239,p233,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p234,0,3,1,1,0,3.0,3,,trivial_parent_zero
KH0239,p235,0,2,5,2,3,0.4,1,,trivial_parent_zero
KH0239,p236,0,1,1,1,0,1.0,1,,trivial_parent_zero
KH0239,p241,1,9,4,3,1,2.25,5,9.0,supra
KH0239,p242,1,2,4,2,2,0.5,1,2.0,supra
KH0239,p242s3,0,2,1,1,0,2.0,2,,trivial_parent_zero
KH0239,p249,0,10,3,3,0,3.3333333333333335,7,,trivial_parent_zero
KH0239,p249s2,2,4,1,1,0,4.0,4,2.0,supra
KH0239,p249s3,1,1,1,1,0,1.0,1,1.0,compliant
