khipu_id,kfg_pp,kfg_ip,kfg_cp,kfg_sp,kfg_gg,kfg_gsb,kfg_is,kfg_psn,kfg_adg,kfg_any,kcat_pp,kcat_ip,kcat_cp,kcat_sp,kcat_gg,kcat_gsb,kcat_is,kcat_psn,kcat_adg,kcat_any,_merge
KH0285,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
KH0286,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
KH0287,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,both
KH0288,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,both
KH0289,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,both
KH0290,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,both
KH0291,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,both
KH0292,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
KH0293,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,both
KH0294,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,both
KH0295,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,both
KH0296,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,both
KH0297,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,both
KH0298,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,both
KH0299,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
KH0300,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,both
KH0301,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,both
KH0302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0303,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,both
KH0304,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,both
KH0305,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,both
KH0306,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,both
KH0307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0309,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,both
KH0310,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
KH0311,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,both
KH0312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0313,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,both
KH0314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,both
KH0315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0316,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,both
KH0317,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,both
KH0318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,both
KH0321,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,both
KH0322,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,both
KH0323,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,both
KH0324,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,both
KH0325,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,both
KH0326,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,both
KH0327,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,both
KH0328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0329,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,both
KH0330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,both
KH0331,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
KH0332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,both
KH0333,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,both
KH0334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0338,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,both
KH0339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,both
KH0340,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,both
KH0341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0342,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
KH0343,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,both
KH0344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,both
KH0346,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,both
KH0347,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
KH0348,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,both
KH0349,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,both
KH0350,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,both
KH0350,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,both
KH0350,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,both
KH0350,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,both
KH0351,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,both
KH0352,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,both
KH0353,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,both
KH0354,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,both
KH0355,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,both
KH0356,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,both
KH0357,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,both
KH0358,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,both
KH0359,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,both
KH0360,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,both
KH0361,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,both
KH0362,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,both
KH0363,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,both
KH0364,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,both
KH0365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0366,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,both
KH0367,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,both
KH0368,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,both
KH0369,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,both
KH0370,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,both
KH0371,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,both
KH0372,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,both
KH0373,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,both
KH0374,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
KH0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0377,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,both
KH0378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,both
KH0379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,both
KH0380,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,both
KH0381,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,both
KH0382,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,both
KH0383,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,both
KH0384,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,both
KH0385,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,both
KH0386,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,both
KH0387,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,both
KH0388,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,both
KH0389,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,both
KH0390,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,both
KH0391,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,both
KH0392,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,both
KH0393,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,both
KH0394,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
KH0395,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,both
KH0396,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,both
KH0397,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,both
KH0398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0400,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,both
KH0401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0402,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
KH0403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0404,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,both
KH0405,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,both
KH0406,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,both
KH0407,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,both
KH0408,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,both
KH0409,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,both
KH0410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0411,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,both
KH0412,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
KH0413,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,both
KH0414,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,both
KH0415,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,both
KH0416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0420,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,both
KH0421,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,both
KH0422,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,both
KH0423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0424,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,both
KH0425,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,both
KH0426,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,both
KH0427,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,both
KH0428,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,both
KH0429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,both
KH0430,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,both
KH0431,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,both
KH0432,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,both
KH0433,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,both
KH0434,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,both
KH0435,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,both
KH0436,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,both
KH0437,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,both
KH0438,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
KH0439,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,both
KH0440,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,both
KH0441,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,both
KH0442,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,both
KH0443,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,both
KH0444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0445,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,both
KH0446,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,both
KH0447,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,both
KH0448,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,both
KH0449,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,both
KH0450,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,both
KH0451,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,both
KH0452,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,both
KH0453,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,both
KH0454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0455,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,both
KH0456,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,both
KH0457,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
KH0458,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,both
KH0459,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,both
KH0460,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,both
KH0461,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,both
KH0462,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
KH0463,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,both
KH0464,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,both
KH0465,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,both
KH0466,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,both
KH0467,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,both
KH0468,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,both
KH0469,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,both
KH0470,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,both
KH0471,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,both
KH0472,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,both
KH0473,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,both
KH0474,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,both
KH0475,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
KH0476,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,both
KH0477,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,both
KH0478,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,both
KH0479,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,both
KH0480,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,both
KH0481,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,both
KH0482,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,both
KH0484,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,both
KH0485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0486,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,both
KH0487,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,both
KH0488,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,both
KH0489,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,both
KH0490,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,both
KH0491,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,both
KH0492,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,both
KH0493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,both
KH0494,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,both
KH0495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0496,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,both
KH0497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0498,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,both
KH0499,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,both
KH0500,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,both
KH0501,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,both
KH0502,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,both
KH0503,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,both
KH0504,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,both
KH0505,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,both
KH0506,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,both
KH0507,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,both
KH0508,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,both
KH0509,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,both
KH0510,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,both
KH0511,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,both
KH0512,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,both
KH0513,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,both
KH0514,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,both
KH0515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0516,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,both
KH0517,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,both
KH0518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0519,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,both
KH0520,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,both
KH0521,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,both
KH0522,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,both
KH0523,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,both
KH0524,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,both
KH0525,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,both
KH0526,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,both
KH0527,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
KH0528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0529,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,both
KH0530,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,both
KH0531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,both
KH0534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0535,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,both
KH0536,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,both
KH0537,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,both
KH0538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,both
KH0539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0540,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,both
KH0541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0543,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,both
KH0544,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,both
KH0545,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,both
KH0546,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,both
KH0547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0548,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,both
KH0549,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,both
KH0550,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,both
KH0551,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,both
KH0552,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,both
KH0553,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,both
KH0554,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,both
KH0555,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,both
KH0556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0559,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,both
KH0560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0561,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
KH0562,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,both
KH0563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0564,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,both
KH0565,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,both
KH0566,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,both
KH0567,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
KH0568,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,both
KH0569,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,both
KH0570,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,both
KH0571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
KH0572,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,both
KH0573,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,both
KH0574,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,both
KH0575,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,both
KH0576,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,both
