typology_label,n_cords,n_pendants,n_subsidiaries,n_groups,numeric_coverage,frac_broken,n_pattern_types,n_unique_colors,sub_ratio,group_size,has_pp,has_ip,has_cp,has_sp,has_gg,has_gsb,has_is,has_psn,has_adg,cluster_label,n_khipus,pct_complex,pct_provenanced
T1,61.44869831546708,11.206738131699847,0.8591117917304747,9.877488514548238,0.7672358808241855,0.1830868596957014,2.3843797856049003,7.6049004594180705,0.059120874264381514,2.0582198752149505,0.6477794793261868,0.38131699846860645,0.3568147013782542,0.2343032159264931,0.14854517611026033,0.11026033690658499,0.045941807044410414,0.16998468606431852,0.2894333843797856,Simple,653,10.719754977029096,61.71516079632465
T2,403.92857142857144,145.48214285714286,28.589285714285715,36.464285714285715,0.6834128617205372,0.1630506183160161,5.589285714285714,38.339285714285715,0.21263907329813211,14.141443241100148,0.9107142857142857,0.7857142857142857,0.7142857142857143,0.8214285714285714,0.4642857142857143,0.25,0.625,0.6785714285714286,0.3392857142857143,Complex,56,85.71428571428571,73.21428571428571
