color_code,n_entries,pct_entries,n_khipus,pct_khipus
MB(0.0-6.0)/W(6.0-39.0),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-6.0)/W(6.0-39.5),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-6.0)/W(6.0-41.5),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-6.0)/W(6.0-54.0),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-6.5)/AB(6.5-22.5),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-6.5)/GG(6.5-29.0),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-6.5)/W(6.5-29.0),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-6.5)/KB(6.5-21.0),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-4.5)/W(4.5-41.0),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-6.5)/KB(6.5-30.0),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-6.5)/MB(6.5-78.5),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-4.5)/W(4.5-38.5),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-6.5)/W(6.5-13.0),1,0.0013113378268509533,1,0.14104372355430184
MB(16.0-29.0),1,0.0013113378268509533,1,0.14104372355430184
MB(19.5-26.5),1,0.0013113378268509533,1,0.14104372355430184
PG(0.0-7.0)/W(7.0-48.0),1,0.0013113378268509533,1,0.14104372355430184
NB(0.0-16.0)/W(16.0-47.5),1,0.0013113378268509533,1,0.14104372355430184
NB(0.0-18.0)/W(18.0-44.0),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-28.0)/AB,1,0.0013113378268509533,1,0.14104372355430184
NB(0.0-19.0)/R0(19.0-21.5)/NB(21.5-35.0),1,0.0013113378268509533,1,0.14104372355430184
NB(0.0-23.5)/R0(23.5-25.0)/W(25.0-32.0),1,0.0013113378268509533,1,0.14104372355430184
NB(0.0-9.0)/W(9.0-20.0)/R0(20.0-24.0)/W(24.0-29.5),1,0.0013113378268509533,1,0.14104372355430184
NB-DB,1,0.0013113378268509533,1,0.14104372355430184
NB-GL,1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-26.5)/W-MB(26.5-28.5)/W-MB(28.5-39.0),1,0.0013113378268509533,1,0.14104372355430184
PB(0.0-13.5)/W(13.5-31.0),1,0.0013113378268509533,1,0.14104372355430184
PB(0.0-16.0)/AB-MB(16.0-28.0),1,0.0013113378268509533,1,0.14104372355430184
PB(0.0-17.0)/W-MB(17.0-26.0),1,0.0013113378268509533,1,0.14104372355430184
PB(0.0-17.0)/W-MB(17.0-30.0),1,0.0013113378268509533,1,0.14104372355430184
PB(0.0-18.5)/W(18.5-35.0),1,0.0013113378268509533,1,0.14104372355430184
PB(0.0-3.0)/W(3.0-40.0),1,0.0013113378268509533,1,0.14104372355430184
PB(0.0-4.5)/AB(4.5-41.5),1,0.0013113378268509533,1,0.14104372355430184
NB(0.0-17.0)/W(17.0-48.5),1,0.0013113378268509533,1,0.14104372355430184
NB(0.0-0.0)/YB(0.0-0.0),1,0.0013113378268509533,1,0.14104372355430184
MB-W(30.0-33.5)/MB(33.5-49.5),1,0.0013113378268509533,1,0.14104372355430184
MG-MB(0.0-14.5)/MB(14.5-17.0)/YB(17.0-26.0),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-3.0)/BG-MB(3.0-20.5),1,0.0013113378268509533,1,0.14104372355430184
MG(0.0-2.0)/W(2.0-25.0),1,0.0013113378268509533,1,0.14104372355430184
MG(0.0-3.5)/W(3.5-27.0),1,0.0013113378268509533,1,0.14104372355430184
MG(0.0-6.5)/W,1,0.0013113378268509533,1,0.14104372355430184
MG(0.0-7.0)/W(7.0-29.0),1,0.0013113378268509533,1,0.14104372355430184
MG(0.0-7.0)/W-MG(7.0-9.5)/W-MG(9.5-31.5),1,0.0013113378268509533,1,0.14104372355430184
MG(16.0-19.0)/W,1,0.0013113378268509533,1,0.14104372355430184
MG(26.0-36.5),1,0.0013113378268509533,1,0.14104372355430184
MG(28.0-36.5),1,0.0013113378268509533,1,0.14104372355430184
MG(33.0-39.0),1,0.0013113378268509533,1,0.14104372355430184
MG(5.5-26.5)/W,1,0.0013113378268509533,1,0.14104372355430184
MG(6.0-15.0)/W,1,0.0013113378268509533,1,0.14104372355430184
MG(6.0-19.5)/W,1,0.0013113378268509533,1,0.14104372355430184
MG(8.0-14.0)/W,1,0.0013113378268509533,1,0.14104372355430184
MG-KB,1,0.0013113378268509533,1,0.14104372355430184
PB(0.0-4.5)/AB(4.5-42.0),1,0.0013113378268509533,1,0.14104372355430184
PB(0.0-4.5)/HB(4.5-17.0),1,0.0013113378268509533,1,0.14104372355430184
PB(0.0-4.5)/W,1,0.0013113378268509533,1,0.14104372355430184
PB(0.0-5.0)/W(5.0-22.5),1,0.0013113378268509533,1,0.14104372355430184
PB(6.0-26.0),1,0.0013113378268509533,1,0.14104372355430184
PB(6.0-28.0),1,0.0013113378268509533,1,0.14104372355430184
PB(6.0-31.0),1,0.0013113378268509533,1,0.14104372355430184
PB(6.5-11.0),1,0.0013113378268509533,1,0.14104372355430184
PB(6.5-28.0),1,0.0013113378268509533,1,0.14104372355430184
PB-KB,1,0.0013113378268509533,1,0.14104372355430184
PG(0.0-10.0)/W(10.0-37.0),1,0.0013113378268509533,1,0.14104372355430184
PG(0.0-11.5)/W(11.5-33.0),1,0.0013113378268509533,1,0.14104372355430184
PG(0.0-12.0)/W(12.0-34.0),1,0.0013113378268509533,1,0.14104372355430184
PG(0.0-12.0)/W(12.0-35.0),1,0.0013113378268509533,1,0.14104372355430184
PG(0.0-12.0)/W(12.0-40.0),1,0.0013113378268509533,1,0.14104372355430184
PG(0.0-30.0)/PG,1,0.0013113378268509533,1,0.14104372355430184
PG(0.0-6.5)/W(6.5-41.0),1,0.0013113378268509533,1,0.14104372355430184
PG(0.0-7.0)/W(7.0-26.0),1,0.0013113378268509533,1,0.14104372355430184
PG(0.0-7.0)/W(7.0-34.0),1,0.0013113378268509533,1,0.14104372355430184
PB(5.0-22.0),1,0.0013113378268509533,1,0.14104372355430184
PB(4.5-8.5)/W(8.5-24.0),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-25.0)/MB-PB(25.0-29.5),1,0.0013113378268509533,1,0.14104372355430184
PB(0.0-6.5)/W(6.5-43.0),1,0.0013113378268509533,1,0.14104372355430184
PB(0.0-6.0)/PB(6.0-14.5),1,0.0013113378268509533,1,0.14104372355430184
PB(0.0-6.0)/W,1,0.0013113378268509533,1,0.14104372355430184
PB(0.0-6.0)/W(6.0-30.5),1,0.0013113378268509533,1,0.14104372355430184
PB(0.0-6.0)/W(6.0-36.0),1,0.0013113378268509533,1,0.14104372355430184
PB(0.0-6.0)/W(6.0-42.0),1,0.0013113378268509533,1,0.14104372355430184
PB(0.0-6.5)/W,1,0.0013113378268509533,1,0.14104372355430184
PB(0.0-7.0)/W(7.0-38.0),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-25.5)/W,1,0.0013113378268509533,1,0.14104372355430184
PB(0.0-7.5)/W(7.5-26.0),1,0.0013113378268509533,1,0.14104372355430184
PB(0.0-8.0)/W(8.0-13.0),1,0.0013113378268509533,1,0.14104372355430184
PB(0.0-8.5)/MB(8.5-56.0),1,0.0013113378268509533,1,0.14104372355430184
PB(0.0-8.5)/W(8.5-38.0),1,0.0013113378268509533,1,0.14104372355430184
PB(11.5-26.0),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-25.5)/W(25.5-34.0),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-3.0)/MB-CB(3.0-31.5),1,0.0013113378268509533,1,0.14104372355430184
MB-W(30.0-32.0)/MB(32.0-49.5),1,0.0013113378268509533,1,0.14104372355430184
MB(20.5-22.0),1,0.0013113378268509533,1,0.14104372355430184
MB(28.0-37.5),1,0.0013113378268509533,1,0.14104372355430184
MB(30.0-44.0),1,0.0013113378268509533,1,0.14104372355430184
MB(30.5-31.5)/MB(31.5-46.5),1,0.0013113378268509533,1,0.14104372355430184
MB(30.5-34.0)/MB(34.0-46.0),1,0.0013113378268509533,1,0.14104372355430184
MB(31.5-32.5)/MB(32.5-46.5),1,0.0013113378268509533,1,0.14104372355430184
MB(32.0-34.0)/W(34.0-48.0),1,0.0013113378268509533,1,0.14104372355430184
MB(32.0-35.0)/MB(35.0-50.0),1,0.0013113378268509533,1,0.14104372355430184
MB(32.5-34.5)/MB(34.5-47.5),1,0.0013113378268509533,1,0.14104372355430184
MB(32.5-36.0)/GG(36.0-48.5),1,0.0013113378268509533,1,0.14104372355430184
MB(33.0-34.5)/W(34.5-49.5),1,0.0013113378268509533,1,0.14104372355430184
MB(33.0-36.0)/AB,1,0.0013113378268509533,1,0.14104372355430184
MB(33.5-34.0)/MB(34.0-50.0),1,0.0013113378268509533,1,0.14104372355430184
MB(33.5-35.0)/W(35.0-49.0),1,0.0013113378268509533,1,0.14104372355430184
MB(33.5-35.5)/MB(35.5-51.0),1,0.0013113378268509533,1,0.14104372355430184
MB(33.5-35.5)/MB(35.5-51.5),1,0.0013113378268509533,1,0.14104372355430184
MB(34.0-35.0)/MB(35.0-47.5),1,0.0013113378268509533,1,0.14104372355430184
MB(29.0-31.0)/MB(31.0-43.0),1,0.0013113378268509533,1,0.14104372355430184
MB(26.5-28.0)/MB(28.0-41.5),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-3.5)/GG-MB(3.5-19.0),1,0.0013113378268509533,1,0.14104372355430184
MB(25.5-33.0),1,0.0013113378268509533,1,0.14104372355430184
MB(20.5-35.0),1,0.0013113378268509533,1,0.14104372355430184
MB(21.0-36.0),1,0.0013113378268509533,1,0.14104372355430184
MB(21.5-25.5)/AB,1,0.0013113378268509533,1,0.14104372355430184
MB(23.0-26.5)/MB(26.5-37.5),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-34.0)/AB(34.0-45.0),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-2.5)/MB-DG(2.5-19.0),1,0.0013113378268509533,1,0.14104372355430184
MB(23.0-27.0)/MB(27.0-40.5),1,0.0013113378268509533,1,0.14104372355430184
MB(23.5-25.0)/MB(25.0-38.0),1,0.0013113378268509533,1,0.14104372355430184
MB(23.5-30.0),1,0.0013113378268509533,1,0.14104372355430184
MB(23.5-30.0)/MB(30.0-38.0),1,0.0013113378268509533,1,0.14104372355430184
MB(24.0-33.0),1,0.0013113378268509533,1,0.14104372355430184
MB(24.5-26.0)/MB(26.0-35.0),1,0.0013113378268509533,1,0.14104372355430184
MB(25.0-26.0)/MB(26.0-39.5),1,0.0013113378268509533,1,0.14104372355430184
MB(25.0-26.5)/MB(26.5-36.0),1,0.0013113378268509533,1,0.14104372355430184
MB(25.5-29.5)/MB(29.5-34.5),1,0.0013113378268509533,1,0.14104372355430184
MB(34.0-38.0),1,0.0013113378268509533,1,0.14104372355430184
MB(34.5-35.0)/MB(35.0-49.0),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-33.5)/MB,1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-32.5)/GG,1,0.0013113378268509533,1,0.14104372355430184
MB(63.0-71.5)/YB(71.5-94.0),1,0.0013113378268509533,1,0.14104372355430184
MB(7.5-56.0),1,0.0013113378268509533,1,0.14104372355430184
MB(8.0-59.0),1,0.0013113378268509533,1,0.14104372355430184
MB(8.5-65.5),1,0.0013113378268509533,1,0.14104372355430184
MB(9.5-17.0),1,0.0013113378268509533,1,0.14104372355430184
MB(9.5-32.0),1,0.0013113378268509533,1,0.14104372355430184
MB-BB,1,0.0013113378268509533,1,0.14104372355430184
MB-DG,1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-3.5)/W(3.5-42.5),1,0.0013113378268509533,1,0.14104372355430184
MB-KG,1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-3.5)/W(3.5-41.0),1,0.0013113378268509533,1,0.14104372355430184
MB-PB,1,0.0013113378268509533,1,0.14104372355430184
MB-PB(0.0-8.0)/MB(8.0-57.0),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-3.5)/W(3.5-14.0),1,0.0013113378268509533,1,0.14104372355430184
MB-RB,1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-30.0)/AB(30.0-46.0),1,0.0013113378268509533,1,0.14104372355430184
MB(6.5-46.0),1,0.0013113378268509533,1,0.14104372355430184
MB(57.5-94.0),1,0.0013113378268509533,1,0.14104372355430184
MB(4.5-13.0),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-32.0)/W,1,0.0013113378268509533,1,0.14104372355430184
SB(0.0-7.5)/W(7.5-42.0),1,0.0013113378268509533,1,0.14104372355430184
MB(34.5-39.5),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-30.5)/W(30.5-49.5),1,0.0013113378268509533,1,0.14104372355430184
MB(0.0-30.0)/RL(30.0-37.0),1,0.0013113378268509533,1,0.14104372355430184
MB(36.0-38.5),1,0.0013113378268509533,1,0.14104372355430184
MB(41.0-46.0),1,0.0013113378268509533,1,0.14104372355430184
MB(54.0-64.0)/MB(64.0-92.5),1,0.0013113378268509533,1,0.14104372355430184
MB(45.0-49.0),1,0.0013113378268509533,1,0.14104372355430184
MB(48.0-94.0),1,0.0013113378268509533,1,0.14104372355430184
MB(49.0-59.0)/MB(59.0-79.0),1,0.0013113378268509533,1,0.14104372355430184
MB(5.0-46.0),1,0.0013113378268509533,1,0.14104372355430184
MB(5.0-57.0),1,0.0013113378268509533,1,0.14104372355430184
MB(5.5-21.0)/W(21.0-68.0),1,0.0013113378268509533,1,0.14104372355430184
MB(69.0-82.0)/YB(82.0-108.5),1,0.0013113378268509533,1,0.14104372355430184
VB(0.0-8.5)/W(8.5-40.5),1,0.0013113378268509533,1,0.14104372355430184
SR(0.0-0.5)/W(0.5-22.0),1,0.0013113378268509533,1,0.14104372355430184
W-MB(0.0-12.5)/W(12.5-45.5),1,0.0013113378268509533,1,0.14104372355430184
W-KB(0.0-22.0)/W-FR(22.0-42.5),1,0.0013113378268509533,1,0.14104372355430184
W-KB(0.0-5.5)/KB(5.5-23.5),1,0.0013113378268509533,1,0.14104372355430184
W-KB(0.0-8.0)/KB(8.0-27.5),1,0.0013113378268509533,1,0.14104372355430184
W-KB(0.0-8.5)/W(8.5-46.0),1,0.0013113378268509533,1,0.14104372355430184
W-KB(21.5-23.5)/AB,1,0.0013113378268509533,1,0.14104372355430184
W-LD,1,0.0013113378268509533,1,0.14104372355430184
W-LG-MB,1,0.0013113378268509533,1,0.14104372355430184
W-MB(0.0-14.0)/W(14.0-45.5),1,0.0013113378268509533,1,0.14104372355430184
W-PG,1,0.0013113378268509533,1,0.14104372355430184
W-MB(0.0-6.0)/W-GG-MB(6.0-30.0),1,0.0013113378268509533,1,0.14104372355430184
W-MB(0.0-9.0)/W(9.0-75.0),1,0.0013113378268509533,1,0.14104372355430184
W-MB(0.0-9.0)/W(9.0-84.0),1,0.0013113378268509533,1,0.14104372355430184
W-MB(29.0-30.5)/MB(30.5-45.0),1,0.0013113378268509533,1,0.14104372355430184
W-MB(30.0-32.0)/MB(32.0-49.0),1,0.0013113378268509533,1,0.14104372355430184
W-MB(33.5-36.0)/MB(36.0-53.5),1,0.0013113378268509533,1,0.14104372355430184
W-NB(0.0-25.0)/0G-FR(25.0-46.0),1,0.0013113378268509533,1,0.14104372355430184
W-KB(0.0-10.0)/W(10.0-49.0),1,0.0013113378268509533,1,0.14104372355430184
W-HB-RB(0.0-22.5)/W(22.5-63.5),1,0.0013113378268509533,1,0.14104372355430184
W-HB-RB(0.0-20.0)/W(20.0-69.0),1,0.0013113378268509533,1,0.14104372355430184
W-HB-RB(0.0-18.0)/W(18.0-56.0),1,0.0013113378268509533,1,0.14104372355430184
W-BS(0.0-2.0)/W(2.0-35.0),1,0.0013113378268509533,1,0.14104372355430184
W-BS(0.0-2.0)/W(2.0-37.0),1,0.0013113378268509533,1,0.14104372355430184
W-BS(0.0-2.0)/W(2.0-37.5),1,0.0013113378268509533,1,0.14104372355430184
W-BS(0.0-2.0)/W(2.0-39.5),1,0.0013113378268509533,1,0.14104372355430184
W-BS(0.0-2.0)/W(2.0-42.0),1,0.0013113378268509533,1,0.14104372355430184
W-BS(0.0-5.5)/W(5.5-37.0),1,0.0013113378268509533,1,0.14104372355430184
W-DB(0.0-2.0)/DB(2.0-25.5),1,0.0013113378268509533,1,0.14104372355430184
W-DB(0.0-2.0)/W(2.0-28.5),1,0.0013113378268509533,1,0.14104372355430184
W-FB(0.0-14.0)/W(14.0-35.5),1,0.0013113378268509533,1,0.14104372355430184
W-FB(0.0-5.0)/W-SR-FB(5.0-7.0)/W-FB(7.0-24.5),1,0.0013113378268509533,1,0.14104372355430184
W-FR,1,0.0013113378268509533,1,0.14104372355430184
W-G,1,0.0013113378268509533,1,0.14104372355430184
W-GG-KB,1,0.0013113378268509533,1,0.14104372355430184
W-HB(0.0-20.0)/W(20.0-48.0),1,0.0013113378268509533,1,0.14104372355430184
W-HB(0.0-26.5)/W(26.5-56.5),1,0.0013113378268509533,1,0.14104372355430184
W-PB(0.0-11.5)/W,1,0.0013113378268509533,1,0.14104372355430184
W-RB-DB(0.0-13.5)/W(13.5-17.0),1,0.0013113378268509533,1,0.14104372355430184
W-BS(0.0-2.0)/W(2.0-32.0),1,0.0013113378268509533,1,0.14104372355430184
YB%PB(0.0-7.0)/YB(7.0-40.0),1,0.0013113378268509533,1,0.14104372355430184
W-YB(0.0-15.5)/W-YB-GG-GG(15.5-27.5),1,0.0013113378268509533,1,0.14104372355430184
W-YB(0.0-16.5)/YB(16.5-32.0),1,0.0013113378268509533,1,0.14104372355430184
W-YB(0.0-17.0)/YB(17.0-34.0),1,0.0013113378268509533,1,0.14104372355430184
W-YB(0.0-17.0)/YB(17.0-38.0),1,0.0013113378268509533,1,0.14104372355430184
W-YB(0.0-9.5)/W(9.5-24.0),1,0.0013113378268509533,1,0.14104372355430184
YB%PB(0.0-6.0)/YB(6.0-43.0),1,0.0013113378268509533,1,0.14104372355430184
YB%PB(0.0-7.0)/YB(7.0-22.5),1,0.0013113378268509533,1,0.14104372355430184
YB%PB(0.0-8.0)/YB(8.0-42.0),1,0.0013113378268509533,1,0.14104372355430184
W-RB-DB(0.0-15.5)/W(15.5-28.0),1,0.0013113378268509533,1,0.14104372355430184
YB%PB(0.0-8.5)/YB(8.5-40.0),1,0.0013113378268509533,1,0.14104372355430184
YB(0.0-0.0)/AB(0.0-0.0),1,0.0013113378268509533,1,0.14104372355430184
YB(0.0-0.0)/AB-MB(0.0-0.0)/YB(0.0-0.0),1,0.0013113378268509533,1,0.14104372355430184
YB(0.0-0.0)/NB(0.0-0.0),1,0.0013113378268509533,1,0.14104372355430184
YB(0.0-0.0)/YB-NB(0.0-0.0)/YB(0.0-0.0),1,0.0013113378268509533,1,0.14104372355430184
YB(0.0-10.0)/0G(10.0-20.0),1,0.0013113378268509533,1,0.14104372355430184
YB(0.0-10.0)/0G(10.0-22.0),1,0.0013113378268509533,1,0.14104372355430184
W-W(34.0-36.0)/MB(36.0-55.0),1,0.0013113378268509533,1,0.14104372355430184
W-W(32.5-34.0)/W,1,0.0013113378268509533,1,0.14104372355430184
W-W(32.0-34.5)/W,1,0.0013113378268509533,1,0.14104372355430184
W-W(32.0-34.0)/MB(34.0-49.5),1,0.0013113378268509533,1,0.14104372355430184
W-RB-DB(0.0-16.0)/W(16.0-60.0),1,0.0013113378268509533,1,0.14104372355430184
W-RB-DB(0.0-17.0)/W(17.0-27.5),1,0.0013113378268509533,1,0.14104372355430184
W-RB-DB(0.0-18.5)/W(18.5-28.0),1,0.0013113378268509533,1,0.14104372355430184
W-SR,1,0.0013113378268509533,1,0.14104372355430184
W-SR(0.0-2.0)/W(2.0-34.0),1,0.0013113378268509533,1,0.14104372355430184
W-SR(0.0-3.0)/W(3.0-24.5),1,0.0013113378268509533,1,0.14104372355430184
W-W(22.0-23.5)/W,1,0.0013113378268509533,1,0.14104372355430184
W-W(23.0-24.5)/W,1,0.0013113378268509533,1,0.14104372355430184
W-W(23.0-25.0)/MB(25.0-40.0),1,0.0013113378268509533,1,0.14104372355430184
W-W(23.0-25.0)/W,1,0.0013113378268509533,1,0.14104372355430184
W-W(27.0-29.0)/W,1,0.0013113378268509533,1,0.14104372355430184
W-W(29.0-30.5)/W,1,0.0013113378268509533,1,0.14104372355430184
W-W(30.0-30.5)/W,1,0.0013113378268509533,1,0.14104372355430184
W-W(31.0-33.0)/MB(33.0-49.0),1,0.0013113378268509533,1,0.14104372355430184
W-W(31.0-33.5)/W,1,0.0013113378268509533,1,0.14104372355430184
W-BS(0.0-2.0)/W(2.0-34.5),1,0.0013113378268509533,1,0.14104372355430184
W-BS(0.0-2.0)/W(2.0-31.0),1,0.0013113378268509533,1,0.14104372355430184
SR(0.0-1.0)/W(1.0-31.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-6.5)/AB-0B(6.5-36.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-6.0)/KB(6.0-10.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-6.0)/KB(6.0-14.0)/KB(14.0-17.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-6.0)/KB(6.0-16.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-6.0)/W%RM(6.0-11.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-6.0)/W-AB(6.0-9.0)/W(9.0-23.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-6.0)/W-KB(6.0-7.5)/W-KB(7.5-16.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-6.5)/AB(6.5-31.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-6.5)/AB-MB(6.5-32.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-7.0)/RB(7.0-12.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-6.5)/MB(6.5-12.5)/0L(12.5-33.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-6.5)/MB(6.5-13.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-6.8)/W,1,0.0013113378268509533,1,0.14104372355430184
W(0.0-7.0)/AB(7.0-13.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-7.0)/AB(7.0-28.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-7.0)/AB(7.0-30.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-7.0)/AB(7.0-31.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-6.0)/DB(6.0-14.5)/DB(14.5-46.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-6.0)/B(6.0-12.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-6.0)/AB-GG(6.0-25.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-6.0)/AB-GG(6.0-21.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-5.0)/W-SR(5.0-7.0)/W(7.0-42.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-5.0)/W-VR(5.0-41.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-5.2)/W-SR(5.2-8.7),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-5.5)/AB,1,0.0013113378268509533,1,0.14104372355430184
W(0.0-5.5)/AB(5.5-8.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-5.5)/B(5.5-29.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-5.5)/MB(5.5-39.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-5.5)/PB(5.5-16.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-5.5)/PB(5.5-20.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-5.5)/PK(5.5-13.0)/RL(13.0-33.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-5.5)/W,1,0.0013113378268509533,1,0.14104372355430184
W(0.0-5.5)/W-AB(5.5-7.0)/W(7.0-13.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-5.5)/YB(5.5-25.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-5.8)/W,1,0.0013113378268509533,1,0.14104372355430184
W(0.0-6.0)/AB(6.0-30.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-7.0)/AB-GG(7.0-28.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-7.0)/RL(7.0-13.5)/W(13.5-28.0),1,0.0013113378268509533,1,0.14104372355430184
W-AB-RB(0.0-13.0)/W(13.0-35.0),1,0.0013113378268509533,1,0.14104372355430184
W-0G,1,0.0013113378268509533,1,0.14104372355430184
W(0.0-9.0)/W-AB-DB(9.0-13.0)/W(13.0-30.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-9.0)/W-FR(9.0-17.0)/W-MB-FR(17.0-23.5)/W-MB(23.5-27.5)/W(27.5-41.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-9.5)/AB-MB(9.5-39.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-9.5)/BB(9.5-18.5)/B(18.5-25.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-9.5)/HB(9.5-25.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-9.5)/YB(9.5-17.5)/YB(17.5-34.0),1,0.0013113378268509533,1,0.14104372355430184
W-0B,1,0.0013113378268509533,1,0.14104372355430184
W-AB(0.0-22.0)/W,1,0.0013113378268509533,1,0.14104372355430184
W(0.0-7.0)/W%RM(7.0-14.0),1,0.0013113378268509533,1,0.14104372355430184
W-AB(0.0-6.5)/W(6.5-13.5),1,0.0013113378268509533,1,0.14104372355430184
W-AB-GG,1,0.0013113378268509533,1,0.14104372355430184
W-AB-HB(0.0-14.0)/W(14.0-51.0),1,0.0013113378268509533,1,0.14104372355430184
W-AB-KB,1,0.0013113378268509533,1,0.14104372355430184
W-AB-KB(0.0-30.0)/W-AB(30.0-40.0),1,0.0013113378268509533,1,0.14104372355430184
W-AB-MB(0.0-18.0)/W(18.0-51.5),1,0.0013113378268509533,1,0.14104372355430184
W-AB-MB(0.0-19.5)/W(19.5-39.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-9.0)/W,1,0.0013113378268509533,1,0.14104372355430184
W(0.0-9.0)/RB(9.0-13.0)/MB,1,0.0013113378268509533,1,0.14104372355430184
W(0.0-9.0)/KB(9.0-11.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-8.5)/W,1,0.0013113378268509533,1,0.14104372355430184
W(0.0-7.5)/AB(7.5-10.0)/AB(10.0-18.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-7.5)/AB(7.5-15.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-7.5)/LG(7.5-16.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-7.5)/MB(7.5-28.0)/W(28.0-50.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-7.5)/W-AB(7.5-24.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-7.8)/W(7.8-10.3),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-8.0)/AB(8.0-10.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-8.0)/W-AB(8.0-18.5),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-8.0)/W-B,1,0.0013113378268509533,1,0.14104372355430184
W(0.0-8.0)/W-HB(8.0-24.5)/W(24.5-67.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-8.0)/W-MB(8.0-22.0),1,0.0013113378268509533,1,0.14104372355430184
W(0.0-8.5)/AB(8.5-15.0)/GG(15.0-32.0),1,0.0013113378268509533,1,0.14104372355430184
