beh_label,value_register,pct_nonzero,pct_round5,entropy_per_cord,max_hier_level,knot_L_ratio,knot_E_ratio,n_khipus,pct_T2
B1,1.4,0.008994708994708995,0.06666666666666667,0.0,0.13333333333333333,0.0,0.03333333333333333,15,0.0
B2,2.0,0.6631811895156131,0.0739570773072031,0.07559053951464209,0.925,0.38969747204993643,0.529218846816182,80,12.5
B3,12.363265306122448,0.8104113157320089,0.21289376013809103,0.09891322616663363,0.6693877551020408,0.5770162328955145,0.11859662538240871,245,2.857142857142857
B4,28.976190476190474,0.7642659302554744,0.26236411279732547,0.062273367976304644,2.4285714285714284,0.4584090708738552,0.13551853240450337,126,30.158730158730158
B5,44.75480769230769,0.7815523517498851,0.20215514198233298,0.3660043712587234,0.4807692307692308,0.5378801484188691,0.07320289105780824,104,0.0
B6,544.7158273381295,0.7910576294234067,0.5842634580860725,0.16703752182871967,0.8201438848920863,0.19801295097900792,0.0385717351982796,139,0.7194244604316548
