cord_id,kfg_id,cord_name,hierarchy_level,value_num,primary_color,is_banded,attachment,twist,beh_label,typology_label
15719,KH0183,p144,0,0,B,False,U,S,B4,T2
15720,KH0183,p144s1,1,2,B,False,U,S,B4,T2
15721,KH0183,p144s2,1,5,B,False,U,S,B4,T2
15722,KH0183,p145,0,0,B,False,U,S,B4,T2
15723,KH0183,p146,0,0,LB,False,U,S,B4,T2
15724,KH0183,p147,0,0,LB,False,U,S,B4,T2
15725,KH0183,p148,0,0,W,True,U,S,B4,T2
15726,KH0183,p149,0,0,W,True,U,S,B4,T2
15727,KH0183,p150,0,0,LB,False,U,S,B4,T2
15728,KH0183,p151,0,0,LB,False,U,S,B4,T2
15729,KH0183,p152,0,0,LB,False,U,S,B4,T2
15730,KH0183,p153,0,0,LB,False,U,S,B4,T2
15731,KH0183,p154,0,0,LB,False,U,S,B4,T2
15732,KH0183,p155,0,0,LB,False,U,S,B4,T2
15733,KH0183,p156,0,0,LB,False,U,S,B4,T2
15734,KH0183,p157,0,40,B,False,U,S,B4,T2
15735,KH0183,p157s1,1,42,YB,False,U,S,B4,T2
15736,KH0183,p157s1s1,2,8,YB,False,U,S,B4,T2
15737,KH0183,p157s1s2,2,13,YG,False,U,S,B4,T2
15738,KH0183,p157s1s3,2,0,YB,False,U,S,B4,T2
15739,KH0183,p157s1s4,2,17,LB,False,U,S,B4,T2
15740,KH0183,p157s1s5,2,4,LB,False,U,S,B4,T2
15741,KH0183,p158,0,4,B,False,U,S,B4,T2
15742,KH0183,p159,0,26,W,True,U,S,B4,T2
15743,KH0183,p159s1,1,17,W,False,U,S,B4,T2
15744,KH0183,p160,0,18,W,True,U,S,B4,T2
15745,KH0183,p161,0,5,B,False,U,S,B4,T2
15746,KH0183,p162,0,0,B,False,U,S,B4,T2
15747,KH0183,p162s1,1,5,W,False,U,S,B4,T2
15748,KH0183,p162s2,1,5,W,False,U,S,B4,T2
15749,KH0183,p163,0,7,B,False,U,S,B4,T2
15750,KH0183,p163s1,1,7,YG,False,U,S,B4,T2
15751,KH0183,p163s2,1,4,YB,False,U,S,B4,T2
15752,KH0183,p164,0,0,B,False,U,S,B4,T2
15753,KH0183,p164s1,1,5,LB,True,U,S,B4,T2
15754,KH0183,p165,0,3,B,False,U,S,B4,T2
15755,KH0183,p165s1,1,6,W,False,U,S,B4,T2
15756,KH0183,p166,0,33,B,False,U,S,B4,T2
15757,KH0183,p167,0,0,B,False,U,S,B4,T2
15758,KH0183,p168,0,0,B,False,U,S,B4,T2
15759,KH0183,p169,0,0,B,False,U,S,B4,T2
15760,KH0183,p170,0,0,W,True,U,S,B4,T2
15761,KH0183,p171,0,0,W,True,U,S,B4,T2
15762,KH0183,p172,0,0,B,False,U,S,B4,T2
15763,KH0183,p173,0,0,B,False,U,S,B4,T2
15764,KH0183,p174,0,0,B,False,U,S,B4,T2
15765,KH0183,p175,0,0,B,False,U,S,B4,T2
15766,KH0183,p176,0,0,B,False,U,S,B4,T2
15767,KH0183,p177,0,0,B,False,U,S,B4,T2
15768,KH0183,p178,0,0,B,False,U,S,B4,T2
15769,KH0183,p179,0,32,YB,False,U,S,B4,T2
15770,KH0183,p179s1,1,35,YB,False,U,S,B4,T2
15771,KH0183,p179s1s1,2,8,B,False,U,S,B4,T2
15772,KH0183,p179s1s2,2,24,B,False,U,S,B4,T2
15773,KH0183,p179s1s3,2,4,LB,False,U,S,B4,T2
15774,KH0183,p180,0,0,B,False,U,S,B4,T2
15775,KH0183,p180s1,1,4,YG,False,U,S,B4,T2
15776,KH0183,p181,0,16,W,True,U,S,B4,T2
15777,KH0183,p181s1,1,17,W,False,U,S,B4,T2
15778,KH0183,p182,0,6,W,True,U,S,B4,T2
15779,KH0183,p183,0,0,W,False,U,S,B4,T2
15780,KH0183,p183s1,1,5,AB,True,U,S,B4,T2
15781,KH0183,p183s2,1,19,W,False,U,S,B4,T2
15782,KH0183,p184,0,4,B,False,U,S,B4,T2
15783,KH0183,p184s1,1,5,AB,True,U,S,B4,T2
15784,KH0183,p184s2,1,5,W,False,U,S,B4,T2
15785,KH0183,p185,0,0,B,False,U,S,B4,T2
15786,KH0183,p185s1,1,5,B,False,U,S,B4,T2
15787,KH0183,p185s2,1,13,LB,False,U,S,B4,T2
15788,KH0183,p186,0,2,B,False,U,S,B4,T2
15789,KH0183,p186s1,1,8,B,False,U,S,B4,T2
15790,KH0183,p187,0,9,W,False,U,S,B4,T2
15791,KH0183,p187s1,1,5,B,False,U,S,B4,T2
15792,KH0183,p188,0,0,B,False,U,S,B4,T2
15793,KH0183,p189,0,0,W,False,U,S,B4,T2
15794,KH0183,p190,0,0,YG,False,U,S,B4,T2
15795,KH0183,p191,0,0,YG,False,U,S,B4,T2
15796,KH0183,p192,0,0,W,True,U,S,B4,T2
15797,KH0183,p193,0,0,W,True,U,S,B4,T2
15798,KH0183,p194,0,0,YG,False,U,S,B4,T2
15799,KH0183,p195,0,0,YG,False,U,S,B4,T2
15800,KH0183,p196,0,0,YG,False,U,S,B4,T2
15801,KH0183,p197,0,0,YG,False,U,S,B4,T2
15802,KH0183,p198,0,0,YG,False,U,S,B4,T2
15803,KH0183,p199,0,0,YG,False,U,S,B4,T2
15804,KH0183,p200,0,0,YG,False,U,S,B4,T2
15805,KH0183,p201,0,33,B,False,U,S,B4,T2
15806,KH0183,p201s1,1,47,YB,False,U,S,B4,T2
15807,KH0183,p201s1s1,2,16,AB,True,U,S,B4,T2
15808,KH0183,p201s1s2,2,8,YB(0.0-3.0)/DB(3.0-13.0),False,U,S,B4,T2
15809,KH0183,p201s1s3,2,4,LB,False,U,S,B4,T2
15810,KH0183,p202,0,0,B,False,U,S,B4,T2
15811,KH0183,p202s1,1,8,W,False,U,S,B4,T2
15812,KH0183,p203,0,12,W,True,U,S,B4,T2
15813,KH0183,p203s1,1,16,W,False,U,S,B4,T2
15814,KH0183,p204,0,11,W,True,U,S,B4,T2
15815,KH0183,p205,0,6,B,False,U,S,B4,T2
15816,KH0183,p206,0,0,B,False,U,S,B4,T2
15817,KH0183,p206s1,1,4,EB,False,U,S,B4,T2
15818,KH0183,p207,0,1,B,False,U,S,B4,T2
15819,KH0183,p207s1,1,13,AB,False,U,S,B4,T2
15820,KH0183,p208,0,5,B,False,U,S,B4,T2
15821,KH0183,p208s1,1,2,YB,False,U,S,B4,T2
15822,KH0183,p209,0,2,B,False,U,S,B4,T2
15823,KH0183,p209s1,1,4,LB,False,U,S,B4,T2
15824,KH0183,p210,0,14,B,False,U,S,B4,T2
15825,KH0183,p211,0,0,B,False,U,S,B4,T2
15826,KH0183,p212,0,0,YG,False,U,S,B4,T2
15827,KH0183,p213,0,0,YG,False,U,S,B4,T2
15828,KH0183,p214,0,0,W,True,U,S,B4,T2
15829,KH0183,p215,0,0,W,True,U,S,B4,T2
15830,KH0183,p216,0,0,YG,False,U,S,B4,T2
15831,KH0183,p217,0,0,YG,False,U,S,B4,T2
15832,KH0183,p218,0,0,YG,False,U,S,B4,T2
15833,KH0183,p219,0,0,YG,False,U,S,B4,T2
15834,KH0183,p220,0,0,YG,False,U,S,B4,T2
15835,KH0183,p221,0,0,YG,False,U,S,B4,T2
15836,KH0183,p222,0,0,YG,False,U,S,B4,T2
15837,KH0184,p1,0,168,W,False,U,S,B5,T1
15838,KH0184,p2,0,133,W,False,U,S,B5,T1
15839,KH0184,p3,0,224,W,False,U,S,B5,T1
15840,KH0184,p4,0,227,W,False,U,S,B5,T1
15841,KH0184,p5,0,82,W,False,U,S,B5,T1
15842,KH0184,p6,0,168,W,False,U,S,B5,T1
15843,KH0184,p7,0,194,W,False,U,S,B5,T1
15844,KH0184,p8,0,79,W,False,U,S,B5,T1
15845,KH0184,p9,0,0,B,False,U,S,B5,T1
15846,KH0185,p1,0,60,B,True,U,U,B6,T1
15847,KH0185,p2,0,100,B,False,U,U,B6,T1
15848,KH0185,p3,0,70,B-LD,False,U,U,B6,T1
15849,KH0185,p4,0,20,LB,False,U,U,B6,T1
15850,KH0185,p5,0,60,B-LD,False,U,U,B6,T1
15851,KH0185,p6,0,60,B,True,U,U,B6,T1
15852,KH0185,p7,0,20,LD,False,U,U,B6,T1
15853,KH0185,p8,0,3,LC,False,U,U,B6,T1
15854,KH0185,p9,0,30,B-LD,False,U,U,B6,T1
15855,KH0185,p10,0,40,B,True,U,U,B6,T1
15856,KH0185,p11,0,32,LB,False,U,U,B6,T1
15857,KH0185,p12,0,0,LC,False,U,U,B6,T1
15858,KH0185,p13,0,66,B,True,U,U,B6,T1
15859,KH0185,p14,0,100,LD,False,U,U,B6,T1
15860,KH0185,p15,0,14,LB,True,U,U,B6,T1
15861,KH0185,p16,0,30,LB,False,U,U,B6,T1
15862,KH0185,p17,0,30,B,True,U,U,B6,T1
15863,KH0185,p18,0,20,B,True,U,U,B6,T1
15864,KH0186,p1,0,4,G0,False,U,U,B3,T1
15865,KH0186,p2,0,5,G0,False,U,U,B3,T1
15866,KH0186,p3,0,1,G0,False,U,U,B3,T1
15867,KH0186,p4,0,5,G0,False,U,U,B3,T1
15868,KH0186,p5,0,3,LB,False,U,U,B3,T1
15869,KH0186,p6,0,1,LB,False,U,U,B3,T1
15870,KH0186,p7,0,6,G0,False,U,U,B3,T1
15871,KH0186,p8,0,3,G0,False,U,U,B3,T1
15872,KH0186,p9,0,3,B,False,U,U,B3,T1
15873,KH0186,p10,0,1,LB,False,U,U,B3,T1
15874,KH0186,p11,0,4,G0,False,U,U,B3,T1
15875,KH0186,p12,0,4,G0,False,U,U,B3,T1
15876,KH0186,p13,0,3,B,False,U,U,B3,T1
15877,KH0186,p14,0,2,G0,False,U,U,B3,T1
15878,KH0186,p15,0,3,G0,False,U,U,B3,T1
15879,KH0186,p16,0,0,B,False,U,U,B3,T1
15880,KH0186,p17,0,2,G0,False,U,U,B3,T1
15881,KH0186,p18,0,3,G0,False,U,U,B3,T1
15882,KH0186,p19,0,3,B,False,U,U,B3,T1
15883,KH0186,p20,0,2,G0,False,U,U,B3,T1
15884,KH0186,p21,0,2,G0,False,U,U,B3,T1
15885,KH0186,p22,0,2,LB,False,U,U,B3,T1
15886,KH0186,p23,0,4,B,False,U,U,B3,T1
15887,KH0186,p24,0,4,G0,False,U,U,B3,T1
15888,KH0186,p25,0,2,G0,False,U,U,B3,T1
15889,KH0186,p26,0,3,B,False,U,U,B3,T1
15890,KH0186,p27,0,3,B,False,U,U,B3,T1
15891,KH0186,p28,0,3,B,False,U,U,B3,T1
15892,KH0186,p29,0,4,B,False,U,U,B3,T1
15893,KH0186,p30,0,4,LB,False,U,U,B3,T1
15894,KH0187,p1,0,0,B,False,U,S,B4,T1
15895,KH0187,p2,0,0,B,False,U,S,B4,T1
15896,KH0187,p3,0,200,B,False,U,S,B4,T1
15897,KH0187,p4,0,200,B,False,U,S,B4,T1
15898,KH0187,p5,0,780,LC,False,U,S,B4,T1
15899,KH0187,p6,0,6850,W,False,U,S,B4,T1
15900,KH0187,p7,0,445,LC,False,U,S,B4,T1
15901,KH0187,p8,0,11544,W-BS,False,U,S,B4,T1
15902,KH0187,p9,0,9,LC,False,U,S,B4,T1
15903,KH0187,p9s1,1,50,B,True,U,S,B4,T1
15904,KH0187,p10,0,700,W-BS,False,U,S,B4,T1
15905,KH0187,p10s1,1,137,W-BS,False,U,S,B4,T1
15906,KH0187,p11,0,340,W-B,False,U,S,B4,T1
15907,KH0187,p11s1,1,40,W-B,False,U,S,B4,T1
15908,KH0187,p12,0,67,G0(0.0-12.5)/BS(12.5-36.0),False,U,S,B4,T1
15909,KH0187,p13,0,33,MB(0.0-11.0)/W(11.0-49.5),False,U,S,B4,T1
15910,KH0187,p14,0,133,0D(0.0-11.5)/W(11.5-35.0),False,U,S,B4,T1
15911,KH0187,p15,0,107,W(0.0-20.0)/0D(20.0-41.5),False,U,S,B4,T1
15912,KH0187,p16,0,8,LC,False,U,S,B4,T1
15913,KH0187,p16s1,1,30,B,True,U,S,B4,T1
15914,KH0187,p16s1s1,2,0,B,True,U,S,B4,T1
15915,KH0187,p17,0,760,W-BS,False,U,S,B4,T1
15916,KH0187,p17s1,1,120,W-BS,False,U,S,B4,T1
15917,KH0187,p18,0,350,W-B,False,U,S,B4,T1
15918,KH0187,p18s1,1,0,B,False,U,S,B4,T1
15919,KH0187,p19,0,150,G0(0.0-10.5)/BS(10.5-38.0),False,U,S,B4,T1
15920,KH0187,p20,0,50,MB(0.0-10.0)/W(10.0-46.0),False,U,S,B4,T1
15921,KH0187,p21,0,50,0D(0.0-12.5)/W(12.5-34.5),False,U,S,B4,T1
15922,KH0187,p22,0,130,W(0.0-18.5)/0D(18.5-43.5),False,U,S,B4,T1
15923,KH0187,p23,0,9,LC,False,U,S,B4,T1
15924,KH0187,p24,0,140,W-BS,False,U,S,B4,T1
15925,KH0187,p25,0,0,W-B,False,U,S,B4,T1
15926,KH0187,p26,0,0,G0(0.0-13.0)/BS(13.0-50.5),False,U,S,B4,T1
15927,KH0187,p27,0,0,MB(0.0-8.0)/W(8.0-57.5),False,U,S,B4,T1
15928,KH0187,p28,0,0,0D(0.0-12.5)/W(12.5-46.5),False,U,S,B4,T1
15929,KH0187,p29,0,0,W,False,U,S,B4,T1
15930,KH0187,p30,0,4,LC,False,U,S,B4,T1
15931,KH0187,p31,0,1117,W-BS,False,U,S,B4,T1
15932,KH0187,p31s1,1,150,W-BS,False,U,S,B4,T1
15933,KH0187,p32,0,0,W-B,False,U,S,B4,T1
15934,KH0187,p32s1,1,250,W-B,False,U,S,B4,T1
15935,KH0187,p32s1s1,2,13,W-B,False,U,S,B4,T1
15936,KH0187,p33,0,20,G0(0.0-15.5)/BS(15.5-37.0),False,U,S,B4,T1
15937,KH0187,p33s1,1,20,W,True,U,S,B4,T1
15938,KH0187,p34,0,0,MB(0.0-7.5)/W(7.5-55.0),False,U,S,B4,T1
15939,KH0187,p35,0,20,0D(0.0-12.5)/W(12.5-42.0),False,U,S,B4,T1
15940,KH0187,p36,0,0,W(0.0-41.0)/FB(41.0-46.0),False,U,S,B4,T1
15941,KH0187,p37,0,31,LC,False,U,S,B4,T1
15942,KH0187,p38,0,1143,W-BS,False,U,S,B4,T1
15943,KH0187,p38s1,1,123,W-BS,False,U,S,B4,T1
15944,KH0187,p39,0,23,W-B,False,U,S,B4,T1
15945,KH0187,p39s1,1,20,W-B,False,U,S,B4,T1
15946,KH0187,p40,0,0,G0(0.0-12.0)/BS(12.0-46.5),False,U,S,B4,T1
15947,KH0187,p41,0,0,MB(0.0-7.0)/W(7.0-48.5),False,U,S,B4,T1
15948,KH0187,p42,0,0,0D(0.0-13.0)/W(13.0-41.0),False,U,S,B4,T1
15949,KH0187,p43,0,0,W(0.0-30.0)/FB(30.0-30.5),False,U,S,B4,T1
15950,KH0187,p44,0,7,LC,False,U,S,B4,T1
15951,KH0187,p45,0,240,W-BS,False,U,S,B4,T1
15952,KH0187,p46,0,0,W-B,False,U,S,B4,T1
15953,KH0187,p47,0,0,G0(0.0-11.5)/BS(11.5-48.0),False,U,S,B4,T1
15954,KH0187,p48,0,0,MB(0.0-6.0)/W(6.0-54.0),False,U,S,B4,T1
15955,KH0187,p49,0,0,0D(0.0-12.0)/W(12.0-41.5),False,U,S,B4,T1
15956,KH0187,p50,0,0,W(0.0-26.0)/0D(26.0-49.5),False,U,S,B4,T1
15957,KH0187,p51,0,3,LC,False,U,S,B4,T1
15958,KH0187,p52,0,281,W-BS,False,U,S,B4,T1
15959,KH0187,p52s1,1,52,W-BS,False,U,S,B4,T1
15960,KH0187,p53,0,60,W-B,False,U,S,B4,T1
15961,KH0187,p53s1,1,4,W-B,False,U,S,B4,T1
15962,KH0187,p54,0,10,G0(0.0-11.0)/BS(11.0-47.5),False,U,S,B4,T1
15963,KH0187,p55,0,0,MB(0.0-7.5)/W(7.5-45.5),False,U,S,B4,T1
15964,KH0187,p56,0,0,0D(0.0-12.5)/W(12.5-41.0),False,U,S,B4,T1
15965,KH0187,p57,0,22,W(0.0-20.5)/FB(20.5-21.0),False,U,S,B4,T1
15966,KH0187,p58,0,0,YB,False,U,S,B4,T1
15967,KH0187,p59,0,7,LC,False,U,S,B4,T1
15968,KH0187,p60,0,110,W-BS,False,U,S,B4,T1
15969,KH0187,p61,0,0,W-B,False,U,S,B4,T1
15970,KH0187,p62,0,0,G0(0.0-12.0)/BS(12.0-47.5),False,U,S,B4,T1
15971,KH0187,p63,0,0,MB(0.0-9.5)/W(9.5-46.0),False,U,S,B4,T1
15972,KH0187,p64,0,0,0D(0.0-11.0)/W(11.0-37.5),False,U,S,B4,T1
15973,KH0187,p65,0,0,W(0.0-29.0)/FB(29.0-30.5),False,U,S,B4,T1
15974,KH0187,p66,0,5,LC,False,U,S,B4,T1
15975,KH0187,p67,0,1330,W-BS,False,U,S,B4,T1
15976,KH0187,p68,0,0,W-B,False,U,S,B4,T1
15977,KH0187,p69,0,0,G0(0.0-8.0)/BS(8.0-31.0),False,U,S,B4,T1
15978,KH0187,p70,0,0,MB(0.0-7.0)/W(7.0-43.5),False,U,S,B4,T1
15979,KH0187,p71,0,0,W(0.0-26.5)/0D(26.5-52.0),False,U,S,B4,T1
15980,KH0187,p72,0,13,LC,False,U,S,B4,T1
15981,KH0187,p73,0,415,W-BS,False,U,S,B4,T1
15982,KH0187,p74,0,75,W-B,False,U,S,B4,T1
15983,KH0187,p74s1,1,32,W-B,False,U,S,B4,T1
15984,KH0187,p75,0,20,G0(0.0-12.5)/BS(12.5-39.0),False,U,S,B4,T1
15985,KH0187,p76,0,0,MB(0.0-6.5)/W(6.5-42.0),False,U,S,B4,T1
15986,KH0187,p77,0,36,W(0.0-21.0)/0D(21.0-41.0),False,U,S,B4,T1
15987,KH0187,p78,0,12,LC,False,U,S,B4,T1
15988,KH0187,p79,0,548,W-BS,False,U,S,B4,T1
15989,KH0187,p79s1,1,59,W-BS,False,U,S,B4,T1
15990,KH0187,p80,0,125,W-B,False,U,S,B4,T1
15991,KH0187,p80s1,1,34,W,True,U,S,B4,T1
15992,KH0187,p81,0,189,G0(0.0-12.5)/BS(12.5-21.0),False,U,S,B4,T1
15993,KH0187,p81s1,1,44,W,True,U,S,B4,T1
15994,KH0187,p82,0,12,MB(0.0-4.0)/W(4.0-37.5),False,U,S,B4,T1
15995,KH0187,p82s1,1,17,B-LC,False,U,S,B4,T1
15996,KH0187,p83,0,0,0D(0.0-14.0)/W(14.0-43.0),False,U,S,B4,T1
15997,KH0187,p84,0,10,W(0.0-27.0)/0D(27.0-53.5),False,U,S,B4,T1
15998,KH0187,p85,0,7,LC,False,U,S,B4,T1
15999,KH0187,p86,0,355,W-BS,False,U,S,B4,T1
16000,KH0187,p86s1,1,69,W-BS,False,U,S,B4,T1
16001,KH0187,p87,0,146,W-B,False,U,S,B4,T1
16002,KH0187,p87s1,1,23,W-B,False,U,S,B4,T1
16003,KH0187,p88,0,150,G0(0.0-8.0)/BS(8.0-38.0),False,U,S,B4,T1
16004,KH0187,p88s1,1,140,W,True,U,S,B4,T1
16005,KH0187,p89,0,0,MB(0.0-3.5)/W(3.5-42.5),False,U,S,B4,T1
16006,KH0187,p89s1,1,22,B-LC,False,U,S,B4,T1
16007,KH0187,p90,0,0,W(0.0-30.0)/FB(30.0-33.5),False,U,S,B4,T1
16008,KH0187,p91,0,1,LC,False,U,S,B4,T1
16009,KH0187,p92,0,920,W-BS,False,U,S,B4,T1
16010,KH0187,p93,0,0,W-B,False,U,S,B4,T1
16011,KH0187,p94,0,0,G0(0.0-7.0)/BS(7.0-50.5),False,U,S,B4,T1
16012,KH0187,p95,0,0,MB(0.0-4.0)/W(4.0-42.5),False,U,S,B4,T1
16013,KH0187,p96,0,0,W(0.0-28.5)/FB(28.5-54.5),False,U,S,B4,T1
16014,KH0187,p97,0,5,LC,False,U,S,B4,T1
16015,KH0187,p98,0,3132,W-BS,False,U,S,B4,T1
16016,KH0187,p99,0,0,W-B,False,U,S,B4,T1
16017,KH0187,p100,0,0,G0(0.0-7.5)/BS(7.5-48.5),False,U,S,B4,T1
16018,KH0187,p101,0,0,MB(0.0-3.5)/W(3.5-41.0),False,U,S,B4,T1
16019,KH0188,p1,0,30,G,False,U,U,B3,T1
16020,KH0188,p2,0,42,LB,False,U,U,B3,T1
16021,KH0188,p3,0,35,G,True,U,U,B3,T1
16022,KH0188,p4,0,25,G,False,U,U,B3,T1
16023,KH0188,p4s1,1,5,W,False,U,U,B3,T1
16024,KH0188,p5,0,14,LB,False,U,U,B3,T1
16025,KH0188,p6,0,16,D0,False,U,U,B3,T1
16026,KH0188,p7,0,20,YB,False,U,U,B3,T1
16027,KH0188,p8,0,19,G,False,U,U,B3,T1
16028,KH0188,p9,0,10,YB,True,U,U,B3,T1
16029,KH0188,p10,0,15,YB,True,U,U,B3,T1
16030,KH0188,p11,0,13,YB,False,U,U,B3,T1
16031,KH0188,p12,0,20,D0,False,U,U,B3,T1
16032,KH0188,p13,0,24,LB,False,U,U,B3,T1
16033,KH0188,p14,0,24,W-YB,False,U,U,B3,T1
16034,KH0188,p15,0,12,LB,False,U,U,B3,T1
16035,KH0188,p16,0,20,LB,False,U,U,B3,T1
16036,KH0188,p17,0,7,LB,False,U,U,B3,T1
16037,KH0188,p18,0,18,G,False,U,U,B3,T1
16038,KH0188,p19,0,3,YB,False,U,U,B3,T1
16039,KH0188,p20,0,20,YB,False,U,U,B3,T1
16040,KH0188,p21,0,4,W,False,U,U,B3,T1
16041,KH0188,p22,0,3,W,False,U,U,B3,T1
16042,KH0188,p23,0,6,YB,False,U,U,B3,T1
16043,KH0189,p1,0,14430,W,False,U,U,B6,T1
16044,KH0189,p2,0,23500,MB,False,U,U,B6,T1
16045,KH0189,p3,0,400,W,False,U,U,B6,T1
16046,KH0189,p4,0,600,MB,False,U,U,B6,T1
16047,KH0189,p5,0,1210,W,False,U,U,B6,T1
16048,KH0189,p5s1,1,1811,MB,False,U,U,B6,T1
16049,KH0189,p6,0,1110,W,False,U,U,B6,T1
16050,KH0189,p6s1,1,1811,MB,False,U,U,B6,T1
16051,KH0189,p7,0,1200,W,False,U,U,B6,T1
16052,KH0189,p7s1,1,1710,MB,False,U,U,B6,T1
16053,KH0189,p8,0,820,W,False,U,U,B6,T1
16054,KH0189,p8s1,1,1620,MB,False,U,U,B6,T1
16055,KH0189,p9,0,820,W,False,U,U,B6,T1
16056,KH0189,p9s1,1,1910,MB,False,U,U,B6,T1
16057,KH0189,p10,0,1000,W,False,U,U,B6,T1
16058,KH0189,p10s1,1,1710,MB,False,U,U,B6,T1
16059,KH0189,p11,0,1000,W,False,U,U,B6,T1
16060,KH0189,p11s1,1,1510,MB,False,U,U,B6,T1
16061,KH0189,p12,0,920,W,False,U,U,B6,T1
16062,KH0189,p12s1,1,2110,MB,False,U,U,B6,T1
16063,KH0189,p13,0,400,W,False,U,U,B6,T1
16064,KH0189,p13s1,1,1200,MB,False,U,U,B6,T1
16065,KH0189,p14,0,620,W,False,U,U,B6,T1
16066,KH0189,p14s1,1,1600,MB,False,U,U,B6,T1
16067,KH0189,p15,0,620,W,False,U,U,B6,T1
16068,KH0189,p15s1,1,1400,MB,False,U,U,B6,T1
16069,KH0189,p16,0,920,W,False,U,U,B6,T1
16070,KH0189,p16s1,1,2110,MB,False,U,U,B6,T1
16071,KH0189,p17,0,500,W,False,U,U,B6,T1
16072,KH0189,p17s1,1,1500,MB,False,U,U,B6,T1
16073,KH0189,p18,0,500,W,False,U,U,B6,T1
16074,KH0189,p18s1,1,1400,MB,False,U,U,B6,T1
16075,KH0189,p19,0,200,W,False,U,U,B6,T1
16076,KH0189,p19s1,1,300,MB,False,U,U,B6,T1
16077,KH0189,p20,0,200,W(0.0-30.5)/W-MB(30.5-34.0)/W(34.0-41.5),False,U,U,B6,T1
16078,KH0189,p20s1,1,300,MB,False,U,U,B6,T1
16079,KH0189,p21,0,20,W,False,U,U,B6,T1
16080,KH0189,p22,0,10,W,False,U,U,B6,T1
16081,KH0189,p23,0,10,W,False,U,U,B6,T1
16082,KH0189,p24,0,4,W,False,U,U,B6,T1
16083,KH0189,p24s1,1,12,MB,False,U,U,B6,T1
16084,KH0189,p24s2,1,5,MB,True,U,U,B6,T1
16085,KH0189,p24s2s1,2,1,W,True,U,U,B6,T1
16086,KH0189,p24s2s2,2,1,W,True,U,U,B6,T1
16087,KH0189,p24s2s2s1,3,20,DB,False,U,U,B6,T1
16088,KH0189,p25,0,0,W,True,U,U,B6,T1
16089,KH0189,p25s1,1,12,W,True,U,U,B6,T1
16090,KH0189,p26,0,29,MB,False,U,U,B6,T1
16091,KH0189,p27,0,30,W,False,U,U,B6,T1
16092,KH0189,p27s1,1,3,W,False,U,U,B6,T1
16093,KH0189,p28,0,5,MB,True,U,U,B6,T1
16094,KH0189,p28s1,1,1,W,False,U,U,B6,T1
16095,KH0189,p29,0,3,W-MB,False,U,U,B6,T1
16096,KH0189,p30,0,20,MB,True,U,U,B6,T1
16097,KH0189,p30s1,1,4,W,False,U,U,B6,T1
16098,KH0189,p30s1s1,2,0,DB,False,U,U,B6,T1
16099,KH0189,p31,0,5,W,False,U,U,B6,T1
16100,KH0189,p31s1,1,11,W,True,U,U,B6,T1
16101,KH0189,p32,0,8,W,False,U,U,B6,T1
16102,KH0190,p1,0,1,W,True,U,U,B3,T1
16103,KH0190,p2,0,1,W,False,U,U,B3,T1
16104,KH0190,p2s1,1,20,W,False,U,U,B3,T1
16105,KH0190,p3,0,17,B,False,U,U,B3,T1
16106,KH0190,p4,0,16,B,False,U,U,B3,T1
16107,KH0190,p5,0,16,B,False,U,U,B3,T1
16108,KH0190,p6,0,18,B,False,U,U,B3,T1
16109,KH0190,p7,0,12,B,False,U,U,B3,T1
16110,KH0190,p8,0,16,B,False,U,U,B3,T1
16111,KH0190,p9,0,66,B,False,U,U,B3,T1
16112,KH0190,p9s1,1,7,W,False,U,U,B3,T1
16113,KH0190,p10,0,20,W,False,U,U,B3,T1
16114,KH0190,p11,0,38,YB,False,U,U,B3,T1
16115,KH0190,p12,0,21,YB,False,U,U,B3,T1
16116,KH0190,p13,0,7,YB,False,U,U,B3,T1
16117,KH0191,p1,0,95,LB,False,U,U,B4,T1
16118,KH0191,p1s1,1,1,W,False,U,U,B4,T1
16119,KH0191,p1s1s1,2,21,W,False,U,U,B4,T1
16120,KH0191,p1s2,1,28,DB,False,U,U,B4,T1
16121,KH0191,p2,0,3,W,False,U,U,B4,T1
16122,KH0191,p2s1,1,4,W,False,U,U,B4,T1
16123,KH0191,p3,0,25,LB,False,U,U,B4,T1
16124,KH0191,p3s1,1,1,W,True,U,U,B4,T1
16125,KH0191,p4,0,3,W,False,U,U,B4,T1
16126,KH0191,p4s1,1,5,W,False,U,U,B4,T1
16127,KH0191,p5,0,24,LB,False,U,U,B4,T1
16128,KH0191,p5s1,1,1,W,True,U,U,B4,T1
16129,KH0191,p6,0,3,W,False,U,U,B4,T1
16130,KH0191,p6s1,1,3,W,False,U,U,B4,T1
16131,KH0191,p7,0,16,LB,False,U,U,B4,T1
16132,KH0191,p8,0,2,W,False,U,U,B4,T1
16133,KH0191,p8s1,1,4,W,False,U,U,B4,T1
16134,KH0191,p9,0,14,LB,False,U,U,B4,T1
16135,KH0191,p9s1,1,2,W,True,U,U,B4,T1
16136,KH0191,p10,0,3,W,False,U,U,B4,T1
16137,KH0191,p10s1,1,4,W,False,U,U,B4,T1
16138,KH0191,p11,0,10,LB,False,U,U,B4,T1
16139,KH0191,p11s1,1,20,W,True,U,U,B4,T1
16140,KH0191,p12,0,1,W,False,U,U,B4,T1
16141,KH0191,p12s1,1,0,W,False,U,U,B4,T1
16142,KH0191,p13,0,6,LB,False,U,U,B4,T1
16143,KH0191,p13s1,1,2,W,True,U,U,B4,T1
