kfg_id,typology_label,geo_zone,provenance_display,beh_cluster,beh_label,value_register,pct_nonzero,pct_round5,entropy_per_cord,max_hier_level,knot_L_ratio,knot_E_ratio,has_pp,has_ip,has_cp,has_sp,has_gg,has_gsb,has_is,has_psn,has_adg
KH0694,T2,,Unknown,2,B3,5.0,0.6857142857142857,0.2,0.03471453158858083,1,0.6038961038961039,0.14935064935064934,1,1,1,1,1,1,0,1,0
KH0695,T1,,Unknown,3,B4,10.0,0.753731343283582,0.23267326732673269,0.025518427295999464,2,0.46488294314381273,0.09364548494983277,1,1,1,1,0,0,1,0,0
KH0696,T1,,Unknown,2,B3,5.5,0.9743589743589743,0.05263157894736842,0.10072512261760329,1,0.68,0.06,1,0,0,0,0,0,0,0,1
KH0697,T1,,Unknown,5,B6,1135.0,0.9759036144578314,0.49382716049382713,0.06695458303248392,1,0.17355371900826447,0.024793388429752067,1,1,0,0,0,0,0,0,1
KH0698,T2,,Unknown,2,B3,14.0,0.8884892086330936,0.2732793522267207,0.011413686071990791,1,0.4530663329161452,0.06382978723404255,1,1,1,1,1,0,0,1,1
KH0699,T1,Central Coast,Near Lima (prob.),2,B3,18.0,0.804,0.29850746268656714,0.027206309694584357,1,0.3682795698924731,0.12903225806451613,1,1,1,1,1,1,0,1,1
KH0700,T1,,Stanford Collection (prob. 1905),2,B3,8.5,0.654320987654321,0.3018867924528302,0.04096230390937818,1,0.38636363636363635,0.23484848484848486,1,1,1,1,0,0,0,0,1
KH0701,T1,,Goodspeed Collection,2,B3,3.0,0.6691176470588235,0.07692307692307693,0.0337612211598364,1,0.7029702970297029,0.21782178217821782,1,1,1,1,0,0,0,1,1
KH0702,T1,,Unknown,1,B2,2.0,0.6870748299319728,0.0594059405940594,0.02094569697844003,1,0.4154929577464789,0.5704225352112676,1,1,0,0,1,1,1,1,0
KT002,T1,Nazca & Far South,Southern Coast,5,B6,40.5,0.7457627118644068,0.36363636363636365,0.11296757035935649,1,0.3023255813953488,0.08139534883720931,0,0,0,1,0,0,0,0,1
RA001,T1,Ica & Paracas,Ica (Coast),1,B2,1.0,0.5789473684210527,0.20454545454545456,0.05568622843705036,0,0.2553191489361702,0.5106382978723404,1,0,0,0,0,1,0,0,0
RA002,T1,Ica & Paracas,Ica,0,B1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
RA003,T1,Ica & Paracas,Ica,5,B6,40.0,0.2857142857142857,1.0,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0
RA004,T1,Ica & Paracas,Ica,4,B5,62.0,1.0,0.25,0.375,0,0.6666666666666666,0.047619047619047616,0,0,0,0,0,0,0,0,0
RA005,T1,Ica & Paracas,Ica,1,B2,2.0,1.0,0.045454545454545456,0.07512167282678948,0,0.5,0.4166666666666667,1,0,0,0,1,0,0,0,0
RA006,T1,Ica & Paracas,Ica,5,B6,20.0,0.5957446808510638,1.0,0.08694818357125723,2,0.0,0.0,0,0,0,0,0,0,0,1,0
RA007,T1,Ica & Paracas,Ica,5,B6,30.0,0.8571428571428571,1.0,0.2987468750600964,2,0.0,0.0,0,0,0,0,0,0,0,0,0
RA008,T1,Ica & Paracas,Ica,2,B3,2.0,0.95,0.05263157894736842,0.1048195494519426,0,0.6190476190476191,0.23809523809523808,1,0,0,0,0,0,0,0,0
RA009,T1,Ica & Paracas,Ica,5,B6,30.0,1.0,1.0,0.16234936758692484,1,0.0,0.0,0,0,0,0,0,0,0,0,0
RA010,T1,Ica & Paracas,Ica,5,B6,10.0,0.5555555555555556,1.0,0.2741901188909338,2,0.0,0.0,0,0,0,0,0,0,0,0,0
