khipu_id,wm_load,chunks_required,n_boundaries,boundary_reduction,exceeds_capacity,depth,num_cords,avg_branching
1000151,10.913781191217037,4.0,7,0.8999999999999999,False,2.0,28,14.0
1000152,8.918947501009619,5.0,17,1.2509775004326935,False,2.0,35,5.0
1000154,2.9992482150068707,0.7142857142857143,1,0.3,False,1.0,5,5.0
1000155,1.1428571428571428,0.14285714285714285,0,0.0,False,1.0,1,1.0
1000156,3.3188632372745945,1.0,3,0.6,False,2.0,7,1.75
1000157,4.007642380601649,1.2857142857142858,3,0.6,False,1.0,9,9.0
1000158,10.541032115995629,4.285714285714286,8,0.9509775004326936,False,3.0,30,4.285714285714286
1000159,12.079944986520536,9.142857142857142,9,0.9965784284662086,True,2.0,64,2.909090909090909
1000160,2.4285714285714284,0.42857142857142855,0,0.0,False,1.0,3,3.0
1000161,4.8147254324268065,1.7142857142857142,3,0.6,False,1.0,12,12.0
1000162,7.818068064727435,5.0,8,0.9509775004326936,False,2.0,35,2.6923076923076925
1000163,5.7396353807068685,2.7142857142857144,19,1.2965784284662087,False,1.0,19,19.0
1000164,21.53820086748559,12.285714285714286,46,1.6663766555032913,True,2.0,86,43.0
1000165,11.117876912317687,9.142857142857142,28,1.4573942985382715,True,2.0,64,2.2857142857142856
1000166,10.971574714599756,4.0,6,0.8422064766172812,False,2.0,28,14.0
1000167,6.959640921297382,3.4285714285714284,0,0.0,False,2.0,24,2.4
1000168,1.8285714285714283,0.42857142857142855,3,0.6,False,1.0,3,3.0
1000169,5.952881851455409,2.857142857142857,19,1.2965784284662087,False,1.0,20,20.0
1000170,9.401125545099058,7.0,14,1.1720671786825556,False,2.0,49,2.45
1000171,5.105027657265953,2.142857142857143,10,1.0378294855911891,False,1.0,15,15.0
1000172,7.3901195251673855,3.857142857142857,18,1.2743782540330755,False,1.0,27,27.0
1000173,3.4705756676821733,1.1428571428571428,6,0.8422064766172812,False,1.0,8,8.0
1000174,8.271868289569664,3.5714285714285716,0,0.0,False,1.0,25,25.0
1000176,9.439595393400602,5.428571428571429,18,1.2743782540330755,False,1.0,38,38.0
1000177,5.9677881213844195,3.2857142857142856,0,0.0,False,2.0,23,1.5333333333333334
1000178,6.351544323125232,4.571428571428571,18,1.2743782540330755,False,2.0,32,1.8823529411764703
1000179,8.544360712843403,3.7142857142857144,0,0.0,False,2.0,26,4.333333333333333
1000180,19.38230477316637,15.0,41,1.6176952268336282,True,2.0,105,7.0
1000182,2.4285714285714284,0.42857142857142855,0,0.0,False,1.0,3,3.0
1000183,95.07818613008615,84.14285714285714,108,2.0304552974330776,True,3.0,589,19.0
1000184,17.737058070930924,12.857142857142858,42,1.6278794264106293,True,1.0,90,90.0
1000185,13.98438298618292,10.714285714285714,59,1.7720671786825555,True,3.0,75,2.2058823529411766
1000186,4.718147003960597,1.7142857142857142,4,0.6965784284662087,False,1.0,12,12.0
1000187,6.672308007710756,1.5714285714285714,1,0.3,False,2.0,11,5.5
1000188,8.392858480377528,5.571428571428571,1,0.3,False,2.0,39,1.95
1000189,5.560666944422552,1.4285714285714286,10,1.0378294855911891,False,2.0,10,5.0
1000190,4.607642380601648,1.2857142857142858,0,0.0,False,1.0,9,9.0
1000191,4.412514296992379,1.4285714285714286,2,0.4754887502163468,False,1.0,10,10.0
1000192,14.706030662903022,10.714285714285714,33,1.5262388523751016,True,2.0,75,5.769230769230769
1000194,5.31122458241552,1.1428571428571428,2,0.4754887502163468,False,2.0,8,4.0
1000195,2.1285714285714286,0.42857142857142855,1,0.3,False,1.0,3,3.0
1000196,1.395188036219095,0.2857142857142857,2,0.4754887502163468,False,1.0,2,2.0
1000197,13.78887250245193,11.0,35,1.5509775004326936,True,2.0,77,3.5
1000198,40.41483728791109,37.142857142857146,79,1.8965784284662086,True,3.0,260,2.3008849557522124
1000199,7.229718087442297,4.0,12,1.1101319154423277,False,2.0,28,3.5
1000200,12.897643526267343,8.0,27,1.442206476617281,True,2.0,56,8.0
1000201,27.629280148125073,20.428571428571427,37,1.5743782540330755,True,4.0,143,3.575
1000204,6.373177126964625,2.2857142857142856,0,0.0,False,1.0,16,16.0
1000205,2.893356666315934,0.5714285714285714,0,0.0,False,1.0,4,4.0
1000206,5.714285714285714,1.7142857142857142,0,0.0,False,2.0,12,3.0
1000207,14.072427618346154,5.428571428571429,0,0.0,False,2.0,38,19.0
1000208,12.210622522421984,6.428571428571429,16,1.2262388523751018,False,4.0,45,2.3684210526315788
1000209,12.827020755235974,8.0,8,0.9509775004326936,True,3.0,56,2.8
1000210,9.904211255552902,2.0,5,0.7754887502163468,False,4.0,14,3.5
1000211,11.054671335164686,4.142857142857143,9,0.9965784284662086,False,2.0,29,14.5
1000212,11.54243341871165,7.571428571428571,12,1.1101319154423277,True,2.0,53,4.818181818181818
1000213,10.352310508486093,5.142857142857143,0,0.0,False,1.0,36,36.0
1000214,10.901918001547532,6.428571428571429,4,0.6965784284662087,False,2.0,45,5.0
1000216,5.601918001547532,1.4285714285714286,9,0.9965784284662086,False,2.0,10,5.0
1000217,3.5245112497836533,1.0,2,0.4754887502163468,False,1.0,7,7.0
1000218,2.8237594647905238,0.7142857142857143,2,0.4754887502163468,False,1.0,5,5.0
1000220,7.58773480300772,2.2857142857142856,10,1.0378294855911891,False,2.0,16,8.0
1000221,8.550771055103361,4.714285714285714,17,1.2509775004326935,False,1.0,33,33.0
1000222,8.927040710512646,5.714285714285714,6,0.8422064766172812,False,2.0,40,3.076923076923077
1000223,8.2843963014546,4.428571428571429,24,1.3931568569324173,False,2.0,31,5.166666666666667
1000224,2.8237594647905238,0.7142857142857143,2,0.4754887502163468,False,1.0,5,5.0
1000225,4.3127821442994545,1.1428571428571428,0,0.0,False,1.0,8,8.0
1000226,3.0644977792004613,0.8571428571428571,3,0.6,False,1.0,6,6.0
1000227,13.483981857087603,7.285714285714286,0,0.0,True,3.0,51,3.1875
1000228,10.677755130595367,6.428571428571429,18,1.2743782540330755,False,1.0,45,45.0
1000229,14.275946595282935,11.428571428571429,48,1.6844129532345624,True,2.0,80,3.809523809523809
1000230,15.433035912526364,12.285714285714286,35,1.5509775004326936,True,2.0,86,4.095238095238095
1000231,12.361412688335637,6.428571428571429,19,1.2965784284662087,False,2.0,45,11.25
1000232,8.304634980356894,5.0,18,1.2743782540330755,False,2.0,35,3.888888888888889
1000233,16.33470256212277,8.285714285714286,58,1.7647929148085524,True,2.0,58,29.0
1000234,12.247269348506066,8.0,38,1.5856206656586747,True,1.0,56,56.0
1000235,24.248123442919063,11.571428571428571,16,1.2262388523751018,True,4.0,81,10.125
1000236,18.370695850549772,11.714285714285714,38,1.5856206656586747,True,2.0,82,16.4
1000238,56.25384648093994,46.57142857142857,58,1.7647929148085524,True,4.0,326,6.269230769230769
1000239,16.003559386083477,8.714285714285714,6,0.8422064766172812,True,3.0,61,5.545454545454546
1000240,10.827181036324314,6.714285714285714,29,1.4720671786825557,False,1.0,47,47.0
1000241,19.815240899719672,12.285714285714286,6,0.8422064766172812,True,2.0,86,17.2
1000242,2.82229130258318,0.8571428571428571,6,0.8422064766172812,False,1.0,6,6.0
1000243,9.62244916483104,3.2857142857142856,8,0.9509775004326936,False,2.0,23,11.5
1000244,7.365864822654537,3.5714285714285716,23,1.3754887502163469,False,2.0,25,5.0
1000245,12.072851748175646,4.714285714285714,7,0.8999999999999999,False,2.0,33,16.5
1000246,9.642194678536192,5.857142857142857,40,1.6072656013854252,False,1.0,41,41.0
1000247,7.472594787982973,3.7142857142857144,9,0.9965784284662086,False,1.0,26,26.0
1000248,8.469173216449182,3.7142857142857144,0,0.0,False,1.0,26,26.0
1000249,15.833231977373377,9.428571428571429,17,1.2509775004326935,True,2.0,66,13.2
1000250,16.324758511708104,10.571428571428571,2,0.4754887502163468,True,1.0,74,74.0
1000251,15.49834456338245,11.285714285714286,17,1.2509775004326935,True,2.0,79,5.642857142857143
1000252,5.664497779200461,1.8571428571428572,0,0.0,False,1.0,13,13.0
1000253,8.072427618346152,3.4285714285714284,0,0.0,False,1.0,24,24.0
1000254,4.556391072149728,1.5714285714285714,3,0.6,False,1.0,11,11.0
1000255,11.520781238822128,4.428571428571429,9,0.9965784284662086,False,2.0,31,15.5
1000256,4.955913095175825,2.0,8,0.9509775004326936,False,1.0,14,14.0
1000257,5.339850002884624,1.0,0,0.0,False,2.0,7,3.5
1000258,10.826589881611266,6.285714285714286,8,0.9509775004326936,False,1.0,44,44.0
1000259,21.192430600517906,15.857142857142858,29,1.4720671786825557,True,1.0,111,111.0
1000260,11.28810053985367,5.0,10,1.0378294855911891,False,2.0,35,11.666666666666666
1000261,11.215798110002531,5.0,12,1.1101319154423277,False,2.0,35,11.666666666666666
1000262,15.363646540167304,10.428571428571429,18,1.2743782540330755,True,1.0,73,73.0
1000263,17.804403523561877,10.571428571428571,21,1.3378294855911892,True,2.0,74,18.5
