khipu_id,deviation_type,numeric_deviation,structural_deviation,chromatic_deviation,deviation_count,anomaly_score,is_anomaly,n_colors,color_entropy
1000306,none,False,False,False,0,-0.3545690573303698,False,2,0.9927744536992693
1000307,none,False,False,False,0,-0.3528671242938263,False,2,0.998363672305274
1000309,none,False,False,False,0,-0.3561847462806825,False,3,1.1360942482993375
1000310,none,False,False,False,0,-0.390651244429383,False,5,1.6756646311384675
1000312,structural,False,True,False,1,-0.3983100866710877,False,3,1.440222532783436
1000313,none,False,False,False,0,-0.3644548522538887,False,4,1.6720349073073926
1000314,none,False,False,False,0,-0.4397368802340419,False,3,0.08645083757432578
1000315,chromatic,False,False,True,1,-0.3568809176640147,False,4,1.3987201548806933
1000316,chromatic,False,False,True,1,-0.3760035976801116,False,9,1.7188263869373919
1000317,chromatic,False,False,True,1,-0.3544842013990436,False,9,2.8982783694503444
1000318,none,False,False,False,0,-0.3752756129336752,False,7,2.3010981699973785
1000319,none,False,False,False,0,-0.3715660594912143,False,8,2.2724994544325376
1000320,none,False,False,False,0,-0.4003284772352697,False,6,1.8582933268286133
1000321,hybrid,False,True,True,2,-0.6680332468526305,False,34,2.3861757771093925
1000322,none,False,False,False,0,-0.3429260149789042,False,7,2.2061983318002087
1000323,chromatic,False,False,True,1,-0.4304331156263251,False,7,1.9252549916472415
1000324,none,False,False,False,0,-0.3562491895687628,False,4,1.7479041672204112
1000325,none,False,False,False,0,-0.3822042363391749,False,5,1.846617094716417
1000326,none,False,False,False,0,-0.3881784636789691,False,1,0.0
1000327,none,False,False,False,0,-0.3807568172208652,False,6,2.1986162096715187
1000328,structural,False,True,False,1,-0.3603330742480353,False,7,2.4481020691815942
1000329,none,False,False,False,0,-0.4231021635944829,False,10,2.4643361417981606
1000330,structural,False,True,False,1,-0.3677839108866228,False,6,2.3676983733345582
1000331,none,False,False,False,0,-0.4230014065544912,False,5,1.7832861109775628
1000332,none,False,False,False,0,-0.3788616153989199,False,7,1.8422130541877422
1000333,none,False,False,False,0,-0.382861982432501,False,5,1.9438361649559392
1000335,structural,False,True,False,1,-0.3794671378201672,False,4,1.6340152393800274
1000336,structural,False,True,False,1,-0.4142743992745971,False,5,2.1220501792279283
1000337,none,False,False,False,0,-0.4064806210087358,False,8,2.335463263627111
1000338,structural,False,True,False,1,-0.3603725976220523,False,8,2.7244078167084362
1000339,chromatic,False,False,True,1,-0.3853090894449538,False,17,3.509004560376152
1000340,none,False,False,False,0,-0.417025717695334,False,13,2.596335923983086
1000342,structural,False,True,False,1,-0.4912716061921452,False,4,1.6544581876446318
1000344,hybrid,False,True,True,2,-0.6010972279566659,False,5,1.9149472246535864
1000345,none,False,False,False,0,-0.380058221464485,False,3,1.2801396638183602
1000346,structural,False,True,False,1,-0.3979729192922362,False,5,2.144563813784834
1000347,none,False,False,False,0,-0.3953553750137116,False,6,2.3219280940217453
1000348,structural,False,True,False,1,-0.4605701916393925,False,3,1.459147916594436
1000349,structural,False,True,False,1,-0.4382984399478818,False,4,1.9182958334774112
1000350,structural,False,True,False,1,-0.4910804363001544,False,3,1.4999999995671913
1000351,none,False,False,False,0,-0.3578711802745793,False,4,1.259706775417077
1000352,none,False,False,False,0,-0.3681882339913744,False,8,2.3438669211258367
1000353,chromatic,False,False,True,1,-0.3632309464589122,False,12,2.9510745034017747
1000354,structural,False,True,False,1,-0.496057966546234,False,1,0.0
1000355,none,False,False,False,0,-0.4008326961186102,False,4,1.9056390616524883
1000356,none,False,False,False,0,-0.3418536497182937,False,4,1.527721429544809
1000357,none,False,False,False,0,-0.4062186225189554,False,2,0.5435644429110573
1000358,none,False,False,False,0,-0.3840766756356725,False,7,2.4726358928752887
1000359,structural,False,True,False,1,-0.4645348837973143,False,10,2.5827580097595444
1000361,none,False,False,False,0,-0.5139112843740863,False,7,1.9930206826213461
1000363,structural,False,True,False,1,-0.4666593188913592,False,2,0.053633168112071264
1000365,structural,False,True,False,1,-0.3890095150049738,False,2,0.18512475981200685
1000366,none,False,False,False,0,-0.3780225783474508,False,5,1.983116547488002
1000367,none,False,False,False,0,-0.4705844978618632,False,0,0.0
1000368,none,False,False,False,0,-0.5115807829473562,False,8,2.155101147555722
1000369,none,False,False,False,0,-0.4272791857774021,False,3,1.428328019470712
1000371,none,False,False,False,0,-0.40922398341536,False,4,1.860607519799761
1000374,structural,False,True,False,1,-0.4128195358622066,False,2,0.08650421383280696
1000375,none,False,False,False,0,-0.380322871726906,False,4,1.6974514983140794
1000376,structural,False,True,False,1,-0.4958591639570346,False,3,0.20875599695793617
1000377,none,False,False,False,0,-0.3628836026504887,False,3,0.9055872612654517
1000378,none,False,False,False,0,-0.3852429838489397,False,6,2.3329145631137806
1000380,none,False,False,False,0,-0.408337029474372,False,9,2.317228876347205
1000381,structural,False,True,False,1,-0.4041761447132639,False,7,2.599406709438906
1000382,structural,False,True,False,1,-0.4203084951837404,False,5,1.3485179716837856
1000383,structural,False,True,False,1,-0.4293561777193682,False,1,0.0
1000385,structural,False,True,False,1,-0.4168128550768984,False,3,0.9796386880815111
1000386,none,False,False,False,0,-0.3522900655285373,False,6,2.1391918221470685
1000387,none,False,False,False,0,-0.3564636086046831,False,5,1.8500912628400905
1000388,structural,False,True,False,1,-0.4819118076876074,False,2,0.9999999997114609
1000389,none,False,False,False,0,-0.3957805554371357,False,2,0.9182958337659504
1000390,none,False,False,False,0,-0.3879190148800385,False,11,2.6468708450897633
1000392,none,False,False,False,0,-0.3919410063576924,False,4,1.7295739579365443
1000393,none,False,False,False,0,-0.4020403695941694,False,7,2.399130390380914
1000395,numeric,True,False,False,1,-0.4872452642254344,False,3,1.4772170010296741
1000396,none,False,False,False,0,-0.4024715914610256,False,10,2.7236403737144705
1000397,none,False,False,False,0,-0.3469413887180028,False,4,1.950063755859132
1000398,none,False,False,False,0,-0.3412908062018683,False,6,2.0628604923075664
1000399,none,False,False,False,0,-0.3594814063610063,False,3,1.2285763795960827
1000400,none,False,False,False,0,-0.3830552966987137,False,4,1.6804820231447626
1000401,none,False,False,False,0,-0.3804461919826876,False,8,2.194480220236262
1000402,none,False,False,False,0,-0.3580161853412267,False,5,1.723885813035813
1000403,none,False,False,False,0,-0.3762150399437231,False,5,1.7358748038323268
1000404,none,False,False,False,0,-0.3538742031833537,False,4,1.723091336248812
1000405,none,False,False,False,0,-0.3533610470926746,False,4,1.8199069102724337
1000406,chromatic,False,False,True,1,-0.3850451007751815,False,10,2.449829350513034
1000407,none,False,False,False,0,-0.3954344476749003,False,7,2.583053000648531
1000408,none,False,False,False,0,-0.3569173298786759,False,3,0.7852354419587344
1000409,none,False,False,False,0,-0.3411770169778033,False,4,1.854543609380341
1000410,none,False,False,False,0,-0.3647476092360708,False,1,0.0
1000411,none,False,False,False,0,-0.4457504708346094,False,2,0.5916727782937884
1000412,none,False,False,False,0,-0.4321432636782665,False,2,0.8112781241705938
1000413,structural,False,True,False,1,-0.5173481944092092,False,8,2.5703408626623263
1000414,none,False,False,False,0,-0.3712835800684108,False,2,0.9798687563626138
1000415,none,False,False,False,0,-0.3566684861006821,False,8,2.5471025956690743
1000416,none,False,False,False,0,-0.3797552259228235,False,2,0.945660304312101
1000417,none,False,False,False,0,-0.4286436338341093,False,2,0.2974722486307506
1000418,none,False,False,False,0,-0.3998695362496813,False,4,1.2186912528466232
1000419,hybrid,False,True,True,2,-0.4618312882810033,False,2,0.12229159678083568
1000420,none,False,False,False,0,-0.3924014373929641,False,1,0.0
1000421,none,False,False,False,0,-0.377595564707347,False,7,2.5655962293477153
1000422,none,False,False,False,0,-0.3585732881553778,False,5,2.294730735286743
1000423,none,False,False,False,0,-0.3925977875968862,False,4,1.7731044174492738
1000424,none,False,False,False,0,-0.3416013727551161,False,5,1.7136603185363906
1000425,none,False,False,False,0,-0.3662804145880793,False,6,2.5073801015580184
1000426,none,False,False,False,0,-0.3552022151395478,False,5,2.023457651003068
1000427,none,False,False,False,0,-0.3804824680704335,False,5,1.894273869049917
1000428,none,False,False,False,0,-0.3505747745338438,False,6,2.3282129449753843
1000429,structural,False,True,False,1,-0.4191304491585516,False,3,1.105612400108607
1000430,none,False,False,False,0,-0.3541451670810127,False,7,2.4871848300225383
1000431,none,False,False,False,0,-0.3552104246547498,False,4,1.7222584579366442
1000432,none,False,False,False,0,-0.3900685117733389,False,6,2.4402239280762346
1000433,none,False,False,False,0,-0.3543273377398281,False,6,2.403829905942672
1000434,none,False,False,False,0,-0.4105804064796231,False,2,0.5032583344871068
1000435,none,False,False,False,0,-0.3715454526993858,False,2,0.4138168500150947
1000436,chromatic,False,False,True,1,-0.3710254435065525,False,8,2.492986052267649
1000437,chromatic,False,False,True,1,-0.3560406766886831,False,2,0.7706290690754014
1000438,structural,False,True,False,1,-0.3837443104006481,False,2,0.7024665510018513
1000439,none,False,False,False,0,-0.3399165681101336,False,4,1.3611297792180577
1000440,none,False,False,False,0,-0.3909508489908062,False,1,0.0
1000441,none,False,False,False,0,-0.3614853844015722,False,3,1.232660256383012
1000442,none,False,False,False,0,-0.3447006762410825,False,4,1.951831864207728
1000443,structural,False,True,False,1,-0.4135410380877607,False,7,2.749999998990113
1000444,structural,False,True,False,1,-0.4256825418005234,False,6,2.0275385567818884
1000445,none,False,False,False,0,-0.4202215971729604,False,6,2.197159722558532
1000446,none,False,False,False,0,-0.4341324725591782,False,6,2.3819748427324994
1000447,none,False,False,False,0,-0.4413594561660038,False,3,1.309296667804195
1000448,none,False,False,False,0,-0.381847330894723,False,5,1.9196935346387187
1000449,none,False,False,False,0,-0.3878959267249872,False,6,1.7699806265821785
1000450,none,False,False,False,0,-0.3479164812071781,False,7,2.4605833289028944
1000451,none,False,False,False,0,-0.3701515325581439,False,1,0.0
1000452,none,False,False,False,0,-0.3722528135019418,False,4,1.669180336289653
1000453,structural,False,True,False,1,-0.4139561929517902,False,5,1.553814656315051
1000454,structural,False,True,False,1,-0.3708026169514876,False,2,0.3912435633407166
1000455,none,False,False,False,0,-0.3626029784296425,False,6,1.8990785300546114
1000456,none,False,False,False,0,-0.487709089175174,False,6,2.3553885413419167
1000457,structural,False,True,False,1,-0.5115946788402785,False,0,0.0
1000458,none,False,False,False,0,-0.4946207181292322,False,0,0.0
1000459,structural,False,True,False,1,-0.5257254464977789,False,0,0.0
1000460,structural,False,True,False,1,-0.4926271883835947,False,0,0.0
1000461,structural,False,True,False,1,-0.5757856464693698,False,0,0.0
1000462,structural,False,True,False,1,-0.4977123044293347,False,0,0.0
1000463,structural,False,True,False,1,-0.5532925107851479,False,0,0.0
1000472,hybrid,True,False,True,2,-0.5451159792008856,False,5,1.0836612770460465
1000474,none,False,False,False,0,-0.349426157141999,False,3,1.1410367896610192
1000475,none,False,False,False,0,-0.3499576581414399,False,3,1.352724195191846
1000477,none,False,False,False,0,-0.3770525234571458,False,6,2.050621377859613
1000478,structural,False,True,False,1,-0.3961547648217912,False,2,0.16866093120813122
1000479,structural,False,True,False,1,-0.3586024476837456,False,3,1.4819007242487554
1000480,none,False,False,False,0,-0.3781795688044952,False,5,2.170950593733321
1000481,none,False,False,False,0,-0.3981352576345506,False,3,1.57095059402186
1000482,structural,False,True,False,1,-0.3575210858295485,False,7,1.9253821075117477
1000483,structural,False,True,False,1,-0.3743606398482649,False,5,2.2565647614096065
1000485,none,False,False,False,0,-0.3688152089476438,False,1,0.0
1000486,none,False,False,False,0,-0.3722528135019418,False,2,0.9612366044343368
1000487,structural,False,True,False,1,-0.3900785723665286,False,8,2.47391566839037
1000488,none,False,False,False,0,-0.3566690370857435,False,7,2.292480924558274
1000489,none,False,False,False,0,-0.3582941848489651,False,2,0.2974722486307506
1000490,none,False,False,False,0,-0.3857011564190659,False,6,1.8716022605441802
1000491,none,False,False,False,0,-0.388566663526426,False,2,0.5032583344871068
1000492,structural,False,True,False,1,-0.3908655315117764,False,6,1.3549245992349521
1000493,none,False,False,False,0,-0.4166068959219987,False,9,1.4941361034671425
1000494,none,False,False,False,0,-0.3631744399300466,False,8,2.402298248732565
1000495,none,False,False,False,0,-0.3882126629263994,False,8,2.50041173839026
1000496,structural,False,True,False,1,-0.3644475628093684,False,7,2.083336847906579
1000497,none,False,False,False,0,-0.3516162584051226,False,7,2.4421298761638277
1000499,numeric,True,False,False,1,-0.5854461851891914,False,5,2.081185661502569
1000500,none,False,False,False,0,-0.3574170575357879,False,6,1.9312458035150266
1000501,structural,False,True,False,1,-0.5835198210278316,False,7,1.9633753545418666
1000502,none,False,False,False,0,-0.3460441136011932,False,6,2.0605580168658144
1000503,none,False,False,False,0,-0.36444082553654,False,7,1.5735841823817924
1000504,structural,False,True,False,1,-0.4916924438234523,False,9,2.4917419884719743
1000505,none,False,False,False,0,-0.3776355522593086,False,5,1.9146502705750703
1000506,none,False,False,False,0,-0.3848434447858521,False,11,2.5951499673041396
1000507,none,False,False,False,0,-0.3737238226716679,False,8,2.3490683587680783
1000508,none,False,False,False,0,-0.442167675387508,False,8,2.519139421366378
1000509,none,False,False,False,0,-0.4610736653506991,False,5,1.5888022219627755
1000510,structural,False,True,False,1,-0.4361862112975754,False,5,1.9473515707926303
1000511,structural,False,True,False,1,-0.4368459693935744,False,5,1.9888069130371666
1000512,none,False,False,False,0,-0.4056734419055865,False,6,2.1879081149672275
1000513,none,False,False,False,0,-0.3662674094418797,False,7,2.490478540638457
1000514,none,False,False,False,0,-0.3815273721010452,False,10,2.3793538425682783
1000515,chromatic,False,False,True,1,-0.3619491580733819,False,10,3.000932651488606
1000516,none,False,False,False,0,-0.3579015568925143,False,10,2.583682822005756
1000517,none,False,False,False,0,-0.3653541928422376,False,5,2.1996877940099804
1000518,chromatic,False,False,True,1,-0.3811154004665898,False,16,3.1051226500355753
1000519,chromatic,False,False,True,1,-0.3982222077043609,False,13,3.260863624679722
1000520,chromatic,False,False,True,1,-0.3580735957185155,False,12,3.233514398302053
1000521,none,False,False,False,0,-0.3725265908843118,False,6,2.1792214437786295
1000522,hybrid,False,True,True,2,-0.4061762114827744,False,9,2.9434186227234176
1000523,none,False,False,False,0,-0.4417121887226405,False,5,0.48249572632784143
1000524,none,False,False,False,0,-0.3786939582402506,False,15,2.727073986873003
1000525,none,False,False,False,0,-0.3633027151838793,False,4,1.8077635758401165
1000526,chromatic,False,False,True,1,-0.4355814003814953,False,18,2.9710099138933015
1000527,none,False,False,False,0,-0.4281955305699018,False,10,2.4845763227601814
1000528,none,False,False,False,0,-0.372523952439416,False,8,2.2473427949632825
1000529,structural,False,True,False,1,-0.3953605300273097,False,4,1.7944972394022536
1000530,hybrid,False,True,True,2,-0.3859142219913355,False,17,3.362917921546236
1000531,none,False,False,False,0,-0.3813329816884126,False,5,2.046439343949668
1000532,none,False,False,False,0,-0.3793975775349972,False,5,1.8676338902498646
1000533,none,False,False,False,0,-0.346361999636964,False,5,1.857820647340652
1000534,structural,False,True,False,1,-0.3932262917892531,False,2,0.7642045062200812
1000535,structural,False,True,False,1,-0.3557694605223986,False,8,2.804585168183644
1000536,none,False,False,False,0,-0.35169013854999,False,6,1.895232779870558
1000537,structural,False,True,False,1,-0.3694766658758275,False,3,1.2088301748621393
1000538,structural,False,True,False,1,-0.4003555966021013,False,6,1.7864381943224725
1000539,chromatic,False,False,True,1,-0.4222583805860004,False,15,3.2221910086287204
1000540,none,False,False,False,0,-0.3543762662286092,False,6,2.2835555656424193
1000541,hybrid,False,True,True,2,-0.6886102631886069,False,16,3.2952579704689544
1000542,none,False,False,False,0,-0.3831260655314671,False,8,2.5909088878834283
1000543,chromatic,False,False,True,1,-0.377115647216073,False,14,3.2939063212393953
1000544,structural,False,True,False,1,-0.4390728620985535,False,4,1.2018036683814923
1000545,chromatic,False,False,True,1,-0.3899456357399133,False,14,2.9074413593934163
1000546,hybrid,False,True,True,2,-0.4308324900550588,False,12,2.9010834254687543
1000547,none,False,False,False,0,-0.4274863586856122,False,10,2.4960119714997395
1000548,none,False,False,False,0,-0.3451441734970012,False,2,0.783776947196162
1000549,none,False,False,False,0,-0.3756736044298951,False,6,2.01411361724747
1000550,none,False,False,False,0,-0.398079395679955,False,3,1.29879494026259
1000551,structural,False,True,False,1,-0.3719471597149216,False,6,1.7824858943152215
1000552,none,False,False,False,0,-0.3653866755394987,False,13,2.8426855111969984
1000553,chromatic,False,False,True,1,-0.3662882245366709,False,9,2.8535749343526327
1000554,none,False,False,False,0,-0.3685842028446832,False,6,1.084273363390753
1000555,structural,False,True,False,1,-0.3905674588743151,False,4,1.870372356159832
1000556,structural,False,True,False,1,-0.3694461165887697,False,5,2.156477234161217
1000558,numeric,True,False,False,1,-0.4594292481765021,False,1,0.0
1000559,none,False,False,False,0,-0.4059207596331183,False,7,2.5836169743873456
1000560,none,False,False,False,0,-0.4104293425795003,False,8,2.7918583514133273
1000561,none,False,False,False,0,-0.3595046872685588,False,4,1.6841837192021107
1000562,none,False,False,False,0,-0.3449648151855477,False,4,1.4675493077415172
1000563,structural,False,True,False,1,-0.4112308703122049,False,6,2.465960879236415
1000564,chromatic,False,False,True,1,-0.3942011179544539,False,10,2.7202465415945465
1000565,none,False,False,False,0,-0.5105652207580568,False,8,1.8232337291926293
1000566,none,False,False,False,0,-0.3521306250918767,False,8,2.501651211094547
1000567,none,False,False,False,0,-0.4602875430836335,False,4,1.1250836198296648
1000569,none,False,False,False,0,-0.3449981217403016,False,3,1.361541932903119
1000570,chromatic,False,False,True,1,-0.3722173238558361,False,9,2.064429415530614
1000571,none,False,False,False,0,-0.4067417183885714,False,6,2.0433410276772275
1000572,none,False,False,False,0,-0.3733567868691833,False,2,0.9999999997114609
1000573,none,False,False,False,0,-0.3621800144188771,False,4,1.7028188302993246
1000574,structural,False,True,False,1,-0.4532985174871075,False,4,1.861759042050683
1000575,none,False,False,False,0,-0.371379908360098,False,5,1.7477323849988566
1000576,none,False,False,False,0,-0.4086772227768068,False,4,1.8942641869397359
1000577,none,False,False,False,0,-0.3900278335427075,False,2,0.3912435633407166
1000578,none,False,False,False,0,-0.4510082286231932,False,3,0.9219280944545538
