khipu_id,numeric_entropy_bits,numeric_entropy_per_cord,max_numeric_entropy,normalized_numeric_entropy,num_unique_values,num_cords_with_values,color_entropy_bits,max_color_entropy,normalized_color_entropy,num_unique_colors,num_color_records,structural_level_entropy,structural_branching_entropy,num_levels,num_cords_total,total_information_bits,info_per_cord,num_nodes,depth,avg_branching,min_bits_numeric,min_bits_color,min_bits_structure,total_min_bits,redundancy_ratio,compression_efficiency
1000000,2.6464393446710157,0.26464393446710155,2.807354922057604,0.94268071481726,7.0,10.0,2.2684727516311214,2.321928094887362,0.9769780367557704,5.0,19.0,0.8524051786494786,0.0,2.0,18.0,5.7673172749516155,0.2059756169625577,19.0,2.0,3.0,2.807354922057604,2.321928094887362,1.0,6.129283016944966,0.9409448477101379,1.0627615448807415
1000001,2.584962500721156,0.430827083453526,2.584962500721156,1.0,6.0,6.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,6.0,2.584962500721156,0.215413541726763,7.0,1.0,6.0,2.584962500721156,0.0,0.0,2.584962500721156,1.0,1.0
1000002,4.5661089398374815,0.16307531927991006,4.643856189774724,0.9832580409986782,25.0,28.0,2.6983537370899624,3.0,0.8994512456966541,8.0,29.0,0.7219280948873623,0.0,2.0,30.0,7.986390771814806,0.13769639261749667,31.0,2.0,4.285714285714286,4.643856189774724,3.0,1.0,8.643856189774723,0.92393841318905,1.0823232216835936
1000003,4.515319531114783,0.14110373534733697,4.643856189774724,0.972321137131041,25.0,32.0,2.051533168647338,2.584962500721156,0.793641365425997,6.0,35.0,0.6892019851173655,0.0,2.0,38.0,7.256054684879486,0.10365792406970695,39.0,2.0,4.75,4.643856189774724,2.584962500721156,1.0,8.228818690495881,0.8817857043393218,1.134062386222569
1000004,4.073602431631037,0.025782293871082513,4.906890595608519,0.8301799993822476,30.0,158.0,2.05712807150532,2.807354922057604,0.7327638038718604,7.0,174.0,0.45809492436759114,0.0,2.0,176.0,6.588825427503949,0.019727022238035775,177.0,2.0,10.352941176470589,4.906890595608519,2.807354922057604,1.0,8.714245517666123,0.7560982088634781,1.3225795118641275
1000005,4.0209505944546695,0.10052376486136674,4.392317422778761,0.9154508218376555,21.0,40.0,0.2863969571159562,1.0,0.2863969571159562,2.0,60.0,0.7408656862339816,0.0,2.0,62.0,5.048213237804608,0.04949228664514321,63.0,2.0,4.428571428571429,4.392317422778761,1.0,1.0,6.392317422778761,0.7897313140013209,1.2662534488259225
1000006,1.4453901895299757,0.03803658393499936,2.0,0.7226950947649878,4.0,38.0,1.6719811714830817,2.0,0.8359905857415408,4.0,81.0,1.070589020670526,0.0,3.0,80.0,4.187960381683583,0.0354911896752846,81.0,3.0,2.4242424242424243,2.0,2.0,1.584962500721156,5.584962500721156,0.7498636528253886,1.3335757723849266
1000007,5.455890934486479,0.019076541728973703,6.523561956057013,0.8363361873831489,92.0,286.0,2.67140373981209,3.0,0.8904679132706966,8.0,362.0,1.2886517455991047,0.0,3.0,343.0,9.415946419897674,0.01496970813974193,344.0,3.0,3.2358490566037736,6.523561956057013,3.0,1.584962500721156,11.108524456778168,0.847632505697215,1.1797565493048854
1000008,3.1121024139840077,0.0598481233458463,3.807354922057604,0.8173922520210273,14.0,52.0,0.938240048447182,1.584962500721156,0.5919635625576529,3.0,58.0,1.2789280385262332,0.0,3.0,59.0,5.329270500957423,0.04801144595457138,60.0,3.0,4.538461538461538,3.807354922057604,1.584962500721156,1.584962500721156,6.977279923499916,0.7638034534071231,1.3092373378769986
1000009,3.503153115138723,0.0357464603585584,4.321928094887363,0.8105533082058418,20.0,98.0,2.3282270675733923,2.807354922057604,0.8293312146890771,7.0,124.0,1.4926431757571859,0.0,3.0,126.0,7.324023358469301,0.03269653285030938,127.0,3.0,2.423076923076923,4.321928094887363,2.807354922057604,1.584962500721156,8.714245517666123,0.8404655737116349,1.1898167292966382
1000010,5.36346329043209,0.07057188540042224,5.643856189774724,0.9503189149555871,50.0,76.0,2.558419607399264,2.807354922057604,0.9113274517937022,7.0,88.0,1.0869440603241454,0.0,3.0,88.0,9.008826958155499,0.05493187169607012,89.0,3.0,8.8,5.643856189774724,2.807354922057604,1.584962500721156,10.036173612553485,0.8976356234897176,1.1140377830731838
1000011,3.327319142645923,0.1039787232076851,3.584962500721156,0.9281322027710457,12.0,32.0,1.637411238968545,2.0,0.8187056194842725,4.0,41.0,0.9985090989176322,0.0,2.0,44.0,5.963239480532101,0.07846367737542238,45.0,2.0,2.933333333333333,3.584962500721156,2.0,1.0,6.584962500721156,0.9055844251017425,1.1042592742114021
1000012,5.331309358124345,0.04891109502866372,5.807354922057604,0.9180271276127565,56.0,109.0,2.7852326082661905,3.4594316186372973,0.8051127801633842,11.0,113.0,1.1242592373746327,0.0,3.0,116.0,9.240801203765168,0.04107022757228963,117.0,3.0,3.135135135135135,5.807354922057604,3.4594316186372973,1.584962500721156,10.851749041416058,0.8515494754345447,1.1743298878667046
1000013,1.4056390622295665,0.1757048827786958,1.584962500721156,0.886859507142915,3.0,8.0,0.9043814577244939,1.0,0.9043814577244939,2.0,25.0,0.0,0.0,1.0,30.0,2.3100205199540604,0.06079001368300159,31.0,1.0,30.0,1.584962500721156,1.0,0.0,2.584962500721156,0.8936379229136238,1.1190214452175358
1000014,1.7841591278514217,0.1486799273209518,2.0,0.8920795639257109,4.0,12.0,1.4990004419361498,1.584962500721156,0.9457639794342808,3.0,38.0,0.0,0.0,1.0,37.0,3.2831595697875713,0.06700325652627696,38.0,1.0,37.0,2.0,1.584962500721156,0.0,3.584962500721156,0.9158142014392414,1.0919245393098918
